DATAFLOW,AUDST,FREQ,REF_TIME_RN,REPYEAREND,REPYEARSTART,TYP_SRC_FNDS_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,ES_CL_STBR_OLA,0,2013-03-31,INR,1233000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,ES_CL_STRB_LAFRP,0,2013-03-31,INR,1292000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,ES_CL_TRD_PAYS,0,2013-03-31,INR,36830000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,ES_CURR_LIB,0,2013-03-31,INR,128611000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,ES_MON_AGST_SHR_WAR,0,2013-03-31,INR,44000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,ES_NCL_LNG_BRW,0,2013-03-31,INR,54867000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,ES_NCL_LTB_BND,0,2013-03-31,INR,6906000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,ES_NCL_LTB_DEPS,0,2013-03-31,INR,459000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,ES_NCL_LTB_DPLS,0,2013-03-31,INR,10000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,ES_NCL_LTB_LAAFP,0,2013-03-31,INR,12481000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,ES_NCL_LTB_LCP_OF_LTB,0,2013-03-31,INR,324000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,ES_NCL_LTB_OTH,0,2013-03-31,INR,-4537000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,ES_NCL_LTB_TLS,0,2013-03-31,INR,40925000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,ES_NCL_LTB_TLS_BNK,0,2013-03-31,INR,28302000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,ES_NCL_LTB_TLS_OTH,0,2013-03-31,INR,12623000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,ES_NET_ISS,0,2013-03-31,INR,29151000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,ES_NON_CURR_LIB,0,2013-03-31,INR,62602000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,ES_OTH_LTA,0,2013-03-31,INR,7735000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,ES_OTH_LTA_OTH,0,2013-03-31,INR,-29095000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,ES_OTH_LTA_TRD_PAYS,0,2013-03-31,INR,1857000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,ES_PRM_ON_SHR,0,2013-03-31,INR,24504000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,ES_SHR_APP_MON_PEN_ALT,0,2013-03-31,INR,2171000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,ES_SHR_CAP_PRM,0,2013-03-31,INR,53655000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,EXT_SRC,0,2013-03-31,INR,247496000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,INT_SRC,0,2013-03-31,INR,125551000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,IS_PRV,0,2013-03-31,INR,77161000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,IS_PRV_DEP,0,2013-03-31,INR,55995000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,IS_PRV_OCP,0,2013-03-31,INR,7968000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,IS_PRV_ONCP,0,2013-03-31,INR,3656000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,IS_PRV_TX_CURR,0,2013-03-31,INR,9541000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,IS_PU_CAP,0,2013-03-31,INR,-1417000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,IS_RES_CAP_RES,0,2013-03-31,INR,8558000000
RBI:SRC_FND_PVT_RN(1.0),N_A,AFY,CURR_YR,2013,2012,IS_RES_INVS_ALW,0,2013-03-31,INR,12000000
