DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,SL_CAT_LAND_USE_INP_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2018,2017,GROSS_SOWN_AREA,0,2018-03-31,HA,200880000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2018,2017,NET_IRR_AREA,0,2018-03-31,HA,70160000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2018,2017,NET_SOWN_AREA,0,2018-03-31,HA,138770000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2019,2018,CONSM_FERTZ,0,2019-03-31,TN,27380000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2019,2018,CONSM_PESTC,0,2019-03-31,TN,5967000.0
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2019,2018,GROSS_IRR_AREA,0,2019-03-31,HA,104710000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2019,2018,GROSS_SOWN_AREA,0,2019-03-31,HA,201180000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2019,2018,NET_IRR_AREA,0,2019-03-31,HA,72240000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2019,2018,NET_SOWN_AREA,0,2019-03-31,HA,138440000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2020,2019,CONSM_FERTZ,0,2020-03-31,TN,29370000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2020,2019,CONSM_PESTC,0,2020-03-31,TN,6170000.0
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2020,2019,GROSS_IRR_AREA,0,2020-03-31,HA,112440000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2020,2019,GROSS_SOWN_AREA,0,2020-03-31,HA,211360000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2020,2019,NET_IRR_AREA,0,2020-03-31,HA,75470000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2020,2019,NET_SOWN_AREA,0,2020-03-31,HA,139900000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2021,2020,CONSM_FERTZ,0,2021-03-31,TN,32540000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2021,2020,CONSM_PESTC,0,2021-03-31,TN,6220000.0
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2021,2020,GROSS_IRR_AREA,0,2021-03-31,HA,118930000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2021,2020,GROSS_SOWN_AREA,0,2021-03-31,HA,216110000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2021,2020,NET_IRR_AREA,0,2021-03-31,HA,77730000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2021,2020,NET_SOWN_AREA,0,2021-03-31,HA,141540000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2022,2021,CONSM_FERTZ,0,2022-03-31,TN,29796000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2022,2021,CONSM_PESTC,0,2022-03-31,TN,5870000.0
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2022,2021,GROSS_IRR_AREA,0,2022-03-31,HA,120380000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2022,2021,GROSS_SOWN_AREA,0,2022-03-31,HA,219160000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2022,2021,NET_IRR_AREA,0,2022-03-31,HA,77920000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2022,2021,NET_SOWN_AREA,0,2022-03-31,HA,141010000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2023,2022,CONSM_FERTZ,0,2023-03-31,TN,29844000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2023,2022,CONSM_PESTC,0,2023-03-31,TN,5363000.0
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2023,2022,GROSS_IRR_AREA,0,2023-03-31,HA,122290000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2023,2022,GROSS_SOWN_AREA,0,2023-03-31,HA,219360000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2023,2022,NET_IRR_AREA,0,2023-03-31,HA,79310000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2023,2022,NET_SOWN_AREA,0,2023-03-31,HA,140710000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2024,2023,CONSM_FERTZ,0,2024-03-31,TN,30642000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2024,2023,GROSS_IRR_AREA,0,2024-03-31,HA,130550000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2024,2023,GROSS_SOWN_AREA,0,2024-03-31,HA,217880000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2024,2023,NET_IRR_AREA,0,2024-03-31,HA,82420000
RBI:PATT_LU_UAII_RN(1.0),N_A,AFY,2024,2023,NET_SOWN_AREA,0,2024-03-31,HA,138990000
