DATAFLOW,AUDST,CLS_OF_CRPS,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:AREA_UNDER_CULT_RN(1.0),N_A,CFF,AFY,2016,2015,0,2016-03-31,HA,430000.0
RBI:AREA_UNDER_CULT_RN(1.0),N_A,OTH,AFY,2016,2015,0,2016-03-31,HA,4130000.0
RBI:AREA_UNDER_CULT_RN(1.0),N_A,GRDNT,AFY,2016,2015,0,2016-03-31,HA,4600000.0
RBI:AREA_UNDER_CULT_RN(1.0),N_A,FDGRNS,AFY,2016,2015,0,2016-03-31,HA,123210000
RBI:AREA_UNDER_CULT_RN(1.0),N_A,TOBB,AFY,2016,2015,0,2016-03-31,HA,450000.0
RBI:AREA_UNDER_CULT_RN(1.0),N_A,OILSDS,AFY,2016,2015,0,2016-03-31,HA,26090000
RBI:AREA_UNDER_CULT_RN(1.0),N_A,CERLS,AFY,2016,2015,0,2016-03-31,HA,98290000
RBI:AREA_UNDER_CULT_RN(1.0),N_A,RJNM,AFY,2016,2015,0,2016-03-31,HA,780000.0
RBI:AREA_UNDER_CULT_RN(1.0),N_A,RNM,AFY,2016,2015,0,2016-03-31,HA,5750000.0
RBI:AREA_UNDER_CULT_RN(1.0),N_A,CC,AFY,2016,2015,0,2016-03-31,HA,24390000
RBI:AREA_UNDER_CULT_RN(1.0),N_A,WH,AFY,2016,2015,0,2016-03-31,HA,30410000
RBI:AREA_UNDER_CULT_RN(1.0),N_A,PUL,AFY,2016,2015,0,2016-03-31,HA,24910000
RBI:AREA_UNDER_CULT_RN(1.0),N_A,SGRCN,AFY,2016,2015,0,2016-03-31,HA,4930000.0
RBI:AREA_UNDER_CULT_RN(1.0),N_A,RJNM,AFY,2015,2014,0,2015-03-31,HA,810000.0
RBI:AREA_UNDER_CULT_RN(1.0),N_A,SOY,AFY,2015,2014,0,2015-03-31,HA,10910000
RBI:AREA_UNDER_CULT_RN(1.0),N_A,PUL,AFY,2015,2014,0,2015-03-31,HA,23100000
RBI:AREA_UNDER_CULT_RN(1.0),N_A,TOBB,AFY,2015,2014,0,2015-03-31,HA,470000.0
RBI:AREA_UNDER_CULT_RN(1.0),N_A,CFF,AFY,2015,2014,0,2015-03-31,HA,420000.0
RBI:AREA_UNDER_CULT_RN(1.0),N_A,COTTON,AFY,2015,2014,0,2015-03-31,HA,12820000
RBI:AREA_UNDER_CULT_RN(1.0),N_A,WH,AFY,2015,2014,0,2015-03-31,HA,30970000
RBI:AREA_UNDER_CULT_RN(1.0),N_A,TEA,AFY,2015,2014,0,2015-03-31,HA,570000.0
