DATAFLOW,AUDST,BASE_PER,BASE_WEIGHT,CLASS_PROD_RN,FREQ,REPYEAREND,REPYEARSTART,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,9.89,NFG_SGRCN,AFY,2020,2019,2020-03-31,IX,112.9
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.28,NFG_TEA,AFY,2020,2019,2020-03-31,IX,140.1
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.41,NFG_TOBB,AFY,2020,2019,2020-03-31,IX,170.5
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,49.34,NON_FDGRAINS,AFY,2020,2019,2020-03-31,IX,151.3
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,100.0,ALL_CRPS,AFY,2021,2020,2021-03-31,IX,154.1
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,50.66,FDGRAINS,AFY,2021,2020,2021-03-31,IX,147.0
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,41.73,FG_CEREALS,AFY,2021,2020,2021-03-31,IX,139.7
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,6.86,FG_CE_CC,AFY,2021,2020,2021-03-31,IX,139.0
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,16.89,FG_CE_RI,AFY,2021,2020,2021-03-31,IX,132.4
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,17.99,FG_CE_WH,AFY,2021,2020,2021-03-31,IX,146.9
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,8.92,FG_PL_PULSES,AFY,2021,2020,2021-03-31,IX,181.1
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.62,NFG_CFF,AFY,2021,2020,2021-03-31,IX,121.6
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,1.19,NFG_CNUT,AFY,2021,2020,2021-03-31,IX,137.3
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,4.41,NFG_COTTON,AFY,2021,2020,2021-03-31,IX,157.8
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.62,NFG_GUARS,AFY,2021,2020,2021-03-31,IX,97.2
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.66,NFG_JUTE,AFY,2021,2020,2021-03-31,IX,88.0
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,13.25,NFG_OILSEEDS,AFY,2021,2020,2021-03-31,IX,130.7
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,4.11,NFG_OS_GRDNT,AFY,2021,2020,2021-03-31,IX,139.4
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,3.6,NFG_OS_RNM,AFY,2021,2020,2021-03-31,IX,143.1
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.47,NFG_OS_SESM,AFY,2021,2020,2021-03-31,IX,121.5
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,1.87,NFG_RBBR,AFY,2021,2020,2021-03-31,IX,86.5
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,9.89,NFG_SGRCN,AFY,2021,2020,2021-03-31,IX,123.5
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.28,NFG_TEA,AFY,2021,2020,2021-03-31,IX,132.1
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.41,NFG_TOBB,AFY,2021,2020,2021-03-31,IX,160.7
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,49.34,NON_FDGRAINS,AFY,2021,2020,2021-03-31,IX,161.3
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,100.0,ALL_CRPS,AFY,2022,2021,2022-03-31,IX,158.0
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,50.66,FDGRAINS,AFY,2022,2021,2022-03-31,IX,150.2
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,41.73,FG_CEREALS,AFY,2022,2021,2022-03-31,IX,140.7
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,6.86,FG_CE_CC,AFY,2022,2021,2022-03-31,IX,137.9
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,16.89,FG_CE_RI,AFY,2022,2021,2022-03-31,IX,137.8
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,17.99,FG_CE_WH,AFY,2022,2021,2022-03-31,IX,144.5
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,8.92,FG_PL_PULSES,AFY,2022,2021,2022-03-31,IX,194.5
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.62,NFG_CFF,AFY,2022,2021,2022-03-31,IX,124.5
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,1.19,NFG_CNUT,AFY,2022,2021,2022-03-31,IX,127.9
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,4.41,NFG_COTTON,AFY,2022,2021,2022-03-31,IX,139.3
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.62,NFG_GUARS,AFY,2022,2021,2022-03-31,IX,88.4
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.66,NFG_JUTE,AFY,2022,2021,2022-03-31,IX,96.0
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,13.25,NFG_OILSEEDS,AFY,2022,2021,2022-03-31,IX,138.0
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,4.11,NFG_OS_GRDNT,AFY,2022,2021,2022-03-31,IX,138.0
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,3.6,NFG_OS_RNM,AFY,2022,2021,2022-03-31,IX,167.7
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.47,NFG_OS_SESM,AFY,2022,2021,2022-03-31,IX,117.3
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,1.87,NFG_RBBR,AFY,2022,2021,2022-03-31,IX,93.7
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,9.89,NFG_SGRCN,AFY,2022,2021,2022-03-31,IX,133.9
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.28,NFG_TEA,AFY,2022,2021,2022-03-31,IX,138.4
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.41,NFG_TOBB,AFY,2022,2021,2022-03-31,IX,174.0
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,49.34,NON_FDGRAINS,AFY,2022,2021,2022-03-31,IX,166.1
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,100.0,ALL_CRPS,AFY,2023,2022,2023-03-31,IX,165.2
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,50.66,FDGRAINS,AFY,2023,2022,2023-03-31,IX,154.6
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,41.73,FG_CEREALS,AFY,2023,2022,2023-03-31,IX,147.8
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,6.86,FG_CE_CC,AFY,2023,2022,2023-03-31,IX,154.5
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,16.89,FG_CE_RI,AFY,2023,2022,2023-03-31,IX,144.5
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,17.99,FG_CE_WH,AFY,2023,2022,2023-03-31,IX,148.2
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,8.92,FG_PL_PULSES,AFY,2023,2022,2023-03-31,IX,186.6
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.62,NFG_CFF,AFY,2023,2022,2023-03-31,IX,128.2
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,1.19,NFG_CNUT,AFY,2023,2022,2023-03-31,IX,136.0
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,4.41,NFG_COTTON,AFY,2023,2022,2023-03-31,IX,150.7
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.62,NFG_GUARS,AFY,2023,2022,2023-03-31,IX,133.5
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.66,NFG_JUTE,AFY,2023,2022,2023-03-31,IX,88.4
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,13.25,NFG_OILSEEDS,AFY,2023,2022,2023-03-31,IX,149.2
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,4.11,NFG_OS_GRDNT,AFY,2023,2022,2023-03-31,IX,140.2
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,3.6,NFG_OS_RNM,AFY,2023,2022,2023-03-31,IX,177.2
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.47,NFG_OS_SESM,AFY,2023,2022,2023-03-31,IX,119.3
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,1.87,NFG_RBBR,AFY,2023,2022,2023-03-31,IX,101.5
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,9.89,NFG_SGRCN,AFY,2023,2022,2023-03-31,IX,149.4
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.28,NFG_TEA,AFY,2023,2022,2023-03-31,IX,141.5
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.41,NFG_TOBB,AFY,2023,2022,2023-03-31,IX,163.8
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,49.34,NON_FDGRAINS,AFY,2023,2022,2023-03-31,IX,176.0
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,100.0,ALL_CRPS,AFY,2024,2023,2024-03-31,IX,162.1
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,50.66,FDGRAINS,AFY,2024,2023,2024-03-31,IX,154.1
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,41.73,FG_CEREALS,AFY,2024,2023,2024-03-31,IX,150.1
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,6.86,FG_CE_CC,AFY,2024,2023,2024-03-31,IX,153.7
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,16.89,FG_CE_RI,AFY,2024,2023,2024-03-31,IX,146.7
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,17.99,FG_CE_WH,AFY,2024,2023,2024-03-31,IX,151.9
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,8.92,FG_PL_PULSES,AFY,2024,2023,2024-03-31,IX,173.0
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.62,NFG_CFF,AFY,2024,2023,2024-03-31,IX,131.3
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,1.19,NFG_CNUT,AFY,2024,2023,2024-03-31,IX,141.3
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,4.41,NFG_COTTON,AFY,2024,2023,2024-03-31,IX,145.6
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.62,NFG_GUARS,AFY,2024,2023,2024-03-31,IX,124.4
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.66,NFG_JUTE,AFY,2024,2023,2024-03-31,IX,91.0
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,13.25,NFG_OILSEEDS,AFY,2024,2023,2024-03-31,IX,144.5
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,4.11,NFG_OS_GRDNT,AFY,2024,2023,2024-03-31,IX,138.6
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,3.6,NFG_OS_RNM,AFY,2024,2023,2024-03-31,IX,185.9
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.47,NFG_OS_SESM,AFY,2024,2023,2024-03-31,IX,126.0
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,1.87,NFG_RBBR,AFY,2024,2023,2024-03-31,IX,103.6
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,9.89,NFG_SGRCN,AFY,2024,2023,2024-03-31,IX,138.0
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.28,NFG_TEA,AFY,2024,2023,2024-03-31,IX,142.3
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.41,NFG_TOBB,AFY,2024,2023,2024-03-31,IX,184.2
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,49.34,NON_FDGRAINS,AFY,2024,2023,2024-03-31,IX,170.2
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,100.0,ALL_CRPS,AFY,2025,2024,2025-03-31,IX,167.538978
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,50.66,FDGRAINS,AFY,2025,2024,2025-03-31,IX,163.3
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,41.73,FG_CEREALS,AFY,2025,2024,2025-03-31,IX,159.7
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,6.86,FG_CE_CC,AFY,2025,2024,2025-03-31,IX,167.5
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,16.89,FG_CE_RI,AFY,2025,2024,2025-03-31,IX,158.7
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,17.99,FG_CE_WH,AFY,2025,2024,2025-03-31,IX,157.6
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,8.92,FG_PL_PULSES,AFY,2025,2024,2025-03-31,IX,180.5
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.62,NFG_CFF,AFY,2025,2024,2025-03-31,IX,132.2
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,1.19,NFG_CNUT,AFY,2025,2024,2025-03-31,IX,134.8
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,4.41,NFG_COTTON,AFY,2025,2024,2025-03-31,IX,137.4
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.66,NFG_JUTE,AFY,2025,2024,2025-03-31,IX,82.9
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,13.25,NFG_OILSEEDS,AFY,2025,2024,2025-03-31,IX,154.4
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,4.11,NFG_OS_GRDNT,AFY,2025,2024,2025-03-31,IX,161.9
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,3.6,NFG_OS_RNM,AFY,2025,2024,2025-03-31,IX,176.7
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.47,NFG_OS_SESM,AFY,2025,2024,2025-03-31,IX,123.4
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,1.87,NFG_RBBR,AFY,2025,2024,2025-03-31,IX,105.8
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,9.89,NFG_SGRCN,AFY,2025,2024,2025-03-31,IX,137.1
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,0.28,NFG_TEA,AFY,2025,2024,2025-03-31,IX,123.9
RBI:AGR_INDEX_MJR_CRPS_RN(1.0),N_A,BY_TE_2007_08,49.34,NON_FDGRAINS,AFY,2025,2024,2025-03-31,IX,171.875092
