DATAFLOW,AUDST,CLS_OF_CRPS,FREQ,REPYEAREND,REPYEARSTART,STATE_CODE,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:AGR_PROD_ST_RN(1.0),N_A,MJR_COM_CRPS,AFY,2002,2001,N_A,0,2002-03-31,TN,339337700
RBI:AGR_PROD_ST_RN(1.0),N_A,RJNM,AFY,2002,2001,N_A,0,2002-03-31,TN,11678300
RBI:AGR_PROD_ST_RN(1.0),N_A,RI,AFY,2001,2000,N_A,0,2001-03-31,TN,84852666.7
RBI:AGR_PROD_ST_RN(1.0),N_A,PUL,AFY,2001,2000,N_A,0,2001-03-31,TN,11064700
RBI:AGR_PROD_ST_RN(1.0),N_A,SGRCN,AFY,2001,2000,N_A,0,2001-03-31,TN,295754900
RBI:AGR_PROD_ST_RN(1.0),N_A,COTTON,AFY,2001,2000,N_A,0,2001-03-31,TN,9517700.0
RBI:AGR_PROD_ST_RN(1.0),N_A,OILSDS,AFY,2001,2000,N_A,0,2001-03-31,TN,18436800
RBI:AGR_PROD_ST_RN(1.0),N_A,WH,AFY,2001,2000,N_A,0,2001-03-31,TN,69582100
RBI:AGR_PROD_ST_RN(1.0),N_A,FDGRNS,AFY,2001,2000,N_A,0,2001-03-31,TN,196571266.7
RBI:AGR_PROD_ST_RN(1.0),N_A,MJR_COM_CRPS,AFY,2001,2000,N_A,0,2001-03-31,TN,334265700
RBI:AGR_PROD_ST_RN(1.0),N_A,RJNM,AFY,2001,2000,N_A,0,2001-03-31,TN,10556300
RBI:AGR_PROD_ST_RN(1.0),N_A,CC,AFY,2001,2000,N_A,0,2001-03-31,TN,31071800
RBI:AGR_PROD_ST_RN(1.0),N_A,COTTON,AFY,2000,1999,N_A,0,2000-03-31,TN,11528200
RBI:AGR_PROD_ST_RN(1.0),N_A,CC,AFY,2000,1999,N_A,0,2000-03-31,TN,30322200
RBI:AGR_PROD_ST_RN(1.0),N_A,FDGRNS,AFY,2000,1999,N_A,0,2000-03-31,TN,209628100
RBI:AGR_PROD_ST_RN(1.0),N_A,PUL,AFY,2000,1999,N_A,0,2000-03-31,TN,13408000
RBI:AGR_PROD_ST_RN(1.0),N_A,OILSDS,AFY,2000,1999,N_A,0,2000-03-31,TN,20707000
RBI:AGR_PROD_ST_RN(1.0),N_A,RI,AFY,2000,1999,N_A,0,2000-03-31,TN,89560700
RBI:AGR_PROD_ST_RN(1.0),N_A,RJNM,AFY,2000,1999,N_A,0,2000-03-31,TN,10558100
RBI:AGR_PROD_ST_RN(1.0),N_A,SGRCN,AFY,2000,1999,N_A,0,2000-03-31,TN,299077700
RBI:AGR_PROD_ST_RN(1.0),N_A,MJR_COM_CRPS,AFY,2000,1999,N_A,0,2000-03-31,TN,341871000
RBI:AGR_PROD_ST_RN(1.0),N_A,WH,AFY,2000,1999,N_A,0,2000-03-31,TN,76337200
RBI:AGR_PROD_ST_RN(1.0),N_A,RI,AFY,1999,1998,N_A,0,1999-03-31,TN,85972700
RBI:AGR_PROD_ST_RN(1.0),N_A,COTTON,AFY,1999,1998,N_A,0,1999-03-31,TN,12287900
RBI:AGR_PROD_ST_RN(1.0),N_A,SGRCN,AFY,1999,1998,N_A,0,1999-03-31,TN,288505100
RBI:AGR_PROD_ST_RN(1.0),N_A,FDGRNS,AFY,1999,1998,N_A,0,1999-03-31,TN,203457100
RBI:AGR_PROD_ST_RN(1.0),N_A,RJNM,AFY,1999,1998,N_A,0,1999-03-31,TN,9809900.0
RBI:AGR_PROD_ST_RN(1.0),N_A,CC,AFY,1999,1998,N_A,0,1999-03-31,TN,31326500
RBI:AGR_PROD_ST_RN(1.0),N_A,MJR_COM_CRPS,AFY,1999,1998,N_A,0,1999-03-31,TN,335349800
RBI:AGR_PROD_ST_RN(1.0),N_A,OILSDS,AFY,1999,1998,N_A,0,1999-03-31,TN,24746900
RBI:AGR_PROD_ST_RN(1.0),N_A,PUL,AFY,1999,1998,N_A,0,1999-03-31,TN,14899200
RBI:AGR_PROD_ST_RN(1.0),N_A,WH,AFY,1999,1998,N_A,0,1999-03-31,TN,71258700
RBI:AGR_PROD_ST_RN(1.0),N_A,PUL,AFY,1998,1997,N_A,0,1998-03-31,TN,12960300
RBI:AGR_PROD_ST_RN(1.0),N_A,SGRCN,AFY,1998,1997,N_A,0,1998-03-31,TN,279343900
RBI:AGR_PROD_ST_RN(1.0),N_A,OILSDS,AFY,1998,1997,N_A,0,1998-03-31,TN,21316680
RBI:AGR_PROD_ST_RN(1.0),N_A,RJNM,AFY,1998,1997,N_A,0,1998-03-31,TN,11014500
RBI:AGR_PROD_ST_RN(1.0),N_A,WH,AFY,1998,1997,N_A,0,1998-03-31,TN,66319300
RBI:AGR_PROD_ST_RN(1.0),N_A,RI,AFY,1998,1997,N_A,0,1998-03-31,TN,82432400
RBI:AGR_PROD_ST_RN(1.0),N_A,MJR_COM_CRPS,AFY,1998,1997,N_A,0,1998-03-31,TN,322524380
RBI:AGR_PROD_ST_RN(1.0),N_A,COTTON,AFY,1998,1997,N_A,0,1998-03-31,TN,10849300
RBI:AGR_PROD_ST_RN(1.0),N_A,FDGRNS,AFY,1998,1997,N_A,0,1998-03-31,TN,192102900
RBI:AGR_PROD_ST_RN(1.0),N_A,CC,AFY,1998,1997,N_A,0,1998-03-31,TN,30390900
RBI:AGR_PROD_ST_RN(1.0),N_A,RJNM,AFY,1997,1996,N_A,0,1997-03-31,TN,11128900
RBI:AGR_PROD_ST_RN(1.0),N_A,MJR_COM_CRPS,AFY,1997,1996,N_A,0,1997-03-31,TN,326066800
RBI:AGR_PROD_ST_RN(1.0),N_A,PUL,AFY,1997,1996,N_A,0,1997-03-31,TN,14139800
RBI:AGR_PROD_ST_RN(1.0),N_A,CC,AFY,1997,1996,N_A,0,1997-03-31,TN,34100800
RBI:AGR_PROD_ST_RN(1.0),N_A,COTTON,AFY,1997,1996,N_A,0,1997-03-31,TN,14229000
RBI:AGR_PROD_ST_RN(1.0),N_A,RI,AFY,1997,1996,N_A,0,1997-03-31,TN,72853370
RBI:AGR_PROD_ST_RN(1.0),N_A,OILSDS,AFY,1997,1996,N_A,0,1997-03-31,TN,23325800
RBI:AGR_PROD_ST_RN(1.0),N_A,WH,AFY,1997,1996,N_A,0,1997-03-31,TN,69326300
RBI:AGR_PROD_ST_RN(1.0),N_A,FDGRNS,AFY,1997,1996,N_A,0,1997-03-31,TN,190420270
RBI:AGR_PROD_ST_RN(1.0),N_A,SGRCN,AFY,1997,1996,N_A,0,1997-03-31,TN,277383100
RBI:AGR_PROD_ST_RN(1.0),N_A,FDGRNS,AFY,1996,1995,N_A,0,1996-03-31,TN,184780200
RBI:AGR_PROD_ST_RN(1.0),N_A,SGRCN,AFY,1996,1995,N_A,0,1996-03-31,TN,280851100
RBI:AGR_PROD_ST_RN(1.0),N_A,RI,AFY,1996,1995,N_A,0,1996-03-31,TN,76837700
RBI:AGR_PROD_ST_RN(1.0),N_A,CC,AFY,1996,1995,N_A,0,1996-03-31,TN,28950100
RBI:AGR_PROD_ST_RN(1.0),N_A,COTTON,AFY,1996,1995,N_A,0,1996-03-31,TN,12859100
RBI:AGR_PROD_ST_RN(1.0),N_A,RJNM,AFY,1996,1995,N_A,0,1996-03-31,TN,8807100.0
RBI:AGR_PROD_ST_RN(1.0),N_A,WH,AFY,1996,1995,N_A,0,1996-03-31,TN,61994800
RBI:AGR_PROD_ST_RN(1.0),N_A,OILSDS,AFY,1996,1995,N_A,0,1996-03-31,TN,22103260
RBI:AGR_PROD_ST_RN(1.0),N_A,MJR_COM_CRPS,AFY,1996,1995,N_A,0,1996-03-31,TN,324620560
RBI:AGR_PROD_ST_RN(1.0),N_A,PUL,AFY,1996,1995,N_A,0,1996-03-31,TN,16997600
RBI:AGR_PROD_ST_RN(1.0),N_A,CC,AFY,1995,1994,N_A,0,1995-03-31,TN,29863700
RBI:AGR_PROD_ST_RN(1.0),N_A,PUL,AFY,1995,1994,N_A,0,1995-03-31,TN,18982700
RBI:AGR_PROD_ST_RN(1.0),N_A,RJNM,AFY,1995,1994,N_A,0,1995-03-31,TN,9076300.0
RBI:AGR_PROD_ST_RN(1.0),N_A,OILSDS,AFY,1995,1994,N_A,0,1995-03-31,TN,21333540
RBI:AGR_PROD_ST_RN(1.0),N_A,MJR_COM_CRPS,AFY,1995,1994,N_A,0,1995-03-31,TN,317567240
RBI:AGR_PROD_ST_RN(1.0),N_A,SGRCN,AFY,1995,1994,N_A,0,1995-03-31,TN,275271300
RBI:AGR_PROD_ST_RN(1.0),N_A,WH,AFY,1995,1994,N_A,0,1995-03-31,TN,65663000
RBI:AGR_PROD_ST_RN(1.0),N_A,COTTON,AFY,1995,1994,N_A,0,1995-03-31,TN,11886100
RBI:AGR_PROD_ST_RN(1.0),N_A,FDGRNS,AFY,1995,1994,N_A,0,1995-03-31,TN,196192300
RBI:AGR_PROD_ST_RN(1.0),N_A,RI,AFY,1995,1994,N_A,0,1995-03-31,TN,81682900
RBI:AGR_PROD_ST_RN(1.0),N_A,OILSDS,AFY,1994,1993,N_A,0,1994-03-31,TN,21490440
RBI:AGR_PROD_ST_RN(1.0),N_A,RI,AFY,1994,1993,N_A,0,1994-03-31,TN,80181600
RBI:AGR_PROD_ST_RN(1.0),N_A,COTTON,AFY,1994,1993,N_A,0,1994-03-31,TN,10739200
RBI:AGR_PROD_ST_RN(1.0),N_A,RJNM,AFY,1994,1993,N_A,0,1994-03-31,TN,8428400.0
RBI:AGR_PROD_ST_RN(1.0),N_A,SGRCN,AFY,1994,1993,N_A,0,1994-03-31,TN,229492200
RBI:AGR_PROD_ST_RN(1.0),N_A,MJR_COM_CRPS,AFY,1994,1993,N_A,0,1994-03-31,TN,270150240
RBI:AGR_PROD_ST_RN(1.0),N_A,PUL,AFY,1994,1993,N_A,0,1994-03-31,TN,18451910
RBI:AGR_PROD_ST_RN(1.0),N_A,FDGRNS,AFY,1994,1993,N_A,0,1994-03-31,TN,189171210
RBI:AGR_PROD_ST_RN(1.0),N_A,WH,AFY,1994,1993,N_A,0,1994-03-31,TN,59735900
RBI:AGR_PROD_ST_RN(1.0),N_A,CC,AFY,1994,1993,N_A,0,1994-03-31,TN,30801800
RBI:AGR_PROD_ST_RN(1.0),N_A,PUL,AFY,1993,1992,N_A,0,1993-03-31,TN,18487700
RBI:AGR_PROD_ST_RN(1.0),N_A,OILSDS,AFY,1993,1992,N_A,0,1993-03-31,TN,20100500
RBI:AGR_PROD_ST_RN(1.0),N_A,SGRCN,AFY,1993,1992,N_A,0,1993-03-31,TN,227840700
RBI:AGR_PROD_ST_RN(1.0),N_A,RI,AFY,1993,1992,N_A,0,1993-03-31,TN,72735300
RBI:AGR_PROD_ST_RN(1.0),N_A,MJR_COM_CRPS,AFY,1993,1992,N_A,0,1993-03-31,TN,268930700
RBI:AGR_PROD_ST_RN(1.0),N_A,CC,AFY,1993,1992,N_A,0,1993-03-31,TN,36575100
RBI:AGR_PROD_ST_RN(1.0),N_A,FDGRNS,AFY,1993,1992,N_A,0,1993-03-31,TN,184898300
RBI:AGR_PROD_ST_RN(1.0),N_A,COTTON,AFY,1993,1992,N_A,0,1993-03-31,TN,11399900
RBI:AGR_PROD_ST_RN(1.0),N_A,WH,AFY,1993,1992,N_A,0,1993-03-31,TN,57100200
RBI:AGR_PROD_ST_RN(1.0),N_A,RJNM,AFY,1993,1992,N_A,0,1993-03-31,TN,9589600.0
RBI:AGR_PROD_ST_RN(1.0),N_A,RJNM,AFY,1992,1991,N_A,0,1992-03-31,TN,10285700
RBI:AGR_PROD_ST_RN(1.0),N_A,MJR_COM_CRPS,AFY,1992,1991,N_A,0,1992-03-31,TN,292287430
RBI:AGR_PROD_ST_RN(1.0),N_A,RI,AFY,1992,1991,N_A,0,1992-03-31,TN,74550400
RBI:AGR_PROD_ST_RN(1.0),N_A,OILSDS,AFY,1992,1991,N_A,0,1992-03-31,TN,18594130
RBI:AGR_PROD_ST_RN(1.0),N_A,CC,AFY,1992,1991,N_A,0,1992-03-31,TN,25975400
RBI:AGR_PROD_ST_RN(1.0),N_A,SGRCN,AFY,1992,1991,N_A,0,1992-03-31,TN,253704500
RBI:AGR_PROD_ST_RN(1.0),N_A,WH,AFY,1992,1991,N_A,0,1992-03-31,TN,55579500
RBI:AGR_PROD_ST_RN(1.0),N_A,COTTON,AFY,1992,1991,N_A,0,1992-03-31,TN,9703100.0
RBI:AGR_PROD_ST_RN(1.0),N_A,PUL,AFY,1992,1991,N_A,0,1992-03-31,TN,17504100
RBI:AGR_PROD_ST_RN(1.0),N_A,FDGRNS,AFY,1992,1991,N_A,0,1992-03-31,TN,173609400
RBI:AGR_PROD_ST_RN(1.0),N_A,RI,AFY,1991,1990,N_A,0,1991-03-31,TN,74173000
RBI:AGR_PROD_ST_RN(1.0),N_A,SGRCN,AFY,1991,1990,N_A,0,1991-03-31,TN,240784500
RBI:AGR_PROD_ST_RN(1.0),N_A,PUL,AFY,1991,1990,N_A,0,1991-03-31,TN,20355300
RBI:AGR_PROD_ST_RN(1.0),N_A,FDGRNS,AFY,1991,1990,N_A,0,1991-03-31,TN,182226600
RBI:AGR_PROD_ST_RN(1.0),N_A,OILSDS,AFY,1991,1990,N_A,0,1991-03-31,TN,18603310
RBI:AGR_PROD_ST_RN(1.0),N_A,COTTON,AFY,1991,1990,N_A,0,1991-03-31,TN,9840400.0
RBI:AGR_PROD_ST_RN(1.0),N_A,WH,AFY,1991,1990,N_A,0,1991-03-31,TN,55023200
RBI:AGR_PROD_ST_RN(1.0),N_A,MJR_COM_CRPS,AFY,1991,1990,N_A,0,1991-03-31,TN,278455710
RBI:AGR_PROD_ST_RN(1.0),N_A,RJNM,AFY,1991,1990,N_A,0,1991-03-31,TN,9227500.0
RBI:AGR_PROD_ST_RN(1.0),N_A,CC,AFY,1991,1990,N_A,0,1991-03-31,TN,32675100
RBI:AGR_PROD_ST_RN(1.0),N_A,RJNM,AFY,1990,1989,N_A,0,1990-03-31,TN,8288600.0
RBI:AGR_PROD_ST_RN(1.0),N_A,PUL,AFY,1990,1989,N_A,0,1990-03-31,TN,18339800
RBI:AGR_PROD_ST_RN(1.0),N_A,MJR_COM_CRPS,AFY,1990,1989,N_A,0,1990-03-31,TN,262004130
RBI:AGR_PROD_ST_RN(1.0),N_A,OILSDS,AFY,1990,1989,N_A,0,1990-03-31,TN,16918030
RBI:AGR_PROD_ST_RN(1.0),N_A,RI,AFY,1990,1989,N_A,0,1990-03-31,TN,73449500
RBI:AGR_PROD_ST_RN(1.0),N_A,WH,AFY,1990,1989,N_A,0,1990-03-31,TN,49741300
RBI:AGR_PROD_ST_RN(1.0),N_A,COTTON,AFY,1990,1989,N_A,0,1990-03-31,TN,11418600
RBI:AGR_PROD_ST_RN(1.0),N_A,SGRCN,AFY,1990,1989,N_A,0,1990-03-31,TN,225378900
RBI:AGR_PROD_ST_RN(1.0),N_A,FDGRNS,AFY,1990,1989,N_A,0,1990-03-31,TN,176270800
RBI:AGR_PROD_ST_RN(1.0),N_A,CC,AFY,1990,1989,N_A,0,1990-03-31,TN,34740200
RBI:AGR_PROD_ST_RN(1.0),N_A,WH,AFY,1989,1988,N_A,0,1989-03-31,TN,54076200
RBI:AGR_PROD_ST_RN(1.0),N_A,RJNM,AFY,1989,1988,N_A,0,1989-03-31,TN,7894200.0
RBI:AGR_PROD_ST_RN(1.0),N_A,RI,AFY,1989,1988,N_A,0,1989-03-31,TN,70368500
RBI:AGR_PROD_ST_RN(1.0),N_A,SGRCN,AFY,1989,1988,N_A,0,1989-03-31,TN,202749300
RBI:AGR_PROD_ST_RN(1.0),N_A,CC,AFY,1989,1988,N_A,0,1989-03-31,TN,31449900
RBI:AGR_PROD_ST_RN(1.0),N_A,COTTON,AFY,1989,1988,N_A,0,1989-03-31,TN,8740700.0
RBI:AGR_PROD_ST_RN(1.0),N_A,FDGRNS,AFY,1989,1988,N_A,0,1989-03-31,TN,175363300
RBI:AGR_PROD_ST_RN(1.0),N_A,PUL,AFY,1989,1988,N_A,0,1989-03-31,TN,19468700
RBI:AGR_PROD_ST_RN(1.0),N_A,MJR_COM_CRPS,AFY,1989,1988,N_A,0,1989-03-31,TN,237412200
RBI:AGR_PROD_ST_RN(1.0),N_A,OILSDS,AFY,1989,1988,N_A,0,1989-03-31,TN,18028000
RBI:AGR_PROD_ST_RN(1.0),N_A,OILSDS,AFY,1988,1987,N_A,0,1988-03-31,TN,12648387
RBI:AGR_PROD_ST_RN(1.0),N_A,COTTON,AFY,1988,1987,N_A,0,1988-03-31,TN,6380300.0
RBI:AGR_PROD_ST_RN(1.0),N_A,RI,AFY,1988,1987,N_A,0,1988-03-31,TN,56764100
RBI:AGR_PROD_ST_RN(1.0),N_A,PUL,AFY,1988,1987,N_A,0,1988-03-31,TN,15720400
RBI:AGR_PROD_ST_RN(1.0),N_A,FDGRNS,AFY,1988,1987,N_A,0,1988-03-31,TN,144892100
RBI:AGR_PROD_ST_RN(1.0),N_A,SGRCN,AFY,1988,1987,N_A,0,1988-03-31,TN,195443400
RBI:AGR_PROD_ST_RN(1.0),N_A,MJR_COM_CRPS,AFY,1988,1987,N_A,0,1988-03-31,TN,221247887
RBI:AGR_PROD_ST_RN(1.0),N_A,RJNM,AFY,1988,1987,N_A,0,1988-03-31,TN,6775800.0
RBI:AGR_PROD_ST_RN(1.0),N_A,WH,AFY,1988,1987,N_A,0,1988-03-31,TN,46061800
RBI:AGR_PROD_ST_RN(1.0),N_A,CC,AFY,1988,1987,N_A,0,1988-03-31,TN,26345800
RBI:AGR_PROD_ST_RN(1.0),N_A,SGRCN,AFY,1987,1986,N_A,0,1987-03-31,TN,185628716
RBI:AGR_PROD_ST_RN(1.0),N_A,COTTON,AFY,1987,1986,N_A,0,1987-03-31,TN,6901300.0
RBI:AGR_PROD_ST_RN(1.0),N_A,WH,AFY,1987,1986,N_A,0,1987-03-31,TN,44203100
RBI:AGR_PROD_ST_RN(1.0),N_A,OILSDS,AFY,1987,1986,N_A,0,1987-03-31,TN,11263800
RBI:AGR_PROD_ST_RN(1.0),N_A,FDGRNS,AFY,1987,1986,N_A,0,1987-03-31,TN,147768800
RBI:AGR_PROD_ST_RN(1.0),N_A,RJNM,AFY,1987,1986,N_A,0,1987-03-31,TN,8626200.0
RBI:AGR_PROD_ST_RN(1.0),N_A,MJR_COM_CRPS,AFY,1987,1986,N_A,0,1987-03-31,TN,212420016
RBI:AGR_PROD_ST_RN(1.0),N_A,RI,AFY,1987,1986,N_A,0,1987-03-31,TN,60443200
RBI:AGR_PROD_ST_RN(1.0),N_A,CC,AFY,1987,1986,N_A,0,1987-03-31,TN,26812200
RBI:AGR_PROD_ST_RN(1.0),N_A,PUL,AFY,1987,1986,N_A,0,1987-03-31,TN,16310300
RBI:AGR_PROD_ST_RN(1.0),N_A,CC,AFY,1986,1985,N_A,0,1986-03-31,TN,26183600
RBI:AGR_PROD_ST_RN(1.0),N_A,FDGRNS,AFY,1986,1985,N_A,0,1986-03-31,TN,154391700
RBI:AGR_PROD_ST_RN(1.0),N_A,MJR_COM_CRPS,AFY,1986,1985,N_A,0,1986-03-31,TN,202555000
RBI:AGR_PROD_ST_RN(1.0),N_A,COTTON,AFY,1986,1985,N_A,0,1986-03-31,TN,8719000.0
RBI:AGR_PROD_ST_RN(1.0),N_A,WH,AFY,1986,1985,N_A,0,1986-03-31,TN,46941000
RBI:AGR_PROD_ST_RN(1.0),N_A,RI,AFY,1986,1985,N_A,0,1986-03-31,TN,63707000
RBI:AGR_PROD_ST_RN(1.0),N_A,SGRCN,AFY,1986,1985,N_A,0,1986-03-31,TN,170364300
RBI:AGR_PROD_ST_RN(1.0),N_A,RJNM,AFY,1986,1985,N_A,0,1986-03-31,TN,12646500
RBI:AGR_PROD_ST_RN(1.0),N_A,PUL,AFY,1986,1985,N_A,0,1986-03-31,TN,13350600
RBI:AGR_PROD_ST_RN(1.0),N_A,OILSDS,AFY,1986,1985,N_A,0,1986-03-31,TN,10825200
