DATAFLOW,AUDST,CLS_OF_CRPS,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:AGR_PROD_RN(1.0),N_A,TEA,AFY,2020,2019,0,2020-03-31,TN,1360810000
RBI:AGR_PROD_RN(1.0),N_A,SOY,AFY,2020,2019,0,2020-03-31,TN,11230000
RBI:AGR_PROD_RN(1.0),N_A,COTTON,AFY,2020,2019,0,2020-03-31,TN,36070000
RBI:AGR_PROD_RN(1.0),N_A,OILSDS,AFY,2020,2019,0,2020-03-31,TN,33220000
RBI:AGR_PROD_RN(1.0),N_A,SGRCN,AFY,2020,2019,0,2020-03-31,TN,370500000
RBI:AGR_PROD_RN(1.0),N_A,PUL,AFY,2020,2019,0,2020-03-31,TN,23030000
RBI:AGR_PROD_RN(1.0),N_A,RI,AFY,2020,2019,0,2020-03-31,TN,118870000
RBI:AGR_PROD_RN(1.0),N_A,WH,AFY,2020,2019,0,2020-03-31,TN,107860000
RBI:AGR_PROD_RN(1.0),N_A,TOBB,AFY,2020,2019,0,2020-03-31,TN,800000.0
RBI:AGR_PROD_RN(1.0),N_A,FDGRNS,AFY,2020,2019,0,2020-03-31,TN,297500000
RBI:AGR_PROD_RN(1.0),N_A,RNM,AFY,2020,2019,0,2020-03-31,TN,9120000.0
RBI:AGR_PROD_RN(1.0),N_A,CERLS,AFY,2020,2019,0,2020-03-31,TN,274500000
RBI:AGR_PROD_RN(1.0),N_A,CFF,AFY,2020,2019,0,2020-03-31,TN,298000000
RBI:AGR_PROD_RN(1.0),N_A,RJNM,AFY,2020,2019,0,2020-03-31,TN,9880000.0
RBI:AGR_PROD_RN(1.0),N_A,WH,AFY,2019,2018,0,2019-03-31,TN,103600000
RBI:AGR_PROD_RN(1.0),N_A,FDGRNS,AFY,2019,2018,0,2019-03-31,TN,285200000
RBI:AGR_PROD_RN(1.0),N_A,GRDNT,AFY,2019,2018,0,2019-03-31,TN,6730000.0
RBI:AGR_PROD_RN(1.0),N_A,RNM,AFY,2019,2018,0,2019-03-31,TN,9260000.0
RBI:AGR_PROD_RN(1.0),N_A,RI,AFY,2019,2018,0,2019-03-31,TN,116480000
RBI:AGR_PROD_RN(1.0),N_A,RJNM,AFY,2019,2018,0,2019-03-31,TN,9820000.0
RBI:AGR_PROD_RN(1.0),N_A,PUL,AFY,2019,2018,0,2019-03-31,TN,22080000
RBI:AGR_PROD_RN(1.0),N_A,TOBB,AFY,2019,2018,0,2019-03-31,TN,660000.0
RBI:AGR_PROD_RN(1.0),N_A,SOY,AFY,2019,2018,0,2019-03-31,TN,13270000
RBI:AGR_PROD_RN(1.0),N_A,OILSDS,AFY,2019,2018,0,2019-03-31,TN,31520000
RBI:AGR_PROD_RN(1.0),N_A,COTTON,AFY,2019,2018,0,2019-03-31,TN,28040000
RBI:AGR_PROD_RN(1.0),N_A,TEA,AFY,2019,2018,0,2019-03-31,TN,1350040000
RBI:AGR_PROD_RN(1.0),N_A,CC,AFY,2019,2018,0,2019-03-31,TN,43060000
RBI:AGR_PROD_RN(1.0),N_A,CFF,AFY,2019,2018,0,2019-03-31,TN,319500000
RBI:AGR_PROD_RN(1.0),N_A,SGRCN,AFY,2019,2018,0,2019-03-31,TN,405416000
RBI:AGR_PROD_RN(1.0),N_A,CERLS,AFY,2019,2018,0,2019-03-31,TN,263100000
RBI:AGR_PROD_RN(1.0),N_A,PUL,AFY,2018,2017,0,2018-03-31,TN,25420000
