DATAFLOW,AUDST,DIS_OF_COM,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:PDS_AGR_PROD_RN(1.0),N_A,WH,AFY,2011,2010,0,2011-03-31,TN,22510000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHE,AFY,2011,2010,0,2011-03-31,TN,23070000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHEAT,AFY,2011,2010,0,2011-03-31,TN,15360000
RBI:PDS_AGR_PROD_RN(1.0),N_A,OFFTAKE,AFY,2012,2011,0,2012-03-31,TN,56380000
RBI:PDS_AGR_PROD_RN(1.0),N_A,PROCUREMENT,AFY,2012,2011,0,2012-03-31,TN,63394000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RI,AFY,2012,2011,0,2012-03-31,TN,35060000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RIC,AFY,2012,2011,0,2012-03-31,TN,32120000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RICE,AFY,2012,2011,0,2012-03-31,TN,33350000
RBI:PDS_AGR_PROD_RN(1.0),N_A,STOCKS,AFY,2012,2011,0,2012-03-31,TN,53400000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WH,AFY,2012,2011,0,2012-03-31,TN,28334000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHE,AFY,2012,2011,0,2012-03-31,TN,24260000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHEAT,AFY,2012,2011,0,2012-03-31,TN,19950000
RBI:PDS_AGR_PROD_RN(1.0),N_A,OFFTAKE,AFY,2013,2012,0,2013-03-31,TN,65850000
RBI:PDS_AGR_PROD_RN(1.0),N_A,PROCUREMENT,AFY,2013,2012,0,2013-03-31,TN,72255000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RI,AFY,2013,2012,0,2013-03-31,TN,34040000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RIC,AFY,2013,2012,0,2013-03-31,TN,32640000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RICE,AFY,2013,2012,0,2013-03-31,TN,35470000
RBI:PDS_AGR_PROD_RN(1.0),N_A,STOCKS,AFY,2013,2012,0,2013-03-31,TN,59760000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WH,AFY,2013,2012,0,2013-03-31,TN,38215000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHE,AFY,2013,2012,0,2013-03-31,TN,33210000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHEAT,AFY,2013,2012,0,2013-03-31,TN,24210000
RBI:PDS_AGR_PROD_RN(1.0),N_A,OFFTAKE,AFY,2014,2013,0,2014-03-31,TN,59835000
RBI:PDS_AGR_PROD_RN(1.0),N_A,PROCUREMENT,AFY,2014,2013,0,2014-03-31,TN,56917000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RI,AFY,2014,2013,0,2014-03-31,TN,31845000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RIC,AFY,2014,2013,0,2014-03-31,TN,29213000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RICE,AFY,2014,2013,0,2014-03-31,TN,30500000
RBI:PDS_AGR_PROD_RN(1.0),N_A,STOCKS,AFY,2014,2013,0,2014-03-31,TN,49470000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WH,AFY,2014,2013,0,2014-03-31,TN,25072000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHE,AFY,2014,2013,0,2014-03-31,TN,30622000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHEAT,AFY,2014,2013,0,2014-03-31,TN,17830000
RBI:PDS_AGR_PROD_RN(1.0),N_A,OFFTAKE,AFY,2015,2014,0,2015-03-31,TN,55943000
RBI:PDS_AGR_PROD_RN(1.0),N_A,PROCUREMENT,AFY,2015,2014,0,2015-03-31,TN,60171000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RI,AFY,2015,2014,0,2015-03-31,TN,32040000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RIC,AFY,2015,2014,0,2015-03-31,TN,30726000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RICE,AFY,2015,2014,0,2015-03-31,TN,23790000
RBI:PDS_AGR_PROD_RN(1.0),N_A,STOCKS,AFY,2015,2014,0,2015-03-31,TN,41310000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WH,AFY,2015,2014,0,2015-03-31,TN,28131000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHE,AFY,2015,2014,0,2015-03-31,TN,25217000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHEAT,AFY,2015,2014,0,2015-03-31,TN,17220000
RBI:PDS_AGR_PROD_RN(1.0),N_A,OFFTAKE,AFY,2016,2015,0,2016-03-31,TN,63655000
RBI:PDS_AGR_PROD_RN(1.0),N_A,PROCUREMENT,AFY,2016,2015,0,2016-03-31,TN,62306000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RI,AFY,2016,2015,0,2016-03-31,TN,34218000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RIC,AFY,2016,2015,0,2016-03-31,TN,31819000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RICE,AFY,2016,2015,0,2016-03-31,TN,28780000
RBI:PDS_AGR_PROD_RN(1.0),N_A,STOCKS,AFY,2016,2015,0,2016-03-31,TN,43570000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WH,AFY,2016,2015,0,2016-03-31,TN,28088000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHE,AFY,2016,2015,0,2016-03-31,TN,31836000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHEAT,AFY,2016,2015,0,2016-03-31,TN,14540000
RBI:PDS_AGR_PROD_RN(1.0),N_A,OFFTAKE,AFY,2017,2016,0,2017-03-31,TN,61894000
RBI:PDS_AGR_PROD_RN(1.0),N_A,PROCUREMENT,AFY,2017,2016,0,2017-03-31,TN,61036000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RI,AFY,2017,2016,0,2017-03-31,TN,38106000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RIC,AFY,2017,2016,0,2017-03-31,TN,32790000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RICE,AFY,2017,2016,0,2017-03-31,TN,29750000
RBI:PDS_AGR_PROD_RN(1.0),N_A,STOCKS,AFY,2017,2016,0,2017-03-31,TN,37970000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WH,AFY,2017,2016,0,2017-03-31,TN,22930000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHE,AFY,2017,2016,0,2017-03-31,TN,29104000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHEAT,AFY,2017,2016,0,2017-03-31,TN,8060000.0
RBI:PDS_AGR_PROD_RN(1.0),N_A,OFFTAKE,AFY,2018,2017,0,2018-03-31,TN,60283000
RBI:PDS_AGR_PROD_RN(1.0),N_A,PROCUREMENT,AFY,2018,2017,0,2018-03-31,TN,69010000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RI,AFY,2018,2017,0,2018-03-31,TN,38180000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RIC,AFY,2018,2017,0,2018-03-31,TN,35005000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RICE,AFY,2018,2017,0,2018-03-31,TN,30020000
RBI:PDS_AGR_PROD_RN(1.0),N_A,STOCKS,AFY,2018,2017,0,2018-03-31,TN,43360000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WH,AFY,2018,2017,0,2018-03-31,TN,30830000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHE,AFY,2018,2017,0,2018-03-31,TN,25278000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHEAT,AFY,2018,2017,0,2018-03-31,TN,13230000
RBI:PDS_AGR_PROD_RN(1.0),N_A,OFFTAKE,AFY,2019,2018,0,2019-03-31,TN,65910000
RBI:PDS_AGR_PROD_RN(1.0),N_A,PROCUREMENT,AFY,2019,2018,0,2019-03-31,TN,80199000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RI,AFY,2019,2018,0,2019-03-31,TN,44399000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RIC,AFY,2019,2018,0,2019-03-31,TN,34440000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RICE,AFY,2019,2018,0,2019-03-31,TN,39760000
RBI:PDS_AGR_PROD_RN(1.0),N_A,STOCKS,AFY,2019,2018,0,2019-03-31,TN,56810000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WH,AFY,2019,2018,0,2019-03-31,TN,35800000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHE,AFY,2019,2018,0,2019-03-31,TN,31470000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHEAT,AFY,2019,2018,0,2019-03-31,TN,16990000
RBI:PDS_AGR_PROD_RN(1.0),N_A,OFFTAKE,AFY,2020,2019,0,2020-03-31,TN,62190000
RBI:PDS_AGR_PROD_RN(1.0),N_A,PROCUREMENT,AFY,2020,2019,0,2020-03-31,TN,85954000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RI,AFY,2020,2019,0,2020-03-31,TN,51824000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RIC,AFY,2020,2019,0,2020-03-31,TN,34970000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RICE,AFY,2020,2019,0,2020-03-31,TN,49150000
RBI:PDS_AGR_PROD_RN(1.0),N_A,STOCKS,AFY,2020,2019,0,2020-03-31,TN,73890000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WH,AFY,2020,2019,0,2020-03-31,TN,34130000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHE,AFY,2020,2019,0,2020-03-31,TN,27220000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHEAT,AFY,2020,2019,0,2020-03-31,TN,24700000
RBI:PDS_AGR_PROD_RN(1.0),N_A,OFFTAKE,AFY,2021,2020,0,2021-03-31,TN,93700000
RBI:PDS_AGR_PROD_RN(1.0),N_A,PROCUREMENT,AFY,2021,2020,0,2021-03-31,TN,99161000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RI,AFY,2021,2020,0,2021-03-31,TN,60171000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RIC,AFY,2021,2020,0,2021-03-31,TN,56860000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RICE,AFY,2021,2020,0,2021-03-31,TN,49930000
RBI:PDS_AGR_PROD_RN(1.0),N_A,STOCKS,AFY,2021,2020,0,2021-03-31,TN,77930000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WH,AFY,2021,2020,0,2021-03-31,TN,38990000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHE,AFY,2021,2020,0,2021-03-31,TN,36840000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHEAT,AFY,2021,2020,0,2021-03-31,TN,27300000
RBI:PDS_AGR_PROD_RN(1.0),N_A,OFFTAKE,AFY,2022,2021,0,2022-03-31,TN,105800000
RBI:PDS_AGR_PROD_RN(1.0),N_A,PROCUREMENT,AFY,2022,2021,0,2022-03-31,TN,100938000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RI,AFY,2022,2021,0,2022-03-31,TN,57588000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RIC,AFY,2022,2021,0,2022-03-31,TN,55210000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RICE,AFY,2022,2021,0,2022-03-31,TN,55040000
RBI:PDS_AGR_PROD_RN(1.0),N_A,STOCKS,AFY,2022,2021,0,2022-03-31,TN,74520000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WH,AFY,2022,2021,0,2022-03-31,TN,43350000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHE,AFY,2022,2021,0,2022-03-31,TN,50590000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHEAT,AFY,2022,2021,0,2022-03-31,TN,18990000
RBI:PDS_AGR_PROD_RN(1.0),N_A,OFFTAKE,AFY,2023,2022,0,2023-03-31,TN,93150000
RBI:PDS_AGR_PROD_RN(1.0),N_A,PROCUREMENT,AFY,2023,2022,0,2023-03-31,TN,73110000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RI,AFY,2023,2022,0,2023-03-31,TN,54320000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RIC,AFY,2023,2022,0,2023-03-31,TN,63990000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RICE,AFY,2023,2022,0,2023-03-31,TN,43380000
RBI:PDS_AGR_PROD_RN(1.0),N_A,STOCKS,AFY,2023,2022,0,2023-03-31,TN,52160000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WH,AFY,2023,2022,0,2023-03-31,TN,18790000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHE,AFY,2023,2022,0,2023-03-31,TN,29160000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHEAT,AFY,2023,2022,0,2023-03-31,TN,8350000.0
RBI:PDS_AGR_PROD_RN(1.0),N_A,OFFTAKE,AFY,2024,2023,0,2024-03-31,TN,67690000
RBI:PDS_AGR_PROD_RN(1.0),N_A,PROCUREMENT,AFY,2024,2023,0,2024-03-31,TN,78748000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RI,AFY,2024,2023,0,2024-03-31,TN,52548000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RIC,AFY,2024,2023,0,2024-03-31,TN,40510000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RICE,AFY,2024,2023,0,2024-03-31,TN,53150000
RBI:PDS_AGR_PROD_RN(1.0),N_A,STOCKS,AFY,2024,2023,0,2024-03-31,TN,61030000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WH,AFY,2024,2023,0,2024-03-31,TN,26200000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHE,AFY,2024,2023,0,2024-03-31,TN,27180000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHEAT,AFY,2024,2023,0,2024-03-31,TN,7500000.0
RBI:PDS_AGR_PROD_RN(1.0),N_A,OFFTAKE,AFY,2025,2024,0,2025-03-31,TN,64949000
RBI:PDS_AGR_PROD_RN(1.0),N_A,PROCUREMENT,AFY,2025,2024,0,2025-03-31,TN,81084000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RI,AFY,2025,2024,0,2025-03-31,TN,54479000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RIC,AFY,2025,2024,0,2025-03-31,TN,42702000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RICE,AFY,2025,2024,0,2025-03-31,TN,63100000
RBI:PDS_AGR_PROD_RN(1.0),N_A,STOCKS,AFY,2025,2024,0,2025-03-31,TN,75030000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WH,AFY,2025,2024,0,2025-03-31,TN,26605000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHE,AFY,2025,2024,0,2025-03-31,TN,22247000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHEAT,AFY,2025,2024,0,2025-03-31,TN,11790000
RBI:PDS_AGR_PROD_RN(1.0),N_A,OFFTAKE,AFY,2026,2025,0,2026-03-31,TN,17813000
RBI:PDS_AGR_PROD_RN(1.0),N_A,PROCUREMENT,AFY,2026,2025,0,2026-03-31,TN,30035000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RIC,AFY,2026,2025,0,2026-03-31,TN,13221000
RBI:PDS_AGR_PROD_RN(1.0),N_A,RICE,AFY,2026,2025,0,2026-03-31,TN,53230000
RBI:PDS_AGR_PROD_RN(1.0),N_A,STOCKS,AFY,2026,2025,0,2026-03-31,TN,88807000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WH,AFY,2026,2025,0,2026-03-31,TN,30035000
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHE,AFY,2026,2025,0,2026-03-31,TN,4592000.0
RBI:PDS_AGR_PROD_RN(1.0),N_A,WHEAT,AFY,2026,2025,0,2026-03-31,TN,35053000
