DATAFLOW,AUDST,FREQ,MEASURE_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2022,2021,0,2022-03-01,INR,1064750399999.9999
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2022,2021,0,2022-02-01,INR,962488700000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2022,2021,0,2022-01-01,INR,1072937100000.0001
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2022,2021,0,2021-12-01,INR,978969100000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2022,2021,0,2021-11-01,INR,970656900000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2022,2021,0,2021-10-01,INR,1337285500000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2022,2021,0,2021-09-01,INR,1289748500000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2022,2021,0,2021-08-01,INR,1091810900000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2022,2021,0,2021-07-01,INR,1160347500000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2022,2021,0,2021-06-01,INR,1499458100000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2022,2021,0,2021-05-01,INR,1125005900000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2022,2021,0,2021-04-01,INR,828794500000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2021,2020,0,2021-03-31,INR,10450895600000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2021,2020,0,2021-03-01,INR,1052288000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2021,2020,0,2021-02-01,INR,1449545100000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2021,2020,0,2021-01-01,INR,1040632200000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2021,2020,0,2020-12-01,INR,994148000000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2021,2020,0,2020-11-01,INR,706758900000
RBI:TRN_OVR_BSE_RN(1.0),N_A,M,TOTAL_TO,2021,2020,0,2020-10-01,INR,578663100000
