DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:TURNO_NSE_RN(1.0),N_A,M,2003,2002,0,2003-03-31,INR,431599300000
RBI:TURNO_NSE_RN(1.0),N_A,M,2003,2002,0,2003-02-28,INR,482891800000
RBI:TURNO_NSE_RN(1.0),N_A,M,2003,2002,0,2003-01-31,INR,647622400000
RBI:TURNO_NSE_RN(1.0),N_A,M,2003,2002,0,2002-12-31,INR,619733400000
RBI:TURNO_NSE_RN(1.0),N_A,M,2003,2002,0,2002-11-30,INR,513514800000
RBI:TURNO_NSE_RN(1.0),N_A,M,2003,2002,0,2002-10-31,INR,519022200000
RBI:TURNO_NSE_RN(1.0),N_A,M,2003,2002,0,2002-09-30,INR,464986200000
RBI:TURNO_NSE_RN(1.0),N_A,M,2003,2002,0,2002-08-31,INR,461130500000
RBI:TURNO_NSE_RN(1.0),N_A,M,2003,2002,0,2002-07-31,INR,513984300000
RBI:TURNO_NSE_RN(1.0),N_A,M,2003,2002,0,2002-06-30,INR,442410700000
RBI:TURNO_NSE_RN(1.0),N_A,M,2003,2002,0,2002-05-31,INR,549790600000
RBI:TURNO_NSE_RN(1.0),N_A,M,2003,2002,0,2002-04-30,INR,533200200000
RBI:TURNO_NSE_RN(1.0),N_A,M,2002,2001,0,2002-03-31,INR,442625000000
RBI:TURNO_NSE_RN(1.0),N_A,M,2002,2001,0,2002-02-28,INR,495637700000
RBI:TURNO_NSE_RN(1.0),N_A,M,2002,2001,0,2002-01-31,INR,687189500000
RBI:TURNO_NSE_RN(1.0),N_A,M,2002,2001,0,2001-12-31,INR,544677900000
RBI:TURNO_NSE_RN(1.0),N_A,M,2002,2001,0,2001-11-30,INR,421322300000
RBI:TURNO_NSE_RN(1.0),N_A,M,2002,2001,0,2001-10-31,INR,353264500000
RBI:TURNO_NSE_RN(1.0),N_A,M,2002,2001,0,2001-09-30,INR,353228200000
RBI:TURNO_NSE_RN(1.0),N_A,M,2002,2001,0,2001-08-31,INR,294171500000
RBI:TURNO_NSE_RN(1.0),N_A,M,2002,2001,0,2001-07-31,INR,272277600000
RBI:TURNO_NSE_RN(1.0),N_A,M,2002,2001,0,2001-06-30,INR,427830000000
RBI:TURNO_NSE_RN(1.0),N_A,M,2002,2001,0,2001-05-31,INR,483291100000
RBI:TURNO_NSE_RN(1.0),N_A,M,2002,2001,0,2001-04-30,INR,356156300000
RBI:TURNO_NSE_RN(1.0),N_A,M,2001,2000,0,2001-03-31,INR,602262100000
RBI:TURNO_NSE_RN(1.0),N_A,M,2001,2000,0,2001-02-28,INR,1359322300000
RBI:TURNO_NSE_RN(1.0),N_A,M,2001,2000,0,2001-01-31,INR,1488298400000
