DATAFLOW,AUDST,BASE_PER,COMD_ITEM,FREQ,MEASURE_RN,REPYEAREND,REPYEARSTART,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_MS,AFY,ANNUAL_AVE,2022,2021,2022-03-31,IX,1130.0
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_MS,AFY,YR_END,2022,2021,2022-03-31,IX,1168.0
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_PSTI,AFY,ANNUAL_AVE,2022,2021,2022-03-31,IX,1782.0
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_PSTI,AFY,YR_END,2022,2021,2022-03-31,IX,1914.0
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG,AFY,YR_END,2023,2022,2023-03-31,IX,1175.0
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_CBF,AFY,ANNUAL_AVE,2023,2022,2023-03-31,IX,1208.583333333333
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_CBF,AFY,YR_END,2023,2022,2023-03-31,IX,1247.0
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_FG,AFY,ANNUAL_AVE,2023,2022,2023-03-31,IX,1076.333333333333
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_FG,AFY,YR_END,2023,2022,2023-03-31,IX,1098.0
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_FL,AFY,ANNUAL_AVE,2023,2022,2023-03-31,IX,1274.083333333333
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_FL,AFY,YR_END,2023,2022,2023-03-31,IX,1298.0
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_MS,AFY,ANNUAL_AVE,2023,2022,2023-03-31,IX,1211.833333333333
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_MS,AFY,YR_END,2023,2022,2023-03-31,IX,1251.0
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_PSTI,AFY,ANNUAL_AVE,2023,2022,2023-03-31,IX,1937.5
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_PSTI,AFY,YR_END,2023,2022,2023-03-31,IX,1996.0
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG,AFY,YR_END,2024,2023,2024-03-31,IX,1229.41666666667
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_CBF,AFY,ANNUAL_AVE,2024,2023,2024-03-31,IX,1265.08333333333
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_CBF,AFY,YR_END,2024,2023,2024-03-31,IX,1265.08333333333
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_FG,AFY,ANNUAL_AVE,2024,2023,2024-03-31,IX,1167.83333333333
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_FG,AFY,YR_END,2024,2023,2024-03-31,IX,1167.83333333333
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_FL,AFY,ANNUAL_AVE,2024,2023,2024-03-31,IX,1311.58333333333
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_FL,AFY,YR_END,2024,2023,2024-03-31,IX,1311.58333333333
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_MS,AFY,ANNUAL_AVE,2024,2023,2024-03-31,IX,1279.25
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_MS,AFY,YR_END,2024,2023,2024-03-31,IX,1279.25
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_PSTI,AFY,ANNUAL_AVE,2024,2023,2024-03-31,IX,2008.66666666667
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_PSTI,AFY,YR_END,2024,2023,2024-03-31,IX,2008.66666666667
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG,AFY,YR_END,2025,2024,2025-03-31,IX,1299.08333333333
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_CBF,AFY,ANNUAL_AVE,2025,2024,2025-03-31,IX,1316.5
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_CBF,AFY,YR_END,2025,2024,2025-03-31,IX,1316.5
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_FG,AFY,ANNUAL_AVE,2025,2024,2025-03-31,IX,1238.58333333333
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_FG,AFY,YR_END,2025,2024,2025-03-31,IX,1238.58333333333
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_FL,AFY,ANNUAL_AVE,2025,2024,2025-03-31,IX,1368.08333333333
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_FL,AFY,YR_END,2025,2024,2025-03-31,IX,1368.08333333333
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_MS,AFY,ANNUAL_AVE,2025,2024,2025-03-31,IX,1363.83333333333
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_MS,AFY,YR_END,2025,2024,2025-03-31,IX,1363.83333333333
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_PSTI,AFY,ANNUAL_AVE,2025,2024,2025-03-31,IX,2081.58333333333
RBI:CPI_AGR_AVG_YRND_RN(1.0),N_A,BY_1986-87,C_GIAG_PSTI,AFY,YR_END,2025,2024,2025-03-31,IX,2081.58333333333
