DATAFLOW,AUDST,BASE_PER,CENTER_RN,FREQ,REPYEAREND,REPYEARSTART,STATE_CODE,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,AGRA,M,2016,2015,UP,2016-01-31,IX,281.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,AHMEDABAD,M,2016,2015,GUJ,2016-01-31,IX,252.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,AJMER,M,2016,2015,RAJA,2016-01-31,IX,250.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,ALWAYE_ERNAKULAM,M,2016,2015,KER,2016-01-31,IX,267.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,AL_INDIA,M,2016,2015,N_A,2016-01-31,IX,269.26
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,AMRITSAR,M,2016,2015,PUN,2016-01-31,IX,265.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,ANGUL-TALCHER,M,2016,2015,ORI,2016-01-31,IX,274.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,ASANSOL,M,2016,2015,WB,2016-01-31,IX,299.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,BANGALORE,M,2016,2015,KAR,2016-01-31,IX,276.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,BELGAUM,M,2016,2015,KAR,2016-01-31,IX,277.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,BHAVNAGAR,M,2016,2015,GUJ,2016-01-31,IX,246.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,BHILAI,M,2016,2015,CHHT,2016-01-31,IX,293.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,BHILWARA,M,2016,2015,RAJA,2016-01-31,IX,263.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,BHOPAL,M,2016,2015,MP,2016-01-31,IX,267.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,BOKARO,M,2016,2015,JHK,2016-01-31,IX,266.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,CHANDIGARH,M,2016,2015,CHD,2016-01-31,IX,261.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,CHENNAI,M,2016,2015,TN,2016-01-31,IX,261.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,CHHINDWARA,M,2016,2015,MP,2016-01-31,IX,273.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,COIMBATORE,M,2016,2015,TN,2016-01-31,IX,249.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,COONOR,M,2016,2015,TN,2016-01-31,IX,273.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,DARJEELING,M,2016,2015,WB,2016-01-31,IX,245.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,DELHI,M,2016,2015,DEL,2016-01-31,IX,239.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,DM_TINSUKIA,M,2016,2015,ASM,2016-01-31,IX,241.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,DURGAPUR,M,2016,2015,WB,2016-01-31,IX,292.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,FARIDABAD,M,2016,2015,HAR,2016-01-31,IX,246.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,GHAZIABAD,M,2016,2015,UP,2016-01-31,IX,268.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,GIRIDIH,M,2016,2015,JHK,2016-01-31,IX,289.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,GODAVARIKHANI,M,2016,2015,ANP,2016-01-31,IX,282.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,GUNTUR,M,2016,2015,ANP,2016-01-31,IX,265.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,GUWAHATI,M,2016,2015,ASM,2016-01-31,IX,240.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,HALDI,M,2016,2015,WB,2016-01-31,IX,294.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,HOWRAH,M,2016,2015,WB,2016-01-31,IX,247.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,HUBLI-DHARWAR,M,2016,2015,KAR,2016-01-31,IX,292.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,HYDERABAD,M,2016,2015,ANP,2016-01-31,IX,237.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,INDORE,M,2016,2015,MP,2016-01-31,IX,244.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,JABALPUR,M,2016,2015,MP,2016-01-31,IX,269.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,JAIPUR,M,2016,2015,RAJA,2016-01-31,IX,249.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,JALANDHAR,M,2016,2015,PUN,2016-01-31,IX,261.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,JALPAIGURI,M,2016,2015,WB,2016-01-31,IX,259.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,JAMSHEDPUR,M,2016,2015,JHK,2016-01-31,IX,304.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,JHARIA,M,2016,2015,JHK,2016-01-31,IX,299.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,KANPUR,M,2016,2015,UP,2016-01-31,IX,281.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,KODARMA,M,2016,2015,JHK,2016-01-31,IX,306.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,KOLKATA,M,2016,2015,WB,2016-01-31,IX,255.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,LABAC_SILCHAR,M,2016,2015,ASM,2016-01-31,IX,254.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,LUCKNOW,M,2016,2015,UP,2016-01-31,IX,267.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,LUDHIANA,M,2016,2015,PUN,2016-01-31,IX,262.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,MADURAI,M,2016,2015,TN,2016-01-31,IX,273.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,MARIANI-JORHAT,M,2016,2015,ASM,2016-01-31,IX,237.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,MERCARA,M,2016,2015,KAR,2016-01-31,IX,278.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,MONGHYR_JAMALPUR,M,2016,2015,BIH,2016-01-31,IX,284.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,MUMBAI,M,2016,2015,MAH,2016-01-31,IX,284.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,MUNDAKAYAM,M,2016,2015,KER,2016-01-31,IX,286.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,MYSORE,M,2016,2015,KAR,2016-01-31,IX,273.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,NAGPUR,M,2016,2015,MAH,2016-01-31,IX,300.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,NASIK,M,2016,2015,MAH,2016-01-31,IX,279.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,OTHERS-GOA,M,2016,2015,GOA,2016-01-31,IX,278.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,OTHERS-TRIPURA,M,2016,2015,TRI,2016-01-31,IX,231.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,OTHERS_HIMACHAL_PRADESH,M,2016,2015,HP,2016-01-31,IX,237.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,PONDICHERRY,M,2016,2015,PY,2016-01-31,IX,288.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,PUNE,M,2016,2015,MAH,2016-01-31,IX,273.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,QUILLON,M,2016,2015,KER,2016-01-31,IX,289.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,RAJKOT,M,2016,2015,GUJ,2016-01-31,IX,258.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,RANCHI-HATIA,M,2016,2015,JHK,2016-01-31,IX,297.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,RANIGANJ,M,2016,2015,WB,2016-01-31,IX,242.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,ROURKELA,M,2016,2015,ORI,2016-01-31,IX,281.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,SALEM,M,2016,2015,TN,2016-01-31,IX,269.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,SHOLAPUR,M,2016,2015,MAH,2016-01-31,IX,289.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,SILIGURI,M,2016,2015,WB,2016-01-31,IX,246.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,SRINAGAR,M,2016,2015,JNK,2016-01-31,IX,245.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,SURAT,M,2016,2015,GUJ,2016-01-31,IX,243.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,TEZPUR_RANGAPARA,M,2016,2015,ASM,2016-01-31,IX,232.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,TRICHIRAPALLY,M,2016,2015,TN,2016-01-31,IX,273.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,VADODARA,M,2016,2015,GUJ,2016-01-31,IX,251.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,VARANASI,M,2016,2015,UP,2016-01-31,IX,269.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,VIJAYAWADA,M,2016,2015,ANP,2016-01-31,IX,262.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,VISHAKHAPATNAM,M,2016,2015,ANP,2016-01-31,IX,269.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,WARANGAL,M,2016,2015,ANP,2016-01-31,IX,286.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,YAMUNANAGAR,M,2016,2015,HAR,2016-01-31,IX,253.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,AGRA,M,2016,2015,UP,2016-02-29,IX,281.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,AHMEDABAD,M,2016,2015,GUJ,2016-02-29,IX,251.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,AJMER,M,2016,2015,RAJA,2016-02-29,IX,249.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,ALWAYE_ERNAKULAM,M,2016,2015,KER,2016-02-29,IX,266.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,AL_INDIA,M,2016,2015,N_A,2016-02-29,IX,267.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,AMRITSAR,M,2016,2015,PUN,2016-02-29,IX,265.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,ANGUL-TALCHER,M,2016,2015,ORI,2016-02-29,IX,272.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,ASANSOL,M,2016,2015,WB,2016-02-29,IX,299.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,BANGALORE,M,2016,2015,KAR,2016-02-29,IX,269.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,BELGAUM,M,2016,2015,KAR,2016-02-29,IX,271.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,BHAVNAGAR,M,2016,2015,GUJ,2016-02-29,IX,244.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,BHILAI,M,2016,2015,CHHT,2016-02-29,IX,292.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,BHILWARA,M,2016,2015,RAJA,2016-02-29,IX,261.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,BHOPAL,M,2016,2015,MP,2016-02-29,IX,262.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,BOKARO,M,2016,2015,JHK,2016-02-29,IX,263.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,CHANDIGARH,M,2016,2015,CHD,2016-02-29,IX,261.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,CHENNAI,M,2016,2015,TN,2016-02-29,IX,257.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,CHHINDWARA,M,2016,2015,MP,2016-02-29,IX,274.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,COIMBATORE,M,2016,2015,TN,2016-02-29,IX,248.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,COONOR,M,2016,2015,TN,2016-02-29,IX,268.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,DARJEELING,M,2016,2015,WB,2016-02-29,IX,245.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,DELHI,M,2016,2015,DEL,2016-02-29,IX,237.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,DM_TINSUKIA,M,2016,2015,ASM,2016-02-29,IX,242.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,DURGAPUR,M,2016,2015,WB,2016-02-29,IX,289.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,FARIDABAD,M,2016,2015,HAR,2016-02-29,IX,246.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,GHAZIABAD,M,2016,2015,UP,2016-02-29,IX,266.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,GIRIDIH,M,2016,2015,JHK,2016-02-29,IX,281.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,GODAVARIKHANI,M,2016,2015,ANP,2016-02-29,IX,282.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,GUNTUR,M,2016,2015,ANP,2016-02-29,IX,263.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,GUWAHATI,M,2016,2015,ASM,2016-02-29,IX,238.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,HALDI,M,2016,2015,WB,2016-02-29,IX,293.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,HOWRAH,M,2016,2015,WB,2016-02-29,IX,248.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,HUBLI-DHARWAR,M,2016,2015,KAR,2016-02-29,IX,290.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,HYDERABAD,M,2016,2015,ANP,2016-02-29,IX,234.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,INDORE,M,2016,2015,MP,2016-02-29,IX,243.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,JABALPUR,M,2016,2015,MP,2016-02-29,IX,269.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,JAIPUR,M,2016,2015,RAJA,2016-02-29,IX,249.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,JALANDHAR,M,2016,2015,PUN,2016-02-29,IX,262.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,JALPAIGURI,M,2016,2015,WB,2016-02-29,IX,260.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,JAMSHEDPUR,M,2016,2015,JHK,2016-02-29,IX,304.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,JHARIA,M,2016,2015,JHK,2016-02-29,IX,297.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,KANPUR,M,2016,2015,UP,2016-02-29,IX,279.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,KODARMA,M,2016,2015,JHK,2016-02-29,IX,308.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,KOLKATA,M,2016,2015,WB,2016-02-29,IX,254.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,LABAC_SILCHAR,M,2016,2015,ASM,2016-02-29,IX,253.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,LUCKNOW,M,2016,2015,UP,2016-02-29,IX,265.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,LUDHIANA,M,2016,2015,PUN,2016-02-29,IX,262.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,MADURAI,M,2016,2015,TN,2016-02-29,IX,266.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,MARIANI-JORHAT,M,2016,2015,ASM,2016-02-29,IX,238.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,MERCARA,M,2016,2015,KAR,2016-02-29,IX,275.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,MONGHYR_JAMALPUR,M,2016,2015,BIH,2016-02-29,IX,277.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,MUMBAI,M,2016,2015,MAH,2016-02-29,IX,282.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,MUNDAKAYAM,M,2016,2015,KER,2016-02-29,IX,280.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,MYSORE,M,2016,2015,KAR,2016-02-29,IX,276.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,NAGPUR,M,2016,2015,MAH,2016-02-29,IX,296.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,NASIK,M,2016,2015,MAH,2016-02-29,IX,276.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,OTHERS-GOA,M,2016,2015,GOA,2016-02-29,IX,279.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,OTHERS-TRIPURA,M,2016,2015,TRI,2016-02-29,IX,232.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,OTHERS_HIMACHAL_PRADESH,M,2016,2015,HP,2016-02-29,IX,237.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,PONDICHERRY,M,2016,2015,PY,2016-02-29,IX,284.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,PUNE,M,2016,2015,MAH,2016-02-29,IX,269.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,QUILLON,M,2016,2015,KER,2016-02-29,IX,294.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,RAJKOT,M,2016,2015,GUJ,2016-02-29,IX,261.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,RANCHI-HATIA,M,2016,2015,JHK,2016-02-29,IX,294.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,RANIGANJ,M,2016,2015,WB,2016-02-29,IX,240.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,ROURKELA,M,2016,2015,ORI,2016-02-29,IX,277.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,SALEM,M,2016,2015,TN,2016-02-29,IX,266.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,SHOLAPUR,M,2016,2015,MAH,2016-02-29,IX,283.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,SILIGURI,M,2016,2015,WB,2016-02-29,IX,243.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,SRINAGAR,M,2016,2015,JNK,2016-02-29,IX,246.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,SURAT,M,2016,2015,GUJ,2016-02-29,IX,238.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,TEZPUR_RANGAPARA,M,2016,2015,ASM,2016-02-29,IX,231.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,TRICHIRAPALLY,M,2016,2015,TN,2016-02-29,IX,266.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,VADODARA,M,2016,2015,GUJ,2016-02-29,IX,249.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,VARANASI,M,2016,2015,UP,2016-02-29,IX,265.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,VIJAYAWADA,M,2016,2015,ANP,2016-02-29,IX,258.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,VISHAKHAPATNAM,M,2016,2015,ANP,2016-02-29,IX,269.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,WARANGAL,M,2016,2015,ANP,2016-02-29,IX,282.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,YAMUNANAGAR,M,2016,2015,HAR,2016-02-29,IX,253.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,AGRA,M,2016,2015,UP,2016-03-31,IX,282.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,AHMEDABAD,M,2016,2015,GUJ,2016-03-31,IX,254.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,AJMER,M,2016,2015,RAJA,2016-03-31,IX,250.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,ALWAYE_ERNAKULAM,M,2016,2015,KER,2016-03-31,IX,261.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,AL_INDIA,M,2016,2015,N_A,2016-03-31,IX,268.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,AMRITSAR,M,2016,2015,PUN,2016-03-31,IX,267.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,ANGUL-TALCHER,M,2016,2015,ORI,2016-03-31,IX,275.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,ASANSOL,M,2016,2015,WB,2016-03-31,IX,301.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,BANGALORE,M,2016,2015,KAR,2016-03-31,IX,270.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,BELGAUM,M,2016,2015,KAR,2016-03-31,IX,271.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,BHAVNAGAR,M,2016,2015,GUJ,2016-03-31,IX,244.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,BHILAI,M,2016,2015,CHHT,2016-03-31,IX,297.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,BHILWARA,M,2016,2015,RAJA,2016-03-31,IX,262.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,BHOPAL,M,2016,2015,MP,2016-03-31,IX,263.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,BOKARO,M,2016,2015,JHK,2016-03-31,IX,268.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,CHANDIGARH,M,2016,2015,CHD,2016-03-31,IX,264.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,CHENNAI,M,2016,2015,TN,2016-03-31,IX,254.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,CHHINDWARA,M,2016,2015,MP,2016-03-31,IX,274.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,COIMBATORE,M,2016,2015,TN,2016-03-31,IX,245.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,COONOR,M,2016,2015,TN,2016-03-31,IX,267.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,DARJEELING,M,2016,2015,WB,2016-03-31,IX,244.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,DELHI,M,2016,2015,DEL,2016-03-31,IX,238.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,DM_TINSUKIA,M,2016,2015,ASM,2016-03-31,IX,241.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,DURGAPUR,M,2016,2015,WB,2016-03-31,IX,294.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,FARIDABAD,M,2016,2015,HAR,2016-03-31,IX,248.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,GHAZIABAD,M,2016,2015,UP,2016-03-31,IX,266.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,GIRIDIH,M,2016,2015,JHK,2016-03-31,IX,281.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,GODAVARIKHANI,M,2016,2015,ANP,2016-03-31,IX,280.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,GUNTUR,M,2016,2015,ANP,2016-03-31,IX,261.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,GUWAHATI,M,2016,2015,ASM,2016-03-31,IX,239.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,HALDI,M,2016,2015,WB,2016-03-31,IX,296.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,HOWRAH,M,2016,2015,WB,2016-03-31,IX,251.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,HUBLI-DHARWAR,M,2016,2015,KAR,2016-03-31,IX,288.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,HYDERABAD,M,2016,2015,ANP,2016-03-31,IX,232.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,INDORE,M,2016,2015,MP,2016-03-31,IX,243.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,JABALPUR,M,2016,2015,MP,2016-03-31,IX,271.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,JAIPUR,M,2016,2015,RAJA,2016-03-31,IX,250.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,JALANDHAR,M,2016,2015,PUN,2016-03-31,IX,263.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,JALPAIGURI,M,2016,2015,WB,2016-03-31,IX,262.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,JAMSHEDPUR,M,2016,2015,JHK,2016-03-31,IX,304.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,JHARIA,M,2016,2015,JHK,2016-03-31,IX,297.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,KANPUR,M,2016,2015,UP,2016-03-31,IX,278.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,KODARMA,M,2016,2015,JHK,2016-03-31,IX,308.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,KOLKATA,M,2016,2015,WB,2016-03-31,IX,256.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,LABAC_SILCHAR,M,2016,2015,ASM,2016-03-31,IX,252.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,LUCKNOW,M,2016,2015,UP,2016-03-31,IX,267.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,LUDHIANA,M,2016,2015,PUN,2016-03-31,IX,269.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,MADURAI,M,2016,2015,TN,2016-03-31,IX,264.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,MARIANI-JORHAT,M,2016,2015,ASM,2016-03-31,IX,238.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,MERCARA,M,2016,2015,KAR,2016-03-31,IX,276.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,MONGHYR_JAMALPUR,M,2016,2015,BIH,2016-03-31,IX,287.0
RBI:CPI_IW_AISC_RN(1.0),N_A,BY_2001,MUMBAI,M,2016,2015,MAH,2016-03-31,IX,281.0
