DATAFLOW,AUDST,BASE_PER,CENTER_RN,FREQ,REPYEAREND,REPYEARSTART,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,CHENNAI,QFY,2012,2011,2012-03-31,IX,117.0
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,DELHI,QFY,2012,2011,2012-03-31,IX,195.3
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,JAIPUR,QFY,2012,2011,2012-03-31,IX,164.4
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,KANPUR,QFY,2012,2011,2012-03-31,IX,148.7
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,KOLKATA,QFY,2012,2011,2012-03-31,IX,158.4
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,LUCKNOW,QFY,2012,2011,2012-03-31,IX,169.7
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,MUMBAI,QFY,2012,2011,2012-03-31,IX,224.7
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,AHMEDABAD,QFY,2012,2011,2012-03-31,IX,141.019725700592
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,AL_INDIA,QFY,2012,2011,2012-03-31,IX,134.100968816836
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,BANGALORE,QFY,2012,2011,2012-03-31,IX,133.346996901322
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,CHENNAI,QFY,2012,2011,2012-03-31,IX,108.16511021208
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,DELHI,QFY,2012,2011,2012-03-31,IX,158.228663945772
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,JAIPUR,QFY,2012,2011,2012-03-31,IX,108.595924157054
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KANPUR,QFY,2012,2011,2012-03-31,IX,114.947185168034
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KOCHI,QFY,2012,2011,2012-03-31,IX,97.825285137321
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KOLKATA,QFY,2012,2011,2012-03-31,IX,106.094788818139
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,LUCKNOW,QFY,2012,2011,2012-03-31,IX,129.440576860925
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,MUMBAI,QFY,2012,2011,2012-03-31,IX,143.495014025809
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,AHMEDABAD,QFY,2013,2012,2012-06-30,IX,176.6
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,AL_INDIA,QFY,2013,2012,2012-06-30,IX,188.6
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,BANGALORE,QFY,2013,2012,2012-06-30,IX,140.2
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,CHENNAI,QFY,2013,2012,2012-06-30,IX,133.9
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,DELHI,QFY,2013,2012,2012-06-30,IX,217.3
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,JAIPUR,QFY,2013,2012,2012-06-30,IX,171.9
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,KANPUR,QFY,2013,2012,2012-06-30,IX,144.9
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,KOLKATA,QFY,2013,2012,2012-06-30,IX,204.2
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,LUCKNOW,QFY,2013,2012,2012-06-30,IX,179.4
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,MUMBAI,QFY,2013,2012,2012-06-30,IX,231.8
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,AHMEDABAD,QFY,2013,2012,2012-06-30,IX,140.755003847014
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,AL_INDIA,QFY,2013,2012,2012-06-30,IX,142.625684333416
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,BANGALORE,QFY,2013,2012,2012-06-30,IX,133.327478075255
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,CHENNAI,QFY,2013,2012,2012-06-30,IX,119.207724057846
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,DELHI,QFY,2013,2012,2012-06-30,IX,177.29813120948
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,JAIPUR,QFY,2013,2012,2012-06-30,IX,113.383167204816
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KANPUR,QFY,2013,2012,2012-06-30,IX,114.407213223454
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KOCHI,QFY,2013,2012,2012-06-30,IX,98.821186646755
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KOLKATA,QFY,2013,2012,2012-06-30,IX,135.211415891856
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,LUCKNOW,QFY,2013,2012,2012-06-30,IX,136.352393638224
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,MUMBAI,QFY,2013,2012,2012-06-30,IX,147.600937455
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,AHMEDABAD,QFY,2013,2012,2012-09-30,IX,183.4
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,AL_INDIA,QFY,2013,2012,2012-09-30,IX,194.3
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,BANGALORE,QFY,2013,2012,2012-09-30,IX,143.0
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,CHENNAI,QFY,2013,2012,2012-09-30,IX,129.5
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,DELHI,QFY,2013,2012,2012-09-30,IX,225.2
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,JAIPUR,QFY,2013,2012,2012-09-30,IX,177.7
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,KANPUR,QFY,2013,2012,2012-09-30,IX,135.8
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,KOLKATA,QFY,2013,2012,2012-09-30,IX,226.9
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,LUCKNOW,QFY,2013,2012,2012-09-30,IX,208.9
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,MUMBAI,QFY,2013,2012,2012-09-30,IX,232.4
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,AHMEDABAD,QFY,2013,2012,2012-09-30,IX,146.388427763684
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,AL_INDIA,QFY,2013,2012,2012-09-30,IX,147.09565233557
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,BANGALORE,QFY,2013,2012,2012-09-30,IX,136.579402427562
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,CHENNAI,QFY,2013,2012,2012-09-30,IX,117.817860928035
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,DELHI,QFY,2013,2012,2012-09-30,IX,183.174675086252
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,JAIPUR,QFY,2013,2012,2012-09-30,IX,117.357450298116
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KANPUR,QFY,2013,2012,2012-09-30,IX,106.032524792417
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KOCHI,QFY,2013,2012,2012-09-30,IX,127.508787612825
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KOLKATA,QFY,2013,2012,2012-09-30,IX,149.077140227861
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,LUCKNOW,QFY,2013,2012,2012-09-30,IX,156.595482252564
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,MUMBAI,QFY,2013,2012,2012-09-30,IX,148.064184201313
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,AHMEDABAD,QFY,2013,2012,2012-12-31,IX,187.8
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,AL_INDIA,QFY,2013,2012,2012-12-31,IX,206.8
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,BANGALORE,QFY,2013,2012,2012-12-31,IX,147.9
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,CHENNAI,QFY,2013,2012,2012-12-31,IX,149.2
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,DELHI,QFY,2013,2012,2012-12-31,IX,247.8
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,JAIPUR,QFY,2013,2012,2012-12-31,IX,179.4
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,KANPUR,QFY,2013,2012,2012-12-31,IX,117.0
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,KOLKATA,QFY,2013,2012,2012-12-31,IX,247.3
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,LUCKNOW,QFY,2013,2012,2012-12-31,IX,221.6
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,MUMBAI,QFY,2013,2012,2012-12-31,IX,248.5
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,AHMEDABAD,QFY,2013,2012,2012-12-31,IX,150.637833753518
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,AL_INDIA,QFY,2013,2012,2012-12-31,IX,156.973392570649
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,BANGALORE,QFY,2013,2012,2012-12-31,IX,141.175490592049
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,CHENNAI,QFY,2013,2012,2012-12-31,IX,137.554110368986
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,DELHI,QFY,2013,2012,2012-12-31,IX,200.70354115689
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,JAIPUR,QFY,2013,2012,2012-12-31,IX,118.930366196616
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KANPUR,QFY,2013,2012,2012-12-31,IX,92.831620101916
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KOCHI,QFY,2013,2012,2012-12-31,IX,136.450543338773
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KOLKATA,QFY,2013,2012,2012-12-31,IX,162.507541300652
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,LUCKNOW,QFY,2013,2012,2012-12-31,IX,169.250034444999
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,MUMBAI,QFY,2013,2012,2012-12-31,IX,158.948005491001
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,AHMEDABAD,QFY,2013,2012,2013-03-31,IX,193.5
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,AL_INDIA,QFY,2013,2012,2013-03-31,IX,211.2
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,BANGALORE,QFY,2013,2012,2013-03-31,IX,148.3
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,CHENNAI,QFY,2013,2012,2013-03-31,IX,148.0
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,DELHI,QFY,2013,2012,2013-03-31,IX,259.2
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,JAIPUR,QFY,2013,2012,2013-03-31,IX,194.0
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,KANPUR,QFY,2013,2012,2013-03-31,IX,116.9
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,KOLKATA,QFY,2013,2012,2013-03-31,IX,258.6
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,LUCKNOW,QFY,2013,2012,2013-03-31,IX,218.8
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2008_09,MUMBAI,QFY,2013,2012,2013-03-31,IX,248.6
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,AHMEDABAD,QFY,2013,2012,2013-03-31,IX,155.005510328137
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,AL_INDIA,QFY,2013,2012,2013-03-31,IX,160.840570469735
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,BANGALORE,QFY,2013,2012,2013-03-31,IX,141.93559550841
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,CHENNAI,QFY,2013,2012,2013-03-31,IX,137.430064210373
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,DELHI,QFY,2013,2012,2013-03-31,IX,213.105559000595
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,JAIPUR,QFY,2013,2012,2013-03-31,IX,129.374972468947
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KANPUR,QFY,2013,2012,2013-03-31,IX,90.869090643561
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KOCHI,QFY,2013,2012,2013-03-31,IX,124.201190512486
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KOLKATA,QFY,2013,2012,2013-03-31,IX,169.40634474607
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,LUCKNOW,QFY,2013,2012,2013-03-31,IX,166.174440116093
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,MUMBAI,QFY,2013,2012,2013-03-31,IX,159.526678349764
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,AHMEDABAD,QFY,2014,2013,2013-06-30,IX,161.939423991298
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,AL_INDIA,QFY,2014,2013,2013-06-30,IX,162.277913741924
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,BANGALORE,QFY,2014,2013,2013-06-30,IX,142.266365501558
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,CHENNAI,QFY,2014,2013,2013-06-30,IX,138.262897492615
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,DELHI,QFY,2014,2013,2013-06-30,IX,214.79292130117
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,JAIPUR,QFY,2014,2013,2013-06-30,IX,129.374972468947
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KANPUR,QFY,2014,2013,2013-06-30,IX,82.368580742936
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KOCHI,QFY,2014,2013,2013-06-30,IX,127.032028499752
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KOLKATA,QFY,2014,2013,2013-06-30,IX,171.805694624143
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,LUCKNOW,QFY,2014,2013,2013-06-30,IX,173.924629478224
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,MUMBAI,QFY,2014,2013,2013-06-30,IX,159.975322732381
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,AHMEDABAD,QFY,2014,2013,2013-09-30,IX,171.696803773157
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,AL_INDIA,QFY,2014,2013,2013-09-30,IX,169.235124232127
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,BANGALORE,QFY,2014,2013,2013-09-30,IX,150.373376948106
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,CHENNAI,QFY,2014,2013,2013-09-30,IX,149.975688370069
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,DELHI,QFY,2014,2013,2013-09-30,IX,215.743205493485
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,JAIPUR,QFY,2014,2013,2013-09-30,IX,128.01540381647
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KANPUR,QFY,2014,2013,2013-09-30,IX,92.027102170737
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KOCHI,QFY,2014,2013,2013-09-30,IX,161.579702975752
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KOLKATA,QFY,2014,2013,2013-09-30,IX,173.542470145863
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,LUCKNOW,QFY,2014,2013,2013-09-30,IX,186.6658464202
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,MUMBAI,QFY,2014,2013,2013-09-30,IX,169.187185843718
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,AHMEDABAD,QFY,2014,2013,2013-12-31,IX,172.645067916865
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,AL_INDIA,QFY,2014,2013,2013-12-31,IX,172.81061344267
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,BANGALORE,QFY,2014,2013,2013-12-31,IX,169.256843075755
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,CHENNAI,QFY,2014,2013,2013-12-31,IX,174.27616103553
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,DELHI,QFY,2014,2013,2013-12-31,IX,211.073738266986
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,JAIPUR,QFY,2014,2013,2013-12-31,IX,127.296565465431
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KANPUR,QFY,2014,2013,2013-12-31,IX,81.630455707108
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KOCHI,QFY,2014,2013,2013-12-31,IX,189.355675676627
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KOLKATA,QFY,2014,2013,2013-12-31,IX,168.193157412986
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,LUCKNOW,QFY,2014,2013,2013-12-31,IX,203.552536647662
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,MUMBAI,QFY,2014,2013,2013-12-31,IX,166.5021282221
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,AHMEDABAD,QFY,2014,2013,2014-03-31,IX,169.374224265849
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,AL_INDIA,QFY,2014,2013,2014-03-31,IX,180.492825897116
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,BANGALORE,QFY,2014,2013,2014-03-31,IX,184.285621410149
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,CHENNAI,QFY,2014,2013,2014-03-31,IX,179.266495129578
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,DELHI,QFY,2014,2013,2014-03-31,IX,229.292315907176
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,JAIPUR,QFY,2014,2013,2014-03-31,IX,119.96545868872
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KANPUR,QFY,2014,2013,2014-03-31,IX,78.352653588996
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KOCHI,QFY,2014,2013,2014-03-31,IX,166.221603291706
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KOLKATA,QFY,2014,2013,2014-03-31,IX,169.780931738413
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,LUCKNOW,QFY,2014,2013,2014-03-31,IX,212.483680065407
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,MUMBAI,QFY,2014,2013,2014-03-31,IX,175.449163519172
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,AHMEDABAD,QFY,2015,2014,2014-06-30,IX,173.0
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,AL_INDIA,QFY,2015,2014,2014-06-30,IX,188.044615737819
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,BANGALORE,QFY,2015,2014,2014-06-30,IX,180.4
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,CHENNAI,QFY,2015,2014,2014-06-30,IX,179.2
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,DELHI,QFY,2015,2014,2014-06-30,IX,241.7
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,JAIPUR,QFY,2015,2014,2014-06-30,IX,120.6
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KANPUR,QFY,2015,2014,2014-06-30,IX,99.4
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KOCHI,QFY,2015,2014,2014-06-30,IX,166.9
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KOLKATA,QFY,2015,2014,2014-06-30,IX,194.0
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,LUCKNOW,QFY,2015,2014,2014-06-30,IX,223.3
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,MUMBAI,QFY,2015,2014,2014-06-30,IX,183.209679568574
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,AHMEDABAD,QFY,2015,2014,2014-09-30,IX,183.2
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,AL_INDIA,QFY,2015,2014,2014-09-30,IX,193.049027351809
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,BANGALORE,QFY,2015,2014,2014-09-30,IX,174.6
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,CHENNAI,QFY,2015,2014,2014-09-30,IX,172.8
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,DELHI,QFY,2015,2014,2014-09-30,IX,251.0
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,JAIPUR,QFY,2015,2014,2014-09-30,IX,131.7
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KANPUR,QFY,2015,2014,2014-09-30,IX,101.8
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KOCHI,QFY,2015,2014,2014-09-30,IX,184.2
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KOLKATA,QFY,2015,2014,2014-09-30,IX,209.3
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,LUCKNOW,QFY,2015,2014,2014-09-30,IX,238.7
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,MUMBAI,QFY,2015,2014,2014-09-30,IX,185.925884859084
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,AHMEDABAD,QFY,2015,2014,2014-12-31,IX,187.691520045964
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,AL_INDIA,QFY,2015,2014,2014-12-31,IX,202.036802618016
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,BANGALORE,QFY,2015,2014,2014-12-31,IX,183.081870365534
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,CHENNAI,QFY,2015,2014,2014-12-31,IX,187.336274800678
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,DELHI,QFY,2015,2014,2014-12-31,IX,273.209309361771
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,JAIPUR,QFY,2015,2014,2014-12-31,IX,143.576200453209
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KANPUR,QFY,2015,2014,2014-12-31,IX,106.972009678697
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KOCHI,QFY,2015,2014,2014-12-31,IX,180.935117964054
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KOLKATA,QFY,2015,2014,2014-12-31,IX,210.770727910716
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,LUCKNOW,QFY,2015,2014,2014-12-31,IX,243.367690359235
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,MUMBAI,QFY,2015,2014,2014-12-31,IX,188.019555011921
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,AHMEDABAD,QFY,2015,2014,2015-03-31,IX,184.970519226678
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,AL_INDIA,QFY,2015,2014,2015-03-31,IX,212.098670064031
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,BANGALORE,QFY,2015,2014,2015-03-31,IX,202.701601259211
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,CHENNAI,QFY,2015,2014,2015-03-31,IX,188.008500678033
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,DELHI,QFY,2015,2014,2015-03-31,IX,290.088087772425
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,JAIPUR,QFY,2015,2014,2015-03-31,IX,140.57886957165
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KANPUR,QFY,2015,2014,2015-03-31,IX,113.536664242022
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KOCHI,QFY,2015,2014,2015-03-31,IX,179.688230146225
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,KOLKATA,QFY,2015,2014,2015-03-31,IX,224.919949941774
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,LUCKNOW,QFY,2015,2014,2015-03-31,IX,267.314918621747
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,MUMBAI,QFY,2015,2014,2015-03-31,IX,194.726890846209
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,AHMEDABAD,QFY,2016,2015,2015-06-30,IX,186.550732674108
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,AL_INDIA,QFY,2016,2015,2015-06-30,IX,215.309349842761
RBI:HOUSE_PRICE_INDEX_RN(1.0),N_A,BY_2010-11,BANGALORE,QFY,2016,2015,2015-06-30,IX,208.418713665081
