DATAFLOW,AUDST,FREQ,MEASURE_RN,PICE_REF_CITY_RN,PREC_METL_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC1,GOLD,2015,2014,0,2015-03-31,RUP_PER_10_GMS,27414.554167
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC1,SILVER,2015,2014,0,2015-03-31,RUP_PER_KG,40558.48
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC2,GOLD,2015,2014,0,2015-03-31,DOL_PER_TROY_OZ,1247.400833
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC2,GOLD,2015,2014,0,2015-03-31,RUP_PER_10_GMS,24520.423333
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC3,SILVER,2015,2014,0,2015-03-31,CTNS_PER_TROY_OZ,1814.041667
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC3,SILVER,2015,2014,0,2015-03-31,RUP_PER_KG,35611.177123
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC1,GOLD,2016,2015,0,2016-03-31,RUP_PER_10_GMS,26534.261667
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC1,SILVER,2016,2015,0,2016-03-31,RUP_PER_KG,36318.103333
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC2,GOLD,2016,2015,0,2016-03-31,DOL_PER_TROY_OZ,1147.426667
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC2,GOLD,2016,2015,0,2016-03-31,RUP_PER_10_GMS,24231.531667
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC3,SILVER,2016,2015,0,2016-03-31,CTNS_PER_TROY_OZ,1526.025
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC3,SILVER,2016,2015,0,2016-03-31,RUP_PER_KG,32091.839965
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC1,GOLD,2017,2016,0,2017-03-31,RUP_PER_10_GMS,29665.284167
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC1,SILVER,2017,2016,0,2017-03-31,RUP_PER_KG,42748.314167
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC2,GOLD,2017,2016,0,2017-03-31,DOL_PER_TROY_OZ,1258.029167
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC2,GOLD,2017,2016,0,2017-03-31,RUP_PER_10_GMS,27116.419167
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC3,SILVER,2017,2016,0,2017-03-31,CTNS_PER_TROY_OZ,1779.075
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC3,SILVER,2017,2016,0,2017-03-31,RUP_PER_KG,38360.040006
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC1,GOLD,2018,2017,0,2018-03-31,RUP_PER_10_GMS,29300.076667
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC1,SILVER,2018,2017,0,2018-03-31,RUP_PER_KG,39072.184167
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC2,GOLD,2018,2017,0,2018-03-31,DOL_PER_TROY_OZ,1285.2825
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC2,GOLD,2018,2017,0,2018-03-31,RUP_PER_10_GMS,26618.553333
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC3,SILVER,2018,2017,0,2018-03-31,CTNS_PER_TROY_OZ,1687.158176
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC3,SILVER,2018,2017,0,2018-03-31,RUP_PER_KG,34961.96865
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC1,GOLD,2019,2018,0,2019-03-31,RUP_PER_10_GMS,31193.405495
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC1,SILVER,2019,2018,0,2019-03-31,RUP_PER_KG,38404.234498
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC2,GOLD,2019,2018,0,2019-03-31,DOL_PER_TROY_OZ,1263.163454
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC2,GOLD,2019,2018,0,2019-03-31,RUP_PER_10_GMS,28380.356575
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC3,SILVER,2019,2018,0,2019-03-31,CTNS_PER_TROY_OZ,1538.552886
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC3,SILVER,2019,2018,0,2019-03-31,RUP_PER_KG,34540.19603
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC1,GOLD,2020,2019,0,2020-03-31,RUP_PER_10_GMS,37017.909243
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC1,SILVER,2020,2019,0,2020-03-31,RUP_PER_KG,42514.304169
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC2,GOLD,2020,2019,0,2020-03-31,DOL_PER_TROY_OZ,1462.145747
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC2,GOLD,2020,2019,0,2020-03-31,RUP_PER_10_GMS,33346.533315
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC3,SILVER,2020,2019,0,2020-03-31,CTNS_PER_TROY_OZ,1652.781869
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC3,SILVER,2020,2019,0,2020-03-31,RUP_PER_KG,37687.890327
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC1,GOLD,2021,2020,0,2021-03-31,RUP_PER_10_GMS,48723.224167
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC1,SILVER,2021,2020,0,2021-03-31,RUP_PER_KG,59283.2625
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC2,GOLD,2021,2020,0,2021-03-31,DOL_PER_TROY_OZ,1824.083333
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC2,GOLD,2021,2020,0,2021-03-31,RUP_PER_10_GMS,43541.0025
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC3,SILVER,2021,2020,0,2021-03-31,CTNS_PER_TROY_OZ,2289.460062
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC3,SILVER,2021,2020,0,2021-03-31,RUP_PER_KG,54499.055552
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC1,GOLD,2022,2021,0,2022-03-31,RUP_PER_10_GMS,47999.245
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC1,SILVER,2022,2021,0,2022-03-31,RUP_PER_KG,65425.645833
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC2,GOLD,2022,2021,0,2022-03-31,DOL_PER_TROY_OZ,1818.425833
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC2,GOLD,2022,2021,0,2022-03-31,RUP_PER_10_GMS,43582.250833
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC3,SILVER,2022,2021,0,2022-03-31,CTNS_PER_TROY_OZ,2457.399037
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC3,SILVER,2022,2021,0,2022-03-31,RUP_PER_KG,58847.677905
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC1,GOLD,2023,2022,0,2023-03-31,RUP_PER_10_GMS,52730.77
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC1,SILVER,2023,2022,0,2023-03-31,RUP_PER_KG,61990.56
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC2,GOLD,2023,2022,0,2023-03-31,DOL_PER_TROY_OZ,1804.82
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC2,GOLD,2023,2022,0,2023-03-31,RUP_PER_10_GMS,46605.74
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC3,SILVER,2023,2022,0,2023-03-31,CTNS_PER_TROY_OZ,2142.751899
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC3,SILVER,2023,2022,0,2023-03-31,RUP_PER_KG,55347.952279
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC1,GOLD,2024,2023,0,2024-03-31,RUP_PER_10_GMS,60623.950833
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC1,SILVER,2024,2023,0,2024-03-31,RUP_PER_KG,72242.818333
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC2,GOLD,2024,2023,0,2024-03-31,DOL_PER_TROY_OZ,1989.0
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC2,GOLD,2024,2023,0,2024-03-31,RUP_PER_10_GMS,52684.42
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC3,SILVER,2024,2023,0,2024-03-31,CTNS_PER_TROY_OZ,2360.380778
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC3,SILVER,2024,2023,0,2024-03-31,RUP_PER_KG,62821.013097
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC1,GOLD,2025,2024,0,2025-03-31,RUP_PER_10_GMS,75841.874613
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC1,SILVER,2025,2024,0,2025-03-31,RUP_PER_KG,89130.530889
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC2,GOLD,2025,2024,0,2025-03-31,DOL_PER_TROY_OZ,2584.53
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC2,GOLD,2025,2024,0,2025-03-31,RUP_PER_10_GMS,70315.41
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC3,SILVER,2025,2024,0,2025-03-31,CTNS_PER_TROY_OZ,3039.215719
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC3,SILVER,2025,2024,0,2025-03-31,RUP_PER_KG,82685.101934
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC1,GOLD,2026,2025,0,2026-03-31,RUP_PER_10_GMS,118420.89595
RBI:METAL_PRICE_A_RN(1.0),N_A,AFY,AVG,PRC1,SILVER,2026,2025,0,2026-03-31,RUP_PER_KG,162672.255325
