DATAFLOW,AUDST,BASE_PER,COVERAGE_GEO_RN,FREQ,MEASURE_RN,REPYEAREND,REPYEARSTART,TYPE_CPI_RN,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_1986-87,N_A,AFY,ANL_VAR,2012,2011,AL,2012-03-31,PT,8.2
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_1986-87,N_A,AFY,ANNUAL_AVE,2012,2011,AL,2012-03-31,PT,611.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANL_VAR,2012,2011,IW,2012-03-31,PT,8.37602
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANL_VAR,2012,2011,IW_FG,2012-03-31,PT,6.28083
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANNUAL_AVE,2012,2011,IW,2012-03-31,PT,195.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANNUAL_AVE,2012,2011,IW_FGB,2012-03-31,PT,206.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,ALL_INDIA,AFY,ANNUAL_AVE,2012,2011,CPI_AIGI_FB,2012-03-31,PT,92.9
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,COMB_RUR_URB,AFY,ANNUAL_AVE,2012,2011,CPI_AIGI,2012-03-31,PT,93.3
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,RUR,AFY,ANNUAL_AVE,2012,2011,CPI_AIGI,2012-03-31,PT,92.8
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,URB,AFY,ANNUAL_AVE,2012,2011,CPI_AIGI,2012-03-31,PT,93.8
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_1986-87,N_A,AFY,ANL_VAR,2013,2012,AL,2013-03-31,PT,10.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_1986-87,N_A,AFY,ANNUAL_AVE,2013,2012,AL,2013-03-31,PT,672.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANL_VAR,2013,2012,IW,2013-03-31,PT,10.42493
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANL_VAR,2013,2012,IW_FG,2013-03-31,PT,11.92904
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANNUAL_AVE,2013,2012,IW,2013-03-31,PT,215.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANNUAL_AVE,2013,2012,IW_FGB,2013-03-31,PT,230.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,ALL_INDIA,AFY,ANL_VAR,2013,2012,CPI_AIGI_FB,2013-03-31,PT,11.2
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,ALL_INDIA,AFY,ANNUAL_AVE,2013,2012,CPI_AIGI_FB,2013-03-31,PT,103.3
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,COMB_RUR_URB,AFY,ANL_VAR,2013,2012,CPI_AIGI,2013-03-31,PT,9.9
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,COMB_RUR_URB,AFY,ANNUAL_AVE,2013,2012,CPI_AIGI,2013-03-31,PT,102.5
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,RUR,AFY,ANL_VAR,2013,2012,CPI_AIGI,2013-03-31,PT,10.6
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,RUR,AFY,ANNUAL_AVE,2013,2012,CPI_AIGI,2013-03-31,PT,102.7
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,URB,AFY,ANL_VAR,2013,2012,CPI_AIGI,2013-03-31,PT,9.1
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,URB,AFY,ANNUAL_AVE,2013,2012,CPI_AIGI,2013-03-31,PT,102.3
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_1986-87,N_A,AFY,ANL_VAR,2014,2013,AL,2014-03-31,PT,11.6
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_1986-87,N_A,AFY,ANNUAL_AVE,2014,2013,AL,2014-03-31,PT,750.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANL_VAR,2014,2013,IW,2014-03-31,PT,9.7
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANL_VAR,2014,2013,IW_FG,2014-03-31,PT,12.3
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANNUAL_AVE,2014,2013,IW,2014-03-31,PT,236.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANNUAL_AVE,2014,2013,IW_FGB,2014-03-31,PT,259.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,ALL_INDIA,AFY,ANL_VAR,2014,2013,CPI_AIGI_FB,2014-03-31,PT,11.9
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,ALL_INDIA,AFY,ANNUAL_AVE,2014,2013,CPI_AIGI_FB,2014-03-31,PT,115.6
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,COMB_RUR_URB,AFY,ANL_VAR,2014,2013,CPI_AIGI,2014-03-31,PT,9.4
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,COMB_RUR_URB,AFY,ANNUAL_AVE,2014,2013,CPI_AIGI,2014-03-31,PT,112.2
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,RUR,AFY,ANL_VAR,2014,2013,CPI_AIGI,2014-03-31,PT,9.6
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,RUR,AFY,ANNUAL_AVE,2014,2013,CPI_AIGI,2014-03-31,PT,112.55833
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,URB,AFY,ANL_VAR,2014,2013,CPI_AIGI,2014-03-31,PT,9.2
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,URB,AFY,ANNUAL_AVE,2014,2013,CPI_AIGI,2014-03-31,PT,111.8
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_1986-87,N_A,AFY,ANL_VAR,2015,2014,AL,2015-03-31,PT,6.6
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_1986-87,N_A,AFY,ANNUAL_AVE,2015,2014,AL,2015-03-31,PT,800.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANL_VAR,2015,2014,IW,2015-03-31,PT,6.3
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANL_VAR,2015,2014,IW_FG,2015-03-31,PT,6.46137
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANNUAL_AVE,2015,2014,IW,2015-03-31,PT,251.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANNUAL_AVE,2015,2014,IW_FGB,2015-03-31,PT,276.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,ALL_INDIA,AFY,ANL_VAR,2015,2014,CPI_AIGI_FB,2015-03-31,PT,6.5
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,ALL_INDIA,AFY,ANNUAL_AVE,2015,2014,CPI_AIGI_FB,2015-03-31,PT,123.1
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,COMB_RUR_URB,AFY,ANL_VAR,2015,2014,CPI_AIGI,2015-03-31,PT,5.9
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,COMB_RUR_URB,AFY,ANNUAL_AVE,2015,2014,CPI_AIGI,2015-03-31,PT,118.85
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,RUR,AFY,ANL_VAR,2015,2014,CPI_AIGI,2015-03-31,PT,6.2
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,RUR,AFY,ANNUAL_AVE,2015,2014,CPI_AIGI,2015-03-31,PT,119.49167
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,URB,AFY,ANL_VAR,2015,2014,CPI_AIGI,2015-03-31,PT,5.7
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,URB,AFY,ANNUAL_AVE,2015,2014,CPI_AIGI,2015-03-31,PT,118.125
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_1986-87,N_A,AFY,ANL_VAR,2016,2015,AL,2016-03-31,PT,4.4
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_1986-87,N_A,AFY,ANNUAL_AVE,2016,2015,AL,2016-03-31,PT,835.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANL_VAR,2016,2015,IW,2016-03-31,PT,5.6
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANL_VAR,2016,2015,IW_FG,2016-03-31,PT,6.14633
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANNUAL_AVE,2016,2015,IW,2016-03-31,PT,265.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANNUAL_AVE,2016,2015,IW_FGB,2016-03-31,PT,293.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,ALL_INDIA,AFY,ANL_VAR,2016,2015,CPI_AIGI_FB,2016-03-31,PT,5.1
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,ALL_INDIA,AFY,ANNUAL_AVE,2016,2015,CPI_AIGI_FB,2016-03-31,PT,129.4
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,COMB_RUR_URB,AFY,ANL_VAR,2016,2015,CPI_AIGI,2016-03-31,PT,4.9
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,COMB_RUR_URB,AFY,ANNUAL_AVE,2016,2015,CPI_AIGI,2016-03-31,PT,124.7
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,RUR,AFY,ANL_VAR,2016,2015,CPI_AIGI,2016-03-31,PT,5.6
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,RUR,AFY,ANNUAL_AVE,2016,2015,CPI_AIGI,2016-03-31,PT,126.1
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,URB,AFY,ANL_VAR,2016,2015,CPI_AIGI,2016-03-31,PT,4.1
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,URB,AFY,ANNUAL_AVE,2016,2015,CPI_AIGI,2016-03-31,PT,123.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_1986-87,N_A,AFY,ANL_VAR,2017,2016,AL,2017-03-31,PT,4.2
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_1986-87,N_A,AFY,ANNUAL_AVE,2017,2016,AL,2017-03-31,PT,870.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANL_VAR,2017,2016,IW,2017-03-31,PT,4.12801
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANL_VAR,2017,2016,IW_FG,2017-03-31,PT,4.36106
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANNUAL_AVE,2017,2016,IW,2017-03-31,PT,276.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANNUAL_AVE,2017,2016,IW_FGB,2017-03-31,PT,305.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,ALL_INDIA,AFY,ANL_VAR,2017,2016,CPI_AIGI_FB,2017-03-31,PT,4.4
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,ALL_INDIA,AFY,ANNUAL_AVE,2017,2016,CPI_AIGI_FB,2017-03-31,PT,135.2
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,COMB_RUR_URB,AFY,ANL_VAR,2017,2016,CPI_AIGI,2017-03-31,PT,4.5
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,COMB_RUR_URB,AFY,ANNUAL_AVE,2017,2016,CPI_AIGI,2017-03-31,PT,130.325
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,RUR,AFY,ANL_VAR,2017,2016,CPI_AIGI,2017-03-31,PT,5.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,RUR,AFY,ANNUAL_AVE,2017,2016,CPI_AIGI,2017-03-31,PT,132.425
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,URB,AFY,ANL_VAR,2017,2016,CPI_AIGI,2017-03-31,PT,4.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,URB,AFY,ANNUAL_AVE,2017,2016,CPI_AIGI,2017-03-31,PT,127.9
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_1986-87,N_A,AFY,ANL_VAR,2018,2017,AL,2018-03-31,PT,2.2
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_1986-87,N_A,AFY,ANNUAL_AVE,2018,2017,AL,2018-03-31,PT,888.92
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANL_VAR,2018,2017,IW,2018-03-31,PT,3.08064
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANL_VAR,2018,2017,IW_FG,2018-03-31,PT,1.5015
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANNUAL_AVE,2018,2017,IW,2018-03-31,PT,284.42
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANNUAL_AVE,2018,2017,IW_FGB,2018-03-31,PT,309.83
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,ALL_INDIA,AFY,ANL_VAR,2018,2017,CPI_AIGI_FB,2018-03-31,PT,2.2
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,ALL_INDIA,AFY,ANNUAL_AVE,2018,2017,CPI_AIGI_FB,2018-03-31,PT,138.1
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,COMB_RUR_URB,AFY,ANL_VAR,2018,2017,CPI_AIGI,2018-03-31,PT,3.6
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,COMB_RUR_URB,AFY,ANNUAL_AVE,2018,2017,CPI_AIGI,2018-03-31,PT,135.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,RUR,AFY,ANL_VAR,2018,2017,CPI_AIGI,2018-03-31,PT,3.6
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,RUR,AFY,ANNUAL_AVE,2018,2017,CPI_AIGI,2018-03-31,PT,137.2
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,URB,AFY,ANL_VAR,2018,2017,CPI_AIGI,2018-03-31,PT,3.6
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,URB,AFY,ANNUAL_AVE,2018,2017,CPI_AIGI,2018-03-31,PT,132.5
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_1986-87,N_A,AFY,ANL_VAR,2019,2018,AL,2019-03-31,PT,2.1
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_1986-87,N_A,AFY,ANNUAL_AVE,2019,2018,AL,2019-03-31,PT,907.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANL_VAR,2019,2018,IW,2019-03-31,PT,5.44975
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANL_VAR,2019,2018,IW_FG,2019-03-31,PT,0.59172
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANNUAL_AVE,2019,2018,IW,2019-03-31,PT,300.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANNUAL_AVE,2019,2018,IW_FGB,2019-03-31,PT,312.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,ALL_INDIA,AFY,ANL_VAR,2019,2018,CPI_AIGI_FB,2019-03-31,PT,0.7
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,ALL_INDIA,AFY,ANNUAL_AVE,2019,2018,CPI_AIGI_FB,2019-03-31,PT,139.1
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,COMB_RUR_URB,AFY,ANL_VAR,2019,2018,CPI_AIGI,2019-03-31,PT,3.4
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,COMB_RUR_URB,AFY,ANNUAL_AVE,2019,2018,CPI_AIGI,2019-03-31,PT,139.6
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,RUR,AFY,ANL_VAR,2019,2018,CPI_AIGI,2019-03-31,PT,3.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,RUR,AFY,ANNUAL_AVE,2019,2018,CPI_AIGI,2019-03-31,PT,141.3
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,URB,AFY,ANL_VAR,2019,2018,CPI_AIGI,2019-03-31,PT,3.9
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,URB,AFY,ANNUAL_AVE,2019,2018,CPI_AIGI,2019-03-31,PT,137.7
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_1986-87,N_A,AFY,ANL_VAR,2020,2019,AL,2020-03-31,PT,8.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_1986-87,N_A,AFY,ANNUAL_AVE,2020,2019,AL,2020-03-31,PT,979.58333
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANL_VAR,2020,2019,IW,2020-03-31,PT,7.52987
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANL_VAR,2020,2019,IW_FG,2020-03-31,PT,7.40642
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANNUAL_AVE,2020,2019,IW,2020-03-31,PT,323.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2001,N_A,AFY,ANNUAL_AVE,2020,2019,IW_FGB,2020-03-31,PT,335.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,ALL_INDIA,AFY,ANL_VAR,2020,2019,CPI_AIGI_FB,2020-03-31,PT,6.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,ALL_INDIA,AFY,ANNUAL_AVE,2020,2019,CPI_AIGI_FB,2020-03-31,PT,147.5
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,COMB_RUR_URB,AFY,ANL_VAR,2020,2019,CPI_AIGI,2020-03-31,PT,4.8
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,COMB_RUR_URB,AFY,ANNUAL_AVE,2020,2019,CPI_AIGI,2020-03-31,PT,146.3
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,RUR,AFY,ANL_VAR,2020,2019,CPI_AIGI,2020-03-31,PT,4.3
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,RUR,AFY,ANNUAL_AVE,2020,2019,CPI_AIGI,2020-03-31,PT,147.3
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,URB,AFY,ANL_VAR,2020,2019,CPI_AIGI,2020-03-31,PT,5.4
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,URB,AFY,ANNUAL_AVE,2020,2019,CPI_AIGI,2020-03-31,PT,145.075
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_1986-87,N_A,AFY,ANL_VAR,2021,2020,AL,2021-03-31,PT,5.5
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_1986-87,N_A,AFY,ANNUAL_AVE,2021,2020,AL,2021-03-31,PT,1034.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,ALL_INDIA,AFY,ANL_VAR,2021,2020,CPI_AIGI_FB,2021-03-31,PT,7.3
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,ALL_INDIA,AFY,ANNUAL_AVE,2021,2020,CPI_AIGI_FB,2021-03-31,PT,158.283333333333
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,COMB_RUR_URB,AFY,ANL_VAR,2021,2020,CPI_AIGI,2021-03-31,PT,6.2
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,COMB_RUR_URB,AFY,ANNUAL_AVE,2021,2020,CPI_AIGI,2021-03-31,PT,155.3
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,RUR,AFY,ANL_VAR,2021,2020,CPI_AIGI,2021-03-31,PT,5.9
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,RUR,AFY,ANNUAL_AVE,2021,2020,CPI_AIGI,2021-03-31,PT,156.1
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,URB,AFY,ANL_VAR,2021,2020,CPI_AIGI,2021-03-31,PT,6.5
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,URB,AFY,ANNUAL_AVE,2021,2020,CPI_AIGI,2021-03-31,PT,154.4
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2016,N_A,AFY,ANL_VAR,2021,2020,IW,2021-03-31,PT,5.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2016,N_A,AFY,ANL_VAR,2021,2020,IW_FG,2021-03-31,PT,5.8
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2016,N_A,AFY,ANNUAL_AVE,2021,2020,IW,2021-03-31,PT,117.6
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2016,N_A,AFY,ANNUAL_AVE,2021,2020,IW_FGB,2021-03-31,PT,118.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_1986-87,N_A,AFY,ANL_VAR,2022,2021,AL,2022-03-31,PT,3.99065
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_1986-87,N_A,AFY,ANNUAL_AVE,2022,2021,AL,2022-03-31,PT,1074.9
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,ALL_INDIA,AFY,ANL_VAR,2022,2021,CPI_AIGI_FB,2022-03-31,PT,4.2329
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,ALL_INDIA,AFY,ANNUAL_AVE,2022,2021,CPI_AIGI_FB,2022-03-31,PT,164.983333333333
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,COMB_RUR_URB,AFY,ANL_VAR,2022,2021,CPI_AIGI,2022-03-31,PT,5.5004
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,COMB_RUR_URB,AFY,ANNUAL_AVE,2022,2021,CPI_AIGI,2022-03-31,PT,163.8
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,RUR,AFY,ANL_VAR,2022,2021,CPI_AIGI,2022-03-31,PT,5.42532
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,RUR,AFY,ANNUAL_AVE,2022,2021,CPI_AIGI,2022-03-31,PT,164.5
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,URB,AFY,ANL_VAR,2022,2021,CPI_AIGI,2022-03-31,PT,5.58778
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,URB,AFY,ANNUAL_AVE,2022,2021,CPI_AIGI,2022-03-31,PT,163.1
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2016,N_A,AFY,ANL_VAR,2022,2021,IW,2022-03-31,PT,5.1
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2016,N_A,AFY,ANL_VAR,2022,2021,IW_FG,2022-03-31,PT,4.7
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2016,N_A,AFY,ANNUAL_AVE,2022,2021,IW,2022-03-31,PT,124.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2016,N_A,AFY,ANNUAL_AVE,2022,2021,IW_FGB,2022-03-31,PT,123.5
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_1986-87,N_A,AFY,ANNUAL_AVE,2023,2022,AL,2023-03-31,PT,1148.0
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,ALL_INDIA,AFY,ANL_VAR,2023,2022,CPI_AIGI_FB,2023-03-31,PT,6.7
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,ALL_INDIA,AFY,ANNUAL_AVE,2023,2022,CPI_AIGI_FB,2023-03-31,PT,176.016666666667
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,COMB_RUR_URB,AFY,ANNUAL_AVE,2023,2022,CPI_AIGI,2023-03-31,PT,174.7
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,RUR,AFY,ANNUAL_AVE,2023,2022,CPI_AIGI,2023-03-31,PT,175.8
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,URB,AFY,ANNUAL_AVE,2023,2022,CPI_AIGI,2023-03-31,PT,173.5
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2016,N_A,AFY,ANL_VAR,2023,2022,IW,2023-03-31,PT,6.1
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2016,N_A,AFY,ANL_VAR,2023,2022,IW_FG,2023-03-31,PT,6.1
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2016,N_A,AFY,ANNUAL_AVE,2023,2022,IW,2023-03-31,PT,131.17
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2016,N_A,AFY,ANNUAL_AVE,2023,2022,IW_FGB,2023-03-31,PT,131.25
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_1986-87,N_A,AFY,ANNUAL_AVE,2024,2023,AL,2024-03-31,PT,1229.416667
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,ALL_INDIA,AFY,ANL_VAR,2024,2023,CPI_AIGI_FB,2024-03-31,PT,7.04
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,ALL_INDIA,AFY,ANNUAL_AVE,2024,2023,CPI_AIGI_FB,2024-03-31,PT,188.408333333333
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,COMB_RUR_URB,AFY,ANNUAL_AVE,2024,2023,CPI_AIGI,2024-03-31,PT,184.1
RBI:CPI_ANN_AVG_VAR_RN(1.0),N_A,BY_2012,RUR,AFY,ANNUAL_AVE,2024,2023,CPI_AIGI,2024-03-31,PT,185.566667
