DATAFLOW,AUDST,BASE_PER,FREQ,REPYEAREND,REPYEARSTART,STATE_CODE,TYPE_LABOU_RN,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,ANP,RL,2018-02-28,IX,981.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,ASM,AL,2018-02-28,IX,837.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,ASM,RL,2018-02-28,IX,845.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,BIH,AL,2018-02-28,IX,722.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,BIH,RL,2018-02-28,IX,728.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,GUJ,AL,2018-02-28,IX,891.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,GUJ,RL,2018-02-28,IX,892.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,HAR,AL,2018-02-28,IX,992.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,HAR,RL,2018-02-28,IX,987.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,HP,AL,2018-02-28,IX,730.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,HP,RL,2018-02-28,IX,768.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,JNK,AL,2018-02-28,IX,850.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,JNK,RL,2018-02-28,IX,849.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,KAR,AL,2018-02-28,IX,1053.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,KAR,RL,2018-02-28,IX,1041.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,KER,AL,2018-02-28,IX,977.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,KER,RL,2018-02-28,IX,985.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,MAH,AL,2018-02-28,IX,946.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,MAH,RL,2018-02-28,IX,943.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,MANI,AL,2018-02-28,IX,858.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,MANI,RL,2018-02-28,IX,860.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,MEG,AL,2018-02-28,IX,885.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,MEG,RL,2018-02-28,IX,886.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,MP,AL,2018-02-28,IX,793.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,MP,RL,2018-02-28,IX,817.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,OD,AL,2018-02-28,IX,763.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,OD,RL,2018-02-28,IX,765.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,PUN,AL,2018-02-28,IX,964.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,PUN,RL,2018-02-28,IX,969.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,RAJA,AL,2018-02-28,IX,942.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,RAJA,RL,2018-02-28,IX,929.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,TN,AL,2018-02-28,IX,1008.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,TN,RL,2018-02-28,IX,1003.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,TRI,AL,2018-02-28,IX,762.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,TRI,RL,2018-02-28,IX,773.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,UP,AL,2018-02-28,IX,791.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,UP,RL,2018-02-28,IX,798.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,WB,AL,2018-02-28,IX,818.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,WB,RL,2018-02-28,IX,830.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,ALL_INDIA,AL,2018-03-31,IX,887.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,ALL_INDIA,RL,2018-03-31,IX,894.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,ANP,AL,2018-03-31,IX,979.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,ANP,RL,2018-03-31,IX,975.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,ASM,AL,2018-03-31,IX,842.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,ASM,RL,2018-03-31,IX,850.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,BIH,AL,2018-03-31,IX,719.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,BIH,RL,2018-03-31,IX,724.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,GUJ,AL,2018-03-31,IX,884.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,GUJ,RL,2018-03-31,IX,885.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,HAR,AL,2018-03-31,IX,989.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,HAR,RL,2018-03-31,IX,983.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,HP,AL,2018-03-31,IX,724.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,HP,RL,2018-03-31,IX,770.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,JNK,AL,2018-03-31,IX,845.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,JNK,RL,2018-03-31,IX,844.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,KAR,AL,2018-03-31,IX,1041.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,KAR,RL,2018-03-31,IX,1028.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,KER,AL,2018-03-31,IX,976.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,KER,RL,2018-03-31,IX,983.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,MAH,AL,2018-03-31,IX,943.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,MAH,RL,2018-03-31,IX,939.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,MANI,AL,2018-03-31,IX,859.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,MANI,RL,2018-03-31,IX,862.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,MEG,AL,2018-03-31,IX,890.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,MEG,RL,2018-03-31,IX,892.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,MP,AL,2018-03-31,IX,795.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,MP,RL,2018-03-31,IX,819.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,OD,AL,2018-03-31,IX,765.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,OD,RL,2018-03-31,IX,768.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,PUN,AL,2018-03-31,IX,961.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,PUN,RL,2018-03-31,IX,966.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,RAJA,AL,2018-03-31,IX,939.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,RAJA,RL,2018-03-31,IX,926.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,TN,AL,2018-03-31,IX,1012.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,TN,RL,2018-03-31,IX,1006.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,TRI,AL,2018-03-31,IX,771.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,TRI,RL,2018-03-31,IX,781.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,UP,AL,2018-03-31,IX,795.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,UP,RL,2018-03-31,IX,802.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,WB,AL,2018-03-31,IX,820.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2018,2017,WB,RL,2018-03-31,IX,832.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,ALL_INDIA,AL,2018-04-30,IX,888.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,ALL_INDIA,RL,2018-04-30,IX,896.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,ANP,AL,2018-04-30,IX,980.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,ANP,RL,2018-04-30,IX,975.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,ASM,AL,2018-04-30,IX,841.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,ASM,RL,2018-04-30,IX,850.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,BIH,AL,2018-04-30,IX,723.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,BIH,RL,2018-04-30,IX,729.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,GUJ,AL,2018-04-30,IX,887.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,GUJ,RL,2018-04-30,IX,889.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,HAR,AL,2018-04-30,IX,977.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,HAR,RL,2018-04-30,IX,973.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,HP,AL,2018-04-30,IX,721.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,HP,RL,2018-04-30,IX,766.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,JNK,AL,2018-04-30,IX,848.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,JNK,RL,2018-04-30,IX,847.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,KAR,AL,2018-04-30,IX,1039.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,KAR,RL,2018-04-30,IX,1026.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,KER,AL,2018-04-30,IX,978.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,KER,RL,2018-04-30,IX,986.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,MAH,AL,2018-04-30,IX,939.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,MAH,RL,2018-04-30,IX,936.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,MANI,AL,2018-04-30,IX,870.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,MANI,RL,2018-04-30,IX,873.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,MEG,AL,2018-04-30,IX,900.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,MEG,RL,2018-04-30,IX,901.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,MP,AL,2018-04-30,IX,792.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,MP,RL,2018-04-30,IX,816.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,OD,AL,2018-04-30,IX,773.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,OD,RL,2018-04-30,IX,776.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,PUN,AL,2018-04-30,IX,955.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,PUN,RL,2018-04-30,IX,961.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,RAJA,AL,2018-04-30,IX,935.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,RAJA,RL,2018-04-30,IX,921.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,TN,AL,2018-04-30,IX,1020.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,TN,RL,2018-04-30,IX,1014.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,TRI,AL,2018-04-30,IX,776.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,TRI,RL,2018-04-30,IX,786.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,UP,AL,2018-04-30,IX,797.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,UP,RL,2018-04-30,IX,804.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,WB,AL,2018-04-30,IX,825.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,WB,RL,2018-04-30,IX,838.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,ALL_INDIA,AL,2018-05-31,IX,891.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,ALL_INDIA,RL,2018-05-31,IX,899.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,ANP,AL,2018-05-31,IX,986.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,ANP,RL,2018-05-31,IX,982.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,ASM,AL,2018-05-31,IX,844.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,ASM,RL,2018-05-31,IX,853.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,BIH,AL,2018-05-31,IX,715.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,BIH,RL,2018-05-31,IX,722.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,GUJ,AL,2018-05-31,IX,888.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,GUJ,RL,2018-05-31,IX,891.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,HAR,AL,2018-05-31,IX,971.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,HAR,RL,2018-05-31,IX,967.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,HP,AL,2018-05-31,IX,723.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,HP,RL,2018-05-31,IX,769.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,JNK,AL,2018-05-31,IX,850.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,JNK,RL,2018-05-31,IX,850.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,KAR,AL,2018-05-31,IX,1035.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,KAR,RL,2018-05-31,IX,1022.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,KER,AL,2018-05-31,IX,981.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,KER,RL,2018-05-31,IX,990.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,MAH,AL,2018-05-31,IX,947.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,MAH,RL,2018-05-31,IX,944.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,MANI,AL,2018-05-31,IX,872.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,MANI,RL,2018-05-31,IX,875.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,MEG,AL,2018-05-31,IX,896.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,MEG,RL,2018-05-31,IX,899.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,MP,AL,2018-05-31,IX,793.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,MP,RL,2018-05-31,IX,818.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,OD,AL,2018-05-31,IX,782.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,OD,RL,2018-05-31,IX,784.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,PUN,AL,2018-05-31,IX,957.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,PUN,RL,2018-05-31,IX,963.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,RAJA,AL,2018-05-31,IX,936.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,RAJA,RL,2018-05-31,IX,921.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,TN,AL,2018-05-31,IX,1027.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,TN,RL,2018-05-31,IX,1020.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,TRI,AL,2018-05-31,IX,777.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,TRI,RL,2018-05-31,IX,788.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,UP,AL,2018-05-31,IX,798.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,UP,RL,2018-05-31,IX,805.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,WB,AL,2018-05-31,IX,834.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,WB,RL,2018-05-31,IX,846.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,ALL_INDIA,AL,2018-06-30,IX,894.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,ALL_INDIA,RL,2018-06-30,IX,902.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,ANP,AL,2018-06-30,IX,992.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,ANP,RL,2018-06-30,IX,987.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,ASM,AL,2018-06-30,IX,849.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,ASM,RL,2018-06-30,IX,858.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,BIH,AL,2018-06-30,IX,719.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,BIH,RL,2018-06-30,IX,725.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,GUJ,AL,2018-06-30,IX,897.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,GUJ,RL,2018-06-30,IX,899.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,HAR,AL,2018-06-30,IX,980.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,HAR,RL,2018-06-30,IX,976.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,HP,AL,2018-06-30,IX,731.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,HP,RL,2018-06-30,IX,777.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,JNK,AL,2018-06-30,IX,846.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,JNK,RL,2018-06-30,IX,846.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,KAR,AL,2018-06-30,IX,1026.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,KAR,RL,2018-06-30,IX,1016.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,KER,AL,2018-06-30,IX,993.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,KER,RL,2018-06-30,IX,1003.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,MAH,AL,2018-06-30,IX,947.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2019,2018,MAH,RL,2018-06-30,IX,943.0
