DATAFLOW,AUDST,BASE_PER,FREQ,REPYEAREND,REPYEARSTART,STATE_CODE,TYPE_LABOU_RN,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,WB,RL,2021-02-28,IX,895.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,ALL_INDIA,AL,2021-03-31,IX,1035.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,ALL_INDIA,RL,2021-03-31,IX,1043.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,ANP,AL,2021-03-31,IX,1193.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,ANP,RL,2021-03-31,IX,1189.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,ASM,AL,2021-03-31,IX,987.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,ASM,RL,2021-03-31,IX,999.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,BIH,AL,2021-03-31,IX,832.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,BIH,RL,2021-03-31,IX,839.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,GUJ,AL,2021-03-31,IX,1045.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,GUJ,RL,2021-03-31,IX,1045.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,HAR,AL,2021-03-31,IX,1118.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,HAR,RL,2021-03-31,IX,1112.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,HP,AL,2021-03-31,IX,814.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,HP,RL,2021-03-31,IX,863.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,JNK,AL,2021-03-31,IX,992.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,JNK,RL,2021-03-31,IX,997.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,KAR,AL,2021-03-31,IX,1188.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,KAR,RL,2021-03-31,IX,1183.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,KER,AL,2021-03-31,IX,1073.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,KER,RL,2021-03-31,IX,1085.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,MAH,AL,2021-03-31,IX,1160.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,MAH,RL,2021-03-31,IX,1148.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,MANI,AL,2021-03-31,IX,1023.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,MANI,RL,2021-03-31,IX,1030.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,MEG,AL,2021-03-31,IX,1078.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,MEG,RL,2021-03-31,IX,1076.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,MP,AL,2021-03-31,IX,891.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,MP,RL,2021-03-31,IX,911.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,OD,AL,2021-03-31,IX,900.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,OD,RL,2021-03-31,IX,903.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,PUN,AL,2021-03-31,IX,1089.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,PUN,RL,2021-03-31,IX,1106.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,RAJA,AL,2021-03-31,IX,1077.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,RAJA,RL,2021-03-31,IX,1063.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,TN,AL,2021-03-31,IX,1243.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,TN,RL,2021-03-31,IX,1229.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,TRI,AL,2021-03-31,IX,897.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,TRI,RL,2021-03-31,IX,916.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,UP,AL,2021-03-31,IX,909.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,UP,RL,2021-03-31,IX,920.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,WB,AL,2021-03-31,IX,883.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2021,2020,WB,RL,2021-03-31,IX,899.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,ALL_INDIA,AL,2021-04-30,IX,1108.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,ALL_INDIA,RL,2021-04-30,IX,1119.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,ANP,AL,2021-04-30,IX,1260.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,ANP,RL,2021-04-30,IX,1259.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,ASM,AL,2021-04-30,IX,1037.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,ASM,RL,2021-04-30,IX,1055.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,BIH,AL,2021-04-30,IX,930.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,BIH,RL,2021-04-30,IX,940.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,GUJ,AL,2021-04-30,IX,1130.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,GUJ,RL,2021-04-30,IX,1133.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,HAR,AL,2021-04-30,IX,1209.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,HAR,RL,2021-04-30,IX,1209.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,HP,AL,2021-04-30,IX,880.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,HP,RL,2021-04-30,IX,931.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,JNK,AL,2021-04-30,IX,1064.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,JNK,RL,2021-04-30,IX,1078.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,KAR,AL,2021-04-30,IX,1247.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,KAR,RL,2021-04-30,IX,1244.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,KER,AL,2021-04-30,IX,1133.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,KER,RL,2021-04-30,IX,1143.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,MAH,AL,2021-04-30,IX,1233.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,MAH,RL,2021-04-30,IX,1231.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,MANI,AL,2021-04-30,IX,1033.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,MANI,RL,2021-04-30,IX,1041.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,MEG,AL,2021-04-30,IX,1124.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,MEG,RL,2021-04-30,IX,1118.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,MP,AL,2021-04-30,IX,957.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,MP,RL,2021-04-30,IX,1003.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,OD,AL,2021-04-30,IX,958.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,OD,RL,2021-04-30,IX,961.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,PUN,AL,2021-04-30,IX,1178.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,PUN,RL,2021-04-30,IX,1195.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,RAJA,AL,2021-04-30,IX,1189.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,RAJA,RL,2021-04-30,IX,1173.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,TN,AL,2021-04-30,IX,1275.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,TN,RL,2021-04-30,IX,1263.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,TRI,AL,2021-04-30,IX,912.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,TRI,RL,2021-04-30,IX,937.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,UP,AL,2021-04-30,IX,986.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,UP,RL,2021-04-30,IX,998.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,WB,AL,2021-04-30,IX,981.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,WB,RL,2021-04-30,IX,999.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,ALL_INDIA,AL,2021-05-31,IX,1119.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,ALL_INDIA,RL,2021-05-31,IX,1131.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,ANP,AL,2021-05-31,IX,1276.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,ANP,RL,2021-05-31,IX,1275.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,ASM,AL,2021-05-31,IX,1049.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,ASM,RL,2021-05-31,IX,1068.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,BIH,AL,2021-05-31,IX,934.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,BIH,RL,2021-05-31,IX,943.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,GUJ,AL,2021-05-31,IX,1145.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,GUJ,RL,2021-05-31,IX,1148.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,HAR,AL,2021-05-31,IX,1219.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,HAR,RL,2021-05-31,IX,1218.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,HP,AL,2021-05-31,IX,883.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,HP,RL,2021-05-31,IX,934.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,JNK,AL,2021-05-31,IX,1066.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,JNK,RL,2021-05-31,IX,1080.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,KAR,AL,2021-05-31,IX,1260.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,KAR,RL,2021-05-31,IX,1258.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,KER,AL,2021-05-31,IX,1153.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,KER,RL,2021-05-31,IX,1162.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,MAH,AL,2021-05-31,IX,1246.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,MAH,RL,2021-05-31,IX,1244.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,MANI,AL,2021-05-31,IX,1039.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,MANI,RL,2021-05-31,IX,1047.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,MEG,AL,2021-05-31,IX,1128.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,MEG,RL,2021-05-31,IX,1121.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,MP,AL,2021-05-31,IX,967.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,MP,RL,2021-05-31,IX,1013.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,OD,AL,2021-05-31,IX,963.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,OD,RL,2021-05-31,IX,966.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,PUN,AL,2021-05-31,IX,1185.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,PUN,RL,2021-05-31,IX,1203.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,RAJA,AL,2021-05-31,IX,1205.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,RAJA,RL,2021-05-31,IX,1188.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,TN,AL,2021-05-31,IX,1294.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,TN,RL,2021-05-31,IX,1281.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,TRI,AL,2021-05-31,IX,928.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,TRI,RL,2021-05-31,IX,952.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,UP,AL,2021-05-31,IX,988.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,UP,RL,2021-05-31,IX,999.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,WB,AL,2021-05-31,IX,989.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,WB,RL,2021-05-31,IX,1008.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,ALL_INDIA,AL,2021-06-30,IX,1125.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,ALL_INDIA,RL,2021-06-30,IX,1137.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,ANP,AL,2021-06-30,IX,1280.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,ANP,RL,2021-06-30,IX,1279.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,ASM,AL,2021-06-30,IX,1054.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,ASM,RL,2021-06-30,IX,1073.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,BIH,AL,2021-06-30,IX,940.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,BIH,RL,2021-06-30,IX,950.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,GUJ,AL,2021-06-30,IX,1153.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,GUJ,RL,2021-06-30,IX,1156.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,HAR,AL,2021-06-30,IX,1228.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,HAR,RL,2021-06-30,IX,1226.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,HP,AL,2021-06-30,IX,884.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,HP,RL,2021-06-30,IX,935.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,JNK,AL,2021-06-30,IX,1066.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,JNK,RL,2021-06-30,IX,1084.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,KAR,AL,2021-06-30,IX,1261.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,KAR,RL,2021-06-30,IX,1261.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,KER,AL,2021-06-30,IX,1163.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,KER,RL,2021-06-30,IX,1171.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,MAH,AL,2021-06-30,IX,1254.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,MAH,RL,2021-06-30,IX,1253.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,MANI,AL,2021-06-30,IX,1046.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,MANI,RL,2021-06-30,IX,1054.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,MEG,AL,2021-06-30,IX,1133.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,MEG,RL,2021-06-30,IX,1126.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,MP,AL,2021-06-30,IX,976.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,MP,RL,2021-06-30,IX,1023.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,OD,AL,2021-06-30,IX,972.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,OD,RL,2021-06-30,IX,975.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,PUN,AL,2021-06-30,IX,1188.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,PUN,RL,2021-06-30,IX,1206.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,RAJA,AL,2021-06-30,IX,1211.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,RAJA,RL,2021-06-30,IX,1192.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,TN,AL,2021-06-30,IX,1299.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,TN,RL,2021-06-30,IX,1289.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,TRI,AL,2021-06-30,IX,937.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,TRI,RL,2021-06-30,IX,957.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,UP,AL,2021-06-30,IX,996.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,UP,RL,2021-06-30,IX,1007.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,WB,AL,2021-06-30,IX,990.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,WB,RL,2021-06-30,IX,1009.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,ALL_INDIA,AL,2021-07-31,IX,1061.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,ALL_INDIA,RL,2021-07-31,IX,1070.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,ANP,AL,2021-07-31,IX,1211.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,ANP,RL,2021-07-31,IX,1206.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,ASM,AL,2021-07-31,IX,1011.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,ASM,RL,2021-07-31,IX,1023.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,BIH,AL,2021-07-31,IX,862.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,BIH,RL,2021-07-31,IX,868.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,GUJ,AL,2021-07-31,IX,1061.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,GUJ,RL,2021-07-31,IX,1061.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,HAR,AL,2021-07-31,IX,1154.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,HAR,RL,2021-07-31,IX,1148.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,HP,AL,2021-07-31,IX,829.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,HP,RL,2021-07-31,IX,880.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,JNK,AL,2021-07-31,IX,1002.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,JNK,RL,2021-07-31,IX,1010.0
RBI:CPI_ALRL_ST_RN(1.0),N_A,BY_JULY_1986_JUNE_1987,M,2022,2021,KAR,AL,2021-07-31,IX,1232.0
