DATAFLOW,AUDST,BASE_PER,FREQ,MEASURE_RN,REPYEAREND,REPYEARSTART,TYPE_CPI_RN,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2005,2004,AL_AIGI,2005-01-31,PT,2.710843373494
RBI:CPI_AV_RN(1.0),N_A,BY_1982,M,ANL_VAR,2005,2004,IW_FGRP,2005-02-28,PT,1.212121212121
RBI:CPI_AV_RN(1.0),N_A,BY_1982,M,ANL_VAR,2005,2004,IW_GI,2005-02-28,PT,4.166666666667
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2005,2004,UNME_GI,2005-02-28,PT,3.77358490566
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2005,2004,AL_AIGI,2005-02-28,PT,2.409638554217
RBI:CPI_AV_RN(1.0),N_A,BY_1982,M,ANL_VAR,2005,2004,IW_FGRP,2005-03-31,PT,1.619433198381
RBI:CPI_AV_RN(1.0),N_A,BY_1982,M,ANL_VAR,2005,2004,IW_GI,2005-03-31,PT,4.166666666667
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2005,2004,UNME_GI,2005-03-31,PT,4.009433962264
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2005,2004,AL_AIGI,2005-03-31,PT,2.409638554217
RBI:CPI_AV_RN(1.0),N_A,BY_1982,M,ANL_VAR,2006,2005,IW_FGRP,2005-04-30,PT,2.631578947368
RBI:CPI_AV_RN(1.0),N_A,BY_1982,M,ANL_VAR,2006,2005,IW_GI,2005-04-30,PT,4.960317460317
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2006,2005,UNME_GI,2005-04-30,PT,4.235294117647
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2006,2005,AL_AIGI,2005-04-30,PT,3.021148036254
RBI:CPI_AV_RN(1.0),N_A,BY_1982,M,ANL_VAR,2006,2005,IW_FGRP,2005-05-31,PT,2.004008016032
RBI:CPI_AV_RN(1.0),N_A,BY_1982,M,ANL_VAR,2006,2005,IW_GI,2005-05-31,PT,3.740157480315
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2006,2005,UNME_GI,2005-05-31,PT,4.215456674473
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2006,2005,AL_AIGI,2005-05-31,PT,3.003003003003
RBI:CPI_AV_RN(1.0),N_A,BY_1982,M,ANL_VAR,2006,2005,IW_FGRP,2005-06-30,PT,1.587301587302
RBI:CPI_AV_RN(1.0),N_A,BY_1982,M,ANL_VAR,2006,2005,IW_GI,2005-06-30,PT,3.3203125
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2006,2005,UNME_GI,2005-06-30,PT,3.944315545244
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2006,2005,AL_AIGI,2005-06-30,PT,2.678571428571
RBI:CPI_AV_RN(1.0),N_A,BY_1982,M,ANL_VAR,2006,2005,IW_FGRP,2005-07-31,PT,3.960396039604
RBI:CPI_AV_RN(1.0),N_A,BY_1982,M,ANL_VAR,2006,2005,IW_GI,2005-07-31,PT,4.061895551257
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2006,2005,UNME_GI,2005-07-31,PT,4.838709677419
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2006,2005,AL_AIGI,2005-07-31,PT,3.550295857988
RBI:CPI_AV_RN(1.0),N_A,BY_1982,M,ANL_VAR,2006,2005,IW_FGRP,2005-08-31,PT,3.131115459883
RBI:CPI_AV_RN(1.0),N_A,BY_1982,M,ANL_VAR,2006,2005,IW_GI,2005-08-31,PT,3.448275862069
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2006,2005,UNME_GI,2005-08-31,PT,4.347826086957
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2006,2005,AL_AIGI,2005-08-31,PT,3.225806451613
RBI:CPI_AV_RN(1.0),N_A,BY_1982,M,ANL_VAR,2006,2005,IW_FGRP,2005-09-30,PT,3.515625
RBI:CPI_AV_RN(1.0),N_A,BY_1982,M,ANL_VAR,2006,2005,IW_GI,2005-09-30,PT,3.632887189293
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2006,2005,UNME_GI,2005-09-30,PT,4.805491990847
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2006,2005,AL_AIGI,2005-09-30,PT,3.206997084548
RBI:CPI_AV_RN(1.0),N_A,BY_1982,M,ANL_VAR,2006,2005,IW_FGRP,2005-10-31,PT,4.061895551257
RBI:CPI_AV_RN(1.0),N_A,BY_1982,M,ANL_VAR,2006,2005,IW_GI,2005-10-31,PT,4.182509505703
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2006,2005,UNME_GI,2005-10-31,PT,4.545454545455
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2006,2005,AL_AIGI,2005-10-31,PT,3.188405797101
RBI:CPI_AV_RN(1.0),N_A,BY_1982,M,ANL_VAR,2006,2005,IW_FGRP,2005-11-30,PT,6.614785992218
RBI:CPI_AV_RN(1.0),N_A,BY_1982,M,ANL_VAR,2006,2005,IW_GI,2005-11-30,PT,5.333333333333
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2006,2005,UNME_GI,2005-11-30,PT,5.466970387244
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2006,2005,AL_AIGI,2005-11-30,PT,4.651162790698
RBI:CPI_AV_RN(1.0),N_A,BY_1982,M,ANL_VAR,2006,2005,IW_FGRP,2005-12-31,PT,6.732673267327
RBI:CPI_AV_RN(1.0),N_A,BY_1982,M,ANL_VAR,2006,2005,IW_GI,2005-12-31,PT,5.566218809981
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2006,2005,UNME_GI,2005-12-31,PT,5.733944954128
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2006,2005,AL_AIGI,2005-12-31,PT,4.678362573099
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2006,2005,UNME_GI,2006-01-31,PT,5.0
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2006,2005,AL_AIGI,2006-01-31,PT,4.692082111437
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2006,2005,UNME_GI,2006-02-28,PT,4.772727272727
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2006,2005,AL_AIGI,2006-02-28,PT,5.0
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2006,2005,UNME_GI,2006-03-31,PT,4.988662131519
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2006,2005,AL_AIGI,2006-03-31,PT,5.294117647059
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2007,2006,UNME_GI,2006-04-30,PT,4.966139954853
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2007,2006,AL_AIGI,2006-04-30,PT,5.571847507331
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2007,2006,UNME_GI,2006-05-31,PT,5.842696629213
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2007,2006,AL_AIGI,2006-05-31,PT,6.413994169096
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2007,2006,UNME_GI,2006-06-30,PT,6.473214285714
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2007,2006,AL_AIGI,2006-06-30,PT,7.246376811594
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2007,2006,UNME_GI,2006-07-31,PT,5.714285714286
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2007,2006,AL_AIGI,2006-07-31,PT,6.285714285714
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2007,2006,UNME_GI,2006-08-31,PT,6.140350877193
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2007,2006,AL_AIGI,2006-08-31,PT,6.534090909091
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2007,2006,UNME_GI,2006-09-30,PT,6.550218340611
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2007,2006,AL_AIGI,2006-09-30,PT,7.344632768362
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2007,2006,UNME_GI,2006-10-31,PT,7.173913043478
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2007,2006,AL_AIGI,2006-10-31,PT,8.426966292135
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2007,2006,UNME_GI,2006-11-30,PT,6.695464362851
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2007,2006,AL_AIGI,2006-11-30,PT,8.333333333333
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2007,2006,UNME_GI,2006-12-31,PT,6.941431670282
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2007,2006,AL_AIGI,2006-12-31,PT,8.938547486034
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2007,2006,UNME_GI,2007-01-31,PT,7.359307359307
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2007,2006,AL_AIGI,2007-01-31,PT,9.52380952381
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2007,2006,CPI_IW_AIGI,2007-01-31,PT,6.72268907563
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2007,2006,IW_AI_FGRP,2007-01-31,PT,7.563025210084
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2007,2006,UNME_GI,2007-02-28,PT,7.809110629067
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2007,2006,AL_AIGI,2007-02-28,PT,9.803921568627
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2007,2006,CPI_IW_AIGI,2007-02-28,PT,7.563025210084
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2007,2006,IW_AI_FGRP,2007-02-28,PT,8.403361344538
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2007,2006,UNME_GI,2007-03-31,PT,7.55939524838
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2007,2006,AL_AIGI,2007-03-31,PT,9.497206703911
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2007,2006,CPI_IW_AIGI,2007-03-31,PT,6.72268907563
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2007,2006,IW_AI_FGRP,2007-03-31,PT,8.403361344538
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2008,2007,UNME_GI,2007-04-30,PT,7.741935483871
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2008,2007,AL_AIGI,2007-04-30,PT,9.444444444444
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2008,2007,CPI_IW_AIGI,2007-04-30,PT,6.666666666667
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2008,2007,IW_AI_FGRP,2007-04-30,PT,11.111111111111
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2008,2007,UNME_GI,2007-05-31,PT,6.794055201699
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2008,2007,AL_AIGI,2007-05-31,PT,8.219178082192
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2008,2007,CPI_IW_AIGI,2007-05-31,PT,6.611570247934
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2008,2007,IW_AI_FGRP,2007-05-31,PT,9.166666666667
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2008,2007,UNME_GI,2007-06-30,PT,6.079664570231
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2008,2007,AL_AIGI,2007-06-30,PT,7.837837837838
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2008,2007,CPI_IW_AIGI,2007-06-30,PT,5.691056910569
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2008,2007,IW_AI_FGRP,2007-06-30,PT,8.130081300813
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2008,2007,UNME_GI,2007-07-31,PT,6.860706860707
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2008,2007,AL_AIGI,2007-07-31,PT,8.602150537634
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2008,2007,CPI_IW_AIGI,2007-07-31,PT,6.451612903226
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2008,2007,IW_AI_FGRP,2007-07-31,PT,10.569105691057
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2008,2007,UNME_GI,2007-08-31,PT,6.404958677686
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2008,2007,AL_AIGI,2007-08-31,PT,8.8
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2008,2007,CPI_IW_AIGI,2007-08-31,PT,7.258064516129
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2008,2007,IW_AI_FGRP,2007-08-31,PT,9.6
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2008,2007,UNME_GI,2007-09-30,PT,5.737704918033
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2008,2007,AL_AIGI,2007-09-30,PT,7.894736842105
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2008,2007,CPI_IW_AIGI,2007-09-30,PT,6.4
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2008,2007,IW_AI_FGRP,2007-09-30,PT,8.730158730159
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2008,2007,UNME_GI,2007-10-31,PT,5.476673427992
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2008,2007,AL_AIGI,2007-10-31,PT,6.99481865285
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2008,2007,CPI_IW_AIGI,2007-10-31,PT,5.511811023622
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2008,2007,IW_AI_FGRP,2007-10-31,PT,7.751937984496
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2008,2007,UNME_GI,2007-11-30,PT,5.060728744939
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2008,2007,AL_AIGI,2007-11-30,PT,6.153846153846
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2008,2007,CPI_IW_AIGI,2007-11-30,PT,5.511811023622
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2008,2007,IW_AI_FGRP,2007-11-30,PT,6.976744186047
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2008,2007,UNME_GI,2007-12-31,PT,5.070993914807
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2008,2007,AL_AIGI,2007-12-31,PT,5.897435897436
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2008,2007,CPI_IW_AIGI,2007-12-31,PT,5.511811023622
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2008,2007,IW_AI_FGRP,2007-12-31,PT,6.201550387597
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2008,2007,UNME_GI,2008-01-31,PT,4.838709677419
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2008,2007,AL_AIGI,2008-01-31,PT,5.626598465473
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2008,2007,CPI_IW_AIGI,2008-01-31,PT,5.511811023622
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2008,2007,IW_AI_FGRP,2008-01-31,PT,7.03125
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2008,2007,UNME_GI,2008-02-29,PT,5.23138832998
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2008,2007,AL_AIGI,2008-02-29,PT,6.377551020408
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2008,2007,CPI_IW_AIGI,2008-02-29,PT,5.46875
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2008,2007,IW_AI_FGRP,2008-02-29,PT,6.976744186047
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2008,2007,UNME_GI,2008-03-31,PT,6.024096385542
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2008,2007,AL_AIGI,2008-03-31,PT,7.908163265306
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2008,2007,CPI_IW_AIGI,2008-03-31,PT,7.874015748032
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2008,2007,IW_AI_FGRP,2008-03-31,PT,9.302325581395
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2009,2008,UNME_GI,2008-04-30,PT,6.986027944112
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2009,2008,AL_AIGI,2008-04-30,PT,8.883248730964
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2009,2008,CPI_IW_AIGI,2008-04-30,PT,7.8125
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2009,2008,IW_AI_FGRP,2008-04-30,PT,10.769230769231
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2009,2008,UNME_GI,2008-05-31,PT,6.75944333996
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2009,2008,AL_AIGI,2008-05-31,PT,9.113924050633
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2009,2008,CPI_IW_AIGI,2008-05-31,PT,7.751937984496
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2009,2008,IW_AI_FGRP,2008-05-31,PT,10.687022900763
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2009,2008,UNME_GI,2008-06-30,PT,7.312252964427
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2009,2008,AL_AIGI,2008-06-30,PT,8.771929824561
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2009,2008,CPI_IW_AIGI,2008-06-30,PT,7.692307692308
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2009,2008,IW_AI_FGRP,2008-06-30,PT,10.526315789474
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2009,2008,UNME_GI,2008-07-31,PT,7.392996108949
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2009,2008,AL_AIGI,2008-07-31,PT,9.405940594059
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2009,2008,CPI_IW_AIGI,2008-07-31,PT,8.333333333333
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2009,2008,IW_AI_FGRP,2008-07-31,PT,10.294117647059
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2009,2008,UNME_GI,2008-08-31,PT,8.543689320388
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2009,2008,AL_AIGI,2008-08-31,PT,10.294117647059
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2009,2008,CPI_IW_AIGI,2008-08-31,PT,9.022556390977
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2009,2008,IW_AI_FGRP,2008-08-31,PT,11.678832116788
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2009,2008,UNME_GI,2008-09-30,PT,9.496124031008
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2009,2008,AL_AIGI,2008-09-30,PT,10.975609756098
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2009,2008,CPI_IW_AIGI,2008-09-30,PT,9.774436090226
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2009,2008,IW_AI_FGRP,2008-09-30,PT,13.138686131387
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2009,2008,UNME_GI,2008-10-31,PT,10.384615384615
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2009,2008,AL_AIGI,2008-10-31,PT,11.138014527845
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2009,2008,CPI_IW_AIGI,2008-10-31,PT,10.44776119403
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2009,2008,IW_AI_FGRP,2008-10-31,PT,14.388489208633
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2009,2008,UNME_GI,2008-11-30,PT,10.789980732177
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2009,2008,AL_AIGI,2008-11-30,PT,11.111111111111
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2009,2008,CPI_IW_AIGI,2008-11-30,PT,10.44776119403
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2009,2008,IW_AI_FGRP,2008-11-30,PT,15.217391304348
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2009,2008,UNME_GI,2008-12-31,PT,9.84555984556
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2009,2008,AL_AIGI,2008-12-31,PT,11.138014527845
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2009,2008,CPI_IW_AIGI,2008-12-31,PT,9.701492537313
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2009,2008,IW_AI_FGRP,2008-12-31,PT,13.138686131387
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2009,2008,UNME_GI,2009-01-31,PT,10.384615384615
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2009,2008,AL_AIGI,2009-01-31,PT,11.622276029056
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2009,2008,CPI_IW_AIGI,2009-01-31,PT,10.44776119403
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2009,2008,IW_AI_FGRP,2009-01-31,PT,13.868613138686
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2009,2008,UNME_GI,2009-02-28,PT,9.942638623327
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2009,2008,AL_AIGI,2009-02-28,PT,10.791366906475
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2009,2008,CPI_IW_AIGI,2009-02-28,PT,9.62962962963
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2009,2008,IW_AI_FGRP,2009-02-28,PT,13.04347826087
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2009,2008,UNME_GI,2009-03-31,PT,9.280303030303
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2009,2008,AL_AIGI,2009-03-31,PT,9.456264775414
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2009,2008,CPI_IW_AIGI,2009-03-31,PT,8.029197080292
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2009,2008,IW_AI_FGRP,2009-03-31,PT,10.63829787234
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2010,2009,UNME_GI,2009-04-30,PT,8.768656716418
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2010,2009,AL_AIGI,2009-04-30,PT,9.090909090909
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2010,2009,CPI_IW_AIGI,2009-04-30,PT,8.695652173913
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2010,2009,IW_AI_FGRP,2009-04-30,PT,10.416666666667
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2010,2009,UNME_GI,2009-05-31,PT,9.683426443203
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2010,2009,AL_AIGI,2009-05-31,PT,10.208816705336
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2010,2009,CPI_IW_AIGI,2009-05-31,PT,8.63309352518
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2010,2009,IW_AI_FGRP,2009-05-31,PT,11.724137931034
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2010,2009,UNME_GI,2009-06-30,PT,9.576427255985
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2010,2009,AL_AIGI,2009-06-30,PT,11.520737327189
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2010,2009,CPI_IW_AIGI,2009-06-30,PT,9.285714285714
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2010,2009,IW_AI_FGRP,2009-06-30,PT,12.244897959184
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2010,2009,UNME_GI,2009-07-31,PT,13.04347826087
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2010,2009,AL_AIGI,2009-07-31,PT,12.89592760181
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2010,2009,CPI_IW_AIGI,2009-07-31,PT,11.888111888112
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2010,2009,IW_AI_FGRP,2009-07-31,PT,14.666666666667
RBI:CPI_AV_RN(1.0),N_A,BY_1984-85,M,ANL_VAR,2010,2009,UNME_GI,2009-08-31,PT,12.880143112701
RBI:CPI_AV_RN(1.0),N_A,BY_1986-87,M,ANL_VAR,2010,2009,AL_AIGI,2009-08-31,PT,12.888888888889
RBI:CPI_AV_RN(1.0),N_A,BY_2001,M,ANL_VAR,2010,2009,CPI_IW_AIGI,2009-08-31,PT,11.724137931034
