DATAFLOW,AUDST,FREQ,MEASURE_RN,PICE_REF_CITY_RN,PREC_METL_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:METAL_PRICE_RN(1.0),N_A,M,AVG,PRC3,SILVER,2019,2018,0,2018-04-01,CTNS_PER_TROY_OZ,1659.4428571
RBI:METAL_PRICE_RN(1.0),N_A,M,AVG,PRC3,SILVER,2019,2018,0,2018-04-01,RUP_PER_KG,35018.5185115
RBI:METAL_PRICE_RN(1.0),N_A,M,AVG,PRC1,GOLD,2019,2018,0,2018-05-01,RUP_PER_10_GMS,31116.14
RBI:METAL_PRICE_RN(1.0),N_A,M,AVG,PRC1,SILVER,2019,2018,0,2018-05-01,RUP_PER_KG,39716.36
RBI:METAL_PRICE_RN(1.0),N_A,M,AVG,PRC2,GOLD,2019,2018,0,2018-05-01,DOL_PER_TROY_OZ,1303.32
RBI:METAL_PRICE_RN(1.0),N_A,M,AVG,PRC2,GOLD,2019,2018,0,2018-05-01,RUP_PER_10_GMS,28299.36
RBI:METAL_PRICE_RN(1.0),N_A,M,AVG,PRC3,SILVER,2019,2018,0,2018-05-01,CTNS_PER_TROY_OZ,1644.221739
RBI:METAL_PRICE_RN(1.0),N_A,M,AVG,PRC3,SILVER,2019,2018,0,2018-05-01,RUP_PER_KG,35705.485947
RBI:METAL_PRICE_RN(1.0),N_A,M,AVG,PRC1,GOLD,2019,2018,0,2018-06-01,RUP_PER_10_GMS,30707.142857
RBI:METAL_PRICE_RN(1.0),N_A,M,AVG,PRC1,SILVER,2019,2018,0,2018-06-01,RUP_PER_KG,39907.142857
RBI:METAL_PRICE_RN(1.0),N_A,M,AVG,PRC2,GOLD,2019,2018,0,2018-06-01,DOL_PER_TROY_OZ,1281.846429
RBI:METAL_PRICE_RN(1.0),N_A,M,AVG,PRC2,GOLD,2019,2018,0,2018-06-01,RUP_PER_10_GMS,27929.681626
RBI:METAL_PRICE_RN(1.0),N_A,M,AVG,PRC3,SILVER,2019,2018,0,2018-06-01,CTNS_PER_TROY_OZ,1647.219048
RBI:METAL_PRICE_RN(1.0),N_A,M,AVG,PRC3,SILVER,2019,2018,0,2018-06-01,RUP_PER_KG,35902.748567
RBI:METAL_PRICE_RN(1.0),N_A,M,AVG,PRC1,GOLD,2019,2018,0,2018-07-01,RUP_PER_10_GMS,30097.045455
RBI:METAL_PRICE_RN(1.0),N_A,M,AVG,PRC1,SILVER,2019,2018,0,2018-07-01,RUP_PER_KG,38592.272727
RBI:METAL_PRICE_RN(1.0),N_A,M,AVG,PRC2,GOLD,2019,2018,0,2018-07-01,DOL_PER_TROY_OZ,1238.294318
RBI:METAL_PRICE_RN(1.0),N_A,M,AVG,PRC2,GOLD,2019,2018,0,2018-07-01,RUP_PER_10_GMS,27352.675008
