DATAFLOW,AUDST,BASE_PER,COMD_ITEM,COVERAGE_GEO_RN,FREQ,REPYEAREND,REPYEARSTART,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_CF_F,RUR,M,2018,2017,2017-06-30,IX,137.7
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_CF_F,URB,M,2018,2017,2017-06-30,IX,123.2
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB,ALL_INDIA,M,2018,2017,2017-06-30,IX,135.2
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB,RUR,M,2018,2017,2017-06-30,IX,134.9
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB,URB,M,2018,2017,2017-06-30,IX,135.7
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_CP,ALL_INDIA,M,2018,2017,2017-06-30,IX,133.3
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_CP,RUR,M,2018,2017,2017-06-30,IX,133.5
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_CP,URB,M,2018,2017,2017-06-30,IX,132.9
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_EG,ALL_INDIA,M,2018,2017,2017-06-30,IX,128.1
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_EG,RUR,M,2018,2017,2017-06-30,IX,128.0
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_EG,URB,M,2018,2017,2017-06-30,IX,128.3
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_FR,ALL_INDIA,M,2018,2017,2017-06-30,IX,139.2
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_FR,RUR,M,2018,2017,2017-06-30,IX,140.9
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_FR,URB,M,2018,2017,2017-06-30,IX,137.2
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_MF,ALL_INDIA,M,2018,2017,2017-06-30,IX,145.5
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_MF,RUR,M,2018,2017,2017-06-30,IX,143.7
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_MF,URB,M,2018,2017,2017-06-30,IX,148.7
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_MP,ALL_INDIA,M,2018,2017,2017-06-30,IX,138.1
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_MP,RUR,M,2018,2017,2017-06-30,IX,138.6
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_MP,URB,M,2018,2017,2017-06-30,IX,137.3
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_NB,ALL_INDIA,M,2018,2017,2017-06-30,IX,127.8
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_NB,RUR,M,2018,2017,2017-06-30,IX,130.4
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_NB,URB,M,2018,2017,2017-06-30,IX,124.2
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_OF,ALL_INDIA,M,2018,2017,2017-06-30,IX,118.2
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_OF,RUR,M,2018,2017,2017-06-30,IX,120.9
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_OF,URB,M,2018,2017,2017-06-30,IX,113.5
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_PMSS,ALL_INDIA,M,2018,2017,2017-06-30,IX,144.9
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_PMSS,RUR,M,2018,2017,2017-06-30,IX,146.5
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_PMSS,URB,M,2018,2017,2017-06-30,IX,143.1
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_PP,ALL_INDIA,M,2018,2017,2017-06-30,IX,136.2
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_PP,RUR,M,2018,2017,2017-06-30,IX,140.2
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_PP,URB,M,2018,2017,2017-06-30,IX,128.2
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_SC,ALL_INDIA,M,2018,2017,2017-06-30,IX,119.6
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_SC,RUR,M,2018,2017,2017-06-30,IX,118.9
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_SC,URB,M,2018,2017,2017-06-30,IX,120.9
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_SP,ALL_INDIA,M,2018,2017,2017-06-30,IX,135.3
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_SP,RUR,M,2018,2017,2017-06-30,IX,133.5
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_SP,URB,M,2018,2017,2017-06-30,IX,138.8
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_VE,ALL_INDIA,M,2018,2017,2017-06-30,IX,133.3
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_VE,RUR,M,2018,2017,2017-06-30,IX,128.8
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_VE,URB,M,2018,2017,2017-06-30,IX,142.2
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FL,ALL_INDIA,M,2018,2017,2017-06-30,IX,128.8
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FL,RUR,M,2018,2017,2017-06-30,IX,134.8
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FL,URB,M,2018,2017,2017-06-30,IX,119.0
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_HO,ALL_INDIA,M,2018,2017,2017-06-30,IX,131.4
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_HO,URB,M,2018,2017,2017-06-30,IX,131.4
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS,ALL_INDIA,M,2018,2017,2017-06-30,IX,125.5
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS,RUR,M,2018,2017,2017-06-30,IX,128.1
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS,URB,M,2018,2017,2017-06-30,IX,122.7
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_ED,ALL_INDIA,M,2018,2017,2017-06-30,IX,135.4
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_ED,RUR,M,2018,2017,2017-06-30,IX,136.9
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_ED,URB,M,2018,2017,2017-06-30,IX,134.3
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_HHGS,ALL_INDIA,M,2018,2017,2017-06-30,IX,131.2
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_HHGS,RUR,M,2018,2017,2017-06-30,IX,135.2
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_HHGS,URB,M,2018,2017,2017-06-30,IX,126.8
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_HTH,ALL_INDIA,M,2018,2017,2017-06-30,IX,128.5
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_HTH,RUR,M,2018,2017,2017-06-30,IX,131.3
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_HTH,URB,M,2018,2017,2017-06-30,IX,123.8
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_PCE,ALL_INDIA,M,2018,2017,2017-06-30,IX,123.4
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_PCE,RUR,M,2018,2017,2017-06-30,IX,124.1
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_PCE,URB,M,2018,2017,2017-06-30,IX,122.5
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_RA,ALL_INDIA,M,2018,2017,2017-06-30,IX,125.9
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_RA,RUR,M,2018,2017,2017-06-30,IX,129.8
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_RA,URB,M,2018,2017,2017-06-30,IX,122.9
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_TC,ALL_INDIA,M,2018,2017,2017-06-30,IX,116.5
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_TC,RUR,M,2018,2017,2017-06-30,IX,119.4
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_TC,URB,M,2018,2017,2017-06-30,IX,113.9
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_PTI,ALL_INDIA,M,2018,2017,2017-06-30,IX,146.5
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_PTI,RUR,M,2018,2017,2017-06-30,IX,145.8
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_PTI,URB,M,2018,2017,2017-06-30,IX,148.6
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_CFPI,ALL_INDIA,M,2018,2017,2017-07-31,IX,138.3
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_CFPI,RUR,M,2018,2017,2017-07-31,IX,137.7
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_CFPI,URB,M,2018,2017,2017-07-31,IX,139.6
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG,ALL_INDIA,M,2018,2017,2017-07-31,IX,134.2
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG,RUR,M,2018,2017,2017-07-31,IX,136.2
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG,URB,M,2018,2017,2017-07-31,IX,131.8
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_CF,ALL_INDIA,M,2018,2017,2017-07-31,IX,138.3
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_CF,RUR,M,2018,2017,2017-07-31,IX,143.5
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_CF,URB,M,2018,2017,2017-07-31,IX,130.4
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_CF_C,ALL_INDIA,M,2018,2017,2017-07-31,IX,139.3
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_CF_C,RUR,M,2018,2017,2017-07-31,IX,144.3
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_CF_C,URB,M,2018,2017,2017-07-31,IX,131.6
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_CF_F,ALL_INDIA,M,2018,2017,2017-07-31,IX,132.1
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_CF_F,RUR,M,2018,2017,2017-07-31,IX,138.1
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_CF_F,URB,M,2018,2017,2017-07-31,IX,123.7
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB,ALL_INDIA,M,2018,2017,2017-07-31,IX,139.0
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB,RUR,M,2018,2017,2017-07-31,IX,138.5
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB,URB,M,2018,2017,2017-07-31,IX,139.8
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_CP,ALL_INDIA,M,2018,2017,2017-07-31,IX,133.6
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_CP,RUR,M,2018,2017,2017-07-31,IX,134.0
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_CP,URB,M,2018,2017,2017-07-31,IX,132.8
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_EG,ALL_INDIA,M,2018,2017,2017-07-31,IX,129.6
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_EG,RUR,M,2018,2017,2017-07-31,IX,129.8
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_EG,URB,M,2018,2017,2017-07-31,IX,129.4
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_FR,ALL_INDIA,M,2018,2017,2017-07-31,IX,141.8
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_FR,RUR,M,2018,2017,2017-07-31,IX,143.9
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_FR,URB,M,2018,2017,2017-07-31,IX,139.4
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_MF,ALL_INDIA,M,2018,2017,2017-07-31,IX,145.7
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_MF,RUR,M,2018,2017,2017-07-31,IX,144.2
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_MF,URB,M,2018,2017,2017-07-31,IX,148.4
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_MP,ALL_INDIA,M,2018,2017,2017-07-31,IX,138.5
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_MP,RUR,M,2018,2017,2017-07-31,IX,139.0
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_MP,URB,M,2018,2017,2017-07-31,IX,137.7
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_NB,ALL_INDIA,M,2018,2017,2017-07-31,IX,128.5
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_NB,RUR,M,2018,2017,2017-07-31,IX,131.4
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_NB,URB,M,2018,2017,2017-07-31,IX,124.4
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_OF,ALL_INDIA,M,2018,2017,2017-07-31,IX,118.1
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_OF,RUR,M,2018,2017,2017-07-31,IX,120.9
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_OF,URB,M,2018,2017,2017-07-31,IX,113.4
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_PMSS,ALL_INDIA,M,2018,2017,2017-07-31,IX,145.8
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_PMSS,RUR,M,2018,2017,2017-07-31,IX,147.7
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_PMSS,URB,M,2018,2017,2017-07-31,IX,143.7
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_PP,ALL_INDIA,M,2018,2017,2017-07-31,IX,133.6
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_PP,RUR,M,2018,2017,2017-07-31,IX,138.1
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_PP,URB,M,2018,2017,2017-07-31,IX,124.7
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_SC,ALL_INDIA,M,2018,2017,2017-07-31,IX,120.5
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_SC,RUR,M,2018,2017,2017-07-31,IX,120.0
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_SC,URB,M,2018,2017,2017-07-31,IX,121.5
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_SP,ALL_INDIA,M,2018,2017,2017-07-31,IX,135.2
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_SP,RUR,M,2018,2017,2017-07-31,IX,133.9
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_SP,URB,M,2018,2017,2017-07-31,IX,137.8
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_VE,ALL_INDIA,M,2018,2017,2017-07-31,IX,159.5
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_VE,RUR,M,2018,2017,2017-07-31,IX,151.5
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_VE,URB,M,2018,2017,2017-07-31,IX,175.1
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FL,ALL_INDIA,M,2018,2017,2017-07-31,IX,129.4
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FL,RUR,M,2018,2017,2017-07-31,IX,135.3
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FL,URB,M,2018,2017,2017-07-31,IX,119.7
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_HO,ALL_INDIA,M,2018,2017,2017-07-31,IX,132.6
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_HO,URB,M,2018,2017,2017-07-31,IX,132.6
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS,ALL_INDIA,M,2018,2017,2017-07-31,IX,125.9
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS,RUR,M,2018,2017,2017-07-31,IX,128.6
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS,URB,M,2018,2017,2017-07-31,IX,123.0
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_ED,ALL_INDIA,M,2018,2017,2017-07-31,IX,136.8
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_ED,RUR,M,2018,2017,2017-07-31,IX,138.6
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_ED,URB,M,2018,2017,2017-07-31,IX,135.5
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_HHGS,ALL_INDIA,M,2018,2017,2017-07-31,IX,131.9
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_HHGS,RUR,M,2018,2017,2017-07-31,IX,136.1
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_HHGS,URB,M,2018,2017,2017-07-31,IX,127.2
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_HTH,ALL_INDIA,M,2018,2017,2017-07-31,IX,129.4
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_HTH,RUR,M,2018,2017,2017-07-31,IX,132.1
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_HTH,URB,M,2018,2017,2017-07-31,IX,125.0
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_PCE,ALL_INDIA,M,2018,2017,2017-07-31,IX,123.6
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_PCE,RUR,M,2018,2017,2017-07-31,IX,124.4
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_PCE,URB,M,2018,2017,2017-07-31,IX,122.4
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_RA,ALL_INDIA,M,2018,2017,2017-07-31,IX,126.6
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_RA,RUR,M,2018,2017,2017-07-31,IX,130.6
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_RA,URB,M,2018,2017,2017-07-31,IX,123.5
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_TC,ALL_INDIA,M,2018,2017,2017-07-31,IX,116.0
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_TC,RUR,M,2018,2017,2017-07-31,IX,119.1
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_MS_TC,URB,M,2018,2017,2017-07-31,IX,113.2
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_PTI,ALL_INDIA,M,2018,2017,2017-07-31,IX,148.2
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_PTI,RUR,M,2018,2017,2017-07-31,IX,147.4
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_PTI,URB,M,2018,2017,2017-07-31,IX,150.5
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_CFPI,ALL_INDIA,M,2018,2017,2017-08-31,IX,140.1
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_CFPI,RUR,M,2018,2017,2017-08-31,IX,139.9
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_CFPI,URB,M,2018,2017,2017-08-31,IX,140.4
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG,ALL_INDIA,M,2018,2017,2017-08-31,IX,135.4
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG,RUR,M,2018,2017,2017-08-31,IX,137.8
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG,URB,M,2018,2017,2017-08-31,IX,132.7
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_CF,ALL_INDIA,M,2018,2017,2017-08-31,IX,139.3
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_CF,RUR,M,2018,2017,2017-08-31,IX,144.5
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_CF,URB,M,2018,2017,2017-08-31,IX,131.4
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_CF_C,ALL_INDIA,M,2018,2017,2017-08-31,IX,140.3
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_CF_C,RUR,M,2018,2017,2017-08-31,IX,145.3
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_CF_C,URB,M,2018,2017,2017-08-31,IX,132.7
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_CF_F,ALL_INDIA,M,2018,2017,2017-08-31,IX,133.0
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_CF_F,RUR,M,2018,2017,2017-08-31,IX,139.2
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_CF_F,URB,M,2018,2017,2017-08-31,IX,124.3
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB,ALL_INDIA,M,2018,2017,2017-08-31,IX,140.6
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB,RUR,M,2018,2017,2017-08-31,IX,140.6
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB,URB,M,2018,2017,2017-08-31,IX,140.5
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_CP,ALL_INDIA,M,2018,2017,2017-08-31,IX,134.3
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_CP,RUR,M,2018,2017,2017-08-31,IX,134.8
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_CP,URB,M,2018,2017,2017-08-31,IX,133.2
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_EG,ALL_INDIA,M,2018,2017,2017-08-31,IX,129.3
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_EG,RUR,M,2018,2017,2017-08-31,IX,130.0
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_EG,URB,M,2018,2017,2017-08-31,IX,128.3
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_FR,ALL_INDIA,M,2018,2017,2017-08-31,IX,145.5
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_FR,RUR,M,2018,2017,2017-08-31,IX,148.0
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_FR,URB,M,2018,2017,2017-08-31,IX,142.7
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_MF,ALL_INDIA,M,2018,2017,2017-08-31,IX,143.4
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_MF,RUR,M,2018,2017,2017-08-31,IX,143.1
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_MF,URB,M,2018,2017,2017-08-31,IX,143.9
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_MP,ALL_INDIA,M,2018,2017,2017-08-31,IX,139.0
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_MP,RUR,M,2018,2017,2017-08-31,IX,139.4
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_MP,URB,M,2018,2017,2017-08-31,IX,138.3
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_NB,ALL_INDIA,M,2018,2017,2017-08-31,IX,128.7
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_NB,RUR,M,2018,2017,2017-08-31,IX,131.6
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_NB,URB,M,2018,2017,2017-08-31,IX,124.6
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_OF,ALL_INDIA,M,2018,2017,2017-08-31,IX,118.1
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_OF,RUR,M,2018,2017,2017-08-31,IX,120.5
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_OF,URB,M,2018,2017,2017-08-31,IX,114.1
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_PMSS,ALL_INDIA,M,2018,2017,2017-08-31,IX,146.8
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_PMSS,RUR,M,2018,2017,2017-08-31,IX,148.7
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_PMSS,URB,M,2018,2017,2017-08-31,IX,144.5
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_PP,ALL_INDIA,M,2018,2017,2017-08-31,IX,132.7
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_PP,RUR,M,2018,2017,2017-08-31,IX,137.4
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_PP,URB,M,2018,2017,2017-08-31,IX,123.5
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_SC,ALL_INDIA,M,2018,2017,2017-08-31,IX,121.2
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_SC,RUR,M,2018,2017,2017-08-31,IX,120.8
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_SC,URB,M,2018,2017,2017-08-31,IX,122.1
RBI:CPI_RUC_RN(1.0),N_A,BY_2012,C_GIAG_FB_SP,ALL_INDIA,M,2018,2017,2017-08-31,IX,135.6
