DATAFLOW,AUDST,FREQ,GENDER_RN,REPYEAREND,REPYEARSTART,STATE_CODE,TYP_AAA_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ALL_INDIA,WR02,0,2013-01-31,INR,113.86
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ALL_INDIA,WR05,0,2013-01-31,INR,206.64
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ALL_INDIA,WR06,0,2013-01-31,INR,175.77
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ALL_INDIA,WR07,0,2013-01-31,INR,265.95
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ALL_INDIA,WR08,0,2013-01-31,INR,145.9
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ALL_INDIA,WR16,0,2013-01-31,INR,175.42
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ALL_INDIA,WR17,0,2013-01-31,INR,160.62
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ALL_INDIA,WR18,0,2013-01-31,INR,174.35
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ALL_INDIA,WR21,0,2013-01-31,INR,213.58
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ALL_INDIA,WR23,0,2013-01-31,INR,295.85
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ALL_INDIA,WR26,0,2013-01-31,INR,159.09
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ALL_INDIA,WR30,0,2013-01-31,INR,206.79
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ALL_INDIA,WR32,0,2013-01-31,INR,178.1
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ALL_INDIA,WR34,0,2013-01-31,INR,168.4
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ALL_INDIA,WR35,0,2013-01-31,INR,161.75
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ALL_INDIA,WR37,0,2013-01-31,INR,123.93
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ALL_INDIA,WR39,0,2013-01-31,INR,173.9
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ALL_INDIA,WR41,0,2013-01-31,INR,256.73
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ANP,WR02,0,2013-01-31,INR,146.26
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ANP,WR05,0,2013-01-31,INR,179.49
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ANP,WR07,0,2013-01-31,INR,231.87
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ANP,WR08,0,2013-01-31,INR,125.71
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ANP,WR16,0,2013-01-31,INR,195.88
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ANP,WR17,0,2013-01-31,INR,223.33
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ANP,WR18,0,2013-01-31,INR,224.29
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ANP,WR21,0,2013-01-31,INR,225.08
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ANP,WR23,0,2013-01-31,INR,279.23
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ANP,WR26,0,2013-01-31,INR,190.36
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ANP,WR30,0,2013-01-31,INR,271.26
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ANP,WR32,0,2013-01-31,INR,205.63
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ANP,WR39,0,2013-01-31,INR,171.52
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ASM,WR05,0,2013-01-31,INR,190.36
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ASM,WR07,0,2013-01-31,INR,233.52
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ASM,WR08,0,2013-01-31,INR,148.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ASM,WR16,0,2013-01-31,INR,159.39
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ASM,WR18,0,2013-01-31,INR,185.83
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ASM,WR21,0,2013-01-31,INR,258.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ASM,WR23,0,2013-01-31,INR,253.89
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ASM,WR30,0,2013-01-31,INR,158.98
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ASM,WR32,0,2013-01-31,INR,143.89
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ASM,WR34,0,2013-01-31,INR,120.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ASM,WR35,0,2013-01-31,INR,149.85
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,ASM,WR39,0,2013-01-31,INR,151.73
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,BIH,WR02,0,2013-01-31,INR,107.3
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,BIH,WR05,0,2013-01-31,INR,199.17
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,BIH,WR06,0,2013-01-31,INR,142.14
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,BIH,WR07,0,2013-01-31,INR,235.38
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,BIH,WR08,0,2013-01-31,INR,138.33
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,BIH,WR16,0,2013-01-31,INR,155.71
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,BIH,WR17,0,2013-01-31,INR,145.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,BIH,WR18,0,2013-01-31,INR,128.18
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,BIH,WR21,0,2013-01-31,INR,176.83
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,BIH,WR23,0,2013-01-31,INR,273.42
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,BIH,WR30,0,2013-01-31,INR,184.72
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,BIH,WR32,0,2013-01-31,INR,168.89
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,BIH,WR34,0,2013-01-31,INR,153.1
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,BIH,WR35,0,2013-01-31,INR,147.43
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,BIH,WR37,0,2013-01-31,INR,122.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,BIH,WR39,0,2013-01-31,INR,158.16
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,BIH,WR41,0,2013-01-31,INR,178.89
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,GUJ,WR02,0,2013-01-31,INR,126.67
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,GUJ,WR05,0,2013-01-31,INR,197.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,GUJ,WR07,0,2013-01-31,INR,247.37
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,GUJ,WR16,0,2013-01-31,INR,126.2
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,GUJ,WR17,0,2013-01-31,INR,126.56
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,GUJ,WR18,0,2013-01-31,INR,136.15
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,GUJ,WR21,0,2013-01-31,INR,155.63
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,GUJ,WR23,0,2013-01-31,INR,307.08
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,GUJ,WR26,0,2013-01-31,INR,144.09
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,GUJ,WR30,0,2013-01-31,INR,159.83
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,GUJ,WR32,0,2013-01-31,INR,135.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,GUJ,WR34,0,2013-01-31,INR,110.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,GUJ,WR35,0,2013-01-31,INR,118.93
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,GUJ,WR39,0,2013-01-31,INR,117.6
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,GUJ,WR41,0,2013-01-31,INR,184.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,HAR,WR05,0,2013-01-31,INR,245.78
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,HAR,WR06,0,2013-01-31,INR,267.2
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,HAR,WR07,0,2013-01-31,INR,351.17
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,HAR,WR08,0,2013-01-31,INR,218.29
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,HAR,WR16,0,2013-01-31,INR,232.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,HAR,WR17,0,2013-01-31,INR,221.14
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,HAR,WR18,0,2013-01-31,INR,231.83
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,HAR,WR21,0,2013-01-31,INR,312.5
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,HAR,WR23,0,2013-01-31,INR,382.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,HAR,WR26,0,2013-01-31,INR,239.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,HAR,WR30,0,2013-01-31,INR,306.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,HAR,WR32,0,2013-01-31,INR,232.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,HAR,WR34,0,2013-01-31,INR,225.75
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,HAR,WR35,0,2013-01-31,INR,232.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,HAR,WR37,0,2013-01-31,INR,210.75
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,HAR,WR39,0,2013-01-31,INR,248.25
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,HP,WR05,0,2013-01-31,INR,324.29
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,HP,WR07,0,2013-01-31,INR,356.67
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,HP,WR16,0,2013-01-31,INR,255.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,HP,WR23,0,2013-01-31,INR,353.33
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,HP,WR30,0,2013-01-31,INR,318.57
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,HP,WR32,0,2013-01-31,INR,244.29
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,HP,WR39,0,2013-01-31,INR,215.56
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,JNK,WR05,0,2013-01-31,INR,350.91
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,JNK,WR07,0,2013-01-31,INR,366.67
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,JNK,WR16,0,2013-01-31,INR,249.44
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,JNK,WR23,0,2013-01-31,INR,364.05
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,JNK,WR30,0,2013-01-31,INR,252.78
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,JNK,WR32,0,2013-01-31,INR,251.67
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,JNK,WR34,0,2013-01-31,INR,244.38
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,JNK,WR35,0,2013-01-31,INR,278.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,JNK,WR39,0,2013-01-31,INR,280.5
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,KAR,WR02,0,2013-01-31,INR,168.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,KAR,WR05,0,2013-01-31,INR,175.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,KAR,WR06,0,2013-01-31,INR,182.5
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,KAR,WR07,0,2013-01-31,INR,229.55
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,KAR,WR08,0,2013-01-31,INR,146.14
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,KAR,WR16,0,2013-01-31,INR,178.75
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,KAR,WR17,0,2013-01-31,INR,179.44
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,KAR,WR18,0,2013-01-31,INR,170.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,KAR,WR21,0,2013-01-31,INR,187.98
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,KAR,WR23,0,2013-01-31,INR,238.82
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,KAR,WR30,0,2013-01-31,INR,218.75
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,KAR,WR32,0,2013-01-31,INR,173.6
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,KAR,WR34,0,2013-01-31,INR,179.47
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,KAR,WR35,0,2013-01-31,INR,169.13
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,KAR,WR37,0,2013-01-31,INR,120.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,KAR,WR39,0,2013-01-31,INR,136.04
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,KAR,WR41,0,2013-01-31,INR,208.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,KER,WR05,0,2013-01-31,INR,492.06
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,KER,WR07,0,2013-01-31,INR,556.9
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,KER,WR16,0,2013-01-31,INR,332.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,KER,WR21,0,2013-01-31,INR,454.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,KER,WR23,0,2013-01-31,INR,543.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,KER,WR30,0,2013-01-31,INR,561.87
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,KER,WR32,0,2013-01-31,INR,500.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,KER,WR39,0,2013-01-31,INR,446.58
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,KER,WR41,0,2013-01-31,INR,569.58
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MAH,WR02,0,2013-01-31,INR,132.78
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MAH,WR05,0,2013-01-31,INR,215.71
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MAH,WR06,0,2013-01-31,INR,200.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MAH,WR07,0,2013-01-31,INR,237.45
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MAH,WR08,0,2013-01-31,INR,159.1
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MAH,WR16,0,2013-01-31,INR,190.91
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MAH,WR17,0,2013-01-31,INR,192.86
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MAH,WR18,0,2013-01-31,INR,201.39
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MAH,WR21,0,2013-01-31,INR,224.67
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MAH,WR23,0,2013-01-31,INR,293.73
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MAH,WR26,0,2013-01-31,INR,152.11
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MAH,WR30,0,2013-01-31,INR,214.66
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MAH,WR32,0,2013-01-31,INR,175.71
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MAH,WR34,0,2013-01-31,INR,178.33
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MAH,WR35,0,2013-01-31,INR,171.67
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MAH,WR37,0,2013-01-31,INR,170.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MAH,WR39,0,2013-01-31,INR,144.34
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MAH,WR41,0,2013-01-31,INR,255.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MANI,WR02,0,2013-01-31,INR,181.25
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MANI,WR05,0,2013-01-31,INR,221.67
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MANI,WR07,0,2013-01-31,INR,266.67
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MANI,WR08,0,2013-01-31,INR,216.25
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MANI,WR17,0,2013-01-31,INR,200.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MANI,WR21,0,2013-01-31,INR,308.89
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MANI,WR23,0,2013-01-31,INR,303.75
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MANI,WR30,0,2013-01-31,INR,212.5
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MANI,WR35,0,2013-01-31,INR,210.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MANI,WR39,0,2013-01-31,INR,171.11
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MEG,WR05,0,2013-01-31,INR,177.5
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MEG,WR07,0,2013-01-31,INR,194.44
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MEG,WR08,0,2013-01-31,INR,144.29
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MEG,WR16,0,2013-01-31,INR,163.33
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MEG,WR17,0,2013-01-31,INR,151.67
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MEG,WR18,0,2013-01-31,INR,162.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MEG,WR23,0,2013-01-31,INR,206.67
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MEG,WR39,0,2013-01-31,INR,147.5
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MP,WR02,0,2013-01-31,INR,80.66
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MP,WR05,0,2013-01-31,INR,147.76
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MP,WR07,0,2013-01-31,INR,162.06
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MP,WR08,0,2013-01-31,INR,112.54
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MP,WR16,0,2013-01-31,INR,130.24
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MP,WR17,0,2013-01-31,INR,126.47
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MP,WR21,0,2013-01-31,INR,161.21
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MP,WR23,0,2013-01-31,INR,204.49
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MP,WR26,0,2013-01-31,INR,92.5
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MP,WR30,0,2013-01-31,INR,125.49
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MP,WR32,0,2013-01-31,INR,123.84
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MP,WR34,0,2013-01-31,INR,128.64
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MP,WR35,0,2013-01-31,INR,121.67
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MP,WR37,0,2013-01-31,INR,101.19
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MP,WR39,0,2013-01-31,INR,99.49
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,MP,WR41,0,2013-01-31,INR,128.26
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,OD,WR02,0,2013-01-31,INR,89.87
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,OD,WR05,0,2013-01-31,INR,147.27
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,OD,WR07,0,2013-01-31,INR,248.48
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,OD,WR08,0,2013-01-31,INR,120.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,OD,WR16,0,2013-01-31,INR,167.48
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,OD,WR17,0,2013-01-31,INR,152.8
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,OD,WR18,0,2013-01-31,INR,171.08
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,OD,WR21,0,2013-01-31,INR,195.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,OD,WR23,0,2013-01-31,INR,267.47
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,OD,WR26,0,2013-01-31,INR,126.67
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,OD,WR30,0,2013-01-31,INR,148.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,OD,WR32,0,2013-01-31,INR,137.78
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,OD,WR34,0,2013-01-31,INR,110.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,OD,WR35,0,2013-01-31,INR,118.33
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,OD,WR39,0,2013-01-31,INR,150.36
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,OD,WR41,0,2013-01-31,INR,242.44
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,PUN,WR07,0,2013-01-31,INR,381.93
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,PUN,WR18,0,2013-01-31,INR,274.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,PUN,WR21,0,2013-01-31,INR,309.17
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,PUN,WR23,0,2013-01-31,INR,378.6
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,PUN,WR35,0,2013-01-31,INR,257.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,PUN,WR39,0,2013-01-31,INR,254.33
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,RAJA,WR02,0,2013-01-31,INR,160.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,RAJA,WR05,0,2013-01-31,INR,237.27
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,RAJA,WR07,0,2013-01-31,INR,341.94
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,RAJA,WR08,0,2013-01-31,INR,199.17
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,RAJA,WR16,0,2013-01-31,INR,214.56
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,RAJA,WR18,0,2013-01-31,INR,205.83
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,RAJA,WR21,0,2013-01-31,INR,255.59
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,RAJA,WR23,0,2013-01-31,INR,397.62
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,RAJA,WR30,0,2013-01-31,INR,236.67
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,RAJA,WR32,0,2013-01-31,INR,215.45
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,RAJA,WR35,0,2013-01-31,INR,207.69
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,RAJA,WR39,0,2013-01-31,INR,225.48
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,RAJA,WR41,0,2013-01-31,INR,325.0
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,TN,WR05,0,2013-01-31,INR,332.01
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,TN,WR07,0,2013-01-31,INR,404.61
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,TN,WR16,0,2013-01-31,INR,204.56
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,TN,WR17,0,2013-01-31,INR,171.47
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,TN,WR18,0,2013-01-31,INR,148.1
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,TN,WR21,0,2013-01-31,INR,344.64
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,TN,WR23,0,2013-01-31,INR,430.94
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,TN,WR30,0,2013-01-31,INR,334.12
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,TN,WR32,0,2013-01-31,INR,221.21
RBI:WAGE_RATES_RN(1.0),N_A,M,MALE,2013,2012,TN,WR39,0,2013-01-31,INR,234.15
