DATAFLOW,AUDST,BASE_PER,FREQ,MEASURE_RN,REPYEAREND,REPYEARSTART,WPI_COM_CLS_RN,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,1998,1997,WPI0103,1998-03-31,IX,128.0
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,1999,1998,WPI01,1999-03-31,IX,5.9
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,1999,1998,WPI0101,1999-03-31,IX,12.1
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,1999,1998,WPI010101,1999-03-31,IX,12.7
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,1999,1998,WPI010102,1999-03-31,IX,10.4
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,1999,1998,WPI0102,1999-03-31,IX,3.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,1999,1998,WPI0103,1999-03-31,IX,4.4
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,1999,1998,WPI01,1999-03-31,IX,140.7
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,1999,1998,WPI0101,1999-03-31,IX,156.2
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,1999,1998,WPI010101,1999-03-31,IX,159.4
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,1999,1998,WPI010102,1999-03-31,IX,151.8
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,1999,1998,WPI0102,1999-03-31,IX,148.5
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,1999,1998,WPI0103,1999-03-31,IX,133.6
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2000,1999,WPI01,2000-03-31,IX,3.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2000,1999,WPI0101,2000-03-31,IX,1.2
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2000,1999,WPI010101,2000-03-31,IX,3.8
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2000,1999,WPI010102,2000-03-31,IX,-5.8
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2000,1999,WPI0102,2000-03-31,IX,9.1
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2000,1999,WPI0103,2000-03-31,IX,2.7
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2000,1999,WPI01,2000-03-31,IX,145.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2000,1999,WPI0101,2000-03-31,IX,158.0
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2000,1999,WPI010101,2000-03-31,IX,165.5
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2000,1999,WPI010102,2000-03-31,IX,143.0
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2000,1999,WPI0102,2000-03-31,IX,162.0
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2000,1999,WPI0103,2000-03-31,IX,137.2
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2001,2000,WPI01,2001-03-31,IX,7.2
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2001,2000,WPI0101,2001-03-31,IX,2.8
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2001,2000,WPI010101,2001-03-31,IX,3.0
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2001,2000,WPI010102,2001-03-31,IX,2.4
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2001,2000,WPI0102,2001-03-31,IX,28.5
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2001,2000,WPI0103,2001-03-31,IX,3.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2001,2000,WPI01,2001-03-31,IX,155.7
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2001,2000,WPI0101,2001-03-31,IX,162.5
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2001,2000,WPI010101,2001-03-31,IX,170.5
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2001,2000,WPI010102,2001-03-31,IX,146.5
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2001,2000,WPI0102,2001-03-31,IX,208.1
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2001,2000,WPI0103,2001-03-31,IX,141.7
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2002,2001,WPI01,2002-03-31,IX,3.6
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2002,2001,WPI0101,2002-03-31,IX,3.6
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2002,2001,WPI010101,2002-03-31,IX,3.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2002,2001,WPI010102,2002-03-31,IX,4.4
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2002,2001,WPI0102,2002-03-31,IX,8.9
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2002,2001,WPI0103,2002-03-31,IX,1.8
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2002,2001,WPI01,2002-03-31,IX,161.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2002,2001,WPI0101,2002-03-31,IX,168.4
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2002,2001,WPI010101,2002-03-31,IX,176.1
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2002,2001,WPI010102,2002-03-31,IX,152.9
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2002,2001,WPI0102,2002-03-31,IX,226.7
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2002,2001,WPI0103,2002-03-31,IX,144.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2003,2002,WPI01,2003-03-31,IX,3.4
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2003,2002,WPI0101,2003-03-31,IX,3.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2003,2002,WPI010101,2003-03-31,IX,1.8
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2003,2002,WPI010102,2003-03-31,IX,8.2
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2003,2002,WPI0102,2003-03-31,IX,5.5
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2003,2002,WPI0103,2003-03-31,IX,2.6
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2003,2002,WPI01,2003-03-31,IX,166.8
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2003,2002,WPI0101,2003-03-31,IX,174.0
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2003,2002,WPI010101,2003-03-31,IX,179.2
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2003,2002,WPI010102,2003-03-31,IX,165.4
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2003,2002,WPI0102,2003-03-31,IX,239.2
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2003,2002,WPI0103,2003-03-31,IX,148.1
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2004,2003,WPI01,2004-03-31,IX,5.5
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2004,2003,WPI0101,2004-03-31,IX,4.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2004,2003,WPI010101,2004-03-31,IX,1.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2004,2003,WPI010102,2004-03-31,IX,12.6
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2004,2003,WPI0102,2004-03-31,IX,6.4
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2004,2003,WPI0103,2004-03-31,IX,5.7
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2004,2003,WPI01,2004-03-31,IX,175.9
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2004,2003,WPI0101,2004-03-31,IX,181.5
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2004,2003,WPI010101,2004-03-31,IX,181.5
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2004,2003,WPI010102,2004-03-31,IX,186.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2004,2003,WPI0102,2004-03-31,IX,254.5
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2004,2003,WPI0103,2004-03-31,IX,156.5
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2005,2004,WPI01,2005-03-31,IX,6.5
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2005,2004,WPI0101,2005-03-31,IX,3.6
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2005,2004,WPI010101,2005-03-31,IX,2.6
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2005,2004,WPI010102,2005-03-31,IX,0.7
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2005,2004,WPI0102,2005-03-31,IX,10.1
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2005,2004,WPI0103,2005-03-31,IX,6.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2005,2004,WPI01,2005-03-31,IX,187.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2005,2004,WPI0101,2005-03-31,IX,188.1
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2005,2004,WPI010101,2005-03-31,IX,186.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2005,2004,WPI010102,2005-03-31,IX,187.6
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2005,2004,WPI0102,2005-03-31,IX,280.2
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2005,2004,WPI0103,2005-03-31,IX,166.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2006,2005,WPI01,2006-03-31,IX,4.4
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2006,2005,WPI0101,2006-03-31,IX,2.9
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2006,2005,WPI010101,2006-03-31,IX,4.8
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2006,2005,WPI010102,2006-03-31,IX,-4.5
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2006,2005,WPI0102,2006-03-31,IX,9.5
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2006,2005,WPI0103,2006-03-31,IX,3.1
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2006,2005,WPI01,2006-03-31,IX,195.5
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2006,2005,WPI0101,2006-03-31,IX,193.6
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2006,2005,WPI010101,2006-03-31,IX,195.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2006,2005,WPI010102,2006-03-31,IX,179.2
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2006,2005,WPI0102,2006-03-31,IX,306.7
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2006,2005,WPI0103,2006-03-31,IX,171.4
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2006,2005,WPI01,2006-03-31,IX,4.5
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2006,2005,WPI0101,2006-03-31,IX,4.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2006,2005,WPI010101,2006-03-31,IX,5.4
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2006,2005,WPI010102,2006-03-31,IX,-3.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2006,2005,WPI0102,2006-03-31,IX,13.6
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2006,2005,WPI0103,2006-03-31,IX,2.4
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2006,2005,WPI01,2006-03-31,IX,104.46667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2006,2005,WPI0101,2006-03-31,IX,104.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2006,2005,WPI010101,2006-03-31,IX,105.38333
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2006,2005,WPI010102,2006-03-31,IX,96.675
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2006,2005,WPI0102,2006-03-31,IX,113.575
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2006,2005,WPI0103,2006-03-31,IX,102.41667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2007,2006,WPI01,2007-03-31,IX,5.4
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2007,2006,WPI0101,2007-03-31,IX,7.8
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2007,2006,WPI010101,2007-03-31,IX,7.7
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2007,2006,WPI010102,2007-03-31,IX,5.0
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2007,2006,WPI0102,2007-03-31,IX,5.6
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2007,2006,WPI0103,2007-03-31,IX,4.4
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2007,2006,WPI01,2007-03-31,IX,206.1
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2007,2006,WPI0101,2007-03-31,IX,208.6
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2007,2006,WPI010101,2007-03-31,IX,210.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2007,2006,WPI010102,2007-03-31,IX,188.2
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2007,2006,WPI0102,2007-03-31,IX,323.9
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2007,2006,WPI0103,2007-03-31,IX,179.0
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2007,2006,WPI01,2007-03-31,IX,6.6
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2007,2006,WPI0101,2007-03-31,IX,9.6
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2007,2006,WPI010101,2007-03-31,IX,9.6
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2007,2006,WPI010102,2007-03-31,IX,5.8
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2007,2006,WPI0102,2007-03-31,IX,6.5
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2007,2006,WPI0103,2007-03-31,IX,5.7
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2007,2006,WPI01,2007-03-31,IX,111.35
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2007,2006,WPI0101,2007-03-31,IX,114.325
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2007,2006,WPI010101,2007-03-31,IX,115.51667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2007,2006,WPI010102,2007-03-31,IX,102.29167
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2007,2006,WPI0102,2007-03-31,IX,120.91667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2007,2006,WPI0103,2007-03-31,IX,108.21667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2008,2007,WPI01,2008-03-31,IX,4.7
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2008,2007,WPI0101,2008-03-31,IX,7.7
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2008,2007,WPI010101,2008-03-31,IX,5.6
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2008,2007,WPI010102,2008-03-31,IX,12.8
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2008,2007,WPI0102,2008-03-31,IX,1.0
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2008,2007,WPI0103,2008-03-31,IX,5.0
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2008,2007,WPI01,2008-03-31,IX,215.9
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2008,2007,WPI0101,2008-03-31,IX,224.8
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2008,2007,WPI010101,2008-03-31,IX,222.1
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2008,2007,WPI010102,2008-03-31,IX,212.2
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2008,2007,WPI0102,2008-03-31,IX,327.2
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2008,2007,WPI0103,2008-03-31,IX,188.0
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2008,2007,WPI01,2008-03-31,IX,4.7
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2008,2007,WPI0101,2008-03-31,IX,8.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2008,2007,WPI010101,2008-03-31,IX,7.0
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2008,2007,WPI010102,2008-03-31,IX,11.9
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2008,2007,WPI0102,2008-03-31,IX,0.0
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2008,2007,WPI0103,2008-03-31,IX,4.8
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2008,2007,WPI01,2008-03-31,IX,116.625
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2008,2007,WPI0101,2008-03-31,IX,123.85
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2008,2007,WPI010101,2008-03-31,IX,123.56667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2008,2007,WPI010102,2008-03-31,IX,114.41667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2008,2007,WPI0102,2008-03-31,IX,120.95833
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2008,2007,WPI0103,2008-03-31,IX,113.39167
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2009,2008,WPI01,2009-03-31,IX,8.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2009,2008,WPI0101,2009-03-31,IX,10.0
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2009,2008,WPI010101,2009-03-31,IX,8.0
