DATAFLOW,AUDST,BASE_PER,FREQ,MEASURE_RN,REPYEAREND,REPYEARSTART,WPI_COM_CLS_RN,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2009,2008,WPI010102,2009-03-31,IX,11.1
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2009,2008,WPI0102,2009-03-31,IX,7.4
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2009,2008,WPI0103,2009-03-31,IX,8.0
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2009,2008,WPI01,2009-03-31,IX,233.9
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2009,2008,WPI0101,2009-03-31,IX,247.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2009,2008,WPI010101,2009-03-31,IX,239.8
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2009,2008,WPI010102,2009-03-31,IX,235.8
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2009,2008,WPI0102,2009-03-31,IX,351.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2009,2008,WPI0103,2009-03-31,IX,203.1
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2009,2008,WPI01,2009-03-31,IX,8.1
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2009,2008,WPI0101,2009-03-31,IX,11.0
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2009,2008,WPI010101,2009-03-31,IX,9.1
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2009,2008,WPI010102,2009-03-31,IX,12.9
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2009,2008,WPI0102,2009-03-31,IX,11.6
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2009,2008,WPI0103,2009-03-31,IX,6.2
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2009,2008,WPI01,2009-03-31,IX,126.01667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2009,2008,WPI0101,2009-03-31,IX,137.525
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2009,2008,WPI010101,2009-03-31,IX,134.8
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2009,2008,WPI010102,2009-03-31,IX,129.15
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2009,2008,WPI0102,2009-03-31,IX,134.95
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2009,2008,WPI0103,2009-03-31,IX,120.375
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2010,2009,WPI01,2010-03-31,IX,3.8
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2010,2009,WPI0101,2010-03-31,IX,11.0
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2010,2009,WPI010101,2010-03-31,IX,14.7
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2010,2009,WPI010102,2010-03-31,IX,4.6
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2010,2009,WPI0102,2010-03-31,IX,-2.4
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANL_VAR,2010,2009,WPI0103,2010-03-31,IX,3.2
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2010,2009,WPI01,2010-03-31,IX,242.7
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2010,2009,WPI0101,2010-03-31,IX,273.6
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2010,2009,WPI010101,2010-03-31,IX,274.9
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2010,2009,WPI010102,2010-03-31,IX,244.6
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2010,2009,WPI0102,2010-03-31,IX,343.1
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_1993_94,AFY,ANNUAL_AVE,2010,2009,WPI0103,2010-03-31,IX,209.6
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2010,2009,WPI01,2010-03-31,IX,3.8
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2010,2009,WPI0101,2010-03-31,IX,12.7
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2010,2009,WPI010101,2010-03-31,IX,15.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2010,2009,WPI010102,2010-03-31,IX,5.5
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2010,2009,WPI0102,2010-03-31,IX,-2.1
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2010,2009,WPI0103,2010-03-31,IX,2.2
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2010,2009,WPI01,2010-03-31,IX,130.81667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2010,2009,WPI0101,2010-03-31,IX,154.94167
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2010,2009,WPI010101,2010-03-31,IX,155.39167
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2010,2009,WPI010102,2010-03-31,IX,136.20833
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2010,2009,WPI0102,2010-03-31,IX,132.1
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2010,2009,WPI0103,2010-03-31,IX,123.05
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2011,2010,WPI01,2011-03-31,IX,9.6
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2011,2010,WPI0101,2011-03-31,IX,17.7
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2011,2010,WPI010101,2011-03-31,IX,15.6
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2011,2010,WPI010102,2011-03-31,IX,22.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2011,2010,WPI0102,2011-03-31,IX,12.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2011,2010,WPI0103,2011-03-31,IX,5.7
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2011,2010,WPI01,2011-03-31,IX,143.325
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2011,2010,WPI0101,2011-03-31,IX,182.44167
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2011,2010,WPI010101,2011-03-31,IX,179.625
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2011,2010,WPI010102,2011-03-31,IX,166.625
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2011,2010,WPI0102,2011-03-31,IX,148.31667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2011,2010,WPI0103,2011-03-31,IX,130.06667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2012,2011,WPI01,2012-03-31,IX,8.93657
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2012,2011,WPI0101,2012-03-31,IX,9.79765
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2012,2011,WPI010101,2012-03-31,IX,7.30225
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2012,2011,WPI010102,2012-03-31,IX,9.64741
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2012,2011,WPI0102,2012-03-31,IX,13.96224
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANL_VAR,2012,2011,WPI0103,2012-03-31,IX,7.2591
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2012,2011,WPI01,2012-03-31,IX,156.13333
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2012,2011,WPI0101,2012-03-31,IX,200.31667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2012,2011,WPI010101,2012-03-31,IX,192.74167
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2012,2011,WPI010102,2012-03-31,IX,182.7
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2012,2011,WPI0102,2012-03-31,IX,169.025
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2012,2011,WPI0103,2012-03-31,IX,139.50833
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2013,2012,WPI01,2013-03-31,IX,167.61667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2013,2012,WPI0101,2013-03-31,IX,219.96667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2013,2012,WPI010101,2013-03-31,IX,211.825
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2013,2012,WPI010102,2013-03-31,IX,201.925
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2013,2012,WPI0102,2013-03-31,IX,186.49167
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2013,2012,WPI0103,2013-03-31,IX,147.05833
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2013,2012,WPI01,2013-03-31,IX,6.9
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2013,2012,WPI0101,2013-03-31,IX,11.44167
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2013,2012,WPI010101,2013-03-31,IX,10.86667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2013,2012,WPI010102,2013-03-31,IX,13.33333
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2013,2012,WPI0102,2013-03-31,IX,7.05833
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2013,2012,WPI0103,2013-03-31,IX,5.25
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2013,2012,WPI01,2013-03-31,IX,106.9
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2013,2012,WPI0101,2013-03-31,IX,111.44167
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2013,2012,WPI010101,2013-03-31,IX,110.86667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2013,2012,WPI010102,2013-03-31,IX,113.33333
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2013,2012,WPI0102,2013-03-31,IX,107.05833
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2013,2012,WPI0103,2013-03-31,IX,105.25
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2014,2013,WPI01,2014-03-31,IX,177.64167
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2014,2013,WPI0101,2014-03-31,IX,241.60833
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2014,2013,WPI010101,2014-03-31,IX,238.85
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2014,2013,WPI010102,2014-03-31,IX,213.23333
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2014,2013,WPI0102,2014-03-31,IX,205.43333
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2014,2013,WPI0103,2014-03-31,IX,151.45833
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2014,2013,WPI01,2014-03-31,IX,5.19956
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2014,2013,WPI0101,2014-03-31,IX,9.9
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2014,2013,WPI010101,2014-03-31,IX,12.31209
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2014,2013,WPI010102,2014-03-31,IX,4.45588
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2014,2013,WPI0102,2014-03-31,IX,7.1145
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2014,2013,WPI0103,2014-03-31,IX,3.0483
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2014,2013,WPI01,2014-03-31,IX,112.45833
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2014,2013,WPI0101,2014-03-31,IX,122.41667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2014,2013,WPI010101,2014-03-31,IX,124.51667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2014,2013,WPI010102,2014-03-31,IX,118.38333
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2014,2013,WPI0102,2014-03-31,IX,114.675
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2014,2013,WPI0103,2014-03-31,IX,108.45833
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2015,2014,WPI01,2015-03-31,IX,181.19167
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2015,2014,WPI0101,2015-03-31,IX,248.8
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2015,2014,WPI010101,2015-03-31,IX,253.38333
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2015,2014,WPI010102,2015-03-31,IX,212.06667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2015,2014,WPI0102,2015-03-31,IX,203.49167
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2015,2014,WPI0103,2015-03-31,IX,155.11667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2015,2014,WPI01,2015-03-31,IX,1.2
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2015,2014,WPI0101,2015-03-31,IX,2.15793
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2015,2014,WPI010101,2015-03-31,IX,5.61504
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2015,2014,WPI010102,2015-03-31,IX,-2.81571
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2015,2014,WPI0102,2015-03-31,IX,-6.11874
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2015,2014,WPI0103,2015-03-31,IX,2.5
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2015,2014,WPI01,2015-03-31,IX,113.875
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2015,2014,WPI0101,2015-03-31,IX,125.05833
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2015,2014,WPI010101,2015-03-31,IX,131.50833
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2015,2014,WPI010102,2015-03-31,IX,115.05
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2015,2014,WPI0102,2015-03-31,IX,107.65833
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2015,2014,WPI0103,2015-03-31,IX,111.225
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2016,2015,WPI01,2016-03-31,IX,176.675
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2016,2015,WPI0101,2016-03-31,IX,249.58333
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2016,2015,WPI010101,2016-03-31,IX,262.05833
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2016,2015,WPI010102,2016-03-31,IX,219.5
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2016,2015,WPI0102,2016-03-31,IX,179.75
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2016,2015,WPI0103,2016-03-31,IX,153.41667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2016,2015,WPI01,2016-03-31,IX,-3.65166
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2016,2015,WPI0101,2016-03-31,IX,-0.37982
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2016,2015,WPI010101,2016-03-31,IX,2.57271
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2016,2015,WPI010102,2016-03-31,IX,2.7
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2016,2015,WPI0102,2016-03-31,IX,-19.65322
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2016,2015,WPI0103,2016-03-31,IX,-1.78317
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2016,2015,WPI01,2016-03-31,IX,109.71667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2016,2015,WPI0101,2016-03-31,IX,124.58333
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2016,2015,WPI010101,2016-03-31,IX,134.89167
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2016,2015,WPI010102,2016-03-31,IX,118.24167
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2016,2015,WPI0102,2016-03-31,IX,86.5
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2016,2015,WPI0103,2016-03-31,IX,109.24167
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2017,2016,WPI01,2017-03-31,IX,183.04348
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2017,2016,WPI0101,2017-03-31,IX,261.50435
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2017,2016,WPI010101,2017-03-31,IX,275.52609
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2017,2016,WPI010102,2017-03-31,IX,229.90435
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2017,2016,WPI0102,2017-03-31,IX,189.3
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2004_05,AFY,ANNUAL_AVE,2017,2016,WPI0103,2017-03-31,IX,157.31739
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2017,2016,WPI01,2017-03-31,IX,1.731733
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2017,2016,WPI0101,2017-03-31,IX,3.5
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2017,2016,WPI010101,2017-03-31,IX,4.027924
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2017,2016,WPI010102,2017-03-31,IX,3.4
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2017,2016,WPI0102,2017-03-31,IX,-0.2
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANL_VAR,2017,2016,WPI0103,2017-03-31,IX,1.4
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2017,2016,WPI01,2017-03-31,IX,111.61667
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2017,2016,WPI0101,2017-03-31,IX,128.85
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2017,2016,WPI010101,2017-03-31,IX,140.325
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2017,2016,WPI010102,2017-03-31,IX,122.18333
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2017,2016,WPI0102,2017-03-31,IX,86.275
RBI:WHOLE_PRICE_INDEX_AVG_VAR_RN(1.0),N_A,BY_2011_12,AFY,ANNUAL_AVE,2017,2016,WPI0103,2017-03-31,IX,110.70833
