DATAFLOW,AUDST,BASE_PER,COMD_ITEM,FREQ,REPYEAREND,REPYEARSTART,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2002,2001,2001-09-30,IX,334.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2002,2001,2001-09-30,IX,310.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2002,2001,2001-09-30,IX,317.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_PSTI,M,2002,2001,2001-09-30,IX,365.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_FDGP,M,2002,2001,2001-10-31,IX,309.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG,M,2002,2001,2001-10-31,IX,315.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2002,2001,2001-10-31,IX,335.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2002,2001,2001-10-31,IX,310.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2002,2001,2001-10-31,IX,318.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_PSTI,M,2002,2001,2001-10-31,IX,365.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_FDGP,M,2002,2001,2001-11-30,IX,310.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG,M,2002,2001,2001-11-30,IX,316.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2002,2001,2001-11-30,IX,336.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2002,2001,2001-11-30,IX,310.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2002,2001,2001-11-30,IX,319.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_PSTI,M,2002,2001,2001-11-30,IX,366.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_FDGP,M,2002,2001,2001-12-31,IX,307.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG,M,2002,2001,2001-12-31,IX,314.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2002,2001,2001-12-31,IX,337.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2002,2001,2001-12-31,IX,311.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2002,2001,2001-12-31,IX,322.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_PSTI,M,2002,2001,2001-12-31,IX,367.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_FDGP,M,2002,2001,2002-01-31,IX,301.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG,M,2002,2001,2002-01-31,IX,311.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2002,2001,2002-01-31,IX,337.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2002,2001,2002-01-31,IX,312.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2002,2001,2002-01-31,IX,323.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_PSTI,M,2002,2001,2002-01-31,IX,369.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_FDGP,M,2002,2001,2002-02-28,IX,301.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG,M,2002,2001,2002-02-28,IX,311.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2002,2001,2002-02-28,IX,338.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2002,2001,2002-02-28,IX,313.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2002,2001,2002-02-28,IX,324.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_PSTI,M,2002,2001,2002-02-28,IX,369.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_FDGP,M,2002,2001,2002-03-31,IX,301.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG,M,2002,2001,2002-03-31,IX,311.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2002,2001,2002-03-31,IX,338.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2002,2001,2002-03-31,IX,314.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2002,2001,2002-03-31,IX,324.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_PSTI,M,2002,2001,2002-03-31,IX,369.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_FDGP,M,2003,2002,2002-04-30,IX,302.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG,M,2003,2002,2002-04-30,IX,312.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2003,2002,2002-04-30,IX,339.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2003,2002,2002-04-30,IX,317.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2003,2002,2002-04-30,IX,325.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_PSTI,M,2003,2002,2002-04-30,IX,372.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_FDGP,M,2003,2002,2002-05-31,IX,303.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG,M,2003,2002,2002-05-31,IX,313.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2003,2002,2002-05-31,IX,340.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2003,2002,2002-05-31,IX,320.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2003,2002,2002-05-31,IX,326.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_PSTI,M,2003,2002,2002-05-31,IX,373.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_FDGP,M,2003,2002,2002-06-30,IX,307.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG,M,2003,2002,2002-06-30,IX,317.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2003,2002,2002-06-30,IX,342.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2003,2002,2002-06-30,IX,322.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2003,2002,2002-06-30,IX,328.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_PSTI,M,2003,2002,2002-06-30,IX,374.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_FDGP,M,2003,2002,2002-07-31,IX,310.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG,M,2003,2002,2002-07-31,IX,319.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2003,2002,2002-07-31,IX,343.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2003,2002,2002-07-31,IX,324.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2003,2002,2002-07-31,IX,328.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_PSTI,M,2003,2002,2002-07-31,IX,372.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_FDGP,M,2003,2002,2002-08-31,IX,314.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG,M,2003,2002,2002-08-31,IX,321.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2003,2002,2002-08-31,IX,344.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2003,2002,2002-08-31,IX,324.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2003,2002,2002-08-31,IX,329.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_PSTI,M,2003,2002,2002-08-31,IX,372.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_FDGP,M,2003,2002,2002-09-30,IX,316.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG,M,2003,2002,2002-09-30,IX,323.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2003,2002,2002-09-30,IX,345.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2003,2002,2002-09-30,IX,325.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2003,2002,2002-09-30,IX,330.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_PSTI,M,2003,2002,2002-09-30,IX,372.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_FDGP,M,2003,2002,2002-10-31,IX,317.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG,M,2003,2002,2002-10-31,IX,324.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2003,2002,2002-10-31,IX,346.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2003,2002,2002-10-31,IX,327.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2003,2002,2002-10-31,IX,331.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_PSTI,M,2003,2002,2002-10-31,IX,372.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_FDGP,M,2003,2002,2002-11-30,IX,319.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG,M,2003,2002,2002-11-30,IX,326.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2003,2002,2002-11-30,IX,346.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2003,2002,2002-11-30,IX,326.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2003,2002,2002-11-30,IX,331.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_PSTI,M,2003,2002,2002-11-30,IX,374.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_FDGP,M,2003,2002,2002-12-31,IX,316.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG,M,2003,2002,2002-12-31,IX,324.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2003,2002,2002-12-31,IX,347.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2003,2002,2002-12-31,IX,327.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2003,2002,2002-12-31,IX,332.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_PSTI,M,2003,2002,2002-12-31,IX,375.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_FDGP,M,2003,2002,2003-01-31,IX,313.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG,M,2003,2002,2003-01-31,IX,322.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2003,2002,2003-01-31,IX,347.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2003,2002,2003-01-31,IX,328.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2003,2002,2003-01-31,IX,332.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_PSTI,M,2003,2002,2003-01-31,IX,379.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_FDGP,M,2003,2002,2003-02-28,IX,315.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG,M,2003,2002,2003-02-28,IX,324.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2003,2002,2003-02-28,IX,348.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2003,2002,2003-02-28,IX,329.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2003,2002,2003-02-28,IX,333.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_PSTI,M,2003,2002,2003-02-28,IX,383.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_FDGP,M,2003,2002,2003-03-31,IX,318.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG,M,2003,2002,2003-03-31,IX,326.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2003,2002,2003-03-31,IX,349.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2003,2002,2003-03-31,IX,329.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2003,2002,2003-03-31,IX,334.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_PSTI,M,2003,2002,2003-03-31,IX,382.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_FDGP,M,2004,2003,2003-04-30,IX,320.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG,M,2004,2003,2003-04-30,IX,328.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2004,2003,2003-04-30,IX,350.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2004,2003,2003-04-30,IX,328.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2004,2003,2003-04-30,IX,335.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_PSTI,M,2004,2003,2003-04-30,IX,383.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_FDGP,M,2004,2003,2003-05-31,IX,322.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG,M,2004,2003,2003-05-31,IX,329.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2004,2003,2003-05-31,IX,351.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2004,2003,2003-05-31,IX,330.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2004,2003,2003-05-31,IX,336.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_PSTI,M,2004,2003,2003-05-31,IX,383.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_FDGP,M,2004,2003,2003-06-30,IX,325.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG,M,2004,2003,2003-06-30,IX,332.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2004,2003,2003-06-30,IX,352.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2004,2003,2003-06-30,IX,331.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2004,2003,2003-06-30,IX,336.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_PSTI,M,2004,2003,2003-06-30,IX,388.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_FDGP,M,2004,2003,2003-07-31,IX,328.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG,M,2004,2003,2003-07-31,IX,334.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2004,2003,2003-07-31,IX,353.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2004,2003,2003-07-31,IX,332.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2004,2003,2003-07-31,IX,336.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_PSTI,M,2004,2003,2003-07-31,IX,388.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_FDGP,M,2004,2003,2003-08-31,IX,327.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG,M,2004,2003,2003-08-31,IX,333.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2004,2003,2003-08-31,IX,354.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2004,2003,2003-08-31,IX,334.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2004,2003,2003-08-31,IX,338.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_PSTI,M,2004,2003,2003-08-31,IX,385.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_FDGP,M,2004,2003,2003-09-30,IX,327.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG,M,2004,2003,2003-09-30,IX,334.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2004,2003,2003-09-30,IX,355.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2004,2003,2003-09-30,IX,334.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2004,2003,2003-09-30,IX,339.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_PSTI,M,2004,2003,2003-09-30,IX,385.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_FDGP,M,2004,2003,2003-10-31,IX,328.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG,M,2004,2003,2003-10-31,IX,335.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2004,2003,2003-10-31,IX,356.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2004,2003,2003-10-31,IX,335.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2004,2003,2003-10-31,IX,340.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_PSTI,M,2004,2003,2003-10-31,IX,386.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_FDGP,M,2004,2003,2003-11-30,IX,328.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG,M,2004,2003,2003-11-30,IX,335.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2004,2003,2003-11-30,IX,357.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2004,2003,2003-11-30,IX,335.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2004,2003,2003-11-30,IX,341.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_PSTI,M,2004,2003,2003-11-30,IX,387.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_FDGP,M,2004,2003,2003-12-31,IX,326.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG,M,2004,2003,2003-12-31,IX,334.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2004,2003,2003-12-31,IX,358.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2004,2003,2003-12-31,IX,335.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2004,2003,2003-12-31,IX,342.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_PSTI,M,2004,2003,2003-12-31,IX,388.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_FDGP,M,2004,2003,2004-01-31,IX,326.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG,M,2004,2003,2004-01-31,IX,334.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_CBF,M,2004,2003,2004-01-31,IX,359.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_FL,M,2004,2003,2004-01-31,IX,336.0
RBI:CPI_RL_RN(1.0),N_A,BY_1986-87,CO_GIAG_MS,M,2004,2003,2004-01-31,IX,343.0
