DATAFLOW,AUDST,CURRENCY,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2025-11-24,INR,102.7824
RBI:FOREX_RATE_D_RN(1.0),N_A,GBP,D,2026,2025,0,2025-11-24,INR,116.8997
RBI:FOREX_RATE_D_RN(1.0),N_A,JPY,D,2026,2025,0,2025-11-24,INR,56.94
RBI:FOREX_RATE_D_RN(1.0),N_A,USD,D,2026,2025,0,2025-11-24,INR,89.1919
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2025-11-25,INR,102.7728
RBI:FOREX_RATE_D_RN(1.0),N_A,GBP,D,2026,2025,0,2025-11-25,INR,116.8966
RBI:FOREX_RATE_D_RN(1.0),N_A,JPY,D,2026,2025,0,2025-11-25,INR,56.93
RBI:FOREX_RATE_D_RN(1.0),N_A,USD,D,2026,2025,0,2025-11-25,INR,89.2213
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2025-11-26,INR,103.4925
RBI:FOREX_RATE_D_RN(1.0),N_A,GBP,D,2026,2025,0,2025-11-26,INR,117.7755
RBI:FOREX_RATE_D_RN(1.0),N_A,JPY,D,2026,2025,0,2025-11-26,INR,57.17
RBI:FOREX_RATE_D_RN(1.0),N_A,USD,D,2026,2025,0,2025-11-26,INR,89.2649
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2025-11-27,INR,103.6128
RBI:FOREX_RATE_D_RN(1.0),N_A,GBP,D,2026,2025,0,2025-11-27,INR,118.4166
RBI:FOREX_RATE_D_RN(1.0),N_A,JPY,D,2026,2025,0,2025-11-27,INR,57.24
RBI:FOREX_RATE_D_RN(1.0),N_A,USD,D,2026,2025,0,2025-11-27,INR,89.2942
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2025-11-28,INR,103.6309
RBI:FOREX_RATE_D_RN(1.0),N_A,GBP,D,2026,2025,0,2025-11-28,INR,118.2694
RBI:FOREX_RATE_D_RN(1.0),N_A,JPY,D,2026,2025,0,2025-11-28,INR,57.2
RBI:FOREX_RATE_D_RN(1.0),N_A,USD,D,2026,2025,0,2025-11-28,INR,89.4557
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2025-12-01,INR,104.0469
RBI:FOREX_RATE_D_RN(1.0),N_A,GBP,D,2026,2025,0,2025-12-01,INR,118.6285
RBI:FOREX_RATE_D_RN(1.0),N_A,JPY,D,2026,2025,0,2025-12-01,INR,57.65
RBI:FOREX_RATE_D_RN(1.0),N_A,USD,D,2026,2025,0,2025-12-01,INR,89.7436
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2026-01-01,INR,105.6915
RBI:FOREX_RATE_D_RN(1.0),N_A,GBP,D,2026,2025,0,2026-01-01,INR,121.2476
RBI:FOREX_RATE_D_RN(1.0),N_A,JPY,D,2026,2025,0,2026-01-01,INR,57.42
RBI:FOREX_RATE_D_RN(1.0),N_A,USD,D,2026,2025,0,2026-01-01,INR,89.9792
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2026-01-02,INR,105.8401
RBI:FOREX_RATE_D_RN(1.0),N_A,GBP,D,2026,2025,0,2026-01-02,INR,121.351
RBI:FOREX_RATE_D_RN(1.0),N_A,JPY,D,2026,2025,0,2026-01-02,INR,57.42
RBI:FOREX_RATE_D_RN(1.0),N_A,USD,D,2026,2025,0,2026-01-02,INR,90.1242
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2026-01-05,INR,105.523
RBI:FOREX_RATE_D_RN(1.0),N_A,GBP,D,2026,2025,0,2026-01-05,INR,121.278
RBI:FOREX_RATE_D_RN(1.0),N_A,JPY,D,2026,2025,0,2026-01-05,INR,57.48
RBI:FOREX_RATE_D_RN(1.0),N_A,USD,D,2026,2025,0,2026-01-05,INR,90.2729
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2026-01-06,INR,105.807
RBI:FOREX_RATE_D_RN(1.0),N_A,GBP,D,2026,2025,0,2026-01-06,INR,122.2139
RBI:FOREX_RATE_D_RN(1.0),N_A,JPY,D,2026,2025,0,2026-01-06,INR,57.65
RBI:FOREX_RATE_D_RN(1.0),N_A,USD,D,2026,2025,0,2026-01-06,INR,90.181
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2026-01-07,INR,105.1784
RBI:FOREX_RATE_D_RN(1.0),N_A,GBP,D,2026,2025,0,2026-01-07,INR,121.4887
RBI:FOREX_RATE_D_RN(1.0),N_A,JPY,D,2026,2025,0,2026-01-07,INR,57.53
RBI:FOREX_RATE_D_RN(1.0),N_A,USD,D,2026,2025,0,2026-01-07,INR,89.9432
RBI:FOREX_RATE_D_RN(1.0),N_A,EUR,D,2026,2025,0,2026-01-08,INR,104.995
RBI:FOREX_RATE_D_RN(1.0),N_A,GBP,D,2026,2025,0,2026-01-08,INR,120.972
RBI:FOREX_RATE_D_RN(1.0),N_A,JPY,D,2026,2025,0,2026-01-08,INR,57.42
RBI:FOREX_RATE_D_RN(1.0),N_A,USD,D,2026,2025,0,2026-01-08,INR,89.893
