DATAFLOW,AUDST,AVG_MONTH_RN,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:FW_PRE_RN(1.0),N_A,3_MON,M,2003,2002,0,2002-04-30,INR,6.12
RBI:FW_PRE_RN(1.0),N_A,6_MON,M,2003,2002,0,2002-04-30,INR,6.06
RBI:FW_PRE_RN(1.0),N_A,1_MON,M,2002,2001,0,2002-03-31,INR,6.91
RBI:FW_PRE_RN(1.0),N_A,3_MON,M,2002,2001,0,2002-03-31,INR,6.46
RBI:FW_PRE_RN(1.0),N_A,6_MON,M,2002,2001,0,2002-03-31,INR,5.93
RBI:FW_PRE_RN(1.0),N_A,6_MON,M,2002,2001,0,2002-02-28,INR,5.46
RBI:FW_PRE_RN(1.0),N_A,1_MON,M,2002,2001,0,2002-02-28,INR,5.05
RBI:FW_PRE_RN(1.0),N_A,3_MON,M,2002,2001,0,2002-02-28,INR,5.49
RBI:FW_PRE_RN(1.0),N_A,3_MON,M,2002,2001,0,2002-01-31,INR,6.0
RBI:FW_PRE_RN(1.0),N_A,6_MON,M,2002,2001,0,2002-01-31,INR,5.99
RBI:FW_PRE_RN(1.0),N_A,1_MON,M,2002,2001,0,2002-01-31,INR,5.7
RBI:FW_PRE_RN(1.0),N_A,3_MON,M,2002,2001,0,2001-12-31,INR,6.34
RBI:FW_PRE_RN(1.0),N_A,1_MON,M,2002,2001,0,2001-12-31,INR,6.44
RBI:FW_PRE_RN(1.0),N_A,6_MON,M,2002,2001,0,2001-12-31,INR,6.36
RBI:FW_PRE_RN(1.0),N_A,3_MON,M,2002,2001,0,2001-11-30,INR,6.16
RBI:FW_PRE_RN(1.0),N_A,1_MON,M,2002,2001,0,2001-11-30,INR,5.72
RBI:FW_PRE_RN(1.0),N_A,6_MON,M,2002,2001,0,2001-11-30,INR,6.21
RBI:FW_PRE_RN(1.0),N_A,3_MON,M,2002,2001,0,2001-10-31,INR,6.02
RBI:FW_PRE_RN(1.0),N_A,1_MON,M,2002,2001,0,2001-10-31,INR,5.91
RBI:FW_PRE_RN(1.0),N_A,6_MON,M,2002,2001,0,2001-10-31,INR,6.03
RBI:FW_PRE_RN(1.0),N_A,6_MON,M,2002,2001,0,2001-09-30,INR,5.5
RBI:FW_PRE_RN(1.0),N_A,3_MON,M,2002,2001,0,2001-09-30,INR,5.6
RBI:FW_PRE_RN(1.0),N_A,1_MON,M,2002,2001,0,2001-09-30,INR,5.57
RBI:FW_PRE_RN(1.0),N_A,6_MON,M,2002,2001,0,2001-08-31,INR,4.71
RBI:FW_PRE_RN(1.0),N_A,1_MON,M,2002,2001,0,2001-08-31,INR,4.19
RBI:FW_PRE_RN(1.0),N_A,3_MON,M,2002,2001,0,2001-08-31,INR,4.52
RBI:FW_PRE_RN(1.0),N_A,3_MON,M,2002,2001,0,2001-07-31,INR,4.5
RBI:FW_PRE_RN(1.0),N_A,1_MON,M,2002,2001,0,2001-07-31,INR,4.22
RBI:FW_PRE_RN(1.0),N_A,6_MON,M,2002,2001,0,2001-07-31,INR,4.73
RBI:FW_PRE_RN(1.0),N_A,3_MON,M,2002,2001,0,2001-06-30,INR,4.82
RBI:FW_PRE_RN(1.0),N_A,6_MON,M,2002,2001,0,2001-06-30,INR,4.95
RBI:FW_PRE_RN(1.0),N_A,1_MON,M,2002,2001,0,2001-06-30,INR,4.43
RBI:FW_PRE_RN(1.0),N_A,6_MON,M,2002,2001,0,2001-05-31,INR,5.06
RBI:FW_PRE_RN(1.0),N_A,1_MON,M,2002,2001,0,2001-05-31,INR,5.02
RBI:FW_PRE_RN(1.0),N_A,3_MON,M,2002,2001,0,2001-05-31,INR,4.95
RBI:FW_PRE_RN(1.0),N_A,1_MON,M,2002,2001,0,2001-04-30,INR,3.95
RBI:FW_PRE_RN(1.0),N_A,6_MON,M,2002,2001,0,2001-04-30,INR,4.84
RBI:FW_PRE_RN(1.0),N_A,3_MON,M,2002,2001,0,2001-04-30,INR,4.51
RBI:FW_PRE_RN(1.0),N_A,1_MON,M,2001,2000,0,2001-03-31,INR,4.34
RBI:FW_PRE_RN(1.0),N_A,6_MON,M,2001,2000,0,2001-03-31,INR,4.55
RBI:FW_PRE_RN(1.0),N_A,3_MON,M,2001,2000,0,2001-03-31,INR,4.44
RBI:FW_PRE_RN(1.0),N_A,1_MON,M,2001,2000,0,2001-02-28,INR,3.6
RBI:FW_PRE_RN(1.0),N_A,6_MON,M,2001,2000,0,2001-02-28,INR,4.33
RBI:FW_PRE_RN(1.0),N_A,3_MON,M,2001,2000,0,2001-02-28,INR,4.15
RBI:FW_PRE_RN(1.0),N_A,6_MON,M,2001,2000,0,2001-01-31,INR,4.32
RBI:FW_PRE_RN(1.0),N_A,1_MON,M,2001,2000,0,2001-01-31,INR,4.24
RBI:FW_PRE_RN(1.0),N_A,3_MON,M,2001,2000,0,2001-01-31,INR,4.24
