DATAFLOW,AUDST,CURRENCY,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2024,2023,0,2023-04-30,INR,0.6136
RBI:AVG_FOR_RAT_RN(1.0),N_A,USD,M,2024,2023,0,2023-04-30,INR,82.0208
RBI:AVG_FOR_RAT_RN(1.0),N_A,GBP,M,2024,2023,0,2023-04-30,INR,101.9777
RBI:AVG_FOR_RAT_RN(1.0),N_A,USD,M,2023,2022,0,2023-03-31,INR,82.2886
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2023,2022,0,2023-03-31,INR,0.6152
RBI:AVG_FOR_RAT_RN(1.0),N_A,GBP,M,2023,2022,0,2023-03-31,INR,99.8087
RBI:AVG_FOR_RAT_RN(1.0),N_A,EUR,M,2023,2022,0,2023-03-31,INR,88.04
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2023,2022,0,2023-02-28,INR,0.622
RBI:AVG_FOR_RAT_RN(1.0),N_A,GBP,M,2023,2022,0,2023-02-28,INR,99.8971
RBI:AVG_FOR_RAT_RN(1.0),N_A,USD,M,2023,2022,0,2023-02-28,INR,82.6085
RBI:AVG_FOR_RAT_RN(1.0),N_A,EUR,M,2023,2022,0,2023-02-28,INR,88.5322
RBI:AVG_FOR_RAT_RN(1.0),N_A,USD,M,2023,2022,0,2023-01-31,INR,81.8996
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2023,2022,0,2023-01-31,INR,0.628
RBI:AVG_FOR_RAT_RN(1.0),N_A,EUR,M,2023,2022,0,2023-01-31,INR,88.2133
RBI:AVG_FOR_RAT_RN(1.0),N_A,GBP,M,2023,2022,0,2023-01-31,INR,100.0794
RBI:AVG_FOR_RAT_RN(1.0),N_A,GBP,M,2023,2022,0,2022-12-31,INR,100.3912
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2023,2022,0,2022-12-31,INR,0.6114
RBI:AVG_FOR_RAT_RN(1.0),N_A,EUR,M,2023,2022,0,2022-12-31,INR,87.2945
RBI:AVG_FOR_RAT_RN(1.0),N_A,USD,M,2023,2022,0,2022-12-31,INR,82.4642
RBI:AVG_FOR_RAT_RN(1.0),N_A,GBP,M,2023,2022,0,2022-11-30,INR,96.086
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2023,2022,0,2022-11-30,INR,0.5755
RBI:AVG_FOR_RAT_RN(1.0),N_A,EUR,M,2023,2022,0,2022-11-30,INR,83.4606
RBI:AVG_FOR_RAT_RN(1.0),N_A,USD,M,2023,2022,0,2022-11-30,INR,81.8105
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2023,2022,0,2022-10-31,INR,0.56
RBI:AVG_FOR_RAT_RN(1.0),N_A,USD,M,2023,2022,0,2022-10-31,INR,82.3401
RBI:AVG_FOR_RAT_RN(1.0),N_A,EUR,M,2023,2022,0,2022-10-31,INR,80.8815
RBI:AVG_FOR_RAT_RN(1.0),N_A,GBP,M,2023,2022,0,2022-10-31,INR,92.8193
RBI:AVG_FOR_RAT_RN(1.0),N_A,GBP,M,2023,2022,0,2022-09-30,INR,90.8547
RBI:AVG_FOR_RAT_RN(1.0),N_A,USD,M,2023,2022,0,2022-09-30,INR,80.2316
RBI:AVG_FOR_RAT_RN(1.0),N_A,EUR,M,2023,2022,0,2022-09-30,INR,79.459
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2023,2022,0,2022-09-30,INR,0.5607
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2023,2022,0,2022-08-31,INR,0.588
RBI:AVG_FOR_RAT_RN(1.0),N_A,GBP,M,2023,2022,0,2022-08-31,INR,95.411
RBI:AVG_FOR_RAT_RN(1.0),N_A,USD,M,2023,2022,0,2022-08-31,INR,79.555
RBI:AVG_FOR_RAT_RN(1.0),N_A,EUR,M,2023,2022,0,2022-08-31,INR,80.501
RBI:AVG_FOR_RAT_RN(1.0),N_A,USD,M,2023,2022,0,2022-07-31,INR,79.6016
RBI:AVG_FOR_RAT_RN(1.0),N_A,EUR,M,2023,2022,0,2022-07-31,INR,81.1492
RBI:AVG_FOR_RAT_RN(1.0),N_A,GBP,M,2023,2022,0,2022-07-31,INR,95.4947
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2023,2022,0,2022-07-31,INR,0.5823
RBI:AVG_FOR_RAT_RN(1.0),N_A,GBP,M,2023,2022,0,2022-06-30,INR,96.2423
RBI:AVG_FOR_RAT_RN(1.0),N_A,EUR,M,2023,2022,0,2022-06-30,INR,82.5586
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2023,2022,0,2022-06-30,INR,0.5832
RBI:AVG_FOR_RAT_RN(1.0),N_A,USD,M,2023,2022,0,2022-06-30,INR,78.0746
RBI:AVG_FOR_RAT_RN(1.0),N_A,USD,M,2023,2022,0,2022-05-31,INR,77.3193
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2023,2022,0,2022-05-31,INR,0.6002
RBI:AVG_FOR_RAT_RN(1.0),N_A,GBP,M,2023,2022,0,2022-05-31,INR,96.3058
RBI:AVG_FOR_RAT_RN(1.0),N_A,EUR,M,2023,2022,0,2022-05-31,INR,81.8147
RBI:AVG_FOR_RAT_RN(1.0),N_A,GBP,M,2023,2022,0,2022-04-30,INR,98.4685
RBI:AVG_FOR_RAT_RN(1.0),N_A,USD,M,2023,2022,0,2022-04-30,INR,76.1678
RBI:AVG_FOR_RAT_RN(1.0),N_A,EUR,M,2023,2022,0,2022-04-30,INR,82.2865
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2023,2022,0,2022-04-30,INR,0.602
RBI:AVG_FOR_RAT_RN(1.0),N_A,GBP,M,2022,2021,0,2022-03-31,INR,100.3905
RBI:AVG_FOR_RAT_RN(1.0),N_A,EUR,M,2022,2021,0,2022-03-31,INR,83.9301
RBI:AVG_FOR_RAT_RN(1.0),N_A,USD,M,2022,2021,0,2022-03-31,INR,76.2445
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2022,2021,0,2022-03-31,INR,0.6427
RBI:AVG_FOR_RAT_RN(1.0),N_A,USD,M,2022,2021,0,2022-02-28,INR,75.0031
RBI:AVG_FOR_RAT_RN(1.0),N_A,EUR,M,2022,2021,0,2022-02-28,INR,84.9742
RBI:AVG_FOR_RAT_RN(1.0),N_A,GBP,M,2022,2021,0,2022-02-28,INR,101.5163
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2022,2021,0,2022-02-28,INR,0.651
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2022,2021,0,2022-01-31,INR,0.6477
RBI:AVG_FOR_RAT_RN(1.0),N_A,EUR,M,2022,2021,0,2022-01-31,INR,84.3004
RBI:AVG_FOR_RAT_RN(1.0),N_A,USD,M,2022,2021,0,2022-01-31,INR,74.4416
RBI:AVG_FOR_RAT_RN(1.0),N_A,GBP,M,2022,2021,0,2022-01-31,INR,100.9567
RBI:AVG_FOR_RAT_RN(1.0),N_A,GBP,M,2022,2021,0,2021-12-31,INR,100.2905
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2022,2021,0,2021-12-31,INR,0.6616
RBI:AVG_FOR_RAT_RN(1.0),N_A,EUR,M,2022,2021,0,2021-12-31,INR,85.1921
RBI:AVG_FOR_RAT_RN(1.0),N_A,USD,M,2022,2021,0,2021-12-31,INR,75.3725
RBI:AVG_FOR_RAT_RN(1.0),N_A,GBP,M,2022,2021,0,2021-11-30,INR,100.2397
RBI:AVG_FOR_RAT_RN(1.0),N_A,USD,M,2022,2021,0,2021-11-30,INR,74.4965
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2022,2021,0,2021-11-30,INR,0.6532
RBI:AVG_FOR_RAT_RN(1.0),N_A,EUR,M,2022,2021,0,2021-11-30,INR,84.9463
RBI:AVG_FOR_RAT_RN(1.0),N_A,GBP,M,2022,2021,0,2021-10-31,INR,102.4805
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2022,2021,0,2021-10-31,INR,0.6631
RBI:AVG_FOR_RAT_RN(1.0),N_A,USD,M,2022,2021,0,2021-10-31,INR,74.9153
RBI:AVG_FOR_RAT_RN(1.0),N_A,EUR,M,2022,2021,0,2021-10-31,INR,86.8975
RBI:AVG_FOR_RAT_RN(1.0),N_A,JPY,M,2022,2021,0,2021-09-30,INR,0.6676
RBI:AVG_FOR_RAT_RN(1.0),N_A,EUR,M,2022,2021,0,2021-09-30,INR,86.6013
RBI:AVG_FOR_RAT_RN(1.0),N_A,GBP,M,2022,2021,0,2021-09-30,INR,101.0523
RBI:AVG_FOR_RAT_RN(1.0),N_A,USD,M,2022,2021,0,2021-09-30,INR,73.5634
RBI:AVG_FOR_RAT_RN(1.0),N_A,EUR,M,2022,2021,0,2021-08-31,INR,87.3473
RBI:AVG_FOR_RAT_RN(1.0),N_A,USD,M,2022,2021,0,2021-08-31,INR,74.1846
