DATAFLOW,AUDST,CURRENCY,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:FOREX_RATE_A_RN(1.0),N_A,JPY,AFY,1989,1988,0,1988-12-31,INR,10.87
RBI:FOREX_RATE_A_RN(1.0),N_A,USD,AFY,1989,1988,0,1988-12-31,INR,13.9147
RBI:FOREX_RATE_A_RN(1.0),N_A,USD,AFY,1988,1987,0,1987-12-31,INR,12.9552
RBI:FOREX_RATE_A_RN(1.0),N_A,GBP,AFY,1988,1987,0,1987-12-31,INR,21.2366
RBI:FOREX_RATE_A_RN(1.0),N_A,JPY,AFY,1988,1987,0,1987-12-31,INR,8.98
RBI:FOREX_RATE_A_RN(1.0),N_A,SDR,AFY,1988,1987,0,1987-12-31,INR,16.7617
RBI:FOREX_RATE_A_RN(1.0),N_A,EUR,AFY,1988,1987,0,1987-12-31,INR,7.2207
RBI:FOREX_RATE_A_RN(1.0),N_A,JPY,AFY,1987,1986,0,1986-12-31,INR,7.54
RBI:FOREX_RATE_A_RN(1.0),N_A,GBP,AFY,1987,1986,0,1986-12-31,INR,18.4924
RBI:FOREX_RATE_A_RN(1.0),N_A,USD,AFY,1987,1986,0,1986-12-31,INR,12.6053
RBI:FOREX_RATE_A_RN(1.0),N_A,EUR,AFY,1987,1986,0,1986-12-31,INR,5.8414
RBI:FOREX_RATE_A_RN(1.0),N_A,SDR,AFY,1987,1986,0,1986-12-31,INR,14.8083
