DATAFLOW,AUDST,CURRENCY,FREQ,RANGE_RT_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:FOREX_RT_REF_RN(1.0),N_A,USD,M,N_A,2021,2020,0,2020-12-31,INR,146.94740000000002
RBI:FOREX_RT_REF_RN(1.0),N_A,GBP,M,N_A,2021,2020,0,2020-11-30,INR,194.72609999999997
RBI:FOREX_RT_REF_RN(1.0),N_A,EUR,M,N_A,2021,2020,0,2020-11-30,INR,174.8131
RBI:FOREX_RT_REF_RN(1.0),N_A,USD,M,N_A,2021,2020,0,2020-11-30,INR,148.4898
RBI:FOREX_RT_REF_RN(1.0),N_A,JPY,M,N_A,2021,2020,0,2020-11-30,INR,142.03
RBI:FOREX_RT_REF_RN(1.0),N_A,USD,M,N_A,2021,2020,0,2020-10-31,INR,147.1835
RBI:FOREX_RT_REF_RN(1.0),N_A,GBP,M,N_A,2021,2020,0,2020-10-31,INR,191.3955
RBI:FOREX_RT_REF_RN(1.0),N_A,EUR,M,N_A,2021,2020,0,2020-10-31,INR,173.1495
RBI:FOREX_RT_REF_RN(1.0),N_A,JPY,M,N_A,2021,2020,0,2020-10-31,INR,139.98000000000002
RBI:FOREX_RT_REF_RN(1.0),N_A,EUR,M,N_A,2021,2020,0,2020-09-30,INR,172.9512
RBI:FOREX_RT_REF_RN(1.0),N_A,JPY,M,N_A,2021,2020,0,2020-09-30,INR,139.14
RBI:FOREX_RT_REF_RN(1.0),N_A,USD,M,N_A,2021,2020,0,2020-09-30,INR,146.745
RBI:FOREX_RT_REF_RN(1.0),N_A,GBP,M,N_A,2021,2020,0,2020-09-30,INR,191.11520000000002
RBI:FOREX_RT_REF_RN(1.0),N_A,GBP,M,N_A,2021,2020,0,2020-08-31,INR,196.4202
RBI:FOREX_RT_REF_RN(1.0),N_A,EUR,M,N_A,2021,2020,0,2020-08-31,INR,176.3501
RBI:FOREX_RT_REF_RN(1.0),N_A,JPY,M,N_A,2021,2020,0,2020-08-31,INR,140.04000000000002
RBI:FOREX_RT_REF_RN(1.0),N_A,USD,M,N_A,2021,2020,0,2020-08-31,INR,148.4422
RBI:FOREX_RT_REF_RN(1.0),N_A,GBP,M,N_A,2021,2020,0,2020-07-31,INR,191.44389999999999
RBI:FOREX_RT_REF_RN(1.0),N_A,JPY,M,N_A,2021,2020,0,2020-07-31,INR,140.99
RBI:FOREX_RT_REF_RN(1.0),N_A,EUR,M,N_A,2021,2020,0,2020-07-31,INR,172.9223
RBI:FOREX_RT_REF_RN(1.0),N_A,USD,M,N_A,2021,2020,0,2020-07-31,INR,150.2635
RBI:FOREX_RT_REF_RN(1.0),N_A,EUR,M,N_A,2021,2020,0,2020-06-30,INR,170.13760000000002
RBI:FOREX_RT_REF_RN(1.0),N_A,USD,M,N_A,2021,2020,0,2020-06-30,INR,151.54039999999998
RBI:FOREX_RT_REF_RN(1.0),N_A,JPY,M,N_A,2021,2020,0,2020-06-30,INR,140.3
RBI:FOREX_RT_REF_RN(1.0),N_A,GBP,M,N_A,2021,2020,0,2020-06-30,INR,188.9889
RBI:FOREX_RT_REF_RN(1.0),N_A,GBP,M,N_A,2021,2020,0,2020-05-31,INR,186.1712
RBI:FOREX_RT_REF_RN(1.0),N_A,USD,M,N_A,2021,2020,0,2020-05-31,INR,151.32299999999998
RBI:FOREX_RT_REF_RN(1.0),N_A,EUR,M,N_A,2021,2020,0,2020-05-31,INR,165.4183
RBI:FOREX_RT_REF_RN(1.0),N_A,JPY,M,N_A,2021,2020,0,2020-05-31,INR,141.26999999999998
RBI:FOREX_RT_REF_RN(1.0),N_A,USD,M,N_A,2021,2020,0,2020-04-30,INR,151.92340000000002
RBI:FOREX_RT_REF_RN(1.0),N_A,GBP,M,N_A,2021,2020,0,2020-04-30,INR,189.1538
RBI:FOREX_RT_REF_RN(1.0),N_A,JPY,M,N_A,2021,2020,0,2020-04-30,INR,141.09
RBI:FOREX_RT_REF_RN(1.0),N_A,EUR,M,N_A,2021,2020,0,2020-04-30,INR,165.2711
RBI:FOREX_RT_REF_RN(1.0),N_A,USD,M,N_A,2020,2019,0,2020-03-31,INR,148.3942
RBI:FOREX_RT_REF_RN(1.0),N_A,GBP,M,N_A,2020,2019,0,2020-03-31,INR,183.29379999999998
RBI:FOREX_RT_REF_RN(1.0),N_A,JPY,M,N_A,2020,2019,0,2020-03-31,INR,138.79000000000002
RBI:FOREX_RT_REF_RN(1.0),N_A,EUR,M,N_A,2020,2019,0,2020-03-31,INR,164.0935
RBI:FOREX_RT_REF_RN(1.0),N_A,EUR,M,N_A,2020,2019,0,2020-02-29,INR,156.6943
RBI:FOREX_RT_REF_RN(1.0),N_A,JPY,M,N_A,2020,2019,0,2020-02-29,INR,130.51
RBI:FOREX_RT_REF_RN(1.0),N_A,USD,M,N_A,2020,2019,0,2020-02-29,INR,143.3245
RBI:FOREX_RT_REF_RN(1.0),N_A,GBP,M,N_A,2020,2019,0,2020-02-29,INR,186.1954
RBI:FOREX_RT_REF_RN(1.0),N_A,EUR,M,N_A,2020,2019,0,2020-01-31,INR,158.8752
RBI:FOREX_RT_REF_RN(1.0),N_A,USD,M,N_A,2020,2019,0,2020-01-31,INR,142.90339999999998
RBI:FOREX_RT_REF_RN(1.0),N_A,GBP,M,N_A,2020,2019,0,2020-01-31,INR,186.7803
RBI:FOREX_RT_REF_RN(1.0),N_A,JPY,M,N_A,2020,2019,0,2020-01-31,INR,131.17000000000002
RBI:FOREX_RT_REF_RN(1.0),N_A,EUR,M,N_A,2020,2019,0,2019-12-31,INR,158.3405
RBI:FOREX_RT_REF_RN(1.0),N_A,JPY,M,N_A,2020,2019,0,2019-12-31,INR,130.64
RBI:FOREX_RT_REF_RN(1.0),N_A,USD,M,N_A,2020,2019,0,2019-12-31,INR,142.49779999999998
RBI:FOREX_RT_REF_RN(1.0),N_A,GBP,M,N_A,2020,2019,0,2019-12-31,INR,187.4289
RBI:FOREX_RT_REF_RN(1.0),N_A,GBP,M,N_A,2020,2019,0,2019-11-30,INR,184.2045
RBI:FOREX_RT_REF_RN(1.0),N_A,JPY,M,N_A,2020,2019,0,2019-11-30,INR,131.28
RBI:FOREX_RT_REF_RN(1.0),N_A,USD,M,N_A,2020,2019,0,2019-11-30,INR,142.7322
RBI:FOREX_RT_REF_RN(1.0),N_A,EUR,M,N_A,2020,2019,0,2019-11-30,INR,158.0741
RBI:FOREX_RT_REF_RN(1.0),N_A,GBP,M,N_A,2020,2019,0,2019-10-31,INR,178.75060000000002
RBI:FOREX_RT_REF_RN(1.0),N_A,JPY,M,N_A,2020,2019,0,2019-10-31,INR,131.31
