DATAFLOW,AUDST,CURRENCY,FREQ,RANGE_RT_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:FOREXRT_HL_RN(1.0),N_A,GBP,M,N_A,2024,2023,0,2023-11-30,INR,207.0379
RBI:FOREXRT_HL_RN(1.0),N_A,JPY,M,N_A,2024,2023,0,2023-10-31,INR,111.17
RBI:FOREXRT_HL_RN(1.0),N_A,SDR,M,N_A,2024,2023,0,2023-10-31,INR,218.173
RBI:FOREXRT_HL_RN(1.0),N_A,GBP,M,N_A,2024,2023,0,2023-10-31,INR,202.9487
RBI:FOREXRT_HL_RN(1.0),N_A,USD,M,N_A,2024,2023,0,2023-10-31,INR,166.4264
RBI:FOREXRT_HL_RN(1.0),N_A,EUR,M,N_A,2024,2023,0,2023-10-31,INR,175.553
RBI:FOREXRT_HL_RN(1.0),N_A,USD,M,N_A,2024,2023,0,2023-09-30,INR,165.9201
RBI:FOREXRT_HL_RN(1.0),N_A,SDR,M,N_A,2024,2023,0,2023-09-30,INR,219.065
RBI:FOREXRT_HL_RN(1.0),N_A,EUR,M,N_A,2024,2023,0,2023-09-30,INR,176.9611
RBI:FOREXRT_HL_RN(1.0),N_A,GBP,M,N_A,2024,2023,0,2023-09-30,INR,205.5611
RBI:FOREXRT_HL_RN(1.0),N_A,JPY,M,N_A,2024,2023,0,2023-09-30,INR,112.44999999999999
RBI:FOREXRT_HL_RN(1.0),N_A,EUR,M,N_A,2024,2023,0,2023-08-31,INR,180.2302
RBI:FOREXRT_HL_RN(1.0),N_A,SDR,M,N_A,2024,2023,0,2023-08-31,INR,220.522
RBI:FOREXRT_HL_RN(1.0),N_A,GBP,M,N_A,2024,2023,0,2023-08-31,INR,210.178
RBI:FOREXRT_HL_RN(1.0),N_A,JPY,M,N_A,2024,2023,0,2023-08-31,INR,114.63
RBI:FOREXRT_HL_RN(1.0),N_A,USD,M,N_A,2024,2023,0,2023-08-31,INR,165.4096
RBI:FOREXRT_HL_RN(1.0),N_A,EUR,M,N_A,2024,2023,0,2023-07-31,INR,181.43880000000001
RBI:FOREXRT_HL_RN(1.0),N_A,USD,M,N_A,2024,2023,0,2023-07-31,INR,164.48610000000002
RBI:FOREXRT_HL_RN(1.0),N_A,JPY,M,N_A,2024,2023,0,2023-07-31,INR,116.07
RBI:FOREXRT_HL_RN(1.0),N_A,GBP,M,N_A,2024,2023,0,2023-07-31,INR,211.4206
RBI:FOREXRT_HL_RN(1.0),N_A,SDR,M,N_A,2024,2023,0,2023-07-31,INR,220.711
RBI:FOREXRT_HL_RN(1.0),N_A,GBP,M,N_A,2024,2023,0,2023-06-30,INR,207.4434
RBI:FOREXRT_HL_RN(1.0),N_A,EUR,M,N_A,2024,2023,0,2023-06-30,INR,178.03410000000002
RBI:FOREXRT_HL_RN(1.0),N_A,USD,M,N_A,2024,2023,0,2023-06-30,INR,164.523
RBI:FOREXRT_HL_RN(1.0),N_A,SDR,M,N_A,2024,2023,0,2023-06-30,INR,219.02100000000002
RBI:FOREXRT_HL_RN(1.0),N_A,JPY,M,N_A,2024,2023,0,2023-06-30,INR,116.05000000000001
RBI:FOREXRT_HL_RN(1.0),N_A,SDR,M,N_A,2024,2023,0,2023-05-31,INR,220.445
RBI:FOREXRT_HL_RN(1.0),N_A,JPY,M,N_A,2024,2023,0,2023-05-31,INR,119.93
RBI:FOREXRT_HL_RN(1.0),N_A,USD,M,N_A,2024,2023,0,2023-05-31,INR,164.5335
RBI:FOREXRT_HL_RN(1.0),N_A,GBP,M,N_A,2024,2023,0,2023-05-31,INR,205.6423
RBI:FOREXRT_HL_RN(1.0),N_A,EUR,M,N_A,2024,2023,0,2023-05-31,INR,178.8927
