DATAFLOW,AMOUNT_TYP_RN,AUDST,FREQ,REPYEAREND,REPYEARSTART,SMALL_SAVINGS_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2010,2009,TTL_RECEIPTS,0,2010-03-31,INR,2155620000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2011,2010,SSV1,0,2011-03-31,INR,3741280000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2011,2010,SSV2,0,2011-03-31,INR,2141969999999.9998
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2011,2010,SSV3,0,2011-03-31,INR,315830000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2011,2010,TTL_OUTSTNDINGS,0,2011-03-31,INR,6199080000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2011,2010,SSV1,0,2011-03-31,INR,1920120000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2011,2010,SSV2,0,2011-03-31,INR,313870000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2011,2010,SSV3,0,2011-03-31,INR,68370000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2011,2010,TTL_RECEIPTS,0,2011-03-31,INR,2302360000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2012,2011,SSV1,0,2012-03-31,INR,3607220000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2012,2011,SSV2,0,2012-03-31,INR,2098699999999.9998
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2012,2011,SSV3,0,2012-03-31,INR,359930000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2012,2011,TTL_OUTSTNDINGS,0,2012-03-31,INR,6065850000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2012,2011,SSV1,0,2012-03-31,INR,1665510000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2012,2011,SSV2,0,2012-03-31,INR,179790000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2012,2011,SSV3,0,2012-03-31,INR,62220000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2012,2011,TTL_RECEIPTS,0,2012-03-31,INR,1907520000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2013,2012,SSV1,0,2013-03-31,INR,3679390000000.0005
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2013,2012,SSV2,0,2013-03-31,INR,1958870000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2013,2012,SSV3,0,2013-03-31,INR,411210000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2013,2012,TTL_OUTSTNDINGS,0,2013-03-31,INR,6049470000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2013,2012,SSV1,0,2013-03-31,INR,1684080000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2013,2012,SSV2,0,2013-03-31,INR,191290000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2013,2012,SSV3,0,2013-03-31,INR,72210000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2013,2012,TTL_RECEIPTS,0,2013-03-31,INR,1947580000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2014,2013,SSV1,0,2014-03-31,INR,3866310000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2014,2013,SSV2,0,2014-03-31,INR,1882580000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2014,2013,SSV3,0,2014-03-31,INR,466080000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2014,2013,TTL_OUTSTNDINGS,0,2014-03-31,INR,6214970000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2014,2013,SSV1,0,2014-03-31,INR,1780400000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2014,2013,SSV2,0,2014-03-31,INR,169459999999.99997
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2014,2013,SSV3,0,2014-03-31,INR,70740000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2014,2013,TTL_RECEIPTS,0,2014-03-31,INR,2020600000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2015,2014,SSV1,0,2015-03-31,INR,3961810000000.0005
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2015,2014,SSV2,0,2015-03-31,INR,1834100000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2015,2014,SSV3,0,2015-03-31,INR,527480000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2015,2014,TTL_OUTSTNDINGS,0,2015-03-31,INR,6323390000000.001
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2015,2014,SSV1,0,2015-03-31,INR,2137490000000.0002
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2015,2014,SSV2,0,2015-03-31,INR,192520000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2015,2014,SSV3,0,2015-03-31,INR,81570000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2015,2014,TTL_RECEIPTS,0,2015-03-31,INR,2411580000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2016,2015,SSV1,0,2016-03-31,INR,4287129999999.999
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2016,2015,SSV2,0,2016-03-31,INR,1942420000000.0002
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2016,2015,SSV3,0,2016-03-31,INR,576030000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2016,2015,TTL_OUTSTNDINGS,0,2016-03-31,INR,6805579999999.999
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2016,2015,SSV1,0,2016-03-31,INR,2820870000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2016,2015,SSV2,0,2016-03-31,INR,326099999999.9999
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2016,2015,SSV3,0,2016-03-31,INR,77910000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2016,2015,TTL_RECEIPTS,0,2016-03-31,INR,3224880000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2017,2016,SSV1,0,2017-03-31,INR,4689770000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2017,2016,SSV2,0,2017-03-31,INR,1989350000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2017,2016,SSV3,0,2017-03-31,INR,633610000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2017,2016,TTL_OUTSTNDINGS,0,2017-03-31,INR,7312730000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2017,2016,SSV1,0,2017-03-31,INR,3879549999999.9985
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2017,2016,SSV2,0,2017-03-31,INR,289849999999.99994
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2017,2016,SSV3,0,2017-03-31,INR,172350000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2017,2016,TTL_RECEIPTS,0,2017-03-31,INR,4341749999999.9985
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2018,2017,SSV1,0,2018-03-31,INR,5273099999999.999
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2018,2017,SSV2,0,2018-03-31,INR,2066760000000.0002
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2018,2017,SSV3,0,2018-03-31,INR,699850000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2018,2017,TTL_OUTSTNDINGS,0,2018-03-31,INR,8039710000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2018,2017,SSV1,0,2018-03-31,INR,583319999999.9998
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2018,2017,SSV2,0,2018-03-31,INR,79429999999.99997
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2018,2017,SSV3,0,2018-03-31,INR,66230000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2018,2017,TTL_RECEIPTS,0,2018-03-31,INR,728979999999.9998
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2019,2018,SSV1,0,2019-03-31,INR,6184180000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2019,2018,SSV2,0,2019-03-31,INR,2215170000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2019,2018,SSV3,0,2019-03-31,INR,785240000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2019,2018,TTL_OUTSTNDINGS,0,2019-03-31,INR,9184590000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2019,2018,SSV1,0,2019-03-31,INR,911080000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2019,2018,SSV2,0,2019-03-31,INR,160670000000.00003
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2019,2018,SSV3,0,2019-03-31,INR,85390000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2019,2018,TTL_RECEIPTS,0,2019-03-31,INR,1157140000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2020,2019,SSV1,0,2020-03-31,INR,7348070000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2020,2019,SSV2,0,2020-03-31,INR,2521900000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2020,2019,SSV3,0,2020-03-31,INR,915380000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2020,2019,TTL_OUTSTNDINGS,0,2020-03-31,INR,10785349999999.998
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2020,2019,SSV1,0,2020-03-31,INR,1163890000000.0002
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2020,2019,SSV2,0,2020-03-31,INR,301700000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2020,2019,SSV3,0,2020-03-31,INR,130140000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2020,2019,TTL_RECEIPTS,0,2020-03-31,INR,1595730000000.0002
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2021,2020,SSV1,0,2021-03-31,INR,8674940000000.001
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2021,2020,SSV2,0,2021-03-31,INR,2868630000000.0005
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2021,2020,SSV3,0,2021-03-31,INR,1052280000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2021,2020,TTL_OUTSTNDINGS,0,2021-03-31,INR,12595850000000.002
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2021,2020,SSV1,0,2021-03-31,INR,1326870000000.0002
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2021,2020,SSV2,0,2021-03-31,INR,348600000000.0002
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2021,2020,SSV3,0,2021-03-31,INR,136900000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2021,2020,TTL_RECEIPTS,0,2021-03-31,INR,1812370000000.0005
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2022,2021,SSV1,0,2022-03-31,INR,10122410000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2022,2021,SSV2,0,2022-03-31,INR,3331890000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2022,2021,SSV3,0,2022-03-31,INR,1183470000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2022,2021,TTL_OUTSTNDINGS,0,2022-03-31,INR,14637769999999.998
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2022,2021,SSV1,0,2022-03-31,INR,1447490000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2022,2021,SSV2,0,2022-03-31,INR,453070000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2022,2021,SSV3,0,2022-03-31,INR,131190000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2022,2021,TTL_RECEIPTS,0,2022-03-31,INR,2031750000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2023,2022,SSV1,0,2023-03-31,INR,11374510000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2023,2022,SSV2,0,2023-03-31,INR,3663170000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2023,2022,SSV3,0,2023-03-31,INR,1331670000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2023,2022,TTL_OUTSTNDINGS,0,2023-03-31,INR,16369350000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2023,2022,SSV1,0,2023-03-31,INR,1252090000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2023,2022,SSV2,0,2023-03-31,INR,339650000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2023,2022,SSV3,0,2023-03-31,INR,148190000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2023,2022,TTL_RECEIPTS,0,2023-03-31,INR,1739930000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2024,2023,SSV1,0,2024-03-31,INR,12987950000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2024,2023,SSV2,0,2024-03-31,INR,4180210000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2024,2023,SSV3,0,2024-03-31,INR,1482130000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2024,2023,TTL_OUTSTNDINGS,0,2024-03-31,INR,18650290000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2024,2023,SSV1,0,2024-03-31,INR,1613440000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2024,2023,SSV2,0,2024-03-31,INR,560690000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2024,2023,SSV3,0,2024-03-31,INR,150470000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2024,2023,TTL_RECEIPTS,0,2024-03-31,INR,2324600000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2025,2024,SSV1,0,2025-03-31,INR,14435560000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2025,2024,SSV2,0,2025-03-31,INR,4461060000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2025,2024,SSV3,0,2025-03-31,INR,1627460000000
RBI:SMAL_SAV_RN(1.0),OUTSTNDING,N_A,AFY,2025,2024,TTL_OUTSTNDINGS,0,2025-03-31,INR,20524080000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2025,2024,SSV1,0,2025-03-31,INR,1447690000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2025,2024,SSV2,0,2025-03-31,INR,329920000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2025,2024,SSV3,0,2025-03-31,INR,145310000000
RBI:SMAL_SAV_RN(1.0),RECEIPTS,N_A,AFY,2025,2024,TTL_RECEIPTS,0,2025-03-31,INR,1922920000000
