DATAFLOW,AUDST,FREQ,PUB_BORWING_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR2,1991,1990,0,1991-03-31,INR,112730000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR6,1991,1990,0,1991-03-31,INR,73590000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR4,1991,1990,0,1991-03-31,INR,137890000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR1,1991,1990,0,1991-03-31,INR,-105280000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR3,1991,1990,0,1991-03-31,INR,131470000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR5,1991,1990,0,1991-03-31,INR,107720000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,TTL_RESOURCES,1991,1990,0,1991-03-31,INR,595480000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR7,1990,1989,0,1990-03-31,INR,0.0
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR2,1990,1989,0,1990-03-31,INR,93040000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR6,1990,1989,0,1990-03-31,INR,58230000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR8,1990,1989,0,1990-03-31,INR,127360000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR1,1990,1989,0,1990-03-31,INR,-14540000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,TTL_RESOURCES,1990,1989,0,1990-03-31,INR,564430000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR3,1990,1989,0,1990-03-31,INR,119330000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR4,1990,1989,0,1990-03-31,INR,63510000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR5,1990,1989,0,1990-03-31,INR,117500000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR8,1989,1988,0,1989-03-31,INR,140160000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR5,1989,1988,0,1989-03-31,INR,79400000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR3,1989,1988,0,1989-03-31,INR,113600000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR7,1989,1988,0,1989-03-31,INR,0.0
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR2,1989,1988,0,1989-03-31,INR,53600000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR4,1989,1988,0,1989-03-31,INR,46000000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR1,1989,1988,0,1989-03-31,INR,24580000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR6,1989,1988,0,1989-03-31,INR,42720000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,TTL_RESOURCES,1989,1988,0,1989-03-31,INR,500060000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR1,1988,1987,0,1988-03-31,INR,27340000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR4,1988,1987,0,1988-03-31,INR,42000000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR8,1988,1987,0,1988-03-31,INR,126490000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR7,1988,1987,0,1988-03-31,INR,0.0
RBI:PUB_BOR_RN(1.0),N_A,AFY,TTL_RESOURCES,1988,1987,0,1988-03-31,INR,447920000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR2,1988,1987,0,1988-03-31,INR,52140000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR6,1988,1987,0,1988-03-31,INR,37620000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR5,1988,1987,0,1988-03-31,INR,60800000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR3,1988,1987,0,1988-03-31,INR,101530000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR3,1987,1986,0,1987-03-31,INR,79850000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR4,1987,1986,0,1987-03-31,INR,49000000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR2,1987,1986,0,1987-03-31,INR,44810000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,TTL_RESOURCES,1987,1986,0,1987-03-31,INR,408170000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR6,1987,1986,0,1987-03-31,INR,35800000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR7,1987,1986,0,1987-03-31,INR,0.0
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR8,1987,1986,0,1987-03-31,INR,60090000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR5,1987,1986,0,1987-03-31,INR,82850000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR1,1987,1986,0,1987-03-31,INR,55770000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR4,1986,1985,0,1986-03-31,INR,48000000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR3,1986,1985,0,1986-03-31,INR,75050000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,TTL_RESOURCES,1986,1985,0,1986-03-31,INR,345800000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR7,1986,1985,0,1986-03-31,INR,0.0
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR2,1986,1985,0,1986-03-31,INR,52680000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR8,1986,1985,0,1986-03-31,INR,53410000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR1,1986,1985,0,1986-03-31,INR,39050000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR6,1986,1985,0,1986-03-31,INR,32710000000
RBI:PUB_BOR_RN(1.0),N_A,AFY,PBOR5,1986,1985,0,1986-03-31,INR,44900000000
