DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,TYP_DEF_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CG_DEF_RN(1.0),N_A,AFY,2005,2004,DEF4,0,2005-03-31,INR,-11400000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2005,2004,DEF5,0,2005-03-31,INR,317050000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2005,2004,DEF6,0,2005-03-31,INR,783380000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2005,2004,DEF7,0,2005-03-31,INR,-485960000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2006,2005,CE5,0,2006-03-31,INR,4950930000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2006,2005,CGB3,0,2006-03-31,INR,284170000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2006,2005,CGR3,0,2006-03-31,INR,3486580000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2006,2005,DEF1,0,2006-03-31,INR,1464350000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2006,2005,DEF2,0,2006-03-31,INR,1457430000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2006,2005,DEF4,0,2006-03-31,INR,138050000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2006,2005,DEF5,0,2006-03-31,INR,351450000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2006,2005,DEF6,0,2006-03-31,INR,923000000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2006,2005,DEF7,0,2006-03-31,INR,-403310000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2007,2006,CE5,0,2007-03-31,INR,5774940000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2007,2006,CGB3,0,2007-03-31,INR,-30240000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2007,2006,CGR3,0,2007-03-31,INR,4349210000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2007,2006,DEF1,0,2007-03-31,INR,1425730000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2007,2006,DEF2,0,2007-03-31,INR,1512450000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2007,2006,DEF4,0,2007-03-31,INR,-76990000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2007,2006,DEF5,0,2007-03-31,INR,234970000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2007,2006,DEF6,0,2007-03-31,INR,802220000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2007,2006,DEF7,0,2007-03-31,INR,-700500000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2008,2007,CE5,0,2008-03-31,INR,7075710000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2008,2007,CGB3,0,2008-03-31,INR,-1167720000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2008,2007,CGR3,0,2008-03-31,INR,5806590000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2008,2007,DEF1,0,2008-03-31,INR,1269120000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2008,2007,DEF2,0,2008-03-31,INR,1207140000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2008,2007,DEF4,0,2008-03-31,INR,-441180000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2008,2007,DEF5,0,2008-03-31,INR,-292560000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2008,2007,DEF6,0,2008-03-31,INR,525690000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2008,2007,DEF7,0,2008-03-31,INR,-1184610000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2009,2008,CE5,0,2009-03-31,INR,8778170000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2009,2008,CGB3,0,2009-03-31,INR,1763970000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2009,2008,CGR3,0,2009-03-31,INR,5408250000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2009,2008,DEF1,0,2009-03-31,INR,3369920000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2009,2008,DEF2,0,2009-03-31,INR,3290240000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2009,2008,DEF4,0,2009-03-31,INR,1447880000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2009,2008,DEF5,0,2009-03-31,INR,1575370000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2009,2008,DEF6,0,2009-03-31,INR,2535390000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2009,2008,DEF7,0,2009-03-31,INR,613350000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2010,2009,CE5,0,2010-03-31,INR,10158740000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2010,2009,CGB3,0,2010-03-31,INR,1498200000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2010,2009,CGR3,0,2010-03-31,INR,5973920000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2010,2009,DEF1,0,2010-03-31,INR,4184820000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2010,2009,DEF2,0,2010-03-31,INR,4114480000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2010,2009,DEF4,0,2010-03-31,INR,2053890000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2010,2009,DEF5,0,2010-03-31,INR,2201390000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2010,2009,DEF6,0,2010-03-31,INR,3389980000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2010,2009,DEF7,0,2010-03-31,INR,1259050000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2011,2010,CE5,0,2011-03-31,INR,11849080000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2011,2010,CGB3,0,2011-03-31,INR,1824540000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2011,2010,CGR3,0,2011-03-31,INR,8113170000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2011,2010,DEF1,0,2011-03-31,INR,3735910000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2011,2010,DEF2,0,2011-03-31,INR,3610259400000
RBI:CG_DEF_RN(1.0),N_A,AFY,2011,2010,DEF4,0,2011-03-31,INR,1395690000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2011,2010,DEF5,0,2011-03-31,INR,1467379400000
RBI:CG_DEF_RN(1.0),N_A,AFY,2011,2010,DEF6,0,2011-03-31,INR,2522520000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2011,2010,DEF7,0,2011-03-31,INR,182300000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2012,2011,CE5,0,2012-03-31,INR,12855150000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2012,2011,CGB3,0,2012-03-31,INR,1403780000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2012,2011,CGR3,0,2012-03-31,INR,7695250000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2012,2011,DEF1,0,2012-03-31,INR,5159900000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2012,2011,DEF2,0,2012-03-31,INR,5141030000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2012,2011,DEF4,0,2012-03-31,INR,2428400000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2012,2011,DEF5,0,2012-03-31,INR,2612050000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2012,2011,DEF6,0,2012-03-31,INR,3943480000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2012,2011,DEF7,0,2012-03-31,INR,1211980000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2013,2012,CE5,0,2013-03-31,INR,13953120000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2013,2012,CGB3,0,2013-03-31,INR,560860000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2013,2012,CGR3,0,2013-03-31,INR,9051220000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2013,2012,DEF1,0,2013-03-31,INR,4901900000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2013,2012,DEF2,0,2013-03-31,INR,4844496400000
RBI:CG_DEF_RN(1.0),N_A,AFY,2013,2012,DEF4,0,2013-03-31,INR,1770200000000
RBI:CG_DEF_RN(1.0),N_A,AFY,2013,2012,DEF5,0,2013-03-31,INR,1920406400000.0002
RBI:CG_DEF_RN(1.0),N_A,AFY,2013,2012,DEF6,0,2013-03-31,INR,3642820000000
