DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,TYP_CGEXP_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1996,1995,CE12,0,1996-03-31,INR,986320000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1996,1995,CE1,0,1996-03-31,INR,1830590000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1995,1994,CE1101,0,1995-03-31,INR,338970000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1995,1994,CE11,0,1995-03-31,INR,828030000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1995,1994,CE1102,0,1995-03-31,INR,58730000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1995,1994,CE1,0,1995-03-31,INR,1652050000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1995,1994,CE12,0,1995-03-31,INR,824020000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1994,1993,CE1102,0,1994-03-31,INR,48300000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1994,1993,CE11,0,1994-03-31,INR,724640000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1994,1993,CE1,0,1994-03-31,INR,1460500000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1994,1993,CE1101,0,1994-03-31,INR,275710000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1994,1993,CE12,0,1994-03-31,INR,735860000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1993,1992,CE1102,0,1993-03-31,INR,40090000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1993,1992,CE12,0,1993-03-31,INR,605840000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1993,1992,CE11,0,1993-03-31,INR,654790000000
RBI:CG_DEV_NDEV_EXP_RN(1.0),N_A,AFY,1993,1992,CE1,0,1993-03-31,INR,1260630000000
