DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CG_DEFM_RN(1.0),N_A,M,2002,2001,0,2002-02-28,INR,87540000000
RBI:CG_DEFM_RN(1.0),N_A,M,2002,2001,0,2002-01-31,INR,184070000000
RBI:CG_DEFM_RN(1.0),N_A,M,2002,2001,0,2001-12-31,INR,98810000000
RBI:CG_DEFM_RN(1.0),N_A,M,2002,2001,0,2001-11-30,INR,157500000000
RBI:CG_DEFM_RN(1.0),N_A,M,2002,2001,0,2001-10-31,INR,61210000000
RBI:CG_DEFM_RN(1.0),N_A,M,2002,2001,0,2001-09-30,INR,11830000000
RBI:CG_DEFM_RN(1.0),N_A,M,2002,2001,0,2001-08-31,INR,-25490000000
RBI:CG_DEFM_RN(1.0),N_A,M,2002,2001,0,2001-07-31,INR,164300000000
RBI:CG_DEFM_RN(1.0),N_A,M,2002,2001,0,2001-06-30,INR,137160000000
RBI:CG_DEFM_RN(1.0),N_A,M,2002,2001,0,2001-05-31,INR,134310000000
RBI:CG_DEFM_RN(1.0),N_A,M,2002,2001,0,2001-04-30,INR,150510000000
RBI:CG_DEFM_RN(1.0),N_A,M,2001,2000,0,2001-03-31,INR,225490000000
RBI:CG_DEFM_RN(1.0),N_A,M,2001,2000,0,2001-02-28,INR,88090000000
RBI:CG_DEFM_RN(1.0),N_A,M,2001,2000,0,2001-01-31,INR,228300000000
