DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,TYP_LIAB_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CGL_RN(1.0),N_A,AFY,2003,2002,TL1103,0,2003-03-31,INR,261220000000
RBI:CGL_RN(1.0),N_A,AFY,2003,2002,TL2,0,2003-03-31,INR,1960670000000
RBI:CGL_RN(1.0),N_A,AFY,2003,2002,TL12,0,2003-03-31,INR,2264000000000
RBI:CGL_RN(1.0),N_A,AFY,2003,2002,TTL_LIABLITIES,0,2003-03-31,INR,16956560000000
RBI:CGL_RN(1.0),N_A,AFY,2003,2002,TL11,0,2003-03-31,INR,10206890000000
RBI:CGL_RN(1.0),N_A,AFY,2002,2001,TL11,0,2002-03-31,INR,9130610000000
RBI:CGL_RN(1.0),N_A,AFY,2002,2001,TL1103,0,2002-03-31,INR,195840000000
RBI:CGL_RN(1.0),N_A,AFY,2002,2001,TL14,0,2002-03-31,INR,731330000000
RBI:CGL_RN(1.0),N_A,AFY,2002,2001,TL1102,0,2002-03-31,INR,50470000000
RBI:CGL_RN(1.0),N_A,AFY,2002,2001,TL12,0,2002-03-31,INR,1445110000000
RBI:CGL_RN(1.0),N_A,AFY,2002,2001,TL1101,0,2002-03-31,INR,5165170000000
RBI:CGL_RN(1.0),N_A,AFY,2002,2001,TL1,0,2002-03-31,INR,12948620000000
RBI:CGL_RN(1.0),N_A,AFY,2002,2001,TTL_LIABLITIES,0,2002-03-31,INR,14945010000000
RBI:CGL_RN(1.0),N_A,AFY,2002,2001,TL1104,0,2002-03-31,INR,3719130000000
RBI:CGL_RN(1.0),N_A,AFY,2002,2001,TL13,0,2002-03-31,INR,1641570000000
RBI:CGL_RN(1.0),N_A,AFY,2002,2001,TL2,0,2002-03-31,INR,1996390000000
RBI:CGL_RN(1.0),N_A,AFY,2001,2000,TL11,0,2001-03-31,INR,8036980000000
RBI:CGL_RN(1.0),N_A,AFY,2001,2000,TL1103,0,2001-03-31,INR,162960000000
RBI:CGL_RN(1.0),N_A,AFY,2001,2000,TL13,0,2001-03-31,INR,1440200000000
RBI:CGL_RN(1.0),N_A,AFY,2001,2000,TL1101,0,2001-03-31,INR,4287930000000
RBI:CGL_RN(1.0),N_A,AFY,2001,2000,TL1,0,2001-03-31,INR,11025960000000
RBI:CGL_RN(1.0),N_A,AFY,2001,2000,TL1104,0,2001-03-31,INR,3567330000000
RBI:CGL_RN(1.0),N_A,AFY,2001,2000,TL1102,0,2001-03-31,INR,18760000000
RBI:CGL_RN(1.0),N_A,AFY,2001,2000,TL2,0,2001-03-31,INR,1899900000000
RBI:CGL_RN(1.0),N_A,AFY,2001,2000,TL14,0,2001-03-31,INR,585350000000
RBI:CGL_RN(1.0),N_A,AFY,2001,2000,TL12,0,2001-03-31,INR,963430000000
RBI:CGL_RN(1.0),N_A,AFY,2001,2000,TTL_LIABLITIES,0,2001-03-31,INR,12925860000000
RBI:CGL_RN(1.0),N_A,AFY,2000,1999,TL11,0,2000-03-31,INR,7142540000000
RBI:CGL_RN(1.0),N_A,AFY,2000,1999,TL1103,0,2000-03-31,INR,142960000000
RBI:CGL_RN(1.0),N_A,AFY,2000,1999,TL2,0,2000-03-31,INR,1867910000000
RBI:CGL_RN(1.0),N_A,AFY,2000,1999,TL1102,0,2000-03-31,INR,15210000000
RBI:CGL_RN(1.0),N_A,AFY,2000,1999,TL14,0,2000-03-31,INR,475080000000
RBI:CGL_RN(1.0),N_A,AFY,2000,1999,TTL_LIABLITIES,0,2000-03-31,INR,11493830000000
RBI:CGL_RN(1.0),N_A,AFY,2000,1999,TL1104,0,2000-03-31,INR,3425750000000
RBI:CGL_RN(1.0),N_A,AFY,2000,1999,TL1,0,2000-03-31,INR,9625920000000
RBI:CGL_RN(1.0),N_A,AFY,2000,1999,TL13,0,2000-03-31,INR,1344250000000
RBI:CGL_RN(1.0),N_A,AFY,2000,1999,TL1101,0,2000-03-31,INR,3558620000000
RBI:CGL_RN(1.0),N_A,AFY,2000,1999,TL12,0,2000-03-31,INR,664060000000
RBI:CGL_RN(1.0),N_A,AFY,1999,1998,TL12,0,1999-03-31,INR,2064580000000
RBI:CGL_RN(1.0),N_A,AFY,1999,1998,TL14,0,1999-03-31,INR,415950000000
RBI:CGL_RN(1.0),N_A,AFY,1999,1998,TL1103,0,1999-03-31,INR,101960000000
RBI:CGL_RN(1.0),N_A,AFY,1999,1998,TTL_LIABLITIES,0,1999-03-31,INR,10124860000000
RBI:CGL_RN(1.0),N_A,AFY,1999,1998,TL1102,0,1999-03-31,INR,15010000000
RBI:CGL_RN(1.0),N_A,AFY,1999,1998,TL13,0,1999-03-31,INR,1268020000000
RBI:CGL_RN(1.0),N_A,AFY,1999,1998,TL1104,0,1999-03-31,INR,1624140000000
RBI:CGL_RN(1.0),N_A,AFY,1999,1998,TL1,0,1999-03-31,INR,8345520000000
RBI:CGL_RN(1.0),N_A,AFY,1999,1998,TL11,0,1999-03-31,INR,4596960000000
RBI:CGL_RN(1.0),N_A,AFY,1999,1998,TL1101,0,1999-03-31,INR,2855850000000
RBI:CGL_RN(1.0),N_A,AFY,1999,1998,TL2,0,1999-03-31,INR,1779340000000
RBI:CGL_RN(1.0),N_A,AFY,1998,1997,TL1104,0,1998-03-31,INR,1545560000000
RBI:CGL_RN(1.0),N_A,AFY,1998,1997,TL1103,0,1998-03-31,INR,162430000000
RBI:CGL_RN(1.0),N_A,AFY,1998,1997,TL1101,0,1998-03-31,INR,2165980000000
RBI:CGL_RN(1.0),N_A,AFY,1998,1997,TL2,0,1998-03-31,INR,1614180000000
RBI:CGL_RN(1.0),N_A,AFY,1998,1997,TL13,0,1998-03-31,INR,1240870000000
RBI:CGL_RN(1.0),N_A,AFY,1998,1997,TL14,0,1998-03-31,INR,420970000000
RBI:CGL_RN(1.0),N_A,AFY,1998,1997,TL11,0,1998-03-31,INR,3889980000000
RBI:CGL_RN(1.0),N_A,AFY,1998,1997,TL1102,0,1998-03-31,INR,16010000000
RBI:CGL_RN(1.0),N_A,AFY,1998,1997,TL12,0,1998-03-31,INR,1677800000000
RBI:CGL_RN(1.0),N_A,AFY,1998,1997,TL1,0,1998-03-31,INR,7229620000000
RBI:CGL_RN(1.0),N_A,AFY,1998,1997,TTL_LIABLITIES,0,1998-03-31,INR,8843800000000
RBI:CGL_RN(1.0),N_A,AFY,1997,1996,TL1101,0,1997-03-31,INR,1841010000000
RBI:CGL_RN(1.0),N_A,AFY,1997,1996,TL1104,0,1997-03-31,INR,956150000000
RBI:CGL_RN(1.0),N_A,AFY,1997,1996,TL1,0,1997-03-31,INR,6214370000000
RBI:CGL_RN(1.0),N_A,AFY,1997,1996,TL12,0,1997-03-31,INR,1389550000000
RBI:CGL_RN(1.0),N_A,AFY,1997,1996,TL14,0,1997-03-31,INR,379190000000
RBI:CGL_RN(1.0),N_A,AFY,1997,1996,TL11,0,1997-03-31,INR,3444760000000
RBI:CGL_RN(1.0),N_A,AFY,1997,1996,TL2,0,1997-03-31,INR,1495640000000
RBI:CGL_RN(1.0),N_A,AFY,1997,1996,TL1102,0,1997-03-31,INR,565190000000
RBI:CGL_RN(1.0),N_A,AFY,1997,1996,TL1103,0,1997-03-31,INR,82410000000
RBI:CGL_RN(1.0),N_A,AFY,1997,1996,TL13,0,1997-03-31,INR,1000880000000
RBI:CGL_RN(1.0),N_A,AFY,1997,1996,TTL_LIABLITIES,0,1997-03-31,INR,7710010000000
RBI:CGL_RN(1.0),N_A,AFY,1996,1995,TL1101,0,1996-03-31,INR,1639860000000
RBI:CGL_RN(1.0),N_A,AFY,1996,1995,TL2,0,1996-03-31,INR,1483980000000
RBI:CGL_RN(1.0),N_A,AFY,1996,1995,TL1,0,1996-03-31,INR,5549830000000
RBI:CGL_RN(1.0),N_A,AFY,1996,1995,TL1102,0,1996-03-31,INR,437900000000
RBI:CGL_RN(1.0),N_A,AFY,1996,1995,TL11,0,1996-03-31,INR,3078690000000
RBI:CGL_RN(1.0),N_A,AFY,1996,1995,TL1104,0,1996-03-31,INR,982180000000
RBI:CGL_RN(1.0),N_A,AFY,1996,1995,TL13,0,1996-03-31,INR,920100000000
RBI:CGL_RN(1.0),N_A,AFY,1996,1995,TL14,0,1996-03-31,INR,336800000000
RBI:CGL_RN(1.0),N_A,AFY,1996,1995,TL1103,0,1996-03-31,INR,18750000000
RBI:CGL_RN(1.0),N_A,AFY,1996,1995,TL12,0,1996-03-31,INR,1214250000000
RBI:CGL_RN(1.0),N_A,AFY,1996,1995,TTL_LIABLITIES,0,1996-03-31,INR,7033810000000
RBI:CGL_RN(1.0),N_A,AFY,1995,1994,TL1101,0,1995-03-31,INR,1309080000000
RBI:CGL_RN(1.0),N_A,AFY,1995,1994,TL2,0,1995-03-31,INR,1425140000000
RBI:CGL_RN(1.0),N_A,AFY,1995,1994,TL1104,0,1995-03-31,INR,950670000000
RBI:CGL_RN(1.0),N_A,AFY,1995,1994,TL12,0,1995-03-31,INR,1064350000000
RBI:CGL_RN(1.0),N_A,AFY,1995,1994,TL14,0,1995-03-31,INR,289930000000
RBI:CGL_RN(1.0),N_A,AFY,1995,1994,TL13,0,1995-03-31,INR,857870000000
RBI:CGL_RN(1.0),N_A,AFY,1995,1994,TL1103,0,1995-03-31,INR,81650000000
RBI:CGL_RN(1.0),N_A,AFY,1995,1994,TL1102,0,1995-03-31,INR,323270000000
RBI:CGL_RN(1.0),N_A,AFY,1995,1994,TL11,0,1995-03-31,INR,2664670000000
RBI:CGL_RN(1.0),N_A,AFY,1995,1994,TTL_LIABLITIES,0,1995-03-31,INR,6301960000000
RBI:CGL_RN(1.0),N_A,AFY,1995,1994,TL1,0,1995-03-31,INR,4876820000000
RBI:CGL_RN(1.0),N_A,AFY,1994,1993,TL1103,0,1994-03-31,INR,83860000000
RBI:CGL_RN(1.0),N_A,AFY,1994,1993,TL2,0,1994-03-31,INR,1277980000000
RBI:CGL_RN(1.0),N_A,AFY,1994,1993,TL11,0,1994-03-31,INR,2457120000000
RBI:CGL_RN(1.0),N_A,AFY,1994,1993,TTL_LIABLITIES,0,1994-03-31,INR,5584210000000
RBI:CGL_RN(1.0),N_A,AFY,1994,1993,TL1,0,1994-03-31,INR,4306230000000
RBI:CGL_RN(1.0),N_A,AFY,1994,1993,TL12,0,1994-03-31,INR,878770000000
RBI:CGL_RN(1.0),N_A,AFY,1994,1993,TL1102,0,1994-03-31,INR,325950000000
RBI:CGL_RN(1.0),N_A,AFY,1994,1993,TL13,0,1994-03-31,INR,724780000000
RBI:CGL_RN(1.0),N_A,AFY,1994,1993,TL1101,0,1994-03-31,INR,1106110000000
RBI:CGL_RN(1.0),N_A,AFY,1994,1993,TL14,0,1994-03-31,INR,245560000000
RBI:CGL_RN(1.0),N_A,AFY,1994,1993,TL1104,0,1994-03-31,INR,941200000000
RBI:CGL_RN(1.0),N_A,AFY,1993,1992,TTL_LIABLITIES,0,1993-03-31,INR,4806340000000
RBI:CGL_RN(1.0),N_A,AFY,1993,1992,TL12,0,1993-03-31,INR,770050000000
RBI:CGL_RN(1.0),N_A,AFY,1993,1992,TL11,0,1993-03-31,INR,1991000000000
RBI:CGL_RN(1.0),N_A,AFY,1993,1992,TL14,0,1993-03-31,INR,237530000000
RBI:CGL_RN(1.0),N_A,AFY,1993,1992,TL1103,0,1993-03-31,INR,87770000000
RBI:CGL_RN(1.0),N_A,AFY,1993,1992,TL13,0,1993-03-31,INR,597970000000
RBI:CGL_RN(1.0),N_A,AFY,1993,1992,TL2,0,1993-03-31,INR,1209790000000
RBI:CGL_RN(1.0),N_A,AFY,1993,1992,TL1101,0,1993-03-31,INR,816930000000
RBI:CGL_RN(1.0),N_A,AFY,1993,1992,TL1102,0,1993-03-31,INR,206140000000
RBI:CGL_RN(1.0),N_A,AFY,1993,1992,TL1104,0,1993-03-31,INR,880160000000
RBI:CGL_RN(1.0),N_A,AFY,1993,1992,TL1,0,1993-03-31,INR,3596550000000
RBI:CGL_RN(1.0),N_A,AFY,1992,1991,TL12,0,1992-03-31,INR,696820000000
RBI:CGL_RN(1.0),N_A,AFY,1992,1991,TL1102,0,1992-03-31,INR,88400000000
RBI:CGL_RN(1.0),N_A,AFY,1992,1991,TL2,0,1992-03-31,INR,1096770000000
RBI:CGL_RN(1.0),N_A,AFY,1992,1991,TL11,0,1992-03-31,INR,1727500000000
RBI:CGL_RN(1.0),N_A,AFY,1992,1991,TL14,0,1992-03-31,INR,234640000000
RBI:CGL_RN(1.0),N_A,AFY,1992,1991,TL1103,0,1992-03-31,INR,39860000000
RBI:CGL_RN(1.0),N_A,AFY,1992,1991,TL1,0,1992-03-31,INR,3177140000000
RBI:CGL_RN(1.0),N_A,AFY,1992,1991,TL13,0,1992-03-31,INR,518180000000
RBI:CGL_RN(1.0),N_A,AFY,1992,1991,TTL_LIABLITIES,0,1992-03-31,INR,4273910000000
RBI:CGL_RN(1.0),N_A,AFY,1992,1991,TL1101,0,1992-03-31,INR,780230000000
RBI:CGL_RN(1.0),N_A,AFY,1992,1991,TL1104,0,1992-03-31,INR,819010000000
RBI:CGL_RN(1.0),N_A,AFY,1991,1990,TL1102,0,1991-03-31,INR,69530000000
RBI:CGL_RN(1.0),N_A,AFY,1991,1990,TL1104,0,1991-03-31,INR,754530000000
RBI:CGL_RN(1.0),N_A,AFY,1991,1990,TL11,0,1991-03-31,INR,1540040000000
RBI:CGL_RN(1.0),N_A,AFY,1991,1990,TL14,0,1991-03-31,INR,219220000000
RBI:CGL_RN(1.0),N_A,AFY,1991,1990,TTL_LIABLITIES,0,1991-03-31,INR,3493470000000
RBI:CGL_RN(1.0),N_A,AFY,1991,1990,TL1103,0,1991-03-31,INR,10780000000
RBI:CGL_RN(1.0),N_A,AFY,1991,1990,TL12,0,1991-03-31,INR,617710000000
RBI:CGL_RN(1.0),N_A,AFY,1991,1990,TL2,0,1991-03-31,INR,663140000000
RBI:CGL_RN(1.0),N_A,AFY,1991,1990,TL1101,0,1991-03-31,INR,705200000000
RBI:CGL_RN(1.0),N_A,AFY,1991,1990,TL1,0,1991-03-31,INR,2830330000000
RBI:CGL_RN(1.0),N_A,AFY,1991,1990,TL13,0,1991-03-31,INR,453360000000
RBI:CGL_RN(1.0),N_A,AFY,1990,1989,TL14,0,1990-03-31,INR,195920000000
RBI:CGL_RN(1.0),N_A,AFY,1990,1989,TL2,0,1990-03-31,INR,660170000000
RBI:CGL_RN(1.0),N_A,AFY,1990,1989,TL13,0,1990-03-31,INR,355970000000
RBI:CGL_RN(1.0),N_A,AFY,1990,1989,TL11,0,1990-03-31,INR,1331930000000
RBI:CGL_RN(1.0),N_A,AFY,1990,1989,TTL_LIABLITIES,0,1990-03-31,INR,3058660000000
RBI:CGL_RN(1.0),N_A,AFY,1990,1989,TL1103,0,1990-03-31,INR,7740000000
RBI:CGL_RN(1.0),N_A,AFY,1990,1989,TL1104,0,1990-03-31,INR,447150000000
RBI:CGL_RN(1.0),N_A,AFY,1990,1989,TL12,0,1990-03-31,INR,514670000000
RBI:CGL_RN(1.0),N_A,AFY,1990,1989,TL1102,0,1990-03-31,INR,251840000000
RBI:CGL_RN(1.0),N_A,AFY,1990,1989,TL1101,0,1990-03-31,INR,625200000000
RBI:CGL_RN(1.0),N_A,AFY,1990,1989,TL1,0,1990-03-31,INR,2398490000000
RBI:CGL_RN(1.0),N_A,AFY,1989,1988,TL1104,0,1989-03-31,INR,445430000000
RBI:CGL_RN(1.0),N_A,AFY,1989,1988,TL2,0,1989-03-31,INR,541000000000
RBI:CGL_RN(1.0),N_A,AFY,1989,1988,TL13,0,1989-03-31,INR,267520000000
RBI:CGL_RN(1.0),N_A,AFY,1989,1988,TL1101,0,1989-03-31,INR,551150000000
RBI:CGL_RN(1.0),N_A,AFY,1989,1988,TL1103,0,1989-03-31,INR,5670000000
RBI:CGL_RN(1.0),N_A,AFY,1989,1988,TL1102,0,1989-03-31,INR,142730000000
RBI:CGL_RN(1.0),N_A,AFY,1989,1988,TL1,0,1989-03-31,INR,2040250000000
RBI:CGL_RN(1.0),N_A,AFY,1989,1988,TL14,0,1989-03-31,INR,209920000000
RBI:CGL_RN(1.0),N_A,AFY,1989,1988,TL11,0,1989-03-31,INR,1144980000000
RBI:CGL_RN(1.0),N_A,AFY,1989,1988,TTL_LIABLITIES,0,1989-03-31,INR,2581250000000
RBI:CGL_RN(1.0),N_A,AFY,1989,1988,TL12,0,1989-03-31,INR,417830000000
RBI:CGL_RN(1.0),N_A,AFY,1988,1987,TTL_LIABLITIES,0,1988-03-31,INR,2191760000000
RBI:CGL_RN(1.0),N_A,AFY,1988,1987,TL1104,0,1988-03-31,INR,439230000000
RBI:CGL_RN(1.0),N_A,AFY,1988,1987,TL12,0,1988-03-31,INR,350020000000
RBI:CGL_RN(1.0),N_A,AFY,1988,1987,TL1102,0,1988-03-31,INR,80280000000
RBI:CGL_RN(1.0),N_A,AFY,1988,1987,TL13,0,1988-03-31,INR,195260000000
RBI:CGL_RN(1.0),N_A,AFY,1988,1987,TL1103,0,1988-03-31,INR,0.0
RBI:CGL_RN(1.0),N_A,AFY,1988,1987,TL1,0,1988-03-31,INR,1723380000000
RBI:CGL_RN(1.0),N_A,AFY,1988,1987,TL1101,0,1988-03-31,INR,466950000000
RBI:CGL_RN(1.0),N_A,AFY,1988,1987,TL11,0,1988-03-31,INR,986460000000
RBI:CGL_RN(1.0),N_A,AFY,1988,1987,TL14,0,1988-03-31,INR,191640000000
RBI:CGL_RN(1.0),N_A,AFY,1988,1987,TL2,0,1988-03-31,INR,468380000000
RBI:CGL_RN(1.0),N_A,AFY,1987,1986,TL1101,0,1987-03-31,INR,408320000000
RBI:CGL_RN(1.0),N_A,AFY,1987,1986,TL1102,0,1987-03-31,INR,198760000000
RBI:CGL_RN(1.0),N_A,AFY,1987,1986,TTL_LIABLITIES,0,1987-03-31,INR,1828250000000
RBI:CGL_RN(1.0),N_A,AFY,1987,1986,TL1103,0,1987-03-31,INR,0.0
RBI:CGL_RN(1.0),N_A,AFY,1987,1986,TL14,0,1987-03-31,INR,150060000000
RBI:CGL_RN(1.0),N_A,AFY,1987,1986,TL2,0,1987-03-31,INR,365780000000
RBI:CGL_RN(1.0),N_A,AFY,1987,1986,TL1104,0,1987-03-31,INR,256040000000
RBI:CGL_RN(1.0),N_A,AFY,1987,1986,TL13,0,1987-03-31,INR,146980000000
RBI:CGL_RN(1.0),N_A,AFY,1987,1986,TL12,0,1987-03-31,INR,302300000000
RBI:CGL_RN(1.0),N_A,AFY,1987,1986,TL1,0,1987-03-31,INR,1462470000000
RBI:CGL_RN(1.0),N_A,AFY,1987,1986,TL11,0,1987-03-31,INR,863120000000
RBI:CGL_RN(1.0),N_A,AFY,1986,1985,TL12,0,1986-03-31,INR,260780000000
RBI:CGL_RN(1.0),N_A,AFY,1986,1985,TL1,0,1986-03-31,INR,1193310000000
RBI:CGL_RN(1.0),N_A,AFY,1986,1985,TL11,0,1986-03-31,INR,710390000000
RBI:CGL_RN(1.0),N_A,AFY,1986,1985,TL1101,0,1986-03-31,INR,352410000000
RBI:CGL_RN(1.0),N_A,AFY,1986,1985,TL1104,0,1986-03-31,INR,97840000000
RBI:CGL_RN(1.0),N_A,AFY,1986,1985,TL1102,0,1986-03-31,INR,260140000000
RBI:CGL_RN(1.0),N_A,AFY,1986,1985,TL14,0,1986-03-31,INR,114330000000
RBI:CGL_RN(1.0),N_A,AFY,1986,1985,TL1103,0,1986-03-31,INR,0.0
RBI:CGL_RN(1.0),N_A,AFY,1986,1985,TTL_LIABLITIES,0,1986-03-31,INR,1516430000000
RBI:CGL_RN(1.0),N_A,AFY,1986,1985,TL13,0,1986-03-31,INR,107810000000
RBI:CGL_RN(1.0),N_A,AFY,1986,1985,TL2,0,1986-03-31,INR,323120000000
