DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,SECTOR_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1993,1992,SEC9,0,1993-03-31,INR,153260000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1993,1992,SEC1,0,1993-03-31,INR,42160000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1993,1992,SEC4,0,1993-03-31,INR,202900000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1993,1992,TTL,0,1993-03-31,INR,728520000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1993,1992,SEC8,0,1993-03-31,INR,12140000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1993,1992,SEC5,0,1993-03-31,INR,74440000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1993,1992,SEC6,0,1993-03-31,INR,106630000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1993,1992,SEC3,0,1993-03-31,INR,47050000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1993,1992,SEC7,0,1993-03-31,INR,26190000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1992,1991,SEC6,0,1992-03-31,INR,93140000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1992,1991,SEC3,0,1992-03-31,INR,42320000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1992,1991,SEC5,0,1992-03-31,INR,65640000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1992,1991,SEC2,0,1992-03-31,INR,52090000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1992,1991,SEC7,0,1992-03-31,INR,25990000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1992,1991,TTL,0,1992-03-31,INR,647510000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1992,1991,SEC8,0,1992-03-31,INR,9250000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1992,1991,SEC1,0,1992-03-31,INR,38510000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1992,1991,SEC9,0,1992-03-31,INR,123240000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1992,1991,SEC4,0,1992-03-31,INR,197330000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1991,1990,SEC3,0,1991-03-31,INR,39740000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1991,1990,SEC6,0,1991-03-31,INR,80740000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1991,1990,SEC9,0,1991-03-31,INR,109480000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1991,1990,TTL,0,1991-03-31,INR,583690000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1991,1990,SEC4,0,1991-03-31,INR,171010000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1991,1990,SEC7,0,1991-03-31,INR,23160000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1991,1990,SEC8,0,1991-03-31,INR,10410000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1991,1990,SEC1,0,1991-03-31,INR,34050000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1991,1990,SEC5,0,1991-03-31,INR,63740000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1991,1990,SEC2,0,1991-03-31,INR,51360000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1990,1989,TTL,0,1990-03-31,INR,555300000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1990,1989,SEC8,0,1990-03-31,INR,9120000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1990,1989,SEC6,0,1990-03-31,INR,75170000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1990,1989,SEC5,0,1990-03-31,INR,58590000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1990,1989,SEC3,0,1990-03-31,INR,36380000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1990,1989,SEC9,0,1990-03-31,INR,111060000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1990,1989,SEC1,0,1990-03-31,INR,31050000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1990,1989,SEC2,0,1990-03-31,INR,50150000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1990,1989,SEC4,0,1990-03-31,INR,158520000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1990,1989,SEC7,0,1990-03-31,INR,25260000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1989,1988,SEC4,0,1989-03-31,INR,132260000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1989,1988,SEC6,0,1989-03-31,INR,67230000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1989,1988,SEC7,0,1989-03-31,INR,21440000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1989,1988,SEC2,0,1989-03-31,INR,39090000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1989,1988,SEC1,0,1989-03-31,INR,29030000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1989,1988,SEC5,0,1989-03-31,INR,52100000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1989,1988,TTL,0,1989-03-31,INR,480700000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1989,1988,SEC8,0,1989-03-31,INR,8310000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1989,1988,SEC9,0,1989-03-31,INR,95330000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1989,1988,SEC3,0,1989-03-31,INR,35910000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1988,1987,SEC9,0,1988-03-31,INR,79260000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1988,1987,SEC3,0,1988-03-31,INR,33470000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1988,1987,SEC6,0,1988-03-31,INR,60350000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1988,1987,TTL,0,1988-03-31,INR,429200000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1988,1987,SEC1,0,1988-03-31,INR,27430000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1988,1987,SEC2,0,1988-03-31,INR,38240000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1988,1987,SEC7,0,1988-03-31,INR,18070000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1988,1987,SEC4,0,1988-03-31,INR,115940000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1988,1987,SEC8,0,1988-03-31,INR,7240000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1988,1987,SEC5,0,1988-03-31,INR,49200000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1987,1986,SEC3,0,1987-03-31,INR,32220000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1987,1986,SEC6,0,1987-03-31,INR,52010000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1987,1986,SEC2,0,1987-03-31,INR,32960000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1987,1986,SEC1,0,1987-03-31,INR,22160000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1987,1986,SEC8,0,1987-03-31,INR,6420000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1987,1986,SEC4,0,1987-03-31,INR,114580000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1987,1986,TTL,0,1987-03-31,INR,391490000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1987,1986,SEC5,0,1987-03-31,INR,49480000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1987,1986,SEC7,0,1987-03-31,INR,11980000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1987,1986,SEC9,0,1987-03-31,INR,69680000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1986,1985,SEC4,0,1986-03-31,INR,96790000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1986,1985,SEC2,0,1986-03-31,INR,26730000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1986,1985,SEC8,0,1986-03-31,INR,5800000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1986,1985,SEC3,0,1986-03-31,INR,27920000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1986,1985,SEC1,0,1986-03-31,INR,18260000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1986,1985,SEC7,0,1986-03-31,INR,8770000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1986,1985,TTL,0,1986-03-31,INR,330600000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1986,1985,SEC9,0,1986-03-31,INR,56480000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1986,1985,SEC5,0,1986-03-31,INR,49130000000
RBI:PSPOUTLY_RN(1.0),N_A,AFY,1986,1985,SEC6,0,1986-03-31,INR,40720000000
