DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,TYP_CGRECPT_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CG_RECPT_RN(1.0),N_A,AFY,2015,2014,CGR11021,0,2015-03-31,INR,1537093100000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2015,2014,CGR1102,0,2015-03-31,INR,4030846400000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2015,2014,CGR11022,0,2015-03-31,INR,1279942700000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2015,2014,TTL_RECEIPTS,0,2015-03-31,INR,15858290000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2015,2014,CGR11,0,2015-03-31,INR,9036152000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2015,2014,CGR25,0,2015-03-31,INR,137382200000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2015,2014,OTHR,0,2015-03-31,INR,-817225100000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2015,2014,CGR26,0,2015-03-31,INR,377368500000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2015,2014,CGR22,0,2015-03-31,INR,322258200000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2015,2014,CGR21,0,2015-03-31,INR,4576170000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2015,2014,OTHE,0,2015-03-31,INR,1740320000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2015,2014,CGR23,0,2015-03-31,INR,119196700000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2014,2013,CGR12,0,2014-03-31,INR,1988700000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2014,2013,OTHR,0,2014-03-31,INR,170014500000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2014,2013,OTHE,0,2014-03-31,INR,1770020000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2014,2013,CGR23,0,2014-03-31,INR,97528400000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2014,2013,CGR11022,0,2014-03-31,INR,1210590000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2014,2013,TTL_RECEIPTS,0,2014-03-31,INR,15786180000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2014,2013,CGR26,0,2014-03-31,INR,293678900000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2014,2013,CGR11011,0,2014-03-31,INR,1694080000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2014,2013,CGR1,0,2014-03-31,INR,10147240000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2014,2013,OTH,0,2014-03-31,INR,1009910000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2014,2013,CGR11,0,2014-03-31,INR,8158540000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2014,2013,CGR27,0,2014-03-31,INR,72919300000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2014,2013,CGR1101,0,2014-03-31,INR,4558290000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2014,2013,CGR1102,0,2014-03-31,INR,3600250000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2014,2013,CGR25,0,2014-03-31,INR,124966400000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2014,2013,CGR11021,0,2014-03-31,INR,1379750000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2014,2013,CGR21,0,2014-03-31,INR,4756260000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2014,2013,CGR2,0,2014-03-31,INR,5638938000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2014,2013,CGR11012,0,2014-03-31,INR,2857420000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2014,2013,CGR22,0,2014-03-31,INR,123570500000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2014,2013,CGR1201,0,2014-03-31,INR,218680000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2013,2012,CGR12,0,2013-03-31,INR,1373543800000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2013,2012,CGR2,0,2013-03-31,INR,5821515200000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2013,2012,CGR11,0,2013-03-31,INR,7418773600000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2013,2012,CGR26,0,2013-03-31,INR,258900000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2013,2012,CGR1101,0,2013-03-31,INR,3965850500000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2013,2012,CGR25,0,2013-03-31,INR,150595900000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2013,2012,CGR21,0,2013-03-31,INR,5074451600000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2013,2012,CGR11021,0,2013-03-31,INR,1412454400000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2013,2012,CGR27,0,2013-03-31,INR,72012000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2013,2012,OTHE,0,2013-03-31,INR,1165938100000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2013,2012,CGR23,0,2013-03-31,INR,109204500000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2013,2012,OTH,0,2013-03-31,INR,881570000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2013,2012,CGR1,0,2013-03-31,INR,8792320000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2013,2012,TTL_RECEIPTS,0,2013-03-31,INR,14613830000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2013,2012,OTHR,0,2013-03-31,INR,70091200000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2013,2012,CGR1102,0,2013-03-31,INR,3452923100000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2013,2012,CGR1201,0,2013-03-31,INR,207605700000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2013,2012,CGR22,0,2013-03-31,INR,86260000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2013,2012,CGR11011,0,2013-03-31,INR,1404376099999.9998
RBI:CG_RECPT_RN(1.0),N_A,AFY,2013,2012,CGR11012,0,2013-03-31,INR,2555698000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2013,2012,CGR11022,0,2013-03-31,INR,1158898700000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2012,2011,OTH,0,2012-03-31,INR,646145000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2012,2011,CGR11011,0,2012-03-31,INR,1182235000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2012,2011,CGR25,0,2012-03-31,INR,188500000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2012,2011,CGR11012,0,2012-03-31,INR,2274105100000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2012,2011,CGR2,0,2012-03-31,INR,5689179700000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2012,2011,CGR27,0,2012-03-31,INR,124480000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2012,2011,CGR11022,0,2012-03-31,INR,1056135000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2012,2011,CGR1,0,2012-03-31,INR,7514370000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2012,2011,CGR1101,0,2012-03-31,INR,3433100000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2012,2011,CGR1102,0,2012-03-31,INR,2864540000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2012,2011,TTL_RECEIPTS,0,2012-03-31,INR,13203550000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2012,2011,CGR11021,0,2012-03-31,INR,1162260000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2012,2011,CGR12,0,2012-03-31,INR,1216723000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2012,2011,OTHR,0,2012-03-31,INR,349189700000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2012,2011,CGR23,0,2012-03-31,INR,108040000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2012,2011,CGR21,0,2012-03-31,INR,4841110000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2012,2011,CGR26,0,2012-03-31,INR,180880000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2012,2011,OTHE,0,2012-03-31,INR,1014199800000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2012,2011,CGR1201,0,2012-03-31,INR,202523200000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2012,2011,CGR22,0,2012-03-31,INR,-103020000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2012,2011,CGR11,0,2012-03-31,INR,6297644399999.999
RBI:CG_RECPT_RN(1.0),N_A,AFY,2011,2010,CGR25,0,2011-03-31,INR,124200000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2011,2010,CGR12,0,2011-03-31,INR,2186020000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2011,2010,CGR11,0,2011-03-31,INR,5698680000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2011,2010,CGR27,0,2011-03-31,INR,235560000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2011,2010,CGR1102,0,2011-03-31,INR,2563670000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2011,2010,CGR2,0,2011-03-31,INR,4024280000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2011,2010,CGR1101,0,2011-03-31,INR,3135010000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2011,2010,CGR21,0,2011-03-31,INR,3263990000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2011,2010,CGR23,0,2011-03-31,INR,125140000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2011,2010,CGR1201,0,2011-03-31,INR,197340000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2011,2010,TTL_RECEIPTS,0,2011-03-31,INR,11908990000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2011,2010,CGR11022,0,2011-03-31,INR,975975602400.0001
RBI:CG_RECPT_RN(1.0),N_A,AFY,2011,2010,OTHE,0,2011-03-31,INR,1988680000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2011,2010,CGR11012,0,2011-03-31,INR,2091146099999.9998
RBI:CG_RECPT_RN(1.0),N_A,AFY,2011,2010,CGR22,0,2011-03-31,INR,112330000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2011,2010,CGR26,0,2011-03-31,INR,228460000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2011,2010,OTH,0,2011-03-31,INR,485473508619.9999
RBI:CG_RECPT_RN(1.0),N_A,AFY,2011,2010,CGR1,0,2011-03-31,INR,7884710000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2011,2010,OTHR,0,2011-03-31,INR,-65400000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2011,2010,CGR11011,0,2011-03-31,INR,1024406400000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2011,2010,CGR11021,0,2011-03-31,INR,1102220888980
RBI:CG_RECPT_RN(1.0),N_A,AFY,2010,2009,CGR26,0,2010-03-31,INR,245810000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2010,2009,CGR12,0,2010-03-31,INR,1162750000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2010,2009,CGR11011,0,2010-03-31,INR,945320000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2010,2009,CGR23,0,2010-03-31,INR,160560000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2010,2009,OTH,0,2010-03-31,INR,403070000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2010,2009,CGR11021,0,2010-03-31,INR,843830000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2010,2009,CGR11012,0,2010-03-31,INR,1767970000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2010,2009,CGR11022,0,2010-03-31,INR,602230000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2010,2009,CGR27,0,2010-03-31,INR,110380000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2010,2009,OTHR,0,2010-03-31,INR,-148520000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2010,2009,CGR11,0,2010-03-31,INR,4565360000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2010,2009,CGR1101,0,2010-03-31,INR,2716230000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2010,2009,CGR1102,0,2010-03-31,INR,1849130000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2010,2009,CGR1,0,2010-03-31,INR,5728110000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2010,2009,CGR22,0,2010-03-31,INR,132560000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2010,2009,TTL_RECEIPTS,0,2010-03-31,INR,10258740000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2010,2009,CGR25,0,2010-03-31,INR,86130000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2010,2009,CGR21,0,2010-03-31,INR,3943710000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2010,2009,CGR2,0,2010-03-31,INR,4530630000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2010,2009,OTHE,0,2010-03-31,INR,944910000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2010,2009,CGR1201,0,2010-03-31,INR,217840000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2009,2008,OTH,0,2009-03-31,INR,440800000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2009,2008,CGR25,0,2009-03-31,INR,61390000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2009,2008,CGR1,0,2009-03-31,INR,5402590000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2009,2008,CGR1101,0,2009-03-31,INR,2481520000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2009,2008,CGR26,0,2009-03-31,INR,5660000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2009,2008,CGR11,0,2009-03-31,INR,4433190000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2009,2008,CGR11011,0,2009-03-31,INR,869850000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2009,2008,CGR21,0,2009-03-31,INR,2469750000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2009,2008,CGR22,0,2009-03-31,INR,-13020000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2009,2008,CGR11022,0,2009-03-31,INR,692170000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2009,2008,CGR2,0,2009-03-31,INR,2998630000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2009,2008,OTHR,0,2009-03-31,INR,284290000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2009,2008,CGR11012,0,2009-03-31,INR,1607970000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2009,2008,CGR23,0,2009-03-31,INR,80410000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2009,2008,CGR27,0,2009-03-31,INR,110150000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2009,2008,CGR1201,0,2009-03-31,INR,207170000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2009,2008,CGR12,0,2009-03-31,INR,969400000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2009,2008,CGR11021,0,2009-03-31,INR,818720000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2009,2008,OTHE,0,2009-03-31,INR,762230000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2009,2008,CGR1102,0,2009-03-31,INR,1951690000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2009,2008,TTL_RECEIPTS,0,2009-03-31,INR,8401220000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2008,2007,CGR25,0,2008-03-31,INR,51000000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2008,2007,CGR1,0,2008-03-31,INR,5418640000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2008,2007,OTHR,0,2008-03-31,INR,215730000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2008,2007,CGR23,0,2008-03-31,INR,38970000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2008,2007,CGR2,0,2008-03-31,INR,1979780000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2008,2007,TTL_RECEIPTS,0,2008-03-31,INR,7398420000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2008,2007,CGR11012,0,2008-03-31,INR,1446600000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2008,2007,CGR1201,0,2008-03-31,INR,210600000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2008,2007,OTHE,0,2008-03-31,INR,812570000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2008,2007,CGR22,0,2008-03-31,INR,-113020000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2008,2007,CGR11011,0,2008-03-31,INR,865630000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2008,2007,CGR21,0,2008-03-31,INR,1306000000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2008,2007,CGR27,0,2008-03-31,INR,93150000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2008,2007,CGR12,0,2008-03-31,INR,1023170000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2008,2007,OTH,0,2008-03-31,INR,364120000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2008,2007,CGR26,0,2008-03-31,INR,387950000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2008,2007,CGR11022,0,2008-03-31,INR,753820000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2008,2007,CGR11021,0,2008-03-31,INR,961780000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2008,2007,CGR1102,0,2008-03-31,INR,2079720000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2008,2007,CGR1101,0,2008-03-31,INR,2315740000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2008,2007,CGR11,0,2008-03-31,INR,4395470000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2007,2006,CGR11021,0,2007-03-31,INR,926510000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2007,2006,CGR26,0,2007-03-31,INR,5340000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2007,2006,CGR1201,0,2007-03-31,INR,225240000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2007,2006,CGR1102,0,2007-03-31,INR,1814440000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2007,2006,CGR21,0,2007-03-31,INR,1148010000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2007,2006,OTHR,0,2007-03-31,INR,96040000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2007,2006,CGR11011,0,2007-03-31,INR,627070000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2007,2006,CGR1,0,2007-03-31,INR,4343870000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2007,2006,TTL_RECEIPTS,0,2007-03-31,INR,5788690000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2007,2006,OTH,0,2007-03-31,INR,259740000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2007,2006,OTHE,0,2007-03-31,INR,606810000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2007,2006,CGR11022,0,2007-03-31,INR,628190000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2007,2006,CGR12,0,2007-03-31,INR,832050000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2007,2006,CGR11012,0,2007-03-31,INR,1067010000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2007,2006,CGR27,0,2007-03-31,INR,84720000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2007,2006,CGR11,0,2007-03-31,INR,3511820000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2007,2006,CGR1101,0,2007-03-31,INR,1697380000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2007,2006,CGR2,0,2007-03-31,INR,1444820000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2007,2006,CGR23,0,2007-03-31,INR,51780000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2007,2006,CGR25,0,2007-03-31,INR,58930000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2006,2005,TTL_RECEIPTS,0,2006-03-31,INR,5266260000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2006,2005,CGR11021,0,2006-03-31,INR,866420000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2006,2005,CGR21,0,2006-03-31,INR,1062410000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2006,2005,CGR1201,0,2006-03-31,INR,220320000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2006,2005,CGR25,0,2006-03-31,INR,106450000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2006,2005,CGR27,0,2006-03-31,INR,74720000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2006,2005,CGR23,0,2006-03-31,INR,55450000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2006,2005,CGR12,0,2006-03-31,INR,768130000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2006,2005,CGR24,0,2006-03-31,INR,4870000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2006,2005,CGR1,0,2006-03-31,INR,3470770000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2006,2005,CGR26,0,2006-03-31,INR,15810000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2006,2005,OTH,0,2006-03-31,INR,162850000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2006,2005,OTHE,0,2006-03-31,INR,547810000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2006,2005,CGR11,0,2006-03-31,INR,2702640000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2006,2005,CGR1102,0,2006-03-31,INR,1495720000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2006,2005,CGR11022,0,2006-03-31,INR,466450000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2006,2005,CGR1101,0,2006-03-31,INR,1206920000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2006,2005,OTHR,0,2006-03-31,INR,475780000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2006,2005,CGR11012,0,2006-03-31,INR,751870000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2006,2005,CGR11011,0,2006-03-31,INR,452380000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2006,2005,CGR2,0,2006-03-31,INR,1795490000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2005,2004,CGR24,0,2005-03-31,INR,-57500000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2005,2004,CGR12,0,2005-03-31,INR,811930000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2005,2004,CGR1201,0,2005-03-31,INR,323870000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2005,2004,CGR11,0,2005-03-31,INR,2247980000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2005,2004,CGR1102,0,2005-03-31,INR,1288540000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2005,2004,CGR1101,0,2005-03-31,INR,959440000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2005,2004,CGR2,0,2005-03-31,INR,2003910000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2005,2004,OTHR,0,2005-03-31,INR,686720000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2005,2004,CGR23,0,2005-03-31,INR,53100000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2005,2004,OTH,0,2005-03-31,INR,98020000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2005,2004,TTL_RECEIPTS,0,2005-03-31,INR,5063820000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2005,2004,CGR1,0,2005-03-31,INR,3059910000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2005,2004,CGR11021,0,2005-03-31,INR,772410000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2005,2004,CGR11012,0,2005-03-31,INR,602890000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2005,2004,CGR11022,0,2005-03-31,INR,418110000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2005,2004,CGR26,0,2005-03-31,INR,44240000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2005,2004,CGR21,0,2005-03-31,INR,509390000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2005,2004,OTHE,0,2005-03-31,INR,488060000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2005,2004,CGR11011,0,2005-03-31,INR,354430000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2005,2004,CGR27,0,2005-03-31,INR,147530000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2005,2004,CGR25,0,2005-03-31,INR,620430000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2004,2003,TTL_RECEIPTS,0,2004-03-31,INR,4751460000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2004,2003,CGR1201,0,2004-03-31,INR,385380000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2004,2003,CGR11021,0,2004-03-31,INR,702450000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2004,2003,CGR1102,0,2004-03-31,INR,1103920000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2004,2003,CGR1101,0,2004-03-31,INR,765900000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2004,2003,CGR27,0,2004-03-31,INR,-134880000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2004,2003,CGR21,0,2004-03-31,INR,888700000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2004,2003,OTHE,0,2004-03-31,INR,382930000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2004,2003,CGR11022,0,2004-03-31,INR,345860000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2004,2003,CGR11012,0,2004-03-31,INR,457060000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2004,2003,CGR24,0,2004-03-31,INR,1100000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2004,2003,CGR1,0,2004-03-31,INR,2638130000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2004,2003,CGR2,0,2004-03-31,INR,2113330000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2004,2003,CGR25,0,2004-03-31,INR,671650000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2004,2003,CGR11011,0,2004-03-31,INR,307650000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2004,2003,CGR12,0,2004-03-31,INR,768310000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2004,2003,OTH,0,2004-03-31,INR,55610000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2004,2003,CGR26,0,2004-03-31,INR,169530000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2004,2003,CGR23,0,2004-03-31,INR,48920000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2004,2003,OTHR,0,2004-03-31,INR,468310000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2004,2003,CGR11,0,2004-03-31,INR,1869820000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2003,2002,OTHR,0,2003-03-31,INR,370500000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2003,2002,CGR11022,0,2003-03-31,INR,318980000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2003,2002,OTHE,0,2003-03-31,INR,346680000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2003,2002,CGR1102,0,2003-03-31,INR,969320000000
RBI:CG_RECPT_RN(1.0),N_A,AFY,2003,2002,CGR1201,0,2003-03-31,INR,376220000000
