DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,TYP_CGEXP_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CG_EXP_RN(1.0),N_A,AFY,2004,2003,CE2104,0,2004-03-31,INR,1504600000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2004,2003,CE220202,0,2004-03-31,INR,172870000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2004,2003,CE21,0,2004-03-31,INR,3620740000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2004,2003,CE220201,0,2004-03-31,INR,168630000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2004,2003,CE22,0,2004-03-31,INR,629180000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2004,2003,CE2,0,2004-03-31,INR,4249920000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2004,2003,CE2202,0,2004-03-31,INR,341500000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2004,2003,CE2103,0,2004-03-31,INR,443230000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2004,2003,CE2101,0,2004-03-31,INR,432030000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2003,2002,CE21,0,2003-03-31,INR,3387130000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2003,2002,CE2103,0,2003-03-31,INR,435330000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2003,2002,CE2104,0,2003-03-31,INR,1366670000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2003,2002,CE2101,0,2003-03-31,INR,407090000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2003,2002,CE2102,0,2003-03-31,INR,1178040000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2003,2002,CE220201,0,2003-03-31,INR,149530000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2003,2002,CE22,0,2003-03-31,INR,607690000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2003,2002,CE220202,0,2003-03-31,INR,141480000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2003,2002,CE2202,0,2003-03-31,INR,291010000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2003,2002,CE2,0,2003-03-31,INR,3994820000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2003,2002,CE2201,0,2003-03-31,INR,316680000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2002,2001,CE2201,0,2002-03-31,INR,342840000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2002,2001,CE2102,0,2002-03-31,INR,1074600000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2002,2001,CE2101,0,2002-03-31,INR,380590000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2002,2001,CE2103,0,2002-03-31,INR,312100000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2002,2001,CE2,0,2002-03-31,INR,3623100000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2002,2001,CE220201,0,2002-03-31,INR,162070000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2002,2001,CE22,0,2002-03-31,INR,608420000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2002,2001,CE21,0,2002-03-31,INR,3014680000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2002,2001,CE220202,0,2002-03-31,INR,103510000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2002,2001,CE2202,0,2002-03-31,INR,265580000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2002,2001,CE2104,0,2002-03-31,INR,1247390000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2001,2000,CE2101,0,2001-03-31,INR,372380000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2001,2000,CE220201,0,2001-03-31,INR,123840000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2001,2000,CE2102,0,2001-03-31,INR,993140000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2001,2000,CE21,0,2001-03-31,INR,2778390000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2001,2000,CE2202,0,2001-03-31,INR,247450000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2001,2000,CE2,0,2001-03-31,INR,3255920000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2001,2000,CE2103,0,2001-03-31,INR,268380000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2001,2000,CE220202,0,2001-03-31,INR,123610000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2001,2000,CE22,0,2001-03-31,INR,477530000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2001,2000,CE2104,0,2001-03-31,INR,1144490000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2001,2000,CE2201,0,2001-03-31,INR,230080000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2000,1999,CE2103,0,2000-03-31,INR,244870000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2000,1999,CE2,0,2000-03-31,INR,2980530000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2000,1999,CE21,0,2000-03-31,INR,2490780000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2000,1999,CE22,0,2000-03-31,INR,489750000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2000,1999,CE220202,0,2000-03-31,INR,121820000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2000,1999,CE220201,0,2000-03-31,INR,118550000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2000,1999,CE2202,0,2000-03-31,INR,240370000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2000,1999,CE2102,0,2000-03-31,INR,902490000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2000,1999,CE2104,0,2000-03-31,INR,991260000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2000,1999,CE2101,0,2000-03-31,INR,352160000000
RBI:CG_EXP_RN(1.0),N_A,AFY,2000,1999,CE2201,0,2000-03-31,INR,249380000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1999,1998,CE2101,0,1999-03-31,INR,298610000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1999,1998,CE2,0,1999-03-31,INR,2793390000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1999,1998,CE2103,0,1999-03-31,INR,235930000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1999,1998,CE22,0,1999-03-31,INR,628780000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1999,1998,CE2104,0,1999-03-31,INR,851250000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1999,1998,CE220202,0,1999-03-31,INR,88050000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1999,1998,CE220201,0,1999-03-31,INR,100360000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1999,1998,CE21,0,1999-03-31,INR,2164610000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1999,1998,CE2201,0,1999-03-31,INR,440370000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1999,1998,CE2202,0,1999-03-31,INR,188410000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1999,1998,CE2102,0,1999-03-31,INR,778820000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1998,1997,CE2104,0,1998-03-31,INR,699840000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1998,1997,CE220201,0,1998-03-31,INR,91040000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1998,1997,CE2102,0,1998-03-31,INR,656370000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1998,1997,CE21,0,1998-03-31,INR,1803350000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1998,1997,CE2201,0,1998-03-31,INR,341930000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1998,1997,CE2202,0,1998-03-31,INR,175260000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1998,1997,CE2101,0,1998-03-31,INR,261740000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1998,1997,CE220202,0,1998-03-31,INR,84220000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1998,1997,CE2103,0,1998-03-31,INR,185400000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1998,1997,CE2,0,1998-03-31,INR,2320540000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1998,1997,CE22,0,1998-03-31,INR,517190000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1997,1996,CE2,0,1997-03-31,INR,2010070000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1997,1996,CE2201,0,1997-03-31,INR,278780000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1997,1996,CE220201,0,1997-03-31,INR,85080000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1997,1996,CE2202,0,1997-03-31,INR,141960000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1997,1996,CE2101,0,1997-03-31,INR,209970000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1997,1996,CE21,0,1997-03-31,INR,1589330000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1997,1996,CE2102,0,1997-03-31,INR,594780000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1997,1996,CE220202,0,1997-03-31,INR,56880000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1997,1996,CE22,0,1997-03-31,INR,420740000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1997,1996,CE2103,0,1997-03-31,INR,154990000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1997,1996,CE2104,0,1997-03-31,INR,629590000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1996,1995,CE220201,0,1996-03-31,INR,80150000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1996,1995,CE2104,0,1996-03-31,INR,583090000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1996,1995,CE2,0,1996-03-31,INR,1782760000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1996,1995,CE2101,0,1996-03-31,INR,188410000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1996,1995,CE2202,0,1996-03-31,INR,140990000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1996,1995,CE2102,0,1996-03-31,INR,500450000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1996,1995,CE2103,0,1996-03-31,INR,126660000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1996,1995,CE220202,0,1996-03-31,INR,60840000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1996,1995,CE22,0,1996-03-31,INR,384150000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1996,1995,CE2201,0,1996-03-31,INR,243160000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1996,1995,CE21,0,1996-03-31,INR,1398610000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1995,1994,CE2103,0,1995-03-31,INR,118540000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1995,1994,CE220202,0,1995-03-31,INR,80720000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1995,1994,CE21,0,1995-03-31,INR,1221120000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1995,1994,CE2201,0,1995-03-31,INR,237360000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1995,1994,CE2,0,1995-03-31,INR,1607390000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1995,1994,CE2102,0,1995-03-31,INR,440600000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1995,1994,CE2101,0,1995-03-31,INR,164260000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1995,1994,CE220201,0,1995-03-31,INR,68190000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1995,1994,CE2202,0,1995-03-31,INR,148910000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1995,1994,CE2104,0,1995-03-31,INR,497720000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1995,1994,CE22,0,1995-03-31,INR,386270000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1994,1993,CE2,0,1994-03-31,INR,1417120000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1994,1993,CE22,0,1994-03-31,INR,335430000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1994,1993,CE2201,0,1994-03-31,INR,204540000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1994,1993,CE2104,0,1994-03-31,INR,448450000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1994,1993,CE21,0,1994-03-31,INR,1081690000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1994,1993,CE2102,0,1994-03-31,INR,367410000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1994,1993,CE2103,0,1994-03-31,INR,116050000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1994,1993,CE220202,0,1994-03-31,INR,62220000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1994,1993,CE2101,0,1994-03-31,INR,149780000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1994,1993,CE2202,0,1994-03-31,INR,130890000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1994,1993,CE220201,0,1994-03-31,INR,68670000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1993,1992,CE2202,0,1993-03-31,INR,133850000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1993,1992,CE220201,0,1993-03-31,INR,54730000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1993,1992,CE22,0,1993-03-31,INR,296820000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1993,1992,CE220202,0,1993-03-31,INR,79120000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1993,1992,CE2103,0,1993-03-31,INR,108240000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1993,1992,CE2102,0,1993-03-31,INR,310750000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1993,1992,CE2,0,1993-03-31,INR,1223840000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1993,1992,CE2101,0,1993-03-31,INR,121090000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1993,1992,CE21,0,1993-03-31,INR,927020000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1993,1992,CE2201,0,1993-03-31,INR,162970000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1993,1992,CE2104,0,1993-03-31,INR,386940000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1992,1991,CE2202,0,1992-03-31,INR,110430000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1992,1991,CE2103,0,1992-03-31,INR,122530000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1992,1991,CE2,0,1992-03-31,INR,1110580000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1992,1991,CE2101,0,1992-03-31,INR,114420000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1992,1991,CE2104,0,1992-03-31,INR,320010000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1992,1991,CE21,0,1992-03-31,INR,822920000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1992,1991,CE220201,0,1992-03-31,INR,49050000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1992,1991,CE220202,0,1992-03-31,INR,61380000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1992,1991,CE2201,0,1992-03-31,INR,177230000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1992,1991,CE22,0,1992-03-31,INR,287660000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1992,1991,CE2102,0,1992-03-31,INR,265960000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1991,1990,CE22,0,1991-03-31,INR,317820000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1991,1990,CE220201,0,1991-03-31,INR,45520000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1991,1990,CE220202,0,1991-03-31,INR,75780000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1991,1990,CE2102,0,1991-03-31,INR,214980000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1991,1990,CE21,0,1991-03-31,INR,735160000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1991,1990,CE2201,0,1991-03-31,INR,196520000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1991,1990,CE2101,0,1991-03-31,INR,108740000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1991,1990,CE2202,0,1991-03-31,INR,121300000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1991,1990,CE2103,0,1991-03-31,INR,121580000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1991,1990,CE2104,0,1991-03-31,INR,289860000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1991,1990,CE2,0,1991-03-31,INR,1052980000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1990,1989,CE2202,0,1990-03-31,INR,118080000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1990,1989,CE2101,0,1990-03-31,INR,101940000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1990,1989,CE2,0,1990-03-31,INR,929080000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1990,1989,CE2104,0,1990-03-31,INR,257850000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1990,1989,CE22,0,1990-03-31,INR,286980000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1990,1989,CE2103,0,1990-03-31,INR,104740000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1990,1989,CE2201,0,1990-03-31,INR,168900000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1990,1989,CE220202,0,1990-03-31,INR,75860000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1990,1989,CE220201,0,1990-03-31,INR,42220000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1990,1989,CE21,0,1990-03-31,INR,642100000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1990,1989,CE2102,0,1990-03-31,INR,177570000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1989,1988,CE2104,0,1989-03-31,INR,225380000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1989,1988,CE2101,0,1989-03-31,INR,95580000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1989,1988,CE22,0,1989-03-31,INR,250050000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1989,1988,CE220202,0,1989-03-31,INR,64720000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1989,1988,CE2102,0,1989-03-31,INR,142780000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1989,1988,CE2103,0,1989-03-31,INR,77320000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1989,1988,CE2202,0,1989-03-31,INR,102550000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1989,1988,CE2,0,1989-03-31,INR,791110000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1989,1988,CE21,0,1989-03-31,INR,541060000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1989,1988,CE2201,0,1989-03-31,INR,147500000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1989,1988,CE220201,0,1989-03-31,INR,37830000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1988,1987,CE2102,0,1988-03-31,INR,112510000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1988,1987,CE21,0,1988-03-31,INR,461740000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1988,1987,CE220202,0,1988-03-31,INR,61870000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1988,1987,CE2103,0,1988-03-31,INR,59800000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1988,1987,CE2104,0,1988-03-31,INR,200820000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1988,1987,CE220201,0,1988-03-31,INR,31070000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1988,1987,CE2201,0,1988-03-31,INR,127930000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1988,1987,CE2,0,1988-03-31,INR,682610000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1988,1987,CE2202,0,1988-03-31,INR,92940000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1988,1987,CE22,0,1988-03-31,INR,220870000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1988,1987,CE2101,0,1988-03-31,INR,88610000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1987,1986,CE2202,0,1987-03-31,INR,92590000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1987,1986,CE2104,0,1987-03-31,INR,169840000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1987,1986,CE21,0,1987-03-31,INR,408600000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1987,1986,CE22,0,1987-03-31,INR,220560000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1987,1986,CE2103,0,1987-03-31,INR,54510000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1987,1986,CE2102,0,1987-03-31,INR,92460000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1987,1986,CE220201,0,1987-03-31,INR,12980000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1987,1986,CE2,0,1987-03-31,INR,629160000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1987,1986,CE2201,0,1987-03-31,INR,127970000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1987,1986,CE2101,0,1987-03-31,INR,91790000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1987,1986,CE220202,0,1987-03-31,INR,79610000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1986,1985,CE2103,0,1986-03-31,INR,47960000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1986,1985,CE2201,0,1986-03-31,INR,110870000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1986,1985,CE21,0,1986-03-31,INR,339240000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1986,1985,CE220201,0,1986-03-31,INR,9670000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1986,1985,CE2202,0,1986-03-31,INR,76550000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1986,1985,CE220202,0,1986-03-31,INR,66880000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1986,1985,CE2104,0,1986-03-31,INR,145950000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1986,1985,CE2102,0,1986-03-31,INR,75120000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1986,1985,CE22,0,1986-03-31,INR,187420000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1986,1985,CE2101,0,1986-03-31,INR,70210000000
RBI:CG_EXP_RN(1.0),N_A,AFY,1986,1985,CE2,0,1986-03-31,INR,526660000000
