DATAFLOW,AUDST,FREQ,INDICRS_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN102,1997,1996,0,1997-03-31,RO,2.3
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN11,1997,1996,0,1997-03-31,RO,4.34
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12,1997,1996,0,1997-03-31,RO,14.16
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN1201,1997,1996,0,1997-03-31,RO,11.2
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12011,1997,1996,0,1997-03-31,RO,4.19
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12012,1997,1996,0,1997-03-31,RO,1.09
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN1202,1997,1996,0,1997-03-31,RO,2.96
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12021,1997,1996,0,1997-03-31,RO,1.0
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN13,1997,1996,0,1997-03-31,RO,2.08
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN01,1998,1997,0,1998-03-31,RO,5.66
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN02,1998,1997,0,1998-03-31,RO,4.01
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN03,1998,1997,0,1998-03-31,RO,1.48
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN04,1998,1997,0,1998-03-31,RO,1.45
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN05,1998,1997,0,1998-03-31,RO,2.95
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN06,1998,1997,0,1998-03-31,RO,-1.22
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN07,1998,1997,0,1998-03-31,RO,-0.06
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN08,1998,1997,0,1998-03-31,RO,0.82
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN09,1998,1997,0,1998-03-31,RO,8.85
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN091,1998,1997,0,1998-03-31,RO,3.07
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN092,1998,1997,0,1998-03-31,RO,5.78
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN10,1998,1997,0,1998-03-31,RO,8.51
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN101,1998,1997,0,1998-03-31,RO,6.08
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN102,1998,1997,0,1998-03-31,RO,2.43
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN11,1998,1997,0,1998-03-31,RO,6.3
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12,1998,1997,0,1998-03-31,RO,14.76
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN1201,1998,1997,0,1998-03-31,RO,11.47
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12011,1998,1997,0,1998-03-31,RO,4.17
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12012,1998,1997,0,1998-03-31,RO,1.18
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN1202,1998,1997,0,1998-03-31,RO,3.29
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12021,1998,1997,0,1998-03-31,RO,1.11
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN13,1998,1997,0,1998-03-31,RO,2.24
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN01,1999,1998,0,1999-03-31,RO,6.29
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN02,1999,1998,0,1999-03-31,RO,4.43
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN03,1999,1998,0,1999-03-31,RO,1.97
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN04,1999,1998,0,1999-03-31,RO,1.78
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN05,1999,1998,0,1999-03-31,RO,3.71
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN06,1999,1998,0,1999-03-31,RO,-0.6
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN07,1999,1998,0,1999-03-31,RO,-0.01
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN08,1999,1998,0,1999-03-31,RO,0.65
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN09,1999,1998,0,1999-03-31,RO,7.97
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN091,1999,1998,0,1999-03-31,RO,2.58
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN092,1999,1998,0,1999-03-31,RO,5.39
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN10,1999,1998,0,1999-03-31,RO,8.29
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN101,1999,1998,0,1999-03-31,RO,5.8
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN102,1999,1998,0,1999-03-31,RO,2.49
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN11,1999,1998,0,1999-03-31,RO,7.21
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12,1999,1998,0,1999-03-31,RO,15.49
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN1201,1999,1998,0,1999-03-31,RO,12.0
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12011,1999,1998,0,1999-03-31,RO,4.32
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12012,1999,1998,0,1999-03-31,RO,1.31
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN1202,1999,1998,0,1999-03-31,RO,3.49
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12021,1999,1998,0,1999-03-31,RO,1.04
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN13,1999,1998,0,1999-03-31,RO,2.21
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN01,2000,1999,0,2000-03-31,RO,5.18
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN02,2000,1999,0,2000-03-31,RO,4.44
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN03,2000,1999,0,2000-03-31,RO,0.72
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN04,2000,1999,0,2000-03-31,RO,1.66
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN05,2000,1999,0,2000-03-31,RO,3.34
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN06,2000,1999,0,2000-03-31,RO,-1.12
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN07,2000,1999,0,2000-03-31,RO,0.04
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN08,2000,1999,0,2000-03-31,RO,-0.28
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN09,2000,1999,0,2000-03-31,RO,8.49
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN091,2000,1999,0,2000-03-31,RO,2.86
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN092,2000,1999,0,2000-03-31,RO,5.62
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN10,2000,1999,0,2000-03-31,RO,8.97
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN101,2000,1999,0,2000-03-31,RO,6.34
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN102,2000,1999,0,2000-03-31,RO,2.63
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN11,2000,1999,0,2000-03-31,RO,5.72
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12,2000,1999,0,2000-03-31,RO,14.73
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN1201,2000,1999,0,2000-03-31,RO,12.31
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12011,2000,1999,0,2000-03-31,RO,4.46
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12012,2000,1999,0,2000-03-31,RO,1.21
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN1202,2000,1999,0,2000-03-31,RO,2.42
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12021,2000,1999,0,2000-03-31,RO,1.19
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN13,2000,1999,0,2000-03-31,RO,2.33
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN01,2001,2000,0,2001-03-31,RO,5.46
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN02,2001,2000,0,2001-03-31,RO,4.95
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN03,2001,2000,0,2001-03-31,RO,0.9
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN04,2001,2000,0,2001-03-31,RO,1.9
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN05,2001,2000,0,2001-03-31,RO,3.91
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN06,2001,2000,0,2001-03-31,RO,-0.65
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN07,2001,2000,0,2001-03-31,RO,-0.05
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN08,2001,2000,0,2001-03-31,RO,0.31
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN09,2001,2000,0,2001-03-31,RO,8.65
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN091,2001,2000,0,2001-03-31,RO,3.14
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN092,2001,2000,0,2001-03-31,RO,5.51
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN10,2001,2000,0,2001-03-31,RO,8.85
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN101,2001,2000,0,2001-03-31,RO,6.28
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN102,2001,2000,0,2001-03-31,RO,2.57
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN11,2001,2000,0,2001-03-31,RO,6.16
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12,2001,2000,0,2001-03-31,RO,14.95
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN1201,2001,2000,0,2001-03-31,RO,12.76
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12011,2001,2000,0,2001-03-31,RO,4.56
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12012,2001,2000,0,2001-03-31,RO,1.23
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN1202,2001,2000,0,2001-03-31,RO,2.19
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12021,2001,2000,0,2001-03-31,RO,1.14
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN13,2001,2000,0,2001-03-31,RO,2.28
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN01,2002,2001,0,2002-03-31,RO,5.98
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN02,2002,2001,0,2002-03-31,RO,5.22
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN03,2002,2001,0,2002-03-31,RO,1.42
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN04,2002,2001,0,2002-03-31,RO,2.17
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN05,2002,2001,0,2002-03-31,RO,4.25
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN06,2002,2001,0,2002-03-31,RO,-0.31
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN07,2002,2001,0,2002-03-31,RO,-0.06
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN08,2002,2001,0,2002-03-31,RO,-0.22
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN09,2002,2001,0,2002-03-31,RO,7.91
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN091,2002,2001,0,2002-03-31,RO,2.94
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN092,2002,2001,0,2002-03-31,RO,4.97
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN10,2002,2001,0,2002-03-31,RO,8.54
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN101,2002,2001,0,2002-03-31,RO,5.67
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN102,2002,2001,0,2002-03-31,RO,2.88
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN11,2002,2001,0,2002-03-31,RO,6.9
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12,2002,2001,0,2002-03-31,RO,15.38
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN1201,2002,2001,0,2002-03-31,RO,12.8
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12011,2002,2001,0,2002-03-31,RO,4.56
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12012,2002,2001,0,2002-03-31,RO,1.32
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN1202,2002,2001,0,2002-03-31,RO,2.58
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12021,2002,2001,0,2002-03-31,RO,1.13
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN13,2002,2001,0,2002-03-31,RO,2.3
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN01,2003,2002,0,2003-03-31,RO,5.72
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN02,2003,2002,0,2003-03-31,RO,5.28
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN03,2003,2002,0,2003-03-31,RO,1.08
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN04,2003,2002,0,2003-03-31,RO,2.12
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN05,2003,2002,0,2003-03-31,RO,4.25
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN06,2003,2002,0,2003-03-31,RO,-0.39
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN07,2003,2002,0,2003-03-31,RO,0.07
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN08,2003,2002,0,2003-03-31,RO,-1.12
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN09,2003,2002,0,2003-03-31,RO,8.46
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN091,2003,2002,0,2003-03-31,RO,3.28
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN092,2003,2002,0,2003-03-31,RO,5.19
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN10,2003,2002,0,2003-03-31,RO,9.1
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN101,2003,2002,0,2003-03-31,RO,6.25
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN102,2003,2002,0,2003-03-31,RO,2.85
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN11,2003,2002,0,2003-03-31,RO,7.12
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12,2003,2002,0,2003-03-31,RO,16.29
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN1201,2003,2002,0,2003-03-31,RO,13.35
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12011,2003,2002,0,2003-03-31,RO,4.64
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12012,2003,2002,0,2003-03-31,RO,1.72
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN1202,2003,2002,0,2003-03-31,RO,2.94
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12021,2003,2002,0,2003-03-31,RO,1.15
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN13,2003,2002,0,2003-03-31,RO,2.19
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN01,2004,2003,0,2004-03-31,RO,4.34
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN02,2004,2003,0,2004-03-31,RO,4.07
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN03,2004,2003,0,2004-03-31,RO,-0.03
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN04,2004,2003,0,2004-03-31,RO,1.06
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN05,2004,2003,0,2004-03-31,RO,3.46
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN06,2004,2003,0,2004-03-31,RO,-0.91
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN07,2004,2003,0,2004-03-31,RO,-0.14
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN08,2004,2003,0,2004-03-31,RO,-2.68
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN09,2004,2003,0,2004-03-31,RO,8.89
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN091,2004,2003,0,2004-03-31,RO,3.7
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN092,2004,2003,0,2004-03-31,RO,5.2
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN10,2004,2003,0,2004-03-31,RO,9.28
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN101,2004,2003,0,2004-03-31,RO,6.58
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN102,2004,2003,0,2004-03-31,RO,2.7
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN11,2004,2003,0,2004-03-31,RO,7.44
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12,2004,2003,0,2004-03-31,RO,16.58
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN1201,2004,2003,0,2004-03-31,RO,12.74
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12011,2004,2003,0,2004-03-31,RO,4.37
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12012,2004,2003,0,2004-03-31,RO,1.56
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN1202,2004,2003,0,2004-03-31,RO,3.84
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12021,2004,2003,0,2004-03-31,RO,1.2
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN13,2004,2003,0,2004-03-31,RO,2.11
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN01,2005,2004,0,2005-03-31,RO,3.88
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN02,2005,2004,0,2005-03-31,RO,3.89
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN03,2005,2004,0,2005-03-31,RO,-0.04
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN04,2005,2004,0,2005-03-31,RO,0.98
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN05,2005,2004,0,2005-03-31,RO,2.42
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN06,2005,2004,0,2005-03-31,RO,-1.5
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN07,2005,2004,0,2005-03-31,RO,-0.05
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN08,2005,2004,0,2005-03-31,RO,-1.86
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN09,2005,2004,0,2005-03-31,RO,9.36
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN091,2005,2004,0,2005-03-31,RO,4.1
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN092,2005,2004,0,2005-03-31,RO,5.26
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN10,2005,2004,0,2005-03-31,RO,9.44
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN101,2005,2004,0,2005-03-31,RO,6.93
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN102,2005,2004,0,2005-03-31,RO,2.5
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN11,2005,2004,0,2005-03-31,RO,6.18
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12,2005,2004,0,2005-03-31,RO,15.37
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN1201,2005,2004,0,2005-03-31,RO,11.85
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12011,2005,2004,0,2005-03-31,RO,3.92
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12012,2005,2004,0,2005-03-31,RO,1.42
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN1202,2005,2004,0,2005-03-31,RO,3.5
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12021,2005,2004,0,2005-03-31,RO,1.61
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN13,2005,2004,0,2005-03-31,RO,2.34
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN01,2006,2005,0,2006-03-31,RO,3.96
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN02,2006,2005,0,2006-03-31,RO,3.95
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN03,2006,2005,0,2006-03-31,RO,0.37
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN04,2006,2005,0,2006-03-31,RO,0.95
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN05,2006,2005,0,2006-03-31,RO,2.5
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN06,2006,2005,0,2006-03-31,RO,-1.09
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN07,2006,2005,0,2006-03-31,RO,-0.57
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN08,2006,2005,0,2006-03-31,RO,0.77
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN09,2006,2005,0,2006-03-31,RO,9.95
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN091,2006,2005,0,2006-03-31,RO,4.47
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN092,2006,2005,0,2006-03-31,RO,5.47
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN10,2006,2005,0,2006-03-31,RO,9.4
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN101,2006,2005,0,2006-03-31,RO,7.32
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN102,2006,2005,0,2006-03-31,RO,2.08
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN11,2006,2005,0,2006-03-31,RO,4.86
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12,2006,2005,0,2006-03-31,RO,13.69
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN1201,2006,2005,0,2006-03-31,RO,11.9
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12011,2006,2005,0,2006-03-31,RO,3.59
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12012,2006,2005,0,2006-03-31,RO,1.29
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN1202,2006,2005,0,2006-03-31,RO,1.8
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12021,2006,2005,0,2006-03-31,RO,1.49
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN13,2006,2005,0,2006-03-31,RO,2.18
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN01,2007,2006,0,2007-03-31,RO,3.32
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN02,2007,2006,0,2007-03-31,RO,3.52
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN03,2007,2006,0,2007-03-31,RO,-0.18
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN04,2007,2006,0,2007-03-31,RO,0.55
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN05,2007,2006,0,2007-03-31,RO,1.87
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN06,2007,2006,0,2007-03-31,RO,-1.63
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN07,2007,2006,0,2007-03-31,RO,0.11
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN08,2007,2006,0,2007-03-31,RO,-0.07
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN09,2007,2006,0,2007-03-31,RO,11.03
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN091,2007,2006,0,2007-03-31,RO,5.36
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN092,2007,2006,0,2007-03-31,RO,5.67
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN10,2007,2006,0,2007-03-31,RO,10.11
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN101,2007,2006,0,2007-03-31,RO,8.18
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN102,2007,2006,0,2007-03-31,RO,1.94
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN11,2007,2006,0,2007-03-31,RO,3.36
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12,2007,2006,0,2007-03-31,RO,13.58
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN1201,2007,2006,0,2007-03-31,RO,11.98
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12011,2007,2006,0,2007-03-31,RO,3.5
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12012,2007,2006,0,2007-03-31,RO,1.33
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN1202,2007,2006,0,2007-03-31,RO,1.6
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12021,2007,2006,0,2007-03-31,RO,1.4
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN13,2007,2006,0,2007-03-31,RO,1.99
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN01,2008,2007,0,2008-03-31,RO,2.54
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN02,2008,2007,0,2008-03-31,RO,2.42
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN03,2008,2007,0,2008-03-31,RO,-0.88
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN04,2008,2007,0,2008-03-31,RO,-0.59
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN05,2008,2007,0,2008-03-31,RO,1.05
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN06,2008,2007,0,2008-03-31,RO,-2.38
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN07,2008,2007,0,2008-03-31,RO,-0.54
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN08,2008,2007,0,2008-03-31,RO,-2.32
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN09,2008,2007,0,2008-03-31,RO,11.89
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN091,2008,2007,0,2008-03-31,RO,6.26
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN092,2008,2007,0,2008-03-31,RO,5.63
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN10,2008,2007,0,2008-03-31,RO,10.87
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN101,2008,2007,0,2008-03-31,RO,8.81
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN102,2008,2007,0,2008-03-31,RO,2.05
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN11,2008,2007,0,2008-03-31,RO,3.97
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12,2008,2007,0,2008-03-31,RO,14.29
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN1201,2008,2007,0,2008-03-31,RO,11.92
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12011,2008,2007,0,2008-03-31,RO,3.43
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12012,2008,2007,0,2008-03-31,RO,1.42
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN1202,2008,2007,0,2008-03-31,RO,2.37
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN12021,2008,2007,0,2008-03-31,RO,2.14
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN13,2008,2007,0,2008-03-31,RO,1.84
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN01,2009,2008,0,2009-03-31,RO,5.99
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN02,2009,2008,0,2009-03-31,RO,5.84
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN03,2009,2008,0,2009-03-31,RO,2.57
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN04,2009,2008,0,2009-03-31,RO,2.8
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN05,2009,2008,0,2009-03-31,RO,4.5
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN06,2009,2008,0,2009-03-31,RO,1.09
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN07,2009,2008,0,2009-03-31,RO,0.78
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN08,2009,2008,0,2009-03-31,RO,3.1
RBI:FICG_GDP_RN(1.0),N_A,AFY,IN09,2009,2008,0,2009-03-31,RO,10.75
