DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,TYP_BUG_RESOR_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1992,1991,BR11,0,1992-03-31,INR,90564000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1992,1991,BR12,0,1992-03-31,INR,2027000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1992,1991,TTL_BUG_RESOURCES,0,1992-03-31,INR,351650000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1992,1991,BR23,0,1992-03-31,INR,17647000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1992,1991,BR1,0,1992-03-31,INR,92590000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1992,1991,BR13,0,1992-03-31,INR,0.0
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1991,1990,BR2,0,1991-03-31,INR,264560000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1991,1990,TTL_BUG_RESOURCES,0,1991-03-31,INR,350570000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1991,1990,BR23,0,1991-03-31,INR,9054000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1991,1990,BR12,0,1991-03-31,INR,4089000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1991,1990,BR1,0,1991-03-31,INR,86020000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1991,1990,BR11,0,1991-03-31,INR,81930000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1991,1990,BR21,0,1991-03-31,INR,200091000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1991,1990,BR13,0,1991-03-31,INR,0.0
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1991,1990,BR22,0,1991-03-31,INR,55410000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1990,1989,BR1,0,1990-03-31,INR,81370000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1990,1989,BR23,0,1990-03-31,INR,38872000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1990,1989,BR13,0,1990-03-31,INR,0.0
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1990,1989,BR2,0,1990-03-31,INR,248760000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1990,1989,BR12,0,1990-03-31,INR,3367000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1990,1989,BR11,0,1990-03-31,INR,77999000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1990,1989,BR22,0,1990-03-31,INR,70539000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1990,1989,TTL_BUG_RESOURCES,0,1990-03-31,INR,330130000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1990,1989,BR21,0,1990-03-31,INR,139350000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1989,1988,BR13,0,1989-03-31,INR,0.0
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1989,1988,BR12,0,1989-03-31,INR,795000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1989,1988,BR21,0,1989-03-31,INR,139564000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1989,1988,BR2,0,1989-03-31,INR,219210000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1989,1988,BR23,0,1989-03-31,INR,16482000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1989,1988,TTL_BUG_RESOURCES,0,1989-03-31,INR,289770000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1989,1988,BR11,0,1989-03-31,INR,69767000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1989,1988,BR22,0,1989-03-31,INR,63165000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1989,1988,BR1,0,1989-03-31,INR,70560000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1988,1987,BR12,0,1988-03-31,INR,2775000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1988,1987,BR21,0,1988-03-31,INR,127234000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1988,1987,BR1,0,1988-03-31,INR,59610000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1988,1987,BR23,0,1988-03-31,INR,14189000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1988,1987,BR13,0,1988-03-31,INR,0.0
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1988,1987,TTL_BUG_RESOURCES,0,1988-03-31,INR,257700000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1988,1987,BR11,0,1988-03-31,INR,56831000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1988,1987,BR22,0,1988-03-31,INR,56672000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1988,1987,BR2,0,1988-03-31,INR,198100000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1987,1986,BR11,0,1987-03-31,INR,58173000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1987,1986,BR1,0,1987-03-31,INR,59050000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1987,1986,BR23,0,1987-03-31,INR,10911000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1987,1986,BR2,0,1987-03-31,INR,184150000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1987,1986,BR12,0,1987-03-31,INR,877000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1987,1986,BR21,0,1987-03-31,INR,108002000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1987,1986,TTL_BUG_RESOURCES,0,1987-03-31,INR,243200000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1987,1986,BR22,0,1987-03-31,INR,65234000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1987,1986,BR13,0,1987-03-31,INR,0.0
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1986,1985,BR12,0,1986-03-31,INR,1062000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1986,1985,BR21,0,1986-03-31,INR,100535000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1986,1985,BR13,0,1986-03-31,INR,0.0
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1986,1985,BR23,0,1986-03-31,INR,7836000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1986,1985,BR11,0,1986-03-31,INR,44515000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1986,1985,BR1,0,1986-03-31,INR,45580000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1986,1985,BR22,0,1986-03-31,INR,60824000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1986,1985,BR2,0,1986-03-31,INR,169200000000
RBI:BUD_RESOR_RN(1.0),N_A,AFY,1986,1985,TTL_BUG_RESOURCES,0,1986-03-31,INR,214770000000
