DATAFLOW,AUDST,DAILY_AVG_TO_RN,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:GSEC_TO_RN(1.0),N_A,TR_BILL_182_DAY,M,2026,2025,0,2025-08-29,INR,173969580000
RBI:GSEC_TO_RN(1.0),N_A,TR_BILL_364_DAY,M,2026,2025,0,2025-08-29,INR,86008000000
RBI:GSEC_TO_RN(1.0),N_A,RBI,M,2026,2025,0,2025-08-29,INR,47857200000
RBI:GSEC_TO_RN(1.0),N_A,TR_BILL_91_DAY,M,2026,2025,0,2025-08-29,INR,175232620000
RBI:GSEC_TO_RN(1.0),N_A,OR_STATE_GOVT_SEC,M,2026,2025,0,2025-08-29,INR,281453260000
RBI:GSEC_TO_RN(1.0),N_A,OR_GOVT_SEC,M,2026,2025,0,2025-08-29,INR,4489750800100
RBI:GSEC_TO_RN(1.0),N_A,TR_BILL_182_DAY,M,2026,2025,0,2025-08-22,INR,185790700000
RBI:GSEC_TO_RN(1.0),N_A,RBI,M,2026,2025,0,2025-08-22,INR,23815200000
RBI:GSEC_TO_RN(1.0),N_A,OR_GOVT_SEC,M,2026,2025,0,2025-08-22,INR,4999466760060
RBI:GSEC_TO_RN(1.0),N_A,OR_STATE_GOVT_SEC,M,2026,2025,0,2025-08-22,INR,409768280000
RBI:GSEC_TO_RN(1.0),N_A,TR_BILL_364_DAY,M,2026,2025,0,2025-08-22,INR,58647000000
RBI:GSEC_TO_RN(1.0),N_A,TR_BILL_91_DAY,M,2026,2025,0,2025-08-22,INR,295464540000
RBI:GSEC_TO_RN(1.0),N_A,RBI,M,2026,2025,0,2025-08-15,INR,50608600000
RBI:GSEC_TO_RN(1.0),N_A,TR_BILL_91_DAY,M,2026,2025,0,2025-08-15,INR,239145140000
RBI:GSEC_TO_RN(1.0),N_A,TR_BILL_364_DAY,M,2026,2025,0,2025-08-15,INR,92799580000
RBI:GSEC_TO_RN(1.0),N_A,OR_GOVT_SEC,M,2026,2025,0,2025-08-15,INR,4890070460116
RBI:GSEC_TO_RN(1.0),N_A,TR_BILL_182_DAY,M,2026,2025,0,2025-08-15,INR,98420000000
RBI:GSEC_TO_RN(1.0),N_A,OR_STATE_GOVT_SEC,M,2026,2025,0,2025-08-15,INR,292177960000
RBI:GSEC_TO_RN(1.0),N_A,RBI,M,2026,2025,0,2025-08-08,INR,33304600000
RBI:GSEC_TO_RN(1.0),N_A,OR_STATE_GOVT_SEC,M,2026,2025,0,2025-08-08,INR,513698580000
RBI:GSEC_TO_RN(1.0),N_A,TR_BILL_91_DAY,M,2026,2025,0,2025-08-08,INR,277992020000
RBI:GSEC_TO_RN(1.0),N_A,TR_BILL_182_DAY,M,2026,2025,0,2025-08-08,INR,264949980000
RBI:GSEC_TO_RN(1.0),N_A,OR_GOVT_SEC,M,2026,2025,0,2025-08-08,INR,5730944120036
RBI:GSEC_TO_RN(1.0),N_A,TR_BILL_364_DAY,M,2026,2025,0,2025-08-08,INR,118552160000
RBI:GSEC_TO_RN(1.0),N_A,OR_GOVT_SEC,M,2026,2025,0,2025-08-01,INR,4822817600078
RBI:GSEC_TO_RN(1.0),N_A,OR_STATE_GOVT_SEC,M,2026,2025,0,2025-08-01,INR,422151820000
