DATAFLOW,AUDST,FREQ,MAT_PER_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2006,2005,0,2005-09-30,PT,214.6269
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2006,2005,0,2005-08-31,PT,208.29780000000002
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2006,2005,0,2005-07-31,PT,212.97
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2006,2005,0,2005-06-30,PT,211.07650000000004
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2006,2005,0,2005-05-31,PT,216.1365
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2006,2005,0,2005-04-30,PT,218.6078
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2005,2004,0,2005-03-31,PT,205.4364
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2005,2004,0,2005-02-28,PT,202.71830000000003
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2005,2004,0,2005-01-31,PT,189.4298
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2005,2004,0,2004-12-31,PT,145.62050000000002
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2005,2004,0,2004-11-30,PT,203.8936
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2005,2004,0,2004-10-31,PT,121.26899999999999
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2005,2004,0,2004-09-30,PT,114.13480000000001
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2005,2004,0,2004-08-31,PT,197.35500000000008
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2005,2004,0,2004-07-31,PT,117.31319999999998
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2005,2004,0,2004-06-30,PT,143.88100000000003
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2005,2004,0,2004-05-31,PT,132.71880000000002
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2005,2004,0,2004-04-30,PT,127.46469999999998
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2004,2003,0,2004-03-31,PT,158.77690000000004
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2004,2003,0,2004-02-29,PT,138.1269
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2004,2003,0,2004-01-31,PT,137.7719
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2004,2003,0,2003-12-31,PT,135.54059999999998
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2004,2003,0,2003-11-30,PT,106.24579999999996
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2004,2003,0,2003-10-31,PT,157.89350000000002
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2004,2003,0,2003-09-30,PT,166.80469999999997
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2004,2003,0,2003-08-31,PT,166.0352
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2004,2003,0,2003-07-31,PT,173.43800000000005
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2004,2003,0,2003-06-30,PT,114.8274
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2004,2003,0,2003-05-31,PT,176.5477
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2004,2003,0,2003-04-30,PT,181.90449999999998
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2003,2002,0,2003-03-31,PT,193.8525
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2003,2002,0,2003-02-28,PT,195.96329999999998
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2003,2002,0,2003-01-31,PT,194.254
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2003,2002,0,2002-12-31,PT,187.12860000000003
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2003,2002,0,2002-11-30,PT,200.25000000000006
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2003,2002,0,2002-10-31,PT,212.2376
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2003,2002,0,2002-09-30,PT,219.6753
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2003,2002,0,2002-08-31,PT,219.3168000000001
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2003,2002,0,2002-07-31,PT,176.6184
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2003,2002,0,2002-06-30,PT,182.7794
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2003,2002,0,2002-05-31,PT,187.919
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2003,2002,0,2002-04-30,PT,138.1123
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2002,2001,0,2002-03-31,PT,183.3845
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2002,2001,0,2002-02-28,PT,185.6692
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2002,2001,0,2002-01-31,PT,192.303
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2002,2001,0,2001-12-31,PT,211.20720000000006
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2002,2001,0,2001-11-30,PT,197.2928
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2002,2001,0,2001-10-31,PT,219.78650000000002
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2002,2001,0,2001-09-30,PT,179.6546
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2002,2001,0,2001-08-31,PT,176.911
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2002,2001,0,2001-07-31,PT,181.60309999999998
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2002,2001,0,2001-06-30,PT,184.5038
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2002,2001,0,2001-05-31,PT,190.9513
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2002,2001,0,2001-04-30,PT,189.2078
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2001,2000,0,2001-03-31,PT,193.38260000000008
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2001,2000,0,2001-02-28,PT,190.2467
RBI:YIELD_GOV_SEC_RN(1.0),N_A,M,TERM_MAT,2001,2000,0,2001-01-31,PT,186.79540000000003
