DATAFLOW,AUDST,FREQ,MKT_TRANSC_RN,REPYEAREND,REPYEARSTART,TRANC_TYP_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2023,2022,N_A,0,2022-07-31,INR,5262098400000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2023,2022,N_A,0,2022-07-31,INR,1365450490000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2023,2022,N_A,0,2022-07-31,INR,4283034630000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2023,2022,N_A,0,2022-07-31,INR,25891925730000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2023,2022,N_A,0,2022-07-31,INR,774973190000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2023,2022,N_A,0,2022-06-30,INR,1541662830000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2023,2022,N_A,0,2022-06-30,INR,25939272520000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2023,2022,N_A,0,2022-06-30,INR,1090771790000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2023,2022,N_A,0,2022-06-30,INR,6265168930000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2023,2022,N_A,0,2022-06-30,INR,3632734310000.0005
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2023,2022,N_A,0,2022-06-30,INR,4480329290000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2023,2022,N_A,0,2022-05-31,INR,896262930000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2023,2022,N_A,0,2022-05-31,INR,24717254010000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2023,2022,N_A,0,2022-05-31,INR,4223590460000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2023,2022,N_A,0,2022-05-31,INR,1157323490000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2023,2022,N_A,0,2022-05-31,INR,4281152960000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2023,2022,N_A,0,2022-05-31,INR,2227566540000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2023,2022,N_A,0,2022-04-30,INR,606183560000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2023,2022,N_A,0,2022-04-30,INR,20763642190000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2023,2022,N_A,0,2022-04-30,INR,1674408220000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2023,2022,N_A,0,2022-04-30,INR,4992702750000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2023,2022,N_A,0,2022-04-30,INR,4173722050000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2023,2022,N_A,0,2022-04-30,INR,2712110970000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2022,2021,N_A,0,2022-03-31,INR,3332782920000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2022,2021,N_A,0,2022-03-31,INR,6114572070000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2022,2021,N_A,0,2022-03-31,INR,23125717840000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2022,2021,N_A,0,2022-03-31,INR,2223116770000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2022,2021,N_A,0,2022-03-31,INR,558672380000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2022,2021,N_A,0,2022-03-31,INR,4148202740000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2022,2021,N_A,0,2022-02-28,INR,2263347800000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2022,2021,N_A,0,2022-02-28,INR,3887492350000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2022,2021,N_A,0,2022-02-28,INR,1096597370000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2022,2021,N_A,0,2022-02-28,INR,527547180000.00006
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2022,2021,N_A,0,2022-02-28,INR,3533099970000.0005
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2022,2021,N_A,0,2022-02-28,INR,20998746300000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2022,2021,N_A,0,2022-01-31,INR,608066530000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2022,2021,N_A,0,2022-01-31,INR,3336286710000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2022,2021,N_A,0,2022-01-31,INR,429876630000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2022,2021,N_A,0,2022-01-31,INR,19715589470000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2022,2021,N_A,0,2022-01-31,INR,3961727120000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2022,2021,N_A,0,2022-01-31,INR,2298343550000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2022,2021,N_A,0,2021-12-31,INR,4367996370000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2022,2021,N_A,0,2021-12-31,INR,404328660000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2022,2021,N_A,0,2021-12-31,INR,24779494340000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2022,2021,N_A,0,2021-12-31,INR,2731949120000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2022,2021,N_A,0,2021-12-31,INR,1598478720000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2022,2021,N_A,0,2021-12-31,INR,729141740000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2022,2021,N_A,0,2021-11-30,INR,1702869470000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2022,2021,N_A,0,2021-11-30,INR,3907363480000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2022,2021,N_A,0,2021-11-30,INR,747661510000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2022,2021,N_A,0,2021-11-30,INR,2884586710000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2022,2021,N_A,0,2021-11-30,INR,20766090570000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2022,2021,N_A,0,2021-11-30,INR,434055730000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2022,2021,N_A,0,2021-10-31,INR,3758446589999.9995
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2022,2021,N_A,0,2021-10-31,INR,19911393780000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2022,2021,N_A,0,2021-10-31,INR,553210450000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2022,2021,N_A,0,2021-10-31,INR,2731329980000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2022,2021,N_A,0,2021-10-31,INR,1036536860000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2022,2021,N_A,0,2021-10-31,INR,1141582670000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2022,2021,N_A,0,2021-09-30,INR,727080620000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2022,2021,N_A,0,2021-09-30,INR,3951945470000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2022,2021,N_A,0,2021-09-30,INR,1698606260000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2022,2021,N_A,0,2021-09-30,INR,556162690000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2022,2021,N_A,0,2021-09-30,INR,415362950000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2022,2021,N_A,0,2021-09-30,INR,25237525740000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2022,2021,N_A,0,2021-08-31,INR,752929140000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2022,2021,N_A,0,2021-08-31,INR,1260178710000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2022,2021,N_A,0,2021-08-31,INR,2536445800000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2022,2021,N_A,0,2021-08-31,INR,18592345650000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2022,2021,N_A,0,2021-08-31,INR,523337950000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2022,2021,N_A,0,2021-08-31,INR,3221941600000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2022,2021,N_A,0,2021-07-31,INR,1639346940000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2022,2021,N_A,0,2021-07-31,INR,1377715690000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2022,2021,N_A,0,2021-07-31,INR,1240324519999.9998
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2022,2021,N_A,0,2021-07-31,INR,18383262670000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2022,2021,N_A,0,2021-07-31,INR,4257387150000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2022,2021,N_A,0,2021-07-31,INR,3304956840000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2022,2021,N_A,0,2021-06-30,INR,1471837800000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2022,2021,N_A,0,2021-06-30,INR,4409886480000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2022,2021,N_A,0,2021-06-30,INR,20954643970000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2022,2021,N_A,0,2021-06-30,INR,2035361389999.9998
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2022,2021,N_A,0,2021-06-30,INR,1709014010000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2022,2021,N_A,0,2021-06-30,INR,5216213200000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2022,2021,N_A,0,2021-05-31,INR,19187522040000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2022,2021,N_A,0,2021-05-31,INR,1881125880000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2022,2021,N_A,0,2021-05-31,INR,1975382199999.9998
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2022,2021,N_A,0,2021-05-31,INR,4450839890000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2022,2021,N_A,0,2021-05-31,INR,604957420000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2022,2021,N_A,0,2021-05-31,INR,4461465500000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2022,2021,N_A,0,2021-04-30,INR,17946726310000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2022,2021,N_A,0,2021-04-30,INR,809189660000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2022,2021,N_A,0,2021-04-30,INR,984274840000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2022,2021,N_A,0,2021-04-30,INR,2469177490000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2022,2021,N_A,0,2021-04-30,INR,4184364970000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2022,2021,N_A,0,2021-04-30,INR,4262641990000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2021,2020,N_A,0,2021-03-31,INR,2596891460000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2021,2020,N_A,0,2021-03-31,INR,20498692430000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2021,2020,N_A,0,2021-03-31,INR,493917390000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2021,2020,N_A,0,2021-03-31,INR,1074532520000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2021,2020,N_A,0,2021-03-31,INR,4165341370000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2021,2020,N_A,0,2021-03-31,INR,4002929550000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2021,2020,N_A,0,2021-02-28,INR,3169326150000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2021,2020,N_A,0,2021-02-28,INR,666243170000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2021,2020,N_A,0,2021-02-28,INR,18605252570000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2021,2020,N_A,0,2021-02-28,INR,2139863740000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2021,2020,N_A,0,2021-02-28,INR,3313711730000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2021,2020,N_A,0,2021-02-28,INR,363219240000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2021,2020,N_A,0,2021-01-31,INR,968364400000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2021,2020,N_A,0,2021-01-31,INR,18884367130000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2021,2020,N_A,0,2021-01-31,INR,515930930000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2021,2020,N_A,0,2021-01-31,INR,2036453109999.9998
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2021,2020,N_A,0,2021-01-31,INR,3520748440000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2021,2020,N_A,0,2021-01-31,INR,3419719800000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2021,2020,N_A,0,2020-12-31,INR,1641371809999.9998
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2021,2020,N_A,0,2020-12-31,INR,3824279290000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2021,2020,N_A,0,2020-12-31,INR,21238508710000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2021,2020,N_A,0,2020-12-31,INR,1129329120000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2021,2020,N_A,0,2020-12-31,INR,3291807260000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2021,2020,N_A,0,2020-12-31,INR,521106330000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2021,2020,N_A,0,2020-11-30,INR,3446300520000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2021,2020,N_A,0,2020-11-30,INR,312251470000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2021,2020,N_A,0,2020-11-30,INR,3689554350000.0005
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2021,2020,N_A,0,2020-11-30,INR,17840570380000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2021,2020,N_A,0,2020-11-30,INR,1771852170000.0002
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2021,2020,N_A,0,2020-11-30,INR,1362196880000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2021,2020,N_A,0,2020-10-31,INR,2074720060000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2021,2020,N_A,0,2020-10-31,INR,1793570530000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2021,2020,N_A,0,2020-10-31,INR,5735901620000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2021,2020,N_A,0,2020-10-31,INR,4072890470000.0005
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2021,2020,N_A,0,2020-10-31,INR,19513017030000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2021,2020,N_A,0,2020-10-31,INR,1867611030000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2021,2020,N_A,0,2020-09-30,INR,1494630810000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2021,2020,N_A,0,2020-09-30,INR,5683571280000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2021,2020,N_A,0,2020-09-30,INR,19516394390000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2021,2020,N_A,0,2020-09-30,INR,4306112939999.9995
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2021,2020,N_A,0,2020-09-30,INR,2159567929999.9998
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2021,2020,N_A,0,2020-09-30,INR,2029372540000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2021,2020,N_A,0,2020-08-31,INR,4296941690000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2021,2020,N_A,0,2020-08-31,INR,782201250000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_CASH_MNG_BILL,2021,2020,N_A,0,2020-08-31,INR,262252000000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2021,2020,N_A,0,2020-08-31,INR,19601564760000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2021,2020,N_A,0,2020-08-31,INR,3721471790000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2021,2020,N_A,0,2020-08-31,INR,1309496380000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2021,2020,N_A,0,2020-08-31,INR,1367522160000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_CASH_MNG_BILL,2021,2020,N_A,0,2020-07-31,INR,350371300000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2021,2020,N_A,0,2020-07-31,INR,4398745250000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2021,2020,N_A,0,2020-07-31,INR,22545551840000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2021,2020,N_A,0,2020-07-31,INR,1745131850000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2021,2020,N_A,0,2020-07-31,INR,5043387080000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2021,2020,N_A,0,2020-07-31,INR,1237193590000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2021,2020,N_A,0,2020-07-31,INR,1066048509999.9999
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2021,2020,N_A,0,2020-06-30,INR,20555038770000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2021,2020,N_A,0,2020-06-30,INR,5505005430000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2021,2020,N_A,0,2020-06-30,INR,1924984290000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_CASH_MNG_BILL,2021,2020,N_A,0,2020-06-30,INR,1867180600000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2021,2020,N_A,0,2020-06-30,INR,887167590000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2021,2020,N_A,0,2020-06-30,INR,4683667850000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2021,2020,N_A,0,2020-06-30,INR,825672950000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_CASH_MNG_BILL,2021,2020,N_A,0,2020-05-31,INR,521318850000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2021,2020,N_A,0,2020-05-31,INR,611923260000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2021,2020,N_A,0,2020-05-31,INR,2698999880000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2021,2020,N_A,0,2020-05-31,INR,663447180000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2021,2020,N_A,0,2020-05-31,INR,902310590000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2021,2020,N_A,0,2020-05-31,INR,19903405209999.996
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2021,2020,N_A,0,2020-05-31,INR,3432830980000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2021,2020,N_A,0,2020-04-30,INR,1014155760000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2021,2020,N_A,0,2020-04-30,INR,4027615120000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_CASH_MNG_BILL,2021,2020,N_A,0,2020-04-30,INR,821312900000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2021,2020,N_A,0,2020-04-30,INR,2677457340000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2021,2020,N_A,0,2020-04-30,INR,562879640000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2021,2020,N_A,0,2020-04-30,INR,1629266820000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2021,2020,N_A,0,2020-04-30,INR,13900236820000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2020,2019,N_A,0,2020-03-31,INR,597884360000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2020,2019,N_A,0,2020-03-31,INR,2258958310000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2020,2019,N_A,0,2020-03-31,INR,22659605520000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2020,2019,N_A,0,2020-03-31,INR,668461940000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2020,2019,N_A,0,2020-03-31,INR,3790550820000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2020,2019,N_A,0,2020-03-31,INR,344240210000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_CASH_MNG_BILL,2020,2019,N_A,0,2020-03-31,INR,648371800000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2020,2019,N_A,0,2020-02-29,INR,19971832110000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_CASH_MNG_BILL,2020,2019,N_A,0,2020-02-29,INR,902175110000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2020,2019,N_A,0,2020-02-29,INR,186860920000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2020,2019,N_A,0,2020-02-29,INR,3490828650000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2020,2019,N_A,0,2020-02-29,INR,2047432900000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2020,2019,N_A,0,2020-02-29,INR,424702600000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2020,2019,N_A,0,2020-02-29,INR,533694270000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2020,2019,N_A,0,2020-01-31,INR,3673222869999.9995
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2020,2019,N_A,0,2020-01-31,INR,565915760000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2020,2019,N_A,0,2020-01-31,INR,223475750000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2020,2019,N_A,0,2020-01-31,INR,581774970000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2020,2019,N_A,0,2020-01-31,INR,18633180940000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2020,2019,N_A,0,2020-01-31,INR,2429401560000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_CASH_MNG_BILL,2020,2019,N_A,0,2020-01-31,INR,1058235080000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_CASH_MNG_BILL,2020,2019,N_A,0,2019-12-31,INR,41200000000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2020,2019,N_A,0,2019-12-31,INR,297808850000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2020,2019,N_A,0,2019-12-31,INR,18891466990000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2020,2019,N_A,0,2019-12-31,INR,559436930000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2020,2019,N_A,0,2019-12-31,INR,433158130000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2020,2019,N_A,0,2019-12-31,INR,3150052890000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2020,2019,N_A,0,2019-12-31,INR,1331603910000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2020,2019,N_A,0,2019-11-30,INR,2718549220000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_CASH_MNG_BILL,2020,2019,N_A,0,2019-11-30,INR,234088210000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2020,2019,N_A,0,2019-11-30,INR,591919830000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2020,2019,N_A,0,2019-11-30,INR,1567421400000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2020,2019,N_A,0,2019-11-30,INR,16336017690000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2020,2019,N_A,0,2019-11-30,INR,244508430000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2020,2019,N_A,0,2019-11-30,INR,496904930000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2020,2019,N_A,0,2019-10-31,INR,551621190000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2020,2019,N_A,0,2019-10-31,INR,2384731400000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2020,2019,N_A,0,2019-10-31,INR,14587658450000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2020,2019,N_A,0,2019-10-31,INR,514547000000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2020,2019,N_A,0,2019-10-31,INR,879321600000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2020,2019,N_A,0,2019-10-31,INR,1945489790000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_BILLS,2020,2019,N_A,0,2019-09-30,INR,2527376660000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_182DAY,2020,2019,N_A,0,2019-09-30,INR,562133160000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_91DAY,2020,2019,N_A,0,2019-09-30,INR,532455920000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2020,2019,N_A,0,2019-09-30,INR,1413494080000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2020,2019,N_A,0,2019-09-30,INR,2584921340000
RBI:SEC_MKT_RN(1.0),N_A,M,CEN_GOV_SEC,2020,2019,N_A,0,2019-09-30,INR,14908647040000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_CASH_MNG_BILL,2020,2019,N_A,0,2019-09-30,INR,19293500000
RBI:SEC_MKT_RN(1.0),N_A,M,ST_GOV_SEC,2020,2019,N_A,0,2019-08-31,INR,2607626300000
RBI:SEC_MKT_RN(1.0),N_A,M,TR_364DAY,2020,2019,N_A,0,2019-08-31,INR,1445838170000
