DATAFLOW,AUDST,FREQ,MRKT_BORROW_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2023,2022,0,2022-05-27,INR,447900000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2023,2022,0,2022-05-27,INR,1516792850000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2023,2022,0,2022-05-27,INR,195781920000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2023,2022,0,2022-05-20,INR,308900000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2023,2022,0,2022-05-20,INR,129781919999.99998
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2023,2022,0,2022-05-20,INR,1950000000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2023,2022,0,2022-05-20,INR,1196792850000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2023,2022,0,2022-05-13,INR,54781920000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2023,2022,0,2022-05-13,INR,223900000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2023,2022,0,2022-05-13,INR,866792850000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2023,2022,0,2022-05-13,INR,1620000000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2023,2022,0,2022-05-06,INR,22500000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2023,2022,0,2022-05-06,INR,1300000000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2023,2022,0,2022-05-06,INR,123900000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2023,2022,0,2022-05-06,INR,1026451170000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2023,2022,0,2022-04-29,INR,95000000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2023,2022,0,2022-04-29,INR,970000000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2023,2022,0,2022-04-29,INR,696451170000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2023,2022,0,2022-04-29,INR,3600000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2023,2022,0,2022-04-22,INR,80000000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2023,2022,0,2022-04-22,INR,35750000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2023,2022,0,2022-04-22,INR,376451170000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2023,2022,0,2022-04-22,INR,650000000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2023,2022,0,2022-04-15,INR,80000000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2023,2022,0,2022-04-15,INR,46451170000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2023,2022,0,2022-04-15,INR,320000000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2023,2022,0,2022-04-15,INR,46500000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2023,2022,0,2022-04-08,INR,60000000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2023,2022,0,2022-04-08,INR,55000000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2022-03-25,INR,11273815319999.998
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2022-03-25,INR,4759532037000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2022-03-25,INR,6707733900000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2022-03-25,INR,8631029600000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2022-03-18,INR,8631029600000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2022-03-18,INR,11273815319999.998
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2022-03-18,INR,6491933900000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2022-03-18,INR,4587015037000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2022-03-11,INR,6355543900000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2022-03-11,INR,11273815319999.998
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2022-03-11,INR,4515841537000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2022-03-11,INR,8631029600000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2022-03-04,INR,4468175737000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2022-03-04,INR,6186643900000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2022-03-04,INR,11273815319999.998
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2022-03-04,INR,8631029600000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2022-02-25,INR,8401029600000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2022-02-25,INR,5979613900000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2022-02-25,INR,11043815319999.998
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2022-02-25,INR,4264145737000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2022-02-18,INR,11043815319999.998
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2022-02-18,INR,8401029600000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2022-02-18,INR,5856763900000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2022-02-18,INR,4228075737000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2022-02-11,INR,8898248350000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2022-02-11,INR,5735763900000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2022-02-11,INR,4117075737000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2022-02-11,INR,11043815319999.998
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2022-02-04,INR,8792998350000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2022-02-04,INR,10938565319999.998
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2022-02-04,INR,5593433900000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2022-02-04,INR,4092181977000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2022-01-28,INR,3957181977000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2022-01-28,INR,8552998350000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2022-01-28,INR,5458433900000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2022-01-28,INR,10698565319999.998
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2022-01-21,INR,5221393900000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2022-01-21,INR,8312998350000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2022-01-21,INR,10458565320000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2022-01-21,INR,3839751977000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2022-01-14,INR,5009803900000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2022-01-14,INR,8072998350000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2022-01-14,INR,10218565320000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2022-01-14,INR,3628161977000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2022-01-07,INR,9973565320000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2022-01-07,INR,4851946740000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2022-01-07,INR,3581974817000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2022-01-07,INR,7827998350000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2021-12-31,INR,4663079640000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2021-12-31,INR,9903565320000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2021-12-31,INR,7757998350000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2021-12-31,INR,3398107717000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2021-12-24,INR,3156550716999.9995
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2021-12-24,INR,7517998350000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2021-12-24,INR,9663565320000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2021-12-24,INR,4420739640000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2021-12-17,INR,7277998350000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2021-12-17,INR,9423565320000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2021-12-17,INR,4269759640000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2021-12-17,INR,3098660716999.9995
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2021-12-10,INR,3031630716999.9995
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2021-12-10,INR,4199229640000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2021-12-10,INR,9183565320000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2021-12-10,INR,7037998350000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2021-12-03,INR,8943565320000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2021-12-03,INR,4119229640000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2021-12-03,INR,3029358917000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2021-12-03,INR,6797998350000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2021-11-26,INR,2972588917000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2021-11-26,INR,4062459640000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2021-11-26,INR,6557998350000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2021-11-26,INR,8703565320000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2021-11-19,INR,2960518917000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2021-11-19,INR,3981209640000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2021-11-19,INR,8463565320000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2021-11-19,INR,6317998350000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2021-11-12,INR,3881209640000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2021-11-12,INR,8223565320000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2021-11-12,INR,6077998350000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2021-11-12,INR,2860518917000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2021-11-05,INR,2873743917000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2021-11-05,INR,8223565320000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2021-11-05,INR,6831002900000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2021-11-05,INR,3821209640000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2021-10-29,INR,7983565320000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2021-10-29,INR,3684209640000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2021-10-29,INR,6591002900000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2021-10-29,INR,2741743917000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2021-10-22,INR,6351002900000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2021-10-22,INR,7743565320000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2021-10-22,INR,2546743917000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2021-10-22,INR,3479209640000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2021-10-15,INR,3429209640000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2021-10-15,INR,2586798117000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2021-10-15,INR,7503565320000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2021-10-15,INR,6111002900000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2021-10-08,INR,2494154347000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2021-10-08,INR,7263565320000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2021-10-08,INR,5871002900000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2021-10-08,INR,3317807520000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2021-10-01,INR,7023565320000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2021-10-01,INR,3089717300000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2021-10-01,INR,5631002900000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2021-10-01,INR,2357408837000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2021-09-24,INR,2917280000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2021-09-24,INR,6713565320000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2021-09-24,INR,2187971537000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2021-09-24,INR,5321002900000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2021-09-17,INR,2828270000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2021-09-17,INR,6453565320000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2021-09-17,INR,5061002900000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2021-09-17,INR,2141961537000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2021-09-10,INR,6124960800000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2021-09-10,INR,2689800000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2021-09-10,INR,4732398380000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2021-09-10,INR,2026491537000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2021-09-03,INR,4472398380000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2021-09-03,INR,1926191537000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2021-09-03,INR,5864960800000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2021-09-03,INR,2545000000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2021-08-27,INR,5524882050000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2021-08-27,INR,1775191537000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2021-08-27,INR,2381500000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2021-08-27,INR,4132319630000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2021-08-20,INR,5264882050000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2021-08-20,INR,2269500000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2021-08-20,INR,1720691537000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2021-08-20,INR,3872319630000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2021-08-13,INR,3507369630000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2021-08-13,INR,4899932050000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2021-08-13,INR,2184500000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2021-08-13,INR,1635691537000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2021-08-06,INR,1597816537000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2021-08-06,INR,2063500000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2021-08-06,INR,3357369630000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2021-08-06,INR,4749932050000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2021-07-30,INR,1938500000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2021-07-30,INR,4399932050000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2021-07-30,INR,3007369630000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2021-07-30,INR,1472816537000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2021-07-23,INR,1868500000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2021-07-23,INR,2717369630000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2021-07-23,INR,1420816537000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2021-07-23,INR,4109932050000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2021-07-16,INR,1386316537000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2021-07-16,INR,3789932050000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2021-07-16,INR,2397369630000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2021-07-16,INR,1781500000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2021-07-09,INR,2478068960000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2021-07-09,INR,1207316500000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2021-07-09,INR,3529932050000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2021-07-09,INR,1594500000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2021-07-02,INR,1445500000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2021-07-02,INR,1110816500000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2021-07-02,INR,2133068960000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2021-07-02,INR,3184932050000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_NET_AMT_RAISED,2022,2021,0,2021-06-25,INR,2012584420000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,GOI_GROSS_AMT_RAISED,2022,2021,0,2021-06-25,INR,3064447510000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_GROSS_AMT_RAISED,2022,2021,0,2021-06-25,INR,1239500000000
RBI:MRKT_BOR_GOI_SG_RN(1.0),N_A,W,SG_NET_AMT_RAISED,2022,2021,0,2021-06-25,INR,904816500000
