DATAFLOW,AUDST,COMP_COUNT,FREQ,GRWT_RT_RATIOS_RN,REF_TIME_RN,REPYEAREND,REPYEARSTART,SALE_SZ_CLS_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,344,AFY,GRP_GRS_SAV,PREV_YR,2012,2011,FIV_HUN_TO_1000_CR,0,2012-03-31,PT,4.6
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,871,AFY,GRP_GRS_SAV,PREV_YR,2012,2011,HUN_TO_500_CR,0,2012-03-31,PT,8.7
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,668,AFY,GRP_GRS_SAV,PREV_YR,2012,2011,LESS_THN_25_CR,0,2012-03-31,PT,-124.7
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,470,AFY,GRP_GRS_SAV,PREV_YR,2012,2011,THOU_CR_N_ABV,0,2012-03-31,PT,13.0
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,298,AFY,GRP_GVA,CURR_YR,2012,2011,25_CR_TO_50_CR,0,2012-03-31,PT,-3.8
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,390,AFY,GRP_GVA,CURR_YR,2012,2011,50_CR_TO_100_CR,0,2012-03-31,PT,-12.4
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,344,AFY,GRP_GVA,CURR_YR,2012,2011,FIV_HUN_TO_1000_CR,0,2012-03-31,PT,2.5
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,871,AFY,GRP_GVA,CURR_YR,2012,2011,HUN_TO_500_CR,0,2012-03-31,PT,1.0
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,668,AFY,GRP_GVA,CURR_YR,2012,2011,LESS_THN_25_CR,0,2012-03-31,PT,13.5
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,470,AFY,GRP_GVA,CURR_YR,2012,2011,THOU_CR_N_ABV,0,2012-03-31,PT,7.5
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,298,AFY,GRP_GVA,PREV_YR,2012,2011,25_CR_TO_50_CR,0,2012-03-31,PT,33.1
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,390,AFY,GRP_GVA,PREV_YR,2012,2011,50_CR_TO_100_CR,0,2012-03-31,PT,6.5
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,344,AFY,GRP_GVA,PREV_YR,2012,2011,FIV_HUN_TO_1000_CR,0,2012-03-31,PT,13.6
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,871,AFY,GRP_GVA,PREV_YR,2012,2011,HUN_TO_500_CR,0,2012-03-31,PT,12.3
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,668,AFY,GRP_GVA,PREV_YR,2012,2011,LESS_THN_25_CR,0,2012-03-31,PT,-27.7
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,470,AFY,GRP_GVA,PREV_YR,2012,2011,THOU_CR_N_ABV,0,2012-03-31,PT,16.1
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,298,AFY,GRP_INT_EXP,CURR_YR,2012,2011,25_CR_TO_50_CR,0,2012-03-31,PT,-2.4
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,390,AFY,GRP_INT_EXP,CURR_YR,2012,2011,50_CR_TO_100_CR,0,2012-03-31,PT,11.3
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,344,AFY,GRP_INT_EXP,CURR_YR,2012,2011,FIV_HUN_TO_1000_CR,0,2012-03-31,PT,20.5
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,871,AFY,GRP_INT_EXP,CURR_YR,2012,2011,HUN_TO_500_CR,0,2012-03-31,PT,28.8
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,668,AFY,GRP_INT_EXP,CURR_YR,2012,2011,LESS_THN_25_CR,0,2012-03-31,PT,-0.1
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,470,AFY,GRP_INT_EXP,CURR_YR,2012,2011,THOU_CR_N_ABV,0,2012-03-31,PT,31.0
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,298,AFY,GRP_INT_EXP,PREV_YR,2012,2011,25_CR_TO_50_CR,0,2012-03-31,PT,4.3
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,390,AFY,GRP_INT_EXP,PREV_YR,2012,2011,50_CR_TO_100_CR,0,2012-03-31,PT,8.1
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,344,AFY,GRP_INT_EXP,PREV_YR,2012,2011,FIV_HUN_TO_1000_CR,0,2012-03-31,PT,30.2
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,871,AFY,GRP_INT_EXP,PREV_YR,2012,2011,HUN_TO_500_CR,0,2012-03-31,PT,22.6
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,668,AFY,GRP_INT_EXP,PREV_YR,2012,2011,LESS_THN_25_CR,0,2012-03-31,PT,19.5
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,470,AFY,GRP_INT_EXP,PREV_YR,2012,2011,THOU_CR_N_ABV,0,2012-03-31,PT,23.5
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,298,AFY,GRP_INVN,CURR_YR,2012,2011,25_CR_TO_50_CR,0,2012-03-31,PT,8.2
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,390,AFY,GRP_INVN,CURR_YR,2012,2011,50_CR_TO_100_CR,0,2012-03-31,PT,4.2
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,344,AFY,GRP_INVN,CURR_YR,2012,2011,FIV_HUN_TO_1000_CR,0,2012-03-31,PT,11.3
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,871,AFY,GRP_INVN,CURR_YR,2012,2011,HUN_TO_500_CR,0,2012-03-31,PT,7.0
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,668,AFY,GRP_INVN,CURR_YR,2012,2011,LESS_THN_25_CR,0,2012-03-31,PT,-1.7
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,470,AFY,GRP_INVN,CURR_YR,2012,2011,THOU_CR_N_ABV,0,2012-03-31,PT,15.0
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,298,AFY,GRP_INVN,PREV_YR,2012,2011,25_CR_TO_50_CR,0,2012-03-31,PT,6.6
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,390,AFY,GRP_INVN,PREV_YR,2012,2011,50_CR_TO_100_CR,0,2012-03-31,PT,14.4
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,344,AFY,GRP_INVN,PREV_YR,2012,2011,FIV_HUN_TO_1000_CR,0,2012-03-31,PT,19.7
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,871,AFY,GRP_INVN,PREV_YR,2012,2011,HUN_TO_500_CR,0,2012-03-31,PT,13.3
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,668,AFY,GRP_INVN,PREV_YR,2012,2011,LESS_THN_25_CR,0,2012-03-31,PT,-1.0
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,470,AFY,GRP_INVN,PREV_YR,2012,2011,THOU_CR_N_ABV,0,2012-03-31,PT,28.3
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,298,AFY,GRP_INV_GRS_PHY_AST,CURR_YR,2012,2011,25_CR_TO_50_CR,0,2012-03-31,PT,6.6
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,390,AFY,GRP_INV_GRS_PHY_AST,CURR_YR,2012,2011,50_CR_TO_100_CR,0,2012-03-31,PT,4.7
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,344,AFY,GRP_INV_GRS_PHY_AST,CURR_YR,2012,2011,FIV_HUN_TO_1000_CR,0,2012-03-31,PT,12.6
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,871,AFY,GRP_INV_GRS_PHY_AST,CURR_YR,2012,2011,HUN_TO_500_CR,0,2012-03-31,PT,8.6
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,668,AFY,GRP_INV_GRS_PHY_AST,CURR_YR,2012,2011,LESS_THN_25_CR,0,2012-03-31,PT,-1.7
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,470,AFY,GRP_INV_GRS_PHY_AST,CURR_YR,2012,2011,THOU_CR_N_ABV,0,2012-03-31,PT,11.8
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,298,AFY,GRP_INV_GRS_PHY_AST,PREV_YR,2012,2011,25_CR_TO_50_CR,0,2012-03-31,PT,2.2
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,390,AFY,GRP_INV_GRS_PHY_AST,PREV_YR,2012,2011,50_CR_TO_100_CR,0,2012-03-31,PT,-5.6
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,344,AFY,GRP_INV_GRS_PHY_AST,PREV_YR,2012,2011,FIV_HUN_TO_1000_CR,0,2012-03-31,PT,11.7
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,871,AFY,GRP_INV_GRS_PHY_AST,PREV_YR,2012,2011,HUN_TO_500_CR,0,2012-03-31,PT,8.4
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,668,AFY,GRP_INV_GRS_PHY_AST,PREV_YR,2012,2011,LESS_THN_25_CR,0,2012-03-31,PT,3.1
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,470,AFY,GRP_INV_GRS_PHY_AST,PREV_YR,2012,2011,THOU_CR_N_ABV,0,2012-03-31,PT,17.6
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,298,AFY,GRP_INV_NET_PHY_AST,CURR_YR,2012,2011,25_CR_TO_50_CR,0,2012-03-31,PT,5.4
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,390,AFY,GRP_INV_NET_PHY_AST,CURR_YR,2012,2011,50_CR_TO_100_CR,0,2012-03-31,PT,3.2
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,344,AFY,GRP_INV_NET_PHY_AST,CURR_YR,2012,2011,FIV_HUN_TO_1000_CR,0,2012-03-31,PT,11.6
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,871,AFY,GRP_INV_NET_PHY_AST,CURR_YR,2012,2011,HUN_TO_500_CR,0,2012-03-31,PT,8.2
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,668,AFY,GRP_INV_NET_PHY_AST,CURR_YR,2012,2011,LESS_THN_25_CR,0,2012-03-31,PT,-4.3
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,470,AFY,GRP_INV_NET_PHY_AST,CURR_YR,2012,2011,THOU_CR_N_ABV,0,2012-03-31,PT,10.7
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,298,AFY,GRP_INV_NET_PHY_AST,PREV_YR,2012,2011,25_CR_TO_50_CR,0,2012-03-31,PT,1.1
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,390,AFY,GRP_INV_NET_PHY_AST,PREV_YR,2012,2011,50_CR_TO_100_CR,0,2012-03-31,PT,-7.9
