DATAFLOW,AUDST,COMP_COUNT,FREQ,GRWT_RT_RATIOS_RN,REF_TIME_RN,REPYEAREND,REPYEARSTART,SALE_SZ_CLS_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1239,AFY,GRP_NFA,PREV_YR,2014,2013,LESS_THN_25_CR,0,2014-03-31,PT,9.9
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,572,AFY,GRP_NFA,PREV_YR,2014,2013,THOU_CR_N_ABV,0,2014-03-31,PT,11.3
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,469,AFY,GRP_NON_CUR_ASST,CURR_YR,2014,2013,25_CR_TO_50_CR,0,2014-03-31,PT,1.8
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,500,AFY,GRP_NON_CUR_ASST,CURR_YR,2014,2013,50_CR_TO_100_CR,0,2014-03-31,PT,3.2
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,364,AFY,GRP_NON_CUR_ASST,CURR_YR,2014,2013,FIV_HUN_TO_1000_CR,0,2014-03-31,PT,-5.4
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1244,AFY,GRP_NON_CUR_ASST,CURR_YR,2014,2013,HUN_TO_500_CR,0,2014-03-31,PT,3.1
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1239,AFY,GRP_NON_CUR_ASST,CURR_YR,2014,2013,LESS_THN_25_CR,0,2014-03-31,PT,31.9
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,572,AFY,GRP_NON_CUR_ASST,CURR_YR,2014,2013,THOU_CR_N_ABV,0,2014-03-31,PT,15.6
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,469,AFY,GRP_NON_CUR_ASST,PREV_YR,2014,2013,25_CR_TO_50_CR,0,2014-03-31,PT,11.8
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,500,AFY,GRP_NON_CUR_ASST,PREV_YR,2014,2013,50_CR_TO_100_CR,0,2014-03-31,PT,9.1
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,364,AFY,GRP_NON_CUR_ASST,PREV_YR,2014,2013,FIV_HUN_TO_1000_CR,0,2014-03-31,PT,9.4
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1244,AFY,GRP_NON_CUR_ASST,PREV_YR,2014,2013,HUN_TO_500_CR,0,2014-03-31,PT,9.9
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1239,AFY,GRP_NON_CUR_ASST,PREV_YR,2014,2013,LESS_THN_25_CR,0,2014-03-31,PT,12.9
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,572,AFY,GRP_NON_CUR_ASST,PREV_YR,2014,2013,THOU_CR_N_ABV,0,2014-03-31,PT,9.3
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,469,AFY,GRP_NON_OP_SD,CURR_YR,2014,2013,25_CR_TO_50_CR,0,2014-03-31,PT,-122.6
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1244,AFY,GRP_NON_OP_SD,CURR_YR,2014,2013,HUN_TO_500_CR,0,2014-03-31,PT,163.3
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,469,AFY,GRP_NON_OP_SD,PREV_YR,2014,2013,25_CR_TO_50_CR,0,2014-03-31,PT,128.2
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1244,AFY,GRP_NON_OP_SD,PREV_YR,2014,2013,HUN_TO_500_CR,0,2014-03-31,PT,-62.5
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1239,AFY,GRP_NON_OP_SD,PREV_YR,2014,2013,LESS_THN_25_CR,0,2014-03-31,PT,-376.4
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,469,AFY,GRP_NVA,CURR_YR,2014,2013,25_CR_TO_50_CR,0,2014-03-31,PT,-22.3
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,500,AFY,GRP_NVA,CURR_YR,2014,2013,50_CR_TO_100_CR,0,2014-03-31,PT,-9.8
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,364,AFY,GRP_NVA,CURR_YR,2014,2013,FIV_HUN_TO_1000_CR,0,2014-03-31,PT,3.0
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1244,AFY,GRP_NVA,CURR_YR,2014,2013,HUN_TO_500_CR,0,2014-03-31,PT,-8.4
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1239,AFY,GRP_NVA,CURR_YR,2014,2013,LESS_THN_25_CR,0,2014-03-31,PT,-19.5
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,572,AFY,GRP_NVA,CURR_YR,2014,2013,THOU_CR_N_ABV,0,2014-03-31,PT,10.8
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,469,AFY,GRP_NVA,PREV_YR,2014,2013,25_CR_TO_50_CR,0,2014-03-31,PT,0.9
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,500,AFY,GRP_NVA,PREV_YR,2014,2013,50_CR_TO_100_CR,0,2014-03-31,PT,3.8
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,364,AFY,GRP_NVA,PREV_YR,2014,2013,FIV_HUN_TO_1000_CR,0,2014-03-31,PT,14.0
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1244,AFY,GRP_NVA,PREV_YR,2014,2013,HUN_TO_500_CR,0,2014-03-31,PT,0.3
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1239,AFY,GRP_NVA,PREV_YR,2014,2013,LESS_THN_25_CR,0,2014-03-31,PT,-33.4
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,572,AFY,GRP_NVA,PREV_YR,2014,2013,THOU_CR_N_ABV,0,2014-03-31,PT,11.4
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,469,AFY,GRP_OP_EXP,CURR_YR,2014,2013,25_CR_TO_50_CR,0,2014-03-31,PT,-9.4
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,500,AFY,GRP_OP_EXP,CURR_YR,2014,2013,50_CR_TO_100_CR,0,2014-03-31,PT,-4.9
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,364,AFY,GRP_OP_EXP,CURR_YR,2014,2013,FIV_HUN_TO_1000_CR,0,2014-03-31,PT,3.3
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1244,AFY,GRP_OP_EXP,CURR_YR,2014,2013,HUN_TO_500_CR,0,2014-03-31,PT,5.5
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1239,AFY,GRP_OP_EXP,CURR_YR,2014,2013,LESS_THN_25_CR,0,2014-03-31,PT,-26.4
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,572,AFY,GRP_OP_EXP,CURR_YR,2014,2013,THOU_CR_N_ABV,0,2014-03-31,PT,8.1
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,469,AFY,GRP_OP_EXP,PREV_YR,2014,2013,25_CR_TO_50_CR,0,2014-03-31,PT,-2.4
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,500,AFY,GRP_OP_EXP,PREV_YR,2014,2013,50_CR_TO_100_CR,0,2014-03-31,PT,-1.6
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,364,AFY,GRP_OP_EXP,PREV_YR,2014,2013,FIV_HUN_TO_1000_CR,0,2014-03-31,PT,6.0
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1244,AFY,GRP_OP_EXP,PREV_YR,2014,2013,HUN_TO_500_CR,0,2014-03-31,PT,4.4
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1239,AFY,GRP_OP_EXP,PREV_YR,2014,2013,LESS_THN_25_CR,0,2014-03-31,PT,-33.2
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,572,AFY,GRP_OP_EXP,PREV_YR,2014,2013,THOU_CR_N_ABV,0,2014-03-31,PT,12.5
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,364,AFY,GRP_PAT,CURR_YR,2014,2013,FIV_HUN_TO_1000_CR,0,2014-03-31,PT,9.3
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1244,AFY,GRP_PAT,CURR_YR,2014,2013,HUN_TO_500_CR,0,2014-03-31,PT,-97.4
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,572,AFY,GRP_PAT,CURR_YR,2014,2013,THOU_CR_N_ABV,0,2014-03-31,PT,3.3
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,469,AFY,GRP_PAT,PREV_YR,2014,2013,25_CR_TO_50_CR,0,2014-03-31,PT,57.3
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,500,AFY,GRP_PAT,PREV_YR,2014,2013,50_CR_TO_100_CR,0,2014-03-31,PT,-86.9
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,364,AFY,GRP_PAT,PREV_YR,2014,2013,FIV_HUN_TO_1000_CR,0,2014-03-31,PT,-8.9
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1244,AFY,GRP_PAT,PREV_YR,2014,2013,HUN_TO_500_CR,0,2014-03-31,PT,-36.3
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,572,AFY,GRP_PAT,PREV_YR,2014,2013,THOU_CR_N_ABV,0,2014-03-31,PT,8.5
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,469,AFY,GRP_PBT,CURR_YR,2014,2013,25_CR_TO_50_CR,0,2014-03-31,PT,-210.6
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,500,AFY,GRP_PBT,CURR_YR,2014,2013,50_CR_TO_100_CR,0,2014-03-31,PT,-98.1
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,364,AFY,GRP_PBT,CURR_YR,2014,2013,FIV_HUN_TO_1000_CR,0,2014-03-31,PT,6.4
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1244,AFY,GRP_PBT,CURR_YR,2014,2013,HUN_TO_500_CR,0,2014-03-31,PT,-58.1
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,572,AFY,GRP_PBT,CURR_YR,2014,2013,THOU_CR_N_ABV,0,2014-03-31,PT,5.8
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,469,AFY,GRP_PBT,PREV_YR,2014,2013,25_CR_TO_50_CR,0,2014-03-31,PT,32.2
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,500,AFY,GRP_PBT,PREV_YR,2014,2013,50_CR_TO_100_CR,0,2014-03-31,PT,-48.3
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,364,AFY,GRP_PBT,PREV_YR,2014,2013,FIV_HUN_TO_1000_CR,0,2014-03-31,PT,-2.6
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1244,AFY,GRP_PBT,PREV_YR,2014,2013,HUN_TO_500_CR,0,2014-03-31,PT,-29.5
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,572,AFY,GRP_PBT,PREV_YR,2014,2013,THOU_CR_N_ABV,0,2014-03-31,PT,7.3
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,500,AFY,GRP_PBT_NON_OP_SD,CURR_YR,2014,2013,50_CR_TO_100_CR,0,2014-03-31,PT,-78.5
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,364,AFY,GRP_PBT_NON_OP_SD,CURR_YR,2014,2013,FIV_HUN_TO_1000_CR,0,2014-03-31,PT,-6.8
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1244,AFY,GRP_PBT_NON_OP_SD,CURR_YR,2014,2013,HUN_TO_500_CR,0,2014-03-31,PT,-80.9
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,572,AFY,GRP_PBT_NON_OP_SD,CURR_YR,2014,2013,THOU_CR_N_ABV,0,2014-03-31,PT,4.4
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,469,AFY,GRP_PBT_NON_OP_SD,PREV_YR,2014,2013,25_CR_TO_50_CR,0,2014-03-31,PT,-73.9
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,500,AFY,GRP_PBT_NON_OP_SD,PREV_YR,2014,2013,50_CR_TO_100_CR,0,2014-03-31,PT,-8.1
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,364,AFY,GRP_PBT_NON_OP_SD,PREV_YR,2014,2013,FIV_HUN_TO_1000_CR,0,2014-03-31,PT,13.8
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1244,AFY,GRP_PBT_NON_OP_SD,PREV_YR,2014,2013,HUN_TO_500_CR,0,2014-03-31,PT,-22.4
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,572,AFY,GRP_PBT_NON_OP_SD,PREV_YR,2014,2013,THOU_CR_N_ABV,0,2014-03-31,PT,4.5
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,364,AFY,GRP_PFT_RET,CURR_YR,2014,2013,FIV_HUN_TO_1000_CR,0,2014-03-31,PT,5.4
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1244,AFY,GRP_PFT_RET,CURR_YR,2014,2013,HUN_TO_500_CR,0,2014-03-31,PT,-190.4
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,572,AFY,GRP_PFT_RET,CURR_YR,2014,2013,THOU_CR_N_ABV,0,2014-03-31,PT,-2.7
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,500,AFY,GRP_PFT_RET,PREV_YR,2014,2013,50_CR_TO_100_CR,0,2014-03-31,PT,-159.5
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,364,AFY,GRP_PFT_RET,PREV_YR,2014,2013,FIV_HUN_TO_1000_CR,0,2014-03-31,PT,-32.2
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1244,AFY,GRP_PFT_RET,PREV_YR,2014,2013,HUN_TO_500_CR,0,2014-03-31,PT,-50.6
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,572,AFY,GRP_PFT_RET,PREV_YR,2014,2013,THOU_CR_N_ABV,0,2014-03-31,PT,4.5
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,469,AFY,GRP_REM_EMP,CURR_YR,2014,2013,25_CR_TO_50_CR,0,2014-03-31,PT,-10.7
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,500,AFY,GRP_REM_EMP,CURR_YR,2014,2013,50_CR_TO_100_CR,0,2014-03-31,PT,5.5
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,364,AFY,GRP_REM_EMP,CURR_YR,2014,2013,FIV_HUN_TO_1000_CR,0,2014-03-31,PT,7.2
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1244,AFY,GRP_REM_EMP,CURR_YR,2014,2013,HUN_TO_500_CR,0,2014-03-31,PT,8.8
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1239,AFY,GRP_REM_EMP,CURR_YR,2014,2013,LESS_THN_25_CR,0,2014-03-31,PT,-4.0
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,572,AFY,GRP_REM_EMP,CURR_YR,2014,2013,THOU_CR_N_ABV,0,2014-03-31,PT,16.9
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,469,AFY,GRP_REM_EMP,PREV_YR,2014,2013,25_CR_TO_50_CR,0,2014-03-31,PT,5.9
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,500,AFY,GRP_REM_EMP,PREV_YR,2014,2013,50_CR_TO_100_CR,0,2014-03-31,PT,7.7
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,364,AFY,GRP_REM_EMP,PREV_YR,2014,2013,FIV_HUN_TO_1000_CR,0,2014-03-31,PT,12.5
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1244,AFY,GRP_REM_EMP,PREV_YR,2014,2013,HUN_TO_500_CR,0,2014-03-31,PT,9.1
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1239,AFY,GRP_REM_EMP,PREV_YR,2014,2013,LESS_THN_25_CR,0,2014-03-31,PT,-4.5
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,572,AFY,GRP_REM_EMP,PREV_YR,2014,2013,THOU_CR_N_ABV,0,2014-03-31,PT,17.1
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,469,AFY,GRP_SAL,CURR_YR,2014,2013,25_CR_TO_50_CR,0,2014-03-31,PT,-12.6
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,500,AFY,GRP_SAL,CURR_YR,2014,2013,50_CR_TO_100_CR,0,2014-03-31,PT,-7.1
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,364,AFY,GRP_SAL,CURR_YR,2014,2013,FIV_HUN_TO_1000_CR,0,2014-03-31,PT,4.2
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1244,AFY,GRP_SAL,CURR_YR,2014,2013,HUN_TO_500_CR,0,2014-03-31,PT,2.2
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1239,AFY,GRP_SAL,CURR_YR,2014,2013,LESS_THN_25_CR,0,2014-03-31,PT,-28.9
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,572,AFY,GRP_SAL,CURR_YR,2014,2013,THOU_CR_N_ABV,0,2014-03-31,PT,8.5
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,469,AFY,GRP_SAL,PREV_YR,2014,2013,25_CR_TO_50_CR,0,2014-03-31,PT,-3.6
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,500,AFY,GRP_SAL,PREV_YR,2014,2013,50_CR_TO_100_CR,0,2014-03-31,PT,0.0
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,364,AFY,GRP_SAL,PREV_YR,2014,2013,FIV_HUN_TO_1000_CR,0,2014-03-31,PT,7.2
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1244,AFY,GRP_SAL,PREV_YR,2014,2013,HUN_TO_500_CR,0,2014-03-31,PT,4.3
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1239,AFY,GRP_SAL,PREV_YR,2014,2013,LESS_THN_25_CR,0,2014-03-31,PT,-37.6
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,572,AFY,GRP_SAL,PREV_YR,2014,2013,THOU_CR_N_ABV,0,2014-03-31,PT,12.3
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,469,AFY,GRP_TGA,CURR_YR,2014,2013,25_CR_TO_50_CR,0,2014-03-31,PT,0.0
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,500,AFY,GRP_TGA,CURR_YR,2014,2013,50_CR_TO_100_CR,0,2014-03-31,PT,3.0
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,364,AFY,GRP_TGA,CURR_YR,2014,2013,FIV_HUN_TO_1000_CR,0,2014-03-31,PT,0.8
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1244,AFY,GRP_TGA,CURR_YR,2014,2013,HUN_TO_500_CR,0,2014-03-31,PT,6.2
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1239,AFY,GRP_TGA,CURR_YR,2014,2013,LESS_THN_25_CR,0,2014-03-31,PT,23.1
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,572,AFY,GRP_TGA,CURR_YR,2014,2013,THOU_CR_N_ABV,0,2014-03-31,PT,12.2
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,469,AFY,GRP_TGA,PREV_YR,2014,2013,25_CR_TO_50_CR,0,2014-03-31,PT,9.4
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,500,AFY,GRP_TGA,PREV_YR,2014,2013,50_CR_TO_100_CR,0,2014-03-31,PT,8.1
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,364,AFY,GRP_TGA,PREV_YR,2014,2013,FIV_HUN_TO_1000_CR,0,2014-03-31,PT,8.8
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1244,AFY,GRP_TGA,PREV_YR,2014,2013,HUN_TO_500_CR,0,2014-03-31,PT,10.6
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1239,AFY,GRP_TGA,PREV_YR,2014,2013,LESS_THN_25_CR,0,2014-03-31,PT,5.6
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,572,AFY,GRP_TGA,PREV_YR,2014,2013,THOU_CR_N_ABV,0,2014-03-31,PT,11.8
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,469,AFY,GRP_TNA,CURR_YR,2014,2013,25_CR_TO_50_CR,0,2014-03-31,PT,-0.7
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,500,AFY,GRP_TNA,CURR_YR,2014,2013,50_CR_TO_100_CR,0,2014-03-31,PT,2.1
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,364,AFY,GRP_TNA,CURR_YR,2014,2013,FIV_HUN_TO_1000_CR,0,2014-03-31,PT,-0.3
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1244,AFY,GRP_TNA,CURR_YR,2014,2013,HUN_TO_500_CR,0,2014-03-31,PT,5.2
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1239,AFY,GRP_TNA,CURR_YR,2014,2013,LESS_THN_25_CR,0,2014-03-31,PT,25.0
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,572,AFY,GRP_TNA,CURR_YR,2014,2013,THOU_CR_N_ABV,0,2014-03-31,PT,12.2
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,469,AFY,GRP_TNA,PREV_YR,2014,2013,25_CR_TO_50_CR,0,2014-03-31,PT,9.1
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,500,AFY,GRP_TNA,PREV_YR,2014,2013,50_CR_TO_100_CR,0,2014-03-31,PT,7.0
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,364,AFY,GRP_TNA,PREV_YR,2014,2013,FIV_HUN_TO_1000_CR,0,2014-03-31,PT,7.5
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1244,AFY,GRP_TNA,PREV_YR,2014,2013,HUN_TO_500_CR,0,2014-03-31,PT,10.1
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1239,AFY,GRP_TNA,PREV_YR,2014,2013,LESS_THN_25_CR,0,2014-03-31,PT,5.4
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,572,AFY,GRP_TNA,PREV_YR,2014,2013,THOU_CR_N_ABV,0,2014-03-31,PT,10.6
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,469,AFY,GRP_TTL_BORRW,CURR_YR,2014,2013,25_CR_TO_50_CR,0,2014-03-31,PT,8.5
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,500,AFY,GRP_TTL_BORRW,CURR_YR,2014,2013,50_CR_TO_100_CR,0,2014-03-31,PT,4.5
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,364,AFY,GRP_TTL_BORRW,CURR_YR,2014,2013,FIV_HUN_TO_1000_CR,0,2014-03-31,PT,-11.5
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1244,AFY,GRP_TTL_BORRW,CURR_YR,2014,2013,HUN_TO_500_CR,0,2014-03-31,PT,4.9
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1239,AFY,GRP_TTL_BORRW,CURR_YR,2014,2013,LESS_THN_25_CR,0,2014-03-31,PT,14.2
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,572,AFY,GRP_TTL_BORRW,CURR_YR,2014,2013,THOU_CR_N_ABV,0,2014-03-31,PT,15.3
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,469,AFY,GRP_TTL_BORRW,PREV_YR,2014,2013,25_CR_TO_50_CR,0,2014-03-31,PT,7.5
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,500,AFY,GRP_TTL_BORRW,PREV_YR,2014,2013,50_CR_TO_100_CR,0,2014-03-31,PT,14.0
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,364,AFY,GRP_TTL_BORRW,PREV_YR,2014,2013,FIV_HUN_TO_1000_CR,0,2014-03-31,PT,9.6
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1244,AFY,GRP_TTL_BORRW,PREV_YR,2014,2013,HUN_TO_500_CR,0,2014-03-31,PT,12.4
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1239,AFY,GRP_TTL_BORRW,PREV_YR,2014,2013,LESS_THN_25_CR,0,2014-03-31,PT,-0.2
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,572,AFY,GRP_TTL_BORRW,PREV_YR,2014,2013,THOU_CR_N_ABV,0,2014-03-31,PT,14.1
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,469,AFY,GRP_TTL_ERN_FC,CURR_YR,2014,2013,25_CR_TO_50_CR,0,2014-03-31,PT,1.4
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,500,AFY,GRP_TTL_ERN_FC,CURR_YR,2014,2013,50_CR_TO_100_CR,0,2014-03-31,PT,2.0
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,364,AFY,GRP_TTL_ERN_FC,CURR_YR,2014,2013,FIV_HUN_TO_1000_CR,0,2014-03-31,PT,13.9
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1244,AFY,GRP_TTL_ERN_FC,CURR_YR,2014,2013,HUN_TO_500_CR,0,2014-03-31,PT,8.6
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,1239,AFY,GRP_TTL_ERN_FC,CURR_YR,2014,2013,LESS_THN_25_CR,0,2014-03-31,PT,-31.1
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,572,AFY,GRP_TTL_ERN_FC,CURR_YR,2014,2013,THOU_CR_N_ABV,0,2014-03-31,PT,16.0
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,469,AFY,GRP_TTL_ERN_FC,PREV_YR,2014,2013,25_CR_TO_50_CR,0,2014-03-31,PT,0.7
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,500,AFY,GRP_TTL_ERN_FC,PREV_YR,2014,2013,50_CR_TO_100_CR,0,2014-03-31,PT,-0.9
RBI:GRWT_RT_INDC_PUB_SAL_RN(1.0),N_A,364,AFY,GRP_TTL_ERN_FC,PREV_YR,2014,2013,FIV_HUN_TO_1000_CR,0,2014-03-31,PT,10.8
