DATAFLOW,AUDST,COMP_COUNT,FREQ,GRWT_RT_RATIOS_RN,PUC_SZ_GRP_RN,REF_TIME_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,605,AFY,GRP_TTL_ERN_FC_EXP,5CR_TO_10CR,CURR_YR,2013,2012,0,2013-03-31,PT,3.9
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,605,AFY,GRP_TTL_ERN_FC_EXP,5CR_TO_10CR,PREV_YR,2013,2012,0,2013-03-31,PT,34.9
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,64,AFY,GRP_TTL_ERN_FC_EXP,LESS_THN_1CR,CURR_YR,2013,2012,0,2013-03-31,PT,24.0
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,64,AFY,GRP_TTL_ERN_FC_EXP,LESS_THN_1CR,PREV_YR,2013,2012,0,2013-03-31,PT,16.6
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,235,AFY,GRP_TTL_EXP_FC,100CR_N_ABOVE,CURR_YR,2013,2012,0,2013-03-31,PT,13.2
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,235,AFY,GRP_TTL_EXP_FC,100CR_N_ABOVE,PREV_YR,2013,2012,0,2013-03-31,PT,31.0
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,883,AFY,GRP_TTL_EXP_FC,10CR_TO_25CR,CURR_YR,2013,2012,0,2013-03-31,PT,5.1
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,883,AFY,GRP_TTL_EXP_FC,10CR_TO_25CR,PREV_YR,2013,2012,0,2013-03-31,PT,16.4
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,109,AFY,GRP_TTL_EXP_FC,1CR_TO_2CR,CURR_YR,2013,2012,0,2013-03-31,PT,-21.4
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,109,AFY,GRP_TTL_EXP_FC,1CR_TO_2CR,PREV_YR,2013,2012,0,2013-03-31,PT,3.2
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,379,AFY,GRP_TTL_EXP_FC,25CR_TO_50CR,CURR_YR,2013,2012,0,2013-03-31,PT,9.5
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,379,AFY,GRP_TTL_EXP_FC,25CR_TO_50CR,PREV_YR,2013,2012,0,2013-03-31,PT,16.5
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,506,AFY,GRP_TTL_EXP_FC,2CR_TO_5CR,CURR_YR,2013,2012,0,2013-03-31,PT,16.1
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,506,AFY,GRP_TTL_EXP_FC,2CR_TO_5CR,PREV_YR,2013,2012,0,2013-03-31,PT,14.0
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,233,AFY,GRP_TTL_EXP_FC,50CR_TO_100CR,CURR_YR,2013,2012,0,2013-03-31,PT,9.3
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,233,AFY,GRP_TTL_EXP_FC,50CR_TO_100CR,PREV_YR,2013,2012,0,2013-03-31,PT,20.0
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,605,AFY,GRP_TTL_EXP_FC,5CR_TO_10CR,CURR_YR,2013,2012,0,2013-03-31,PT,2.5
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,605,AFY,GRP_TTL_EXP_FC,5CR_TO_10CR,PREV_YR,2013,2012,0,2013-03-31,PT,23.7
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,64,AFY,GRP_TTL_EXP_FC,LESS_THN_1CR,CURR_YR,2013,2012,0,2013-03-31,PT,16.0
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,64,AFY,GRP_TTL_EXP_FC,LESS_THN_1CR,PREV_YR,2013,2012,0,2013-03-31,PT,5.4
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,235,AFY,GRP_TTL_EXP_FC_IMP,100CR_N_ABOVE,CURR_YR,2013,2012,0,2013-03-31,PT,11.7
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,235,AFY,GRP_TTL_EXP_FC_IMP,100CR_N_ABOVE,PREV_YR,2013,2012,0,2013-03-31,PT,31.0
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,883,AFY,GRP_TTL_EXP_FC_IMP,10CR_TO_25CR,CURR_YR,2013,2012,0,2013-03-31,PT,4.4
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,883,AFY,GRP_TTL_EXP_FC_IMP,10CR_TO_25CR,PREV_YR,2013,2012,0,2013-03-31,PT,16.6
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,109,AFY,GRP_TTL_EXP_FC_IMP,1CR_TO_2CR,CURR_YR,2013,2012,0,2013-03-31,PT,-8.4
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,109,AFY,GRP_TTL_EXP_FC_IMP,1CR_TO_2CR,PREV_YR,2013,2012,0,2013-03-31,PT,17.9
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,379,AFY,GRP_TTL_EXP_FC_IMP,25CR_TO_50CR,CURR_YR,2013,2012,0,2013-03-31,PT,8.6
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,379,AFY,GRP_TTL_EXP_FC_IMP,25CR_TO_50CR,PREV_YR,2013,2012,0,2013-03-31,PT,20.7
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,506,AFY,GRP_TTL_EXP_FC_IMP,2CR_TO_5CR,CURR_YR,2013,2012,0,2013-03-31,PT,17.7
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,506,AFY,GRP_TTL_EXP_FC_IMP,2CR_TO_5CR,PREV_YR,2013,2012,0,2013-03-31,PT,14.3
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,233,AFY,GRP_TTL_EXP_FC_IMP,50CR_TO_100CR,CURR_YR,2013,2012,0,2013-03-31,PT,5.5
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,233,AFY,GRP_TTL_EXP_FC_IMP,50CR_TO_100CR,PREV_YR,2013,2012,0,2013-03-31,PT,21.7
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,605,AFY,GRP_TTL_EXP_FC_IMP,5CR_TO_10CR,CURR_YR,2013,2012,0,2013-03-31,PT,1.8
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,605,AFY,GRP_TTL_EXP_FC_IMP,5CR_TO_10CR,PREV_YR,2013,2012,0,2013-03-31,PT,25.6
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,64,AFY,GRP_TTL_EXP_FC_IMP,LESS_THN_1CR,CURR_YR,2013,2012,0,2013-03-31,PT,12.0
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,64,AFY,GRP_TTL_EXP_FC_IMP,LESS_THN_1CR,PREV_YR,2013,2012,0,2013-03-31,PT,9.1
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,235,AFY,GRP_TTL_INC,100CR_N_ABOVE,CURR_YR,2013,2012,0,2013-03-31,PT,11.1
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,235,AFY,GRP_TTL_INC,100CR_N_ABOVE,PREV_YR,2013,2012,0,2013-03-31,PT,20.1
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,883,AFY,GRP_TTL_INC,10CR_TO_25CR,CURR_YR,2013,2012,0,2013-03-31,PT,7.3
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,883,AFY,GRP_TTL_INC,10CR_TO_25CR,PREV_YR,2013,2012,0,2013-03-31,PT,14.3
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,109,AFY,GRP_TTL_INC,1CR_TO_2CR,CURR_YR,2013,2012,0,2013-03-31,PT,-17.7
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,109,AFY,GRP_TTL_INC,1CR_TO_2CR,PREV_YR,2013,2012,0,2013-03-31,PT,24.3
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,379,AFY,GRP_TTL_INC,25CR_TO_50CR,CURR_YR,2013,2012,0,2013-03-31,PT,6.7
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,379,AFY,GRP_TTL_INC,25CR_TO_50CR,PREV_YR,2013,2012,0,2013-03-31,PT,16.3
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,506,AFY,GRP_TTL_INC,2CR_TO_5CR,CURR_YR,2013,2012,0,2013-03-31,PT,11.2
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,506,AFY,GRP_TTL_INC,2CR_TO_5CR,PREV_YR,2013,2012,0,2013-03-31,PT,10.1
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,233,AFY,GRP_TTL_INC,50CR_TO_100CR,CURR_YR,2013,2012,0,2013-03-31,PT,9.3
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,233,AFY,GRP_TTL_INC,50CR_TO_100CR,PREV_YR,2013,2012,0,2013-03-31,PT,19.2
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,605,AFY,GRP_TTL_INC,5CR_TO_10CR,CURR_YR,2013,2012,0,2013-03-31,PT,1.2
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,605,AFY,GRP_TTL_INC,5CR_TO_10CR,PREV_YR,2013,2012,0,2013-03-31,PT,16.2
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,64,AFY,GRP_TTL_INC,LESS_THN_1CR,CURR_YR,2013,2012,0,2013-03-31,PT,2.7
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,64,AFY,GRP_TTL_INC,LESS_THN_1CR,PREV_YR,2013,2012,0,2013-03-31,PT,16.0
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,235,AFY,GRP_VAL_PROD,100CR_N_ABOVE,CURR_YR,2013,2012,0,2013-03-31,PT,10.7
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,235,AFY,GRP_VAL_PROD,100CR_N_ABOVE,PREV_YR,2013,2012,0,2013-03-31,PT,19.8
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,883,AFY,GRP_VAL_PROD,10CR_TO_25CR,CURR_YR,2013,2012,0,2013-03-31,PT,8.4
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,883,AFY,GRP_VAL_PROD,10CR_TO_25CR,PREV_YR,2013,2012,0,2013-03-31,PT,13.0
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,109,AFY,GRP_VAL_PROD,1CR_TO_2CR,CURR_YR,2013,2012,0,2013-03-31,PT,-18.4
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,109,AFY,GRP_VAL_PROD,1CR_TO_2CR,PREV_YR,2013,2012,0,2013-03-31,PT,21.0
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,379,AFY,GRP_VAL_PROD,25CR_TO_50CR,CURR_YR,2013,2012,0,2013-03-31,PT,7.1
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,379,AFY,GRP_VAL_PROD,25CR_TO_50CR,PREV_YR,2013,2012,0,2013-03-31,PT,16.0
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,506,AFY,GRP_VAL_PROD,2CR_TO_5CR,CURR_YR,2013,2012,0,2013-03-31,PT,12.1
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,506,AFY,GRP_VAL_PROD,2CR_TO_5CR,PREV_YR,2013,2012,0,2013-03-31,PT,11.5
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,233,AFY,GRP_VAL_PROD,50CR_TO_100CR,CURR_YR,2013,2012,0,2013-03-31,PT,9.2
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,233,AFY,GRP_VAL_PROD,50CR_TO_100CR,PREV_YR,2013,2012,0,2013-03-31,PT,19.2
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,605,AFY,GRP_VAL_PROD,5CR_TO_10CR,CURR_YR,2013,2012,0,2013-03-31,PT,2.5
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,605,AFY,GRP_VAL_PROD,5CR_TO_10CR,PREV_YR,2013,2012,0,2013-03-31,PT,14.6
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,64,AFY,GRP_VAL_PROD,LESS_THN_1CR,CURR_YR,2013,2012,0,2013-03-31,PT,3.1
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,64,AFY,GRP_VAL_PROD,LESS_THN_1CR,PREV_YR,2013,2012,0,2013-03-31,PT,13.8
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,308,AFY,GRP_BORRW_BNKS,100CR_N_ABOVE,CURR_YR,2014,2013,0,2014-03-31,PT,8.9
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,308,AFY,GRP_BORRW_BNKS,100CR_N_ABOVE,PREV_YR,2014,2013,0,2014-03-31,PT,8.7
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,1165,AFY,GRP_BORRW_BNKS,10CR_TO_25CR,CURR_YR,2014,2013,0,2014-03-31,PT,8.0
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,1165,AFY,GRP_BORRW_BNKS,10CR_TO_25CR,PREV_YR,2014,2013,0,2014-03-31,PT,9.8
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,202,AFY,GRP_BORRW_BNKS,1CR_TO_2CR,CURR_YR,2014,2013,0,2014-03-31,PT,24.0
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,202,AFY,GRP_BORRW_BNKS,1CR_TO_2CR,PREV_YR,2014,2013,0,2014-03-31,PT,8.0
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,518,AFY,GRP_BORRW_BNKS,25CR_TO_50CR,CURR_YR,2014,2013,0,2014-03-31,PT,9.6
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,518,AFY,GRP_BORRW_BNKS,25CR_TO_50CR,PREV_YR,2014,2013,0,2014-03-31,PT,16.3
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,714,AFY,GRP_BORRW_BNKS,2CR_TO_5CR,CURR_YR,2014,2013,0,2014-03-31,PT,8.6
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,714,AFY,GRP_BORRW_BNKS,2CR_TO_5CR,PREV_YR,2014,2013,0,2014-03-31,PT,-2.7
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,311,AFY,GRP_BORRW_BNKS,50CR_TO_100CR,CURR_YR,2014,2013,0,2014-03-31,PT,12.9
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,311,AFY,GRP_BORRW_BNKS,50CR_TO_100CR,PREV_YR,2014,2013,0,2014-03-31,PT,14.8
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,814,AFY,GRP_BORRW_BNKS,5CR_TO_10CR,CURR_YR,2014,2013,0,2014-03-31,PT,13.4
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,814,AFY,GRP_BORRW_BNKS,5CR_TO_10CR,PREV_YR,2014,2013,0,2014-03-31,PT,12.3
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,356,AFY,GRP_BORRW_BNKS,LESS_THN_1CR,CURR_YR,2014,2013,0,2014-03-31,PT,-25.1
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,356,AFY,GRP_BORRW_BNKS,LESS_THN_1CR,PREV_YR,2014,2013,0,2014-03-31,PT,31.0
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,308,AFY,GRP_CURR_ASST,100CR_N_ABOVE,CURR_YR,2014,2013,0,2014-03-31,PT,7.4
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,308,AFY,GRP_CURR_ASST,100CR_N_ABOVE,PREV_YR,2014,2013,0,2014-03-31,PT,11.0
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,1165,AFY,GRP_CURR_ASST,10CR_TO_25CR,CURR_YR,2014,2013,0,2014-03-31,PT,7.9
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,1165,AFY,GRP_CURR_ASST,10CR_TO_25CR,PREV_YR,2014,2013,0,2014-03-31,PT,9.0
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,202,AFY,GRP_CURR_ASST,1CR_TO_2CR,CURR_YR,2014,2013,0,2014-03-31,PT,-0.7
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,202,AFY,GRP_CURR_ASST,1CR_TO_2CR,PREV_YR,2014,2013,0,2014-03-31,PT,8.2
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,518,AFY,GRP_CURR_ASST,25CR_TO_50CR,CURR_YR,2014,2013,0,2014-03-31,PT,8.0
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,518,AFY,GRP_CURR_ASST,25CR_TO_50CR,PREV_YR,2014,2013,0,2014-03-31,PT,10.4
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,714,AFY,GRP_CURR_ASST,2CR_TO_5CR,CURR_YR,2014,2013,0,2014-03-31,PT,9.2
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,714,AFY,GRP_CURR_ASST,2CR_TO_5CR,PREV_YR,2014,2013,0,2014-03-31,PT,12.9
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,311,AFY,GRP_CURR_ASST,50CR_TO_100CR,CURR_YR,2014,2013,0,2014-03-31,PT,5.0
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,311,AFY,GRP_CURR_ASST,50CR_TO_100CR,PREV_YR,2014,2013,0,2014-03-31,PT,12.5
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,814,AFY,GRP_CURR_ASST,5CR_TO_10CR,CURR_YR,2014,2013,0,2014-03-31,PT,4.6
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,814,AFY,GRP_CURR_ASST,5CR_TO_10CR,PREV_YR,2014,2013,0,2014-03-31,PT,9.3
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,356,AFY,GRP_CURR_ASST,LESS_THN_1CR,CURR_YR,2014,2013,0,2014-03-31,PT,12.1
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,356,AFY,GRP_CURR_ASST,LESS_THN_1CR,PREV_YR,2014,2013,0,2014-03-31,PT,13.6
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,308,AFY,GRP_CURR_LIB,100CR_N_ABOVE,CURR_YR,2014,2013,0,2014-03-31,PT,13.0
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,308,AFY,GRP_CURR_LIB,100CR_N_ABOVE,PREV_YR,2014,2013,0,2014-03-31,PT,11.2
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,1165,AFY,GRP_CURR_LIB,10CR_TO_25CR,CURR_YR,2014,2013,0,2014-03-31,PT,9.1
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,1165,AFY,GRP_CURR_LIB,10CR_TO_25CR,PREV_YR,2014,2013,0,2014-03-31,PT,11.1
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,202,AFY,GRP_CURR_LIB,1CR_TO_2CR,CURR_YR,2014,2013,0,2014-03-31,PT,7.9
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,202,AFY,GRP_CURR_LIB,1CR_TO_2CR,PREV_YR,2014,2013,0,2014-03-31,PT,3.8
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,518,AFY,GRP_CURR_LIB,25CR_TO_50CR,CURR_YR,2014,2013,0,2014-03-31,PT,10.3
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,518,AFY,GRP_CURR_LIB,25CR_TO_50CR,PREV_YR,2014,2013,0,2014-03-31,PT,11.2
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,714,AFY,GRP_CURR_LIB,2CR_TO_5CR,CURR_YR,2014,2013,0,2014-03-31,PT,8.8
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,714,AFY,GRP_CURR_LIB,2CR_TO_5CR,PREV_YR,2014,2013,0,2014-03-31,PT,7.6
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,311,AFY,GRP_CURR_LIB,50CR_TO_100CR,CURR_YR,2014,2013,0,2014-03-31,PT,5.2
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,311,AFY,GRP_CURR_LIB,50CR_TO_100CR,PREV_YR,2014,2013,0,2014-03-31,PT,13.5
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,814,AFY,GRP_CURR_LIB,5CR_TO_10CR,CURR_YR,2014,2013,0,2014-03-31,PT,5.3
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,814,AFY,GRP_CURR_LIB,5CR_TO_10CR,PREV_YR,2014,2013,0,2014-03-31,PT,7.5
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,356,AFY,GRP_CURR_LIB,LESS_THN_1CR,CURR_YR,2014,2013,0,2014-03-31,PT,13.9
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,356,AFY,GRP_CURR_LIB,LESS_THN_1CR,PREV_YR,2014,2013,0,2014-03-31,PT,21.7
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,308,AFY,GRP_DESC_PROV,100CR_N_ABOVE,CURR_YR,2014,2013,0,2014-03-31,PT,13.9
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,308,AFY,GRP_DESC_PROV,100CR_N_ABOVE,PREV_YR,2014,2013,0,2014-03-31,PT,13.1
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,1165,AFY,GRP_DESC_PROV,10CR_TO_25CR,CURR_YR,2014,2013,0,2014-03-31,PT,6.7
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,1165,AFY,GRP_DESC_PROV,10CR_TO_25CR,PREV_YR,2014,2013,0,2014-03-31,PT,11.4
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,202,AFY,GRP_DESC_PROV,1CR_TO_2CR,CURR_YR,2014,2013,0,2014-03-31,PT,-0.9
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,202,AFY,GRP_DESC_PROV,1CR_TO_2CR,PREV_YR,2014,2013,0,2014-03-31,PT,10.3
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,518,AFY,GRP_DESC_PROV,25CR_TO_50CR,CURR_YR,2014,2013,0,2014-03-31,PT,9.0
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,518,AFY,GRP_DESC_PROV,25CR_TO_50CR,PREV_YR,2014,2013,0,2014-03-31,PT,12.5
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,714,AFY,GRP_DESC_PROV,2CR_TO_5CR,CURR_YR,2014,2013,0,2014-03-31,PT,10.9
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,714,AFY,GRP_DESC_PROV,2CR_TO_5CR,PREV_YR,2014,2013,0,2014-03-31,PT,10.4
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,311,AFY,GRP_DESC_PROV,50CR_TO_100CR,CURR_YR,2014,2013,0,2014-03-31,PT,10.8
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,311,AFY,GRP_DESC_PROV,50CR_TO_100CR,PREV_YR,2014,2013,0,2014-03-31,PT,16.8
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,814,AFY,GRP_DESC_PROV,5CR_TO_10CR,CURR_YR,2014,2013,0,2014-03-31,PT,6.1
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,814,AFY,GRP_DESC_PROV,5CR_TO_10CR,PREV_YR,2014,2013,0,2014-03-31,PT,9.9
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,356,AFY,GRP_DESC_PROV,LESS_THN_1CR,CURR_YR,2014,2013,0,2014-03-31,PT,-1.8
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,356,AFY,GRP_DESC_PROV,LESS_THN_1CR,PREV_YR,2014,2013,0,2014-03-31,PT,19.9
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,308,AFY,GRP_DIV_PAID,100CR_N_ABOVE,CURR_YR,2014,2013,0,2014-03-31,PT,13.6
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,308,AFY,GRP_DIV_PAID,100CR_N_ABOVE,PREV_YR,2014,2013,0,2014-03-31,PT,19.0
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,1165,AFY,GRP_DIV_PAID,10CR_TO_25CR,CURR_YR,2014,2013,0,2014-03-31,PT,20.8
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,1165,AFY,GRP_DIV_PAID,10CR_TO_25CR,PREV_YR,2014,2013,0,2014-03-31,PT,5.4
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,202,AFY,GRP_DIV_PAID,1CR_TO_2CR,CURR_YR,2014,2013,0,2014-03-31,PT,74.0
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,202,AFY,GRP_DIV_PAID,1CR_TO_2CR,PREV_YR,2014,2013,0,2014-03-31,PT,-83.4
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,518,AFY,GRP_DIV_PAID,25CR_TO_50CR,CURR_YR,2014,2013,0,2014-03-31,PT,27.6
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,518,AFY,GRP_DIV_PAID,25CR_TO_50CR,PREV_YR,2014,2013,0,2014-03-31,PT,13.0
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,714,AFY,GRP_DIV_PAID,2CR_TO_5CR,CURR_YR,2014,2013,0,2014-03-31,PT,1.7
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,714,AFY,GRP_DIV_PAID,2CR_TO_5CR,PREV_YR,2014,2013,0,2014-03-31,PT,-0.8
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,311,AFY,GRP_DIV_PAID,50CR_TO_100CR,CURR_YR,2014,2013,0,2014-03-31,PT,9.2
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,311,AFY,GRP_DIV_PAID,50CR_TO_100CR,PREV_YR,2014,2013,0,2014-03-31,PT,13.0
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,814,AFY,GRP_DIV_PAID,5CR_TO_10CR,CURR_YR,2014,2013,0,2014-03-31,PT,0.7
RBI:GRWT_RT_INDC_PUB_PUC_RN(1.0),N_A,814,AFY,GRP_DIV_PAID,5CR_TO_10CR,PREV_YR,2014,2013,0,2014-03-31,PT,-0.8
