DATAFLOW,AUDST,FREQ,REF_TIME_RN,REPYEAREND,REPYEARSTART,TYP_FIN_RT_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2012,2011,CSR_DTE_ADJ,0,2012-03-31,PT,44.2
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2012,2011,CSR_NFA_TNA,0,2012-03-31,PT,35.8
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2012,2011,CSR_NW_TNA,0,2012-03-31,PT,45.8
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2012,2011,CSR_STBB_INV,0,2012-03-31,PT,86.0
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2012,2011,CSR_TOL_TNW,0,2012-03-31,PT,118.4
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2012,2011,LR_CA_CL,0,2012-03-31,PT,1.3
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2012,2011,LR_CA_TNA,0,2012-03-31,PT,45.5
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2012,2011,LR_QA_CL,0,2012-03-31,PT,65.0
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2012,2011,LR_SC_TO_CA,0,2012-03-31,PT,24.6
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2012,2011,LR_SC_TO_NWC,0,2012-03-31,PT,99.8
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2012,2011,PPAR_DIV_NW,0,2012-03-31,PT,3.1
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2012,2011,PPAR_EBD_SAL,0,2012-03-31,PT,12.3
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2012,2011,PPAR_GP_SAL,0,2012-03-31,PT,13.9
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2012,2011,PPAR_GP_TNA,0,2012-03-31,PT,9.3
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2012,2011,PPAR_OD_TO_OPC,0,2012-03-31,PT,32.4
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2012,2011,PPAR_PAT_TNW,0,2012-03-31,PT,12.4
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2012,2011,PPAR_PR_PAT,0,2012-03-31,PT,77.0
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2012,2011,PPAR_TP_PBT,0,2012-03-31,PT,23.5
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,AUTR_EXP_SAL,0,2012-03-31,PT,18.6
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,AUTR_GVA_GFA,0,2012-03-31,PT,35.6
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,AUTR_INV_SAL,0,2012-03-31,PT,17.0
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,AUTR_RM_CON_TO_VP,0,2012-03-31,PT,56.4
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,AUTR_SAL_GFA,0,2012-03-31,PT,148.7
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,AUTR_SAL_TNA,0,2012-03-31,PT,74.3
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,AUTR_SD_TO_SL,0,2012-03-31,PT,15.8
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,CSR_DEB_EQT,0,2012-03-31,PT,42.0
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,CSR_DTE_ADJ,0,2012-03-31,PT,42.8
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,CSR_NFA_TNA,0,2012-03-31,PT,34.0
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,CSR_NW_TNA,0,2012-03-31,PT,45.5
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,CSR_STBB_INV,0,2012-03-31,PT,81.1
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,CSR_TOL_TNW,0,2012-03-31,PT,119.9
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,LR_CA_CL,0,2012-03-31,PT,1.4
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,LR_CA_TNA,0,2012-03-31,PT,48.0
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,LR_QA_CL,0,2012-03-31,PT,64.0
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,LR_SC_TO_CA,0,2012-03-31,PT,23.4
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,LR_SC_TO_NWC,0,2012-03-31,PT,83.5
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,PPAR_DIV_NW,0,2012-03-31,PT,3.1
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,PPAR_EBD_SAL,0,2012-03-31,PT,11.7
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,PPAR_GP_SAL,0,2012-03-31,PT,13.2
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,PPAR_GP_TNA,0,2012-03-31,PT,9.1
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,PPAR_OD_TO_OPC,0,2012-03-31,PT,35.6
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,PPAR_PAT_TNW,0,2012-03-31,PT,11.7
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,PPAR_PR_PAT,0,2012-03-31,PT,76.3
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,PPAR_TP_PBT,0,2012-03-31,PT,24.2
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,SUFR_ESF_TSF,0,2012-03-31,PT,63.7
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,SUFR_GCF_TUF,0,2012-03-31,PT,46.8
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,SUFR_GFAF_TUF,0,2012-03-31,PT,33.4
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,SUFR_GS_GCF,0,2012-03-31,PT,80.8
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2012,2011,SUFR_IBB_TES,0,2012-03-31,PT,18.8
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,AUTR_EXP_SAL,0,2013-03-31,PT,21.1
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,AUTR_GVA_GFA,0,2013-03-31,PT,31.2
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,AUTR_INV_SAL,0,2013-03-31,PT,16.7
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,AUTR_SAL_GFA,0,2013-03-31,PT,149.3
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,AUTR_SAL_TNA,0,2013-03-31,PT,72.2
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,AUTR_TR_SAL,0,2013-03-31,PT,16.4
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,CSR_DEB_EQT,0,2013-03-31,PT,46.2
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,CSR_NFA_TNA,0,2013-03-31,PT,36.0
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,CSR_NW_TNA,0,2013-03-31,PT,42.7
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,CSR_STBB_INV,0,2013-03-31,PT,58.3
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,CSR_TB_EQT,0,2013-03-31,PT,69.0
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,ER_CRM_TE,0,2013-03-31,PT,59.5
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,ER_ICR,0,2013-03-31,PT,3.1
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,ER_IP_TE,0,2013-03-31,PT,3.6
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,ER_RTE_TE,0,2013-03-31,PT,7.7
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,LR_CA_CL,0,2013-03-31,PT,1.2
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,LR_CA_TNA,0,2013-03-31,PT,39.5
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,LR_QA_CL,0,2013-03-31,PT,58.2
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,LR_TP_CA,0,2013-03-31,PT,30.4
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,PPAR_DIV_NW,0,2013-03-31,PT,2.9
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,PPAR_EBD_SAL,0,2013-03-31,PT,9.8
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,PPAR_GP_SAL,0,2013-03-31,PT,11.0
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,PPAR_GP_TNA,0,2013-03-31,PT,7.6
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,PPAR_OD_TO_OPC,0,2013-03-31,PT,34.0
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,PPAR_PAT_SAL,0,2013-03-31,PT,5.4
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,PPAR_PAT_TNW,0,2013-03-31,PT,8.7
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,PPAR_PR_PAT,0,2013-03-31,PT,71.5
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,PPAR_TP_PBT,0,2013-03-31,PT,21.3
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,SUFR_ESF_TSF,0,2013-03-31,PT,59.6
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,SUFR_GCF_TUF,0,2013-03-31,PT,56.7
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,SUFR_GFAF_TUF,0,2013-03-31,PT,46.7
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,SUFR_GS_GCF,0,2013-03-31,PT,74.2
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2013,2012,SUFR_IBB_TES,0,2013-03-31,PT,28.8
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2013,2012,AUTR_EXP_SAL,0,2013-03-31,PT,19.0
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2013,2012,AUTR_INV_SAL,0,2013-03-31,PT,17.4
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2013,2012,AUTR_TR_SAL,0,2013-03-31,PT,15.4
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2013,2012,CSR_DEB_EQT,0,2013-03-31,PT,41.4
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2013,2012,CSR_NFA_TNA,0,2013-03-31,PT,37.6
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2013,2012,CSR_NW_TNA,0,2013-03-31,PT,45.3
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2013,2012,CSR_STBB_INV,0,2013-03-31,PT,57.1
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2013,2012,CSR_TB_EQT,0,2013-03-31,PT,61.3
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2013,2012,ER_CRM_TE,0,2013-03-31,PT,59.2
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2013,2012,ER_ICR,0,2013-03-31,PT,4.6
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2013,2012,ER_IP_TE,0,2013-03-31,PT,3.0
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2013,2012,ER_RTE_TE,0,2013-03-31,PT,7.6
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2013,2012,LR_CA_CL,0,2013-03-31,PT,1.3
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2013,2012,LR_CA_TNA,0,2013-03-31,PT,39.0
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2013,2012,LR_QA_CL,0,2013-03-31,PT,61.7
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2013,2012,LR_TP_CA,0,2013-03-31,PT,28.4
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2013,2012,PPAR_DIV_NW,0,2013-03-31,PT,3.0
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2013,2012,PPAR_EBD_SAL,0,2013-03-31,PT,13.0
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2013,2012,PPAR_GP_SAL,0,2013-03-31,PT,13.4
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2013,2012,PPAR_GP_TNA,0,2013-03-31,PT,8.8
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2013,2012,PPAR_OD_TO_OPC,0,2013-03-31,PT,34.0
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2013,2012,PPAR_PAT_SAL,0,2013-03-31,PT,8.3
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2013,2012,PPAR_PAT_TNW,0,2013-03-31,PT,12.0
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2013,2012,PPAR_PR_PAT,0,2013-03-31,PT,74.5
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_TO_PREV,2013,2012,PPAR_TP_PBT,0,2013-03-31,PT,20.6
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,AUTR_EXP_SAL,0,2013-03-31,PT,20.6
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,AUTR_GVA_GFA,0,2013-03-31,PT,32.1
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,AUTR_INV_SAL,0,2013-03-31,PT,16.4
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,AUTR_SAL_GFA,0,2013-03-31,PT,152.0
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,AUTR_SAL_TNA,0,2013-03-31,PT,73.4
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,AUTR_TR_SAL,0,2013-03-31,PT,15.9
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,CSR_DEB_EQT,0,2013-03-31,PT,42.9
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,CSR_NFA_TNA,0,2013-03-31,PT,36.4
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,CSR_NW_TNA,0,2013-03-31,PT,43.8
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,CSR_STBB_INV,0,2013-03-31,PT,58.4
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,CSR_TB_EQT,0,2013-03-31,PT,64.6
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ER_CRM_TE,0,2013-03-31,PT,60.1
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ER_ICR,0,2013-03-31,PT,3.6
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ER_IP_TE,0,2013-03-31,PT,3.3
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,ER_RTE_TE,0,2013-03-31,PT,7.4
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,LR_CA_CL,0,2013-03-31,PT,1.2
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,LR_CA_TNA,0,2013-03-31,PT,39.4
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,LR_QA_CL,0,2013-03-31,PT,58.4
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,LR_TP_CA,0,2013-03-31,PT,30.3
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,PPAR_DIV_NW,0,2013-03-31,PT,2.9
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,PPAR_EBD_SAL,0,2013-03-31,PT,10.5
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,PPAR_GP_SAL,0,2013-03-31,PT,11.6
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,PPAR_GP_TNA,0,2013-03-31,PT,8.0
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,PPAR_OD_TO_OPC,0,2013-03-31,PT,33.6
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,PPAR_PAT_SAL,0,2013-03-31,PT,6.3
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,PPAR_PAT_TNW,0,2013-03-31,PT,10.0
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,PPAR_PR_PAT,0,2013-03-31,PT,73.0
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,PPAR_TP_PBT,0,2013-03-31,PT,22.1
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,SUFR_ESF_TSF,0,2013-03-31,PT,58.7
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,SUFR_GCF_TUF,0,2013-03-31,PT,48.9
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,SUFR_GFAF_TUF,0,2013-03-31,PT,39.8
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,SUFR_GS_GCF,0,2013-03-31,PT,85.0
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,PREV_YR,2013,2012,SUFR_IBB_TES,0,2013-03-31,PT,24.0
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2014,2013,AUTR_EXP_SAL,0,2014-03-31,PT,18.4
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2014,2013,AUTR_GVA_GFA,0,2014-03-31,PT,30.5
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2014,2013,AUTR_INV_SAL,0,2014-03-31,PT,15.6
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2014,2013,AUTR_SAL_GFA,0,2014-03-31,PT,139.0
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2014,2013,AUTR_SAL_TNA,0,2014-03-31,PT,74.6
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2014,2013,AUTR_TR_SAL,0,2014-03-31,PT,15.9
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2014,2013,CSR_DEB_EQT,0,2014-03-31,PT,43.7
RBI:FIN_RATIOS_PUB_RN(1.0),N_A,AFY,CURR_YR,2014,2013,CSR_NFA_TNA,0,2014-03-31,PT,36.3
