DATAFLOW,AUDST,COSO_MER_RN,FREQ,REPYEAREND,REPYEARSTART,SOR_CSUR_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR12011,0,2001-09-21,INR,4817250000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR12012,0,2001-09-21,INR,482610000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR1202,0,2001-09-21,INR,-3130000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR1203,0,2001-09-21,INR,291890000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR1204,0,2001-09-21,INR,1121270000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR2,0,2001-09-21,INR,-319180000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR21,0,2001-09-21,INR,595550000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR22,0,2001-09-21,INR,889500000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR23,0,2001-09-21,INR,25230000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR3,0,2001-09-21,INR,702370000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR31,0,2001-09-21,INR,682790000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR32,0,2001-09-21,INR,61110000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR33,0,2001-09-21,INR,41520000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR4,0,2001-09-21,INR,702130000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR5,0,2001-09-21,INR,696280000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR51,0,2001-09-21,INR,914240000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR52,0,2001-09-21,INR,52040000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR1,0,2001-10-19,INR,10732000000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR11,0,2001-10-19,INR,3869390000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR12,0,2001-10-19,INR,6862610000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR1201,0,2001-10-19,INR,5431160000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR12011,0,2001-10-19,INR,4928360000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR12012,0,2001-10-19,INR,502800000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR1202,0,2001-10-19,INR,-5610000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR1203,0,2001-10-19,INR,287470000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR1204,0,2001-10-19,INR,1149600000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR2,0,2001-10-19,INR,-329730000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR21,0,2001-10-19,INR,592030000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR22,0,2001-10-19,INR,896500000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR23,0,2001-10-19,INR,25260000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR3,0,2001-10-19,INR,729580000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR31,0,2001-10-19,INR,717040000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR32,0,2001-10-19,INR,58780000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR33,0,2001-10-19,INR,46230000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR4,0,2001-10-19,INR,706930000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR5,0,2001-10-19,INR,786580000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR51,0,2001-10-19,INR,1006050000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR52,0,2001-10-19,INR,59770000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR1,0,2001-11-30,INR,10865360000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR11,0,2001-11-30,INR,3927900000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR12,0,2001-11-30,INR,6937460000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR1201,0,2001-11-30,INR,5493190000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR12011,0,2001-11-30,INR,4975890000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR12012,0,2001-11-30,INR,517300000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR1202,0,2001-11-30,INR,880000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR1203,0,2001-11-30,INR,280850000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR1204,0,2001-11-30,INR,1162540000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR2,0,2001-11-30,INR,-345530000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR21,0,2001-11-30,INR,585240000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR22,0,2001-11-30,INR,897960000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR23,0,2001-11-30,INR,32820000000
RBI:CSURYSOR_M_RN(1.0),N_A,N_A,M,2002,2001,SCSR3,0,2001-11-30,INR,771400000000
