DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,SOR_RBI_SUR_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI1101,0,2020-05-31,INR,12592910000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI5,0,2020-05-31,INR,2405400300000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI11012,0,2020-05-31,INR,0.0
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI11011,0,2020-05-31,INR,860800000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI32,0,2020-05-31,INR,34512243042000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI1302,0,2020-05-31,INR,190000000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI31,0,2020-05-31,INR,2489550000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI3,0,2020-05-31,INR,37001618742000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI1102,0,2020-05-31,INR,67090000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI110131,0,2020-05-31,INR,11724960000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI31,0,2020-04-30,INR,2515510000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI4,0,2020-04-30,INR,12394510000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI110131,0,2020-04-30,INR,11007750000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI32,0,2020-04-30,INR,34100686316999.996
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI11013,0,2020-04-30,INR,11007750000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI1,0,2020-04-30,INR,7881210000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI1302,0,2020-04-30,INR,0.0
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI1301,0,2020-04-30,INR,41619300000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI1101,0,2020-04-30,INR,12134970000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI12,0,2020-04-30,INR,-4325220000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI121,0,2020-04-30,INR,-4325220000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI1102,0,2020-04-30,INR,10200000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI11015,0,2020-04-30,INR,1000000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI11011,0,2020-04-30,INR,1119850000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI3,0,2020-04-30,INR,36616022017000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI11012,0,2020-04-30,INR,0.0
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI2,0,2020-04-30,INR,263591434999.99997
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI11014,0,2020-04-30,INR,8370000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI13,0,2020-04-30,INR,61260000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI11,0,2020-04-30,INR,12145170000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2021,2020,SRBI5,0,2020-04-30,INR,2169130300000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI4,0,2020-03-31,INR,11650660000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI13,0,2020-03-31,INR,131660000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI110131,0,2020-03-31,INR,10444680000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11,0,2020-03-31,INR,9921920000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11011,0,2020-03-31,INR,0.0
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11013,0,2020-03-31,INR,10444680000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI32,0,2020-03-31,INR,33598926316999.996
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI3,0,2020-03-31,INR,35904022017000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11012,0,2020-03-31,INR,0.0
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1301,0,2020-03-31,INR,59203800000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1102,0,2020-03-31,INR,24510000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11015,0,2020-03-31,INR,555730000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1302,0,2020-03-31,INR,0.0
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1,0,2020-03-31,INR,7912990000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI121,0,2020-03-31,INR,-2140590000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11014,0,2020-03-31,INR,8460000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI31,0,2020-03-31,INR,2305270000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI2,0,2020-03-31,INR,263475166000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI12,0,2020-03-31,INR,-2140590000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1101,0,2020-03-31,INR,9897410000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI5,0,2020-03-31,INR,2132760300000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11011,0,2020-02-29,INR,50810000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1302,0,2020-02-29,INR,0.0
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI12,0,2020-02-29,INR,-3046220000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI2,0,2020-02-29,INR,263145548000.00003
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11014,0,2020-02-29,INR,8790000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI110131,0,2020-02-29,INR,9818390000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI31,0,2020-02-29,INR,2213990000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI32,0,2020-02-29,INR,32517874317000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI13,0,2020-02-29,INR,37790000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11,0,2020-02-29,INR,9905390000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI5,0,2020-02-29,INR,1674260300000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11012,0,2020-02-29,INR,0.0
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1102,0,2020-02-29,INR,28400000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI3,0,2020-02-29,INR,34731690017000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI121,0,2020-02-29,INR,-3046220000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11015,0,2020-02-29,INR,1000000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI4,0,2020-02-29,INR,10474530000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1301,0,2020-02-29,INR,18148300000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1,0,2020-02-29,INR,6896960000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1101,0,2020-02-29,INR,9876990000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11013,0,2020-02-29,INR,9818390000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI31,0,2020-01-31,INR,2069190000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11015,0,2020-01-31,INR,1010000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI5,0,2020-01-31,INR,1477260300000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI4,0,2020-01-31,INR,10106600000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1101,0,2020-01-31,INR,10558690000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1,0,2020-01-31,INR,7181170000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11013,0,2020-01-31,INR,9817060000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11014,0,2020-01-31,INR,7190000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1302,0,2020-01-31,INR,0.0
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI32,0,2020-01-31,INR,31441724317000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI121,0,2020-01-31,INR,-3453000000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI2,0,2020-01-31,INR,262796662000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI3,0,2020-01-31,INR,33510740017000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11011,0,2020-01-31,INR,735450000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11,0,2020-01-31,INR,10570370000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1102,0,2020-01-31,INR,11680000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11012,0,2020-01-31,INR,0.0
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI110131,0,2020-01-31,INR,9817060000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1301,0,2020-01-31,INR,18722800000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI12,0,2020-01-31,INR,-3453000000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI13,0,2020-01-31,INR,63800000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI121,0,2019-12-31,INR,-2027970000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1301,0,2019-12-31,INR,16148900000.000002
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI32,0,2019-12-31,INR,30299313715000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11013,0,2019-12-31,INR,10008320000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11015,0,2019-12-31,INR,229010000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11011,0,2019-12-31,INR,0.0
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI5,0,2019-12-31,INR,1310110300000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11012,0,2019-12-31,INR,0.0
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11014,0,2019-12-31,INR,7760000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI12,0,2019-12-31,INR,-2027970000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI110131,0,2019-12-31,INR,10008320000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1102,0,2019-12-31,INR,12140000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI4,0,2019-12-31,INR,9920850000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11,0,2019-12-31,INR,9799210000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI13,0,2019-12-31,INR,67020000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1101,0,2019-12-31,INR,9787070000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1,0,2019-12-31,INR,7838260000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI2,0,2019-12-31,INR,261780996000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1302,0,2019-12-31,INR,0.0
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI3,0,2019-12-31,INR,32228389415000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI31,0,2019-12-31,INR,1929250000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI110131,0,2019-11-30,INR,9995810000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1101,0,2019-11-30,INR,9648820000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI12,0,2019-11-30,INR,-2137340000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1302,0,2019-11-30,INR,0.0
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11012,0,2019-11-30,INR,0.0
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI4,0,2019-11-30,INR,10126490000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI121,0,2019-11-30,INR,-2137340000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11011,0,2019-11-30,INR,0.0
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11,0,2019-11-30,INR,9654380000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI3,0,2019-11-30,INR,32072248415000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1102,0,2019-11-30,INR,5560000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI2,0,2019-11-30,INR,261225553000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11015,0,2019-11-30,INR,355260000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI32,0,2019-11-30,INR,30149352714999.996
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI31,0,2019-11-30,INR,1923070000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI5,0,2019-11-30,INR,1244420300000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11014,0,2019-11-30,INR,8270000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11013,0,2019-11-30,INR,9995810000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI13,0,2019-11-30,INR,71440000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1301,0,2019-11-30,INR,16037400000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1,0,2019-11-30,INR,7588480000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1102,0,2019-10-31,INR,6270000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI32,0,2019-10-31,INR,29351092714999.996
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11014,0,2019-10-31,INR,7050000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1,0,2019-10-31,INR,8176850000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11012,0,2019-10-31,INR,0.0
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11,0,2019-10-31,INR,9669590000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11015,0,2019-10-31,INR,264620000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1302,0,2019-10-31,INR,0.0
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1101,0,2019-10-31,INR,9663320000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI5,0,2019-10-31,INR,1121905700000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI12,0,2019-10-31,INR,-1569540000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI110131,0,2019-10-31,INR,9920890000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI31,0,2019-10-31,INR,1918680000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI121,0,2019-10-31,INR,-1569540000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI2,0,2019-10-31,INR,260452150000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI4,0,2019-10-31,INR,9822990000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI3,0,2019-10-31,INR,31269598415000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11013,0,2019-10-31,INR,9920890000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11011,0,2019-10-31,INR,0.0
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1301,0,2019-10-31,INR,18844300000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI13,0,2019-10-31,INR,76800000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI13,0,2019-09-30,INR,81030000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1,0,2019-09-30,INR,7800690000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI2,0,2019-09-30,INR,260238882000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI12,0,2019-09-30,INR,-1649230000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI31,0,2019-09-30,INR,1902170000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI5,0,2019-09-30,INR,1152040300000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11012,0,2019-09-30,INR,0.0
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11,0,2019-09-30,INR,9368890000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11015,0,2019-09-30,INR,624430000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1301,0,2019-09-30,INR,23725100000.000004
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11013,0,2019-09-30,INR,9981520000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11011,0,2019-09-30,INR,0.0
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1302,0,2019-09-30,INR,0.0
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI4,0,2019-09-30,INR,9507340000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI3,0,2019-09-30,INR,30480388415000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI110131,0,2019-09-30,INR,9981520000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI32,0,2019-09-30,INR,28578392714999.996
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1101,0,2019-09-30,INR,9364720000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11014,0,2019-09-30,INR,7630000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1102,0,2019-09-30,INR,4170000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI121,0,2019-09-30,INR,-1649230000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1301,0,2019-08-31,INR,18788000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1,0,2019-08-31,INR,8123610000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI110131,0,2019-08-31,INR,9989450000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI5,0,2019-08-31,INR,1135240300000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI32,0,2019-08-31,INR,28540412714999.996
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11015,0,2019-08-31,INR,653730000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11013,0,2019-08-31,INR,9989450000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI2,0,2019-08-31,INR,260006654000.00003
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI4,0,2019-08-31,INR,9925820000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11011,0,2019-08-31,INR,0.0
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI31,0,2019-08-31,INR,1968790000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1102,0,2019-08-31,INR,5640000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1101,0,2019-08-31,INR,9343580000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11,0,2019-08-31,INR,9349220000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11014,0,2019-08-31,INR,7860000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI121,0,2019-08-31,INR,-1301580000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI3,0,2019-08-31,INR,30509028415000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1302,0,2019-08-31,INR,0.0
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11012,0,2019-08-31,INR,0.0
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI13,0,2019-08-31,INR,75970000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI12,0,2019-08-31,INR,-1301580000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI2,0,2019-07-31,INR,259841345000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1,0,2019-07-31,INR,9261840000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI121,0,2019-07-31,INR,-1364160000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1301,0,2019-07-31,INR,23555200000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI13,0,2019-07-31,INR,79510000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI110131,0,2019-07-31,INR,9851020000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI32,0,2019-07-31,INR,27823103268000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI12,0,2019-07-31,INR,-1364160000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1101,0,2019-07-31,INR,10515510000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI3,0,2019-07-31,INR,29497948968000.004
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11012,0,2019-07-31,INR,0.0
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11015,0,2019-07-31,INR,1000000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11013,0,2019-07-31,INR,9851020000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11011,0,2019-07-31,INR,657290000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11014,0,2019-07-31,INR,8200000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1102,0,2019-07-31,INR,30980000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1302,0,2019-07-31,INR,0.0
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI5,0,2019-07-31,INR,1520010300000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11,0,2019-07-31,INR,10546490000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI4,0,2019-07-31,INR,9561270000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI31,0,2019-07-31,INR,1675020000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11013,0,2019-06-30,INR,9837680000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI5,0,2019-06-30,INR,1324850300000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI11,0,2019-06-30,INR,9196960000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI12,0,2019-06-30,INR,-229300000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI4,0,2019-06-30,INR,9834930000000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1301,0,2019-06-30,INR,24531600000
RBI:RBI_SURY_SOR_M_RN(1.0),N_A,M,2020,2019,SRBI1102,0,2019-06-30,INR,1210000000
