DATAFLOW,AUDST,FREQ,REPYEAREND,REPYEARSTART,SOUR_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR6,0,2025-03-31,INR,55509473870000
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR5,0,2025-03-28,INR,384666900000
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR8,0,2025-03-28,INR,21261890970000
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR4,0,2025-03-28,INR,-270490000000
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR7,0,2025-03-28,INR,366317123100
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR1,0,2025-03-28,INR,13884034800000
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR6,0,2025-03-28,INR,55260720470000
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR8,0,2025-03-21,INR,21590980320000
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR7,0,2025-03-21,INR,363057651600
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR6,0,2025-03-21,INR,55005041420000
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR5,0,2025-03-21,INR,358229700000
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR4,0,2025-03-21,INR,1725120000000
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR1,0,2025-03-21,INR,11808696700000
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR4,0,2025-03-14,INR,1925930000000
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR6,0,2025-03-14,INR,55289188120000
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR1,0,2025-03-14,INR,11826904800000
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR7,0,2025-03-14,INR,363057651600
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR8,0,2025-03-14,INR,21830342620000
RBI:RMS_W_RN(1.0),N_A,W,2025,2024,SOR5,0,2025-03-14,INR,315881200000
