DATAFLOW,AUDST,COMP_RN,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:RMC_W_RN(1.0),N_A,COM12,W,2025,2024,0,2024-10-18,INR,982915778699.9999
RBI:RMC_W_RN(1.0),N_A,COM1,W,2025,2024,0,2024-10-18,INR,46644866780000
RBI:RMC_W_RN(1.0),N_A,COM11,W,2025,2024,0,2024-10-11,INR,35231960700000
RBI:RMC_W_RN(1.0),N_A,COM13,W,2025,2024,0,2024-10-11,INR,10465719900000
RBI:RMC_W_RN(1.0),N_A,COM1,W,2025,2024,0,2024-10-11,INR,46666931780000
RBI:RMC_W_RN(1.0),N_A,COM12,W,2025,2024,0,2024-10-11,INR,969251178700
RBI:RMC_W_RN(1.0),N_A,COM12,W,2025,2024,0,2024-10-04,INR,958582078700
RBI:RMC_W_RN(1.0),N_A,COM1,W,2025,2024,0,2024-10-04,INR,46386776680000
RBI:RMC_W_RN(1.0),N_A,COM13,W,2025,2024,0,2024-10-04,INR,10492856300000
RBI:RMC_W_RN(1.0),N_A,COM11,W,2025,2024,0,2024-10-04,INR,34935338300000
RBI:RMC_W_RN(1.0),N_A,COM1,W,2025,2024,0,2024-09-27,INR,46608921580000
RBI:RMC_W_RN(1.0),N_A,COM11,W,2025,2024,0,2024-09-27,INR,34822137500000
RBI:RMC_W_RN(1.0),N_A,COM13,W,2025,2024,0,2024-09-27,INR,10833329000000
RBI:RMC_W_RN(1.0),N_A,COM12,W,2025,2024,0,2024-09-27,INR,953455078700
RBI:RMC_W_RN(1.0),N_A,COM13,W,2025,2024,0,2024-09-20,INR,10189754500000
RBI:RMC_W_RN(1.0),N_A,COM12,W,2025,2024,0,2024-09-20,INR,940849693400
RBI:RMC_W_RN(1.0),N_A,COM1,W,2025,2024,0,2024-09-20,INR,46035980040000
RBI:RMC_W_RN(1.0),N_A,COM11,W,2025,2024,0,2024-09-20,INR,34905375839999.996
RBI:RMC_W_RN(1.0),N_A,COM13,W,2025,2024,0,2024-09-13,INR,10680593500000
RBI:RMC_W_RN(1.0),N_A,COM11,W,2025,2024,0,2024-09-13,INR,35090432440000
RBI:RMC_W_RN(1.0),N_A,COM1,W,2025,2024,0,2024-09-13,INR,46697234349999.99
RBI:RMC_W_RN(1.0),N_A,COM12,W,2025,2024,0,2024-09-13,INR,926208403400
RBI:RMC_W_RN(1.0),N_A,COM11,W,2025,2024,0,2024-09-06,INR,35056838140000
RBI:RMC_W_RN(1.0),N_A,COM12,W,2025,2024,0,2024-09-06,INR,936098258900
RBI:RMC_W_RN(1.0),N_A,COM1,W,2025,2024,0,2024-09-06,INR,46513545400000
