DATAFLOW,AUDST,COM_MS_RN,FREQ,MEASURE_RN,REPYEAREND,REPYEARSTART,SOUR_MS_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2001,2000,SMS3,0,2001-03-31,INR,2192849000000.0002
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2001,2000,SMS4,0,2001-03-31,INR,49866417000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2001,2000,SMS5,0,2001-03-31,INR,1158199217000
RBI:AMAGG_RN(1.0),N_A,CMS1,AFY,ANNUAL_AVE,2002,2001,N_A,0,2002-03-31,INR,14200067700000
RBI:AMAGG_RN(1.0),N_A,CMS11,AFY,ANNUAL_AVE,2002,2001,N_A,0,2002-03-31,INR,3976830942000
RBI:AMAGG_RN(1.0),N_A,CMS1101,AFY,ANNUAL_AVE,2002,2001,N_A,0,2002-03-31,INR,3140337622000
RBI:AMAGG_RN(1.0),N_A,CMS1101101,AFY,ANNUAL_AVE,2002,2001,N_A,0,2002-03-31,INR,2271638858000
RBI:AMAGG_RN(1.0),N_A,CMS11012,AFY,ANNUAL_AVE,2002,2001,N_A,0,2002-03-31,INR,30139105000
RBI:AMAGG_RN(1.0),N_A,CMS1102,AFY,ANNUAL_AVE,2002,2001,N_A,0,2002-03-31,INR,1675052958000
RBI:AMAGG_RN(1.0),N_A,CMS12,AFY,ANNUAL_AVE,2002,2001,N_A,0,2002-03-31,INR,10223236760000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2002,2001,SMS1,0,2002-03-31,INR,5646392992000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2002,2001,SMS2,0,2002-03-31,INR,7101392883000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2002,2001,SMS3,0,2002-03-31,INR,2728001825000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2002,2001,SMS4,0,2002-03-31,INR,58626075000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2002,2001,SMS5,0,2002-03-31,INR,1334346083000
RBI:AMAGG_RN(1.0),N_A,CMS1,AFY,ANNUAL_AVE,2003,2002,N_A,0,2003-03-31,INR,16479537880000
RBI:AMAGG_RN(1.0),N_A,CMS11,AFY,ANNUAL_AVE,2003,2002,N_A,0,2003-03-31,INR,4455127500000
RBI:AMAGG_RN(1.0),N_A,CMS1101,AFY,ANNUAL_AVE,2003,2002,N_A,0,2003-03-31,INR,3430383123000
RBI:AMAGG_RN(1.0),N_A,CMS1101101,AFY,ANNUAL_AVE,2003,2002,N_A,0,2003-03-31,INR,2586745550000
RBI:AMAGG_RN(1.0),N_A,CMS11012,AFY,ANNUAL_AVE,2003,2002,N_A,0,2003-03-31,INR,30340848000
RBI:AMAGG_RN(1.0),N_A,CMS1102,AFY,ANNUAL_AVE,2003,2002,N_A,0,2003-03-31,INR,1838041092000
RBI:AMAGG_RN(1.0),N_A,CMS12,AFY,ANNUAL_AVE,2003,2002,N_A,0,2003-03-31,INR,12024410380000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2003,2002,SMS1,0,2003-03-31,INR,6414139942000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2003,2002,SMS2,0,2003-03-31,INR,8360139275000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2003,2002,SMS3,0,2003-03-31,INR,3585050958000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2003,2002,SMS4,0,2003-03-31,INR,67805592000.00001
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2003,2002,SMS5,0,2003-03-31,INR,1947597883000
RBI:AMAGG_RN(1.0),N_A,CMS1,AFY,ANNUAL_AVE,2004,2003,N_A,0,2004-03-31,INR,18615800480000
RBI:AMAGG_RN(1.0),N_A,CMS11,AFY,ANNUAL_AVE,2004,2003,N_A,0,2004-03-31,INR,5146362850000
RBI:AMAGG_RN(1.0),N_A,CMS1101,AFY,ANNUAL_AVE,2004,2003,N_A,0,2004-03-31,INR,3907122913000
RBI:AMAGG_RN(1.0),N_A,CMS1101101,AFY,ANNUAL_AVE,2004,2003,N_A,0,2004-03-31,INR,2947968858000
RBI:AMAGG_RN(1.0),N_A,CMS11012,AFY,ANNUAL_AVE,2004,2003,N_A,0,2004-03-31,INR,36431446000
RBI:AMAGG_RN(1.0),N_A,CMS1102,AFY,ANNUAL_AVE,2004,2003,N_A,0,2004-03-31,INR,2161962550000.0002
RBI:AMAGG_RN(1.0),N_A,CMS12,AFY,ANNUAL_AVE,2004,2003,N_A,0,2004-03-31,INR,13469437630000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2004,2003,SMS1,0,2004-03-31,INR,7187051008000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2004,2003,SMS2,0,2004-03-31,INR,9344297817000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2004,2003,SMS3,0,2004-03-31,INR,4577907342000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2004,2003,SMS4,0,2004-03-31,INR,72225192000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2004,2003,SMS5,0,2004-03-31,INR,2565680875000
RBI:AMAGG_RN(1.0),N_A,CMS1,AFY,ANNUAL_AVE,2005,2004,N_A,0,2005-03-31,INR,21214588930000
RBI:AMAGG_RN(1.0),N_A,CMS11,AFY,ANNUAL_AVE,2005,2004,N_A,0,2005-03-31,INR,6003433692000
RBI:AMAGG_RN(1.0),N_A,CMS1101,AFY,ANNUAL_AVE,2005,2004,N_A,0,2005-03-31,INR,4448609671000
RBI:AMAGG_RN(1.0),N_A,CMS1101101,AFY,ANNUAL_AVE,2005,2004,N_A,0,2005-03-31,INR,3365277511000
RBI:AMAGG_RN(1.0),N_A,CMS11012,AFY,ANNUAL_AVE,2005,2004,N_A,0,2005-03-31,INR,46999230000
RBI:AMAGG_RN(1.0),N_A,CMS1102,AFY,ANNUAL_AVE,2005,2004,N_A,0,2005-03-31,INR,2591156949000
RBI:AMAGG_RN(1.0),N_A,CMS12,AFY,ANNUAL_AVE,2005,2004,N_A,0,2005-03-31,INR,15211155250000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2005,2004,SMS1,0,2005-03-31,INR,7499701408000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2005,2004,SMS2,0,2005-03-31,INR,11304701650000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2005,2004,SMS3,0,2005-03-31,INR,5924549975000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2005,2004,SMS4,0,2005-03-31,INR,73729583000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2005,2004,SMS5,0,2005-03-31,INR,3588093667000
RBI:AMAGG_RN(1.0),N_A,CMS1,AFY,ANNUAL_AVE,2006,2005,N_A,0,2006-03-31,INR,24589246980000
RBI:AMAGG_RN(1.0),N_A,CMS11,AFY,ANNUAL_AVE,2006,2005,N_A,0,2006-03-31,INR,7164702717000
RBI:AMAGG_RN(1.0),N_A,CMS1101,AFY,ANNUAL_AVE,2006,2005,N_A,0,2006-03-31,INR,5159481000000
RBI:AMAGG_RN(1.0),N_A,CMS1101101,AFY,ANNUAL_AVE,2006,2005,N_A,0,2006-03-31,INR,3851861063000
RBI:AMAGG_RN(1.0),N_A,CMS11012,AFY,ANNUAL_AVE,2006,2005,N_A,0,2006-03-31,INR,48465600000
RBI:AMAGG_RN(1.0),N_A,CMS1102,AFY,ANNUAL_AVE,2006,2005,N_A,0,2006-03-31,INR,3264376054000
RBI:AMAGG_RN(1.0),N_A,CMS12,AFY,ANNUAL_AVE,2006,2005,N_A,0,2006-03-31,INR,17424544279999.998
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2006,2005,SMS1,0,2006-03-31,INR,7632426867000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2006,2005,SMS2,0,2006-03-31,INR,14485102180000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2006,2005,SMS3,0,2006-03-31,INR,6634887450000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2006,2005,SMS4,0,2006-03-31,INR,80555033000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2006,2005,SMS5,0,2006-03-31,INR,4243724516999.9995
RBI:AMAGG_RN(1.0),N_A,CMS1,AFY,ANNUAL_AVE,2007,2006,N_A,0,2007-03-31,INR,29501861580000
RBI:AMAGG_RN(1.0),N_A,CMS11,AFY,ANNUAL_AVE,2007,2006,N_A,0,2007-03-31,INR,8586746442000
RBI:AMAGG_RN(1.0),N_A,CMS1101,AFY,ANNUAL_AVE,2007,2006,N_A,0,2007-03-31,INR,6172863067000
RBI:AMAGG_RN(1.0),N_A,CMS1101101,AFY,ANNUAL_AVE,2007,2006,N_A,0,2007-03-31,INR,4513245544000
RBI:AMAGG_RN(1.0),N_A,CMS11012,AFY,ANNUAL_AVE,2007,2006,N_A,0,2007-03-31,INR,57109507000
RBI:AMAGG_RN(1.0),N_A,CMS1102,AFY,ANNUAL_AVE,2007,2006,N_A,0,2007-03-31,INR,4016391386000
RBI:AMAGG_RN(1.0),N_A,CMS12,AFY,ANNUAL_AVE,2007,2006,N_A,0,2007-03-31,INR,20915115140000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2007,2006,SMS1,0,2007-03-31,INR,7995553900000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2007,2006,SMS2,0,2007-03-31,INR,18448611330000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2007,2006,SMS3,0,2007-03-31,INR,8240604308000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2007,2006,SMS4,0,2007-03-31,INR,79272983000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2007,2006,SMS5,0,2007-03-31,INR,5262180925000
RBI:AMAGG_RN(1.0),N_A,CMS1,AFY,ANNUAL_AVE,2008,2007,N_A,0,2008-03-31,INR,36034443980000
RBI:AMAGG_RN(1.0),N_A,CMS11,AFY,ANNUAL_AVE,2008,2007,N_A,0,2008-03-31,INR,9950284175000
RBI:AMAGG_RN(1.0),N_A,CMS1101,AFY,ANNUAL_AVE,2008,2007,N_A,0,2008-03-31,INR,7869599091000
RBI:AMAGG_RN(1.0),N_A,CMS1101101,AFY,ANNUAL_AVE,2008,2007,N_A,0,2008-03-31,INR,5174341480000
RBI:AMAGG_RN(1.0),N_A,CMS11012,AFY,ANNUAL_AVE,2008,2007,N_A,0,2008-03-31,INR,62703699000
RBI:AMAGG_RN(1.0),N_A,CMS1102,AFY,ANNUAL_AVE,2008,2007,N_A,0,2008-03-31,INR,4713238998000
RBI:AMAGG_RN(1.0),N_A,CMS12,AFY,ANNUAL_AVE,2008,2007,N_A,0,2008-03-31,INR,26084159810000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2008,2007,SMS1,0,2008-03-31,INR,8639294275000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2008,2007,SMS2,0,2008-03-31,INR,22562998560000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2008,2007,SMS3,0,2008-03-31,INR,10431381070000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2008,2007,SMS4,0,2008-03-31,INR,87400567000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2008,2007,SMS5,0,2008-03-31,INR,5686630450000
RBI:AMAGG_RN(1.0),N_A,CMS1,AFY,ANNUAL_AVE,2009,2008,N_A,0,2009-03-31,INR,43436643720000
RBI:AMAGG_RN(1.0),N_A,CMS11,AFY,ANNUAL_AVE,2009,2008,N_A,0,2009-03-31,INR,11396067670000
RBI:AMAGG_RN(1.0),N_A,CMS1101,AFY,ANNUAL_AVE,2009,2008,N_A,0,2009-03-31,INR,9139292730000
RBI:AMAGG_RN(1.0),N_A,CMS1101101,AFY,ANNUAL_AVE,2009,2008,N_A,0,2009-03-31,INR,6147961561000
RBI:AMAGG_RN(1.0),N_A,CMS11012,AFY,ANNUAL_AVE,2009,2008,N_A,0,2009-03-31,INR,61132622000
RBI:AMAGG_RN(1.0),N_A,CMS1102,AFY,ANNUAL_AVE,2009,2008,N_A,0,2009-03-31,INR,5186973470000
RBI:AMAGG_RN(1.0),N_A,CMS12,AFY,ANNUAL_AVE,2009,2008,N_A,0,2009-03-31,INR,32040576070000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2009,2008,SMS1,0,2009-03-31,INR,10370454130000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2009,2008,SMS2,0,2009-03-31,INR,27606477230000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2009,2008,SMS3,0,2009-03-31,INR,13166964290000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2009,2008,SMS4,0,2009-03-31,INR,96885100000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2009,2008,SMS5,0,2009-03-31,INR,7804137025000
RBI:AMAGG_RN(1.0),N_A,CMS1,AFY,ANNUAL_AVE,2010,2009,N_A,0,2010-03-31,INR,51778819580000
RBI:AMAGG_RN(1.0),N_A,CMS11,AFY,ANNUAL_AVE,2010,2009,N_A,0,2010-03-31,INR,13198506710000
RBI:AMAGG_RN(1.0),N_A,CMS1101,AFY,ANNUAL_AVE,2010,2009,N_A,0,2010-03-31,INR,9965224065000
RBI:AMAGG_RN(1.0),N_A,CMS1101101,AFY,ANNUAL_AVE,2010,2009,N_A,0,2010-03-31,INR,7133949059000
RBI:AMAGG_RN(1.0),N_A,CMS11012,AFY,ANNUAL_AVE,2010,2009,N_A,0,2010-03-31,INR,52569665000
RBI:AMAGG_RN(1.0),N_A,CMS1102,AFY,ANNUAL_AVE,2010,2009,N_A,0,2010-03-31,INR,6011987980000
RBI:AMAGG_RN(1.0),N_A,CMS12,AFY,ANNUAL_AVE,2010,2009,N_A,0,2010-03-31,INR,38580312870000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2010,2009,SMS1,0,2010-03-31,INR,14782175670000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2010,2009,SMS2,0,2010-03-31,INR,31420038000000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2010,2009,SMS3,0,2010-03-31,INR,13311739680000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2010,2009,SMS4,0,2010-03-31,INR,106783558000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2010,2009,SMS5,0,2010-03-31,INR,7841917325000
RBI:AMAGG_RN(1.0),N_A,CMS1,AFY,ANNUAL_AVE,2011,2010,N_A,0,2011-03-31,INR,60151647410000
RBI:AMAGG_RN(1.0),N_A,CMS11,AFY,ANNUAL_AVE,2011,2010,N_A,0,2011-03-31,INR,15415266200000
RBI:AMAGG_RN(1.0),N_A,CMS1101,AFY,ANNUAL_AVE,2011,2010,N_A,0,2011-03-31,INR,12108013790000
RBI:AMAGG_RN(1.0),N_A,CMS1101101,AFY,ANNUAL_AVE,2011,2010,N_A,0,2011-03-31,INR,8504493227000.001
RBI:AMAGG_RN(1.0),N_A,CMS11012,AFY,ANNUAL_AVE,2011,2010,N_A,0,2011-03-31,INR,45464190000
RBI:AMAGG_RN(1.0),N_A,CMS1102,AFY,ANNUAL_AVE,2011,2010,N_A,0,2011-03-31,INR,6865308780000
RBI:AMAGG_RN(1.0),N_A,CMS12,AFY,ANNUAL_AVE,2011,2010,N_A,0,2011-03-31,INR,44736381210000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2011,2010,SMS1,0,2011-03-31,INR,17962205460000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2011,2010,SMS2,0,2011-03-31,INR,37903626820000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2011,2010,SMS3,0,2011-03-31,INR,13432671240000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2011,2010,SMS4,0,2011-03-31,INR,120624292000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2011,2010,SMS5,0,2011-03-31,INR,9267480417000
RBI:AMAGG_RN(1.0),N_A,CMS1,AFY,ANNUAL_AVE,2012,2011,N_A,0,2012-03-31,INR,69688053880000.01
RBI:AMAGG_RN(1.0),N_A,CMS11,AFY,ANNUAL_AVE,2012,2011,N_A,0,2012-03-31,INR,16312424630000
RBI:AMAGG_RN(1.0),N_A,CMS1101,AFY,ANNUAL_AVE,2012,2011,N_A,0,2012-03-31,INR,13810463110000
RBI:AMAGG_RN(1.0),N_A,CMS1101101,AFY,ANNUAL_AVE,2012,2011,N_A,0,2012-03-31,INR,9689748985000
RBI:AMAGG_RN(1.0),N_A,CMS11012,AFY,ANNUAL_AVE,2012,2011,N_A,0,2012-03-31,INR,21480567000
RBI:AMAGG_RN(1.0),N_A,CMS1102,AFY,ANNUAL_AVE,2012,2011,N_A,0,2012-03-31,INR,6601195364000
RBI:AMAGG_RN(1.0),N_A,CMS12,AFY,ANNUAL_AVE,2012,2011,N_A,0,2012-03-31,INR,53375629570000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2012,2011,SMS1,0,2012-03-31,INR,21886469630000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2012,2011,SMS2,0,2012-03-31,INR,45036651410000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2012,2011,SMS3,0,2012-03-31,INR,14963664730000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2012,2011,SMS4,0,2012-03-31,INR,128291363999.99998
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2012,2011,SMS5,0,2012-03-31,INR,12327022680000
RBI:AMAGG_RN(1.0),N_A,CMS1,AFY,ANNUAL_AVE,2013,2012,N_A,0,2013-03-31,INR,79089421240000
RBI:AMAGG_RN(1.0),N_A,CMS11,AFY,ANNUAL_AVE,2013,2012,N_A,0,2013-03-31,INR,17863112620000
RBI:AMAGG_RN(1.0),N_A,CMS1101,AFY,ANNUAL_AVE,2013,2012,N_A,0,2013-03-31,INR,14638292810000
RBI:AMAGG_RN(1.0),N_A,CMS1101101,AFY,ANNUAL_AVE,2013,2012,N_A,0,2013-03-31,INR,10853743450000
RBI:AMAGG_RN(1.0),N_A,CMS11012,AFY,ANNUAL_AVE,2013,2012,N_A,0,2013-03-31,INR,19028982000
RBI:AMAGG_RN(1.0),N_A,CMS1102,AFY,ANNUAL_AVE,2013,2012,N_A,0,2013-03-31,INR,6990340194000
RBI:AMAGG_RN(1.0),N_A,CMS12,AFY,ANNUAL_AVE,2013,2012,N_A,0,2013-03-31,INR,61226308610000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2013,2012,SMS1,0,2013-03-31,INR,25946538160000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2013,2012,SMS2,0,2013-03-31,INR,52555177860000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2013,2012,SMS3,0,2013-03-31,INR,16141276880000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2013,2012,SMS4,0,2013-03-31,INR,144485811000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2013,2012,SMS5,0,2013-03-31,INR,15698057500000
RBI:AMAGG_RN(1.0),N_A,CMS1,AFY,ANNUAL_AVE,2014,2013,N_A,0,2014-03-31,INR,89822137542000
RBI:AMAGG_RN(1.0),N_A,CMS11,AFY,ANNUAL_AVE,2014,2013,N_A,0,2014-03-31,INR,19573297052000
RBI:AMAGG_RN(1.0),N_A,CMS1101,AFY,ANNUAL_AVE,2014,2013,N_A,0,2014-03-31,INR,15926723457000
RBI:AMAGG_RN(1.0),N_A,CMS1101101,AFY,ANNUAL_AVE,2014,2013,N_A,0,2014-03-31,INR,11944539939000
RBI:AMAGG_RN(1.0),N_A,CMS11012,AFY,ANNUAL_AVE,2014,2013,N_A,0,2014-03-31,INR,33858154999.999996
RBI:AMAGG_RN(1.0),N_A,CMS1102,AFY,ANNUAL_AVE,2014,2013,N_A,0,2014-03-31,INR,7594898958000
RBI:AMAGG_RN(1.0),N_A,CMS12,AFY,ANNUAL_AVE,2014,2013,N_A,0,2014-03-31,INR,70248840490000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2014,2013,SMS1,0,2014-03-31,INR,29499140435000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2014,2013,SMS2,0,2014-03-31,INR,60336052227000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2014,2013,SMS3,0,2014-03-31,INR,17872213392000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2014,2013,SMS4,0,2014-03-31,INR,164527205000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2014,2013,SMS5,0,2014-03-31,INR,18049795717000
RBI:AMAGG_RN(1.0),N_A,CMS1,AFY,ANNUAL_AVE,2015,2014,N_A,0,2015-03-31,INR,100517557708000
RBI:AMAGG_RN(1.0),N_A,CMS11,AFY,ANNUAL_AVE,2015,2014,N_A,0,2015-03-31,INR,21651207709000
RBI:AMAGG_RN(1.0),N_A,CMS1101,AFY,ANNUAL_AVE,2015,2014,N_A,0,2015-03-31,INR,17537732182000
RBI:AMAGG_RN(1.0),N_A,CMS1101101,AFY,ANNUAL_AVE,2015,2014,N_A,0,2015-03-31,INR,13186228814000
RBI:AMAGG_RN(1.0),N_A,CMS11012,AFY,ANNUAL_AVE,2015,2014,N_A,0,2015-03-31,INR,69021501000
RBI:AMAGG_RN(1.0),N_A,CMS1102,AFY,ANNUAL_AVE,2015,2014,N_A,0,2015-03-31,INR,8395957394999.999
RBI:AMAGG_RN(1.0),N_A,CMS12,AFY,ANNUAL_AVE,2015,2014,N_A,0,2015-03-31,INR,78866349999000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2015,2014,SMS1,0,2015-03-31,INR,30664217811000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2015,2014,SMS2,0,2015-03-31,INR,67030293688000.01
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2015,2014,SMS3,0,2015-03-31,INR,20389111543000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2015,2014,SMS4,0,2015-03-31,INR,184835736000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2015,2014,SMS5,0,2015-03-31,INR,17750901070000
RBI:AMAGG_RN(1.0),N_A,CMS1,AFY,ANNUAL_AVE,2016,2015,N_A,0,2016-03-31,INR,111305940700000
RBI:AMAGG_RN(1.0),N_A,CMS11,AFY,ANNUAL_AVE,2016,2015,N_A,0,2016-03-31,INR,24097864840000
RBI:AMAGG_RN(1.0),N_A,CMS1101,AFY,ANNUAL_AVE,2016,2015,N_A,0,2016-03-31,INR,19582658190000
RBI:AMAGG_RN(1.0),N_A,CMS1101101,AFY,ANNUAL_AVE,2016,2015,N_A,0,2016-03-31,INR,14739105970000
RBI:AMAGG_RN(1.0),N_A,CMS11012,AFY,ANNUAL_AVE,2016,2015,N_A,0,2016-03-31,INR,148593777400
RBI:AMAGG_RN(1.0),N_A,CMS1102,AFY,ANNUAL_AVE,2016,2015,N_A,0,2016-03-31,INR,9210165096000
RBI:AMAGG_RN(1.0),N_A,CMS12,AFY,ANNUAL_AVE,2016,2015,N_A,0,2016-03-31,INR,87208075900000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2016,2015,SMS1,0,2016-03-31,INR,32589426570000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2016,2015,SMS2,0,2016-03-31,INR,73523681910000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2016,2015,SMS3,0,2016-03-31,INR,24104744550000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2016,2015,SMS4,0,2016-03-31,INR,207656313400
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2016,2015,SMS5,0,2016-03-31,INR,19119568600000
RBI:AMAGG_RN(1.0),N_A,CMS1,AFY,ANNUAL_AVE,2017,2016,N_A,0,2017-03-31,INR,121612847790000
RBI:AMAGG_RN(1.0),N_A,CMS11,AFY,ANNUAL_AVE,2017,2016,N_A,0,2017-03-31,INR,25031823932000
RBI:AMAGG_RN(1.0),N_A,CMS1101,AFY,ANNUAL_AVE,2017,2016,N_A,0,2017-03-31,INR,19405965950000
RBI:AMAGG_RN(1.0),N_A,CMS1101101,AFY,ANNUAL_AVE,2017,2016,N_A,0,2017-03-31,INR,13824816882000
RBI:AMAGG_RN(1.0),N_A,CMS11012,AFY,ANNUAL_AVE,2017,2016,N_A,0,2017-03-31,INR,153845573000
RBI:AMAGG_RN(1.0),N_A,CMS1102,AFY,ANNUAL_AVE,2017,2016,N_A,0,2017-03-31,INR,11053161477000
RBI:AMAGG_RN(1.0),N_A,CMS12,AFY,ANNUAL_AVE,2017,2016,N_A,0,2017-03-31,INR,96581023858000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2017,2016,SMS1,0,2017-03-31,INR,37644562100000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2017,2016,SMS2,0,2017-03-31,INR,79203281873000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2017,2016,SMS3,0,2017-03-31,INR,25861725923000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2017,2016,SMS4,0,2017-03-31,INR,236084544000
RBI:AMAGG_RN(1.0),N_A,N_A,AFY,ANNUAL_AVE,2017,2016,SMS5,0,2017-03-31,INR,21332806650000
RBI:AMAGG_RN(1.0),N_A,CMS1,AFY,ANNUAL_AVE,2018,2017,N_A,0,2018-03-31,INR,131057242775000
RBI:AMAGG_RN(1.0),N_A,CMS11,AFY,ANNUAL_AVE,2018,2017,N_A,0,2018-03-31,INR,28263708636000
RBI:AMAGG_RN(1.0),N_A,CMS1101,AFY,ANNUAL_AVE,2018,2017,N_A,0,2018-03-31,INR,21266769367000
RBI:AMAGG_RN(1.0),N_A,CMS1101101,AFY,ANNUAL_AVE,2018,2017,N_A,0,2018-03-31,INR,15466028444000
RBI:AMAGG_RN(1.0),N_A,CMS11012,AFY,ANNUAL_AVE,2018,2017,N_A,0,2018-03-31,INR,217274217000
