DATAFLOW,AUDST,COM_MSUR_RN,COSO_MER_RN,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012,N_A,F,2013,2012,0,2013-03-31,INR,71629040000000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101201,N_A,F,2013,2012,0,2013-03-31,INR,7532250000000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101202,N_A,F,2013,2012,0,2013-03-31,INR,64096790000000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120201,N_A,F,2013,2012,0,2013-03-31,INR,28843550000000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012020101,N_A,F,2013,2012,0,2013-03-31,INR,3831390000000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120202,N_A,F,2013,2012,0,2013-03-31,INR,35253230000000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11013,N_A,F,2013,2012,0,2013-03-31,INR,32400000000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11014,N_A,F,2013,2012,0,2013-03-31,INR,2216630000000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1,N_A,F,2014,2013,0,2013-05-31,INR,87566250631000.02
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11,N_A,F,2014,2013,0,2013-05-31,INR,49008627115000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101,N_A,F,2014,2013,0,2013-05-31,INR,19231898749000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11011,N_A,F,2014,2013,0,2013-05-31,INR,11763614420000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012,N_A,F,2014,2013,0,2013-05-31,INR,73595221866000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101201,N_A,F,2014,2013,0,2013-05-31,INR,7424714384000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101202,N_A,F,2014,2013,0,2013-05-31,INR,66170507482000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120201,N_A,F,2014,2013,0,2013-05-31,INR,29776728367000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012020101,N_A,F,2014,2013,0,2013-05-31,INR,3562419910000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120202,N_A,F,2014,2013,0,2013-05-31,INR,36393779115000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11013,N_A,F,2014,2013,0,2013-05-31,INR,43569945000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11014,N_A,F,2014,2013,0,2013-05-31,INR,2163844400000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1,N_A,F,2014,2013,0,2013-11-15,INR,91831558704000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11,N_A,F,2014,2013,0,2013-11-15,INR,50982360231000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101,N_A,F,2014,2013,0,2013-11-15,INR,19661321162000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11011,N_A,F,2014,2013,0,2013-11-15,INR,12282324325000.002
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012,N_A,F,2014,2013,0,2013-11-15,INR,76941433917000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101201,N_A,F,2014,2013,0,2013-11-15,INR,7339124875000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101202,N_A,F,2014,2013,0,2013-11-15,INR,69602309042000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120201,N_A,F,2014,2013,0,2013-11-15,INR,31321039069000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012020101,N_A,F,2014,2013,0,2013-11-15,INR,3258643600000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120202,N_A,F,2014,2013,0,2013-11-15,INR,38281269973000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11013,N_A,F,2014,2013,0,2013-11-15,INR,39871962000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11014,N_A,F,2014,2013,0,2013-11-15,INR,2567928500000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1,N_A,F,2014,2013,0,2014-03-31,INR,94842762140000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11,N_A,F,2014,2013,0,2014-03-31,INR,53013266668999.99
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101,N_A,F,2014,2013,0,2014-03-31,INR,20597619538000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11011,N_A,F,2014,2013,0,2014-03-31,INR,12458193039000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012,N_A,F,2014,2013,0,2014-03-31,INR,80154546710000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101201,N_A,F,2014,2013,0,2014-03-31,INR,8119775307999.999
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101202,N_A,F,2014,2013,0,2014-03-31,INR,72034771402000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120201,N_A,F,2014,2013,0,2014-03-31,INR,32415647131000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012020101,N_A,F,2014,2013,0,2014-03-31,INR,3741325900000.0005
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120202,N_A,F,2014,2013,0,2014-03-31,INR,39619124271000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11013,N_A,F,2014,2013,0,2014-03-31,INR,19651191000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11014,N_A,F,2014,2013,0,2014-03-31,INR,2210371200000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1,N_A,F,2015,2014,0,2014-10-31,INR,100430194312000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11,N_A,F,2015,2014,0,2014-10-31,INR,56180387565000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101,N_A,F,2015,2014,0,2014-10-31,INR,21493056508999.996
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11011,N_A,F,2015,2014,0,2014-10-31,INR,13005174524999.998
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012,N_A,F,2015,2014,0,2014-10-31,INR,85490180405000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101201,N_A,F,2015,2014,0,2014-10-31,INR,8407222502000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101202,N_A,F,2015,2014,0,2014-10-31,INR,77082957903000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120201,N_A,F,2015,2014,0,2014-10-31,INR,34687331056000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012020101,N_A,F,2015,2014,0,2014-10-31,INR,2727012260000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120202,N_A,F,2015,2014,0,2014-10-31,INR,42395626847000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11013,N_A,F,2015,2014,0,2014-10-31,INR,80659482000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11014,N_A,F,2015,2014,0,2014-10-31,INR,1854179900000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1,N_A,F,2015,2014,0,2015-03-31,INR,105076394339000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11,N_A,F,2015,2014,0,2015-03-31,INR,58876181991000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101,N_A,F,2015,2014,0,2015-03-31,INR,22924038307000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11011,N_A,F,2015,2014,0,2015-03-31,INR,13861815568000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012,N_A,F,2015,2014,0,2015-03-31,INR,88809975453000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101201,N_A,F,2015,2014,0,2015-03-31,INR,8916322821000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101202,N_A,F,2015,2014,0,2015-03-31,INR,79893652632000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120201,N_A,F,2015,2014,0,2015-03-31,INR,35952143684000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012020101,N_A,F,2015,2014,0,2015-03-31,INR,2974457060000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120202,N_A,F,2015,2014,0,2015-03-31,INR,43941508948000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11013,N_A,F,2015,2014,0,2015-03-31,INR,145899918000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11014,N_A,F,2015,2014,0,2015-03-31,INR,2258703400000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1,N_A,F,2016,2015,0,2015-05-15,INR,107311685922000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11,N_A,F,2016,2015,0,2015-05-15,INR,60171465110000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101,N_A,F,2016,2015,0,2015-05-15,INR,23504134491000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11011,N_A,F,2016,2015,0,2015-05-15,INR,14619275165000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012,N_A,F,2016,2015,0,2015-05-15,INR,90269966620000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101201,N_A,F,2016,2015,0,2015-05-15,INR,8787009689000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101202,N_A,F,2016,2015,0,2015-05-15,INR,81482956931000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120201,N_A,F,2016,2015,0,2015-05-15,INR,36667330619000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012020101,N_A,F,2016,2015,0,2015-05-15,INR,2657268930000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120202,N_A,F,2016,2015,0,2015-05-15,INR,44815626312000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11013,N_A,F,2016,2015,0,2015-05-15,INR,97849638000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11014,N_A,F,2016,2015,0,2015-05-15,INR,2324594500000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1,N_A,F,2016,2015,0,2016-03-31,INR,116156362162000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11,N_A,F,2016,2015,0,2016-03-31,INR,65238929946000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101,N_A,F,2016,2015,0,2016-03-31,INR,26025382979000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11011,N_A,F,2016,2015,0,2016-03-31,INR,15972538844000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012,N_A,F,2016,2015,0,2016-03-31,INR,97039552969000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101201,N_A,F,2016,2015,0,2016-03-31,INR,9898337486000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101202,N_A,F,2016,2015,0,2016-03-31,INR,87141215483000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120201,N_A,F,2016,2015,0,2016-03-31,INR,39213546967000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012020101,N_A,F,2016,2015,0,2016-03-31,INR,2068161669999.9998
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120202,N_A,F,2016,2015,0,2016-03-31,INR,47927668516000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11013,N_A,F,2016,2015,0,2016-03-31,INR,154506648000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11014,N_A,F,2016,2015,0,2016-03-31,INR,2989763700000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1,N_A,F,2017,2016,0,2016-04-15,INR,118427733359999.98
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11,N_A,F,2017,2016,0,2016-04-15,INR,66662542635000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101,N_A,F,2017,2016,0,2016-04-15,INR,26750309298000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11011,N_A,F,2017,2016,0,2016-04-15,INR,16532967797999.998
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012,N_A,F,2017,2016,0,2016-04-15,INR,98772266713000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101201,N_A,F,2017,2016,0,2016-04-15,INR,10078414851000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101202,N_A,F,2017,2016,0,2016-04-15,INR,88693851862000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120201,N_A,F,2017,2016,0,2016-04-15,INR,39912233338000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012020101,N_A,F,2017,2016,0,2016-04-15,INR,2393405950000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120202,N_A,F,2017,2016,0,2016-04-15,INR,48781618524000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11013,N_A,F,2017,2016,0,2016-04-15,INR,138926648000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11014,N_A,F,2017,2016,0,2016-04-15,INR,2983572199999.9995
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1,N_A,F,2017,2016,0,2016-09-30,INR,124893101599000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11,N_A,F,2017,2016,0,2016-09-30,INR,70432087314000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101,N_A,F,2017,2016,0,2016-09-30,INR,28285504271000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11011,N_A,F,2017,2016,0,2016-09-30,INR,16564778921000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012,N_A,F,2017,2016,0,2016-09-30,INR,105193787623000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101201,N_A,F,2017,2016,0,2016-09-30,INR,11534714195000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101202,N_A,F,2017,2016,0,2016-09-30,INR,93659073428000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120201,N_A,F,2017,2016,0,2016-09-30,INR,42146583043000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012020101,N_A,F,2017,2016,0,2016-09-30,INR,1864133310000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120202,N_A,F,2017,2016,0,2016-09-30,INR,51512490385000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11013,N_A,F,2017,2016,0,2016-09-30,INR,186011155000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11014,N_A,F,2017,2016,0,2016-09-30,INR,2948523900000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1,N_A,F,2017,2016,0,2017-03-31,INR,129706296477000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11,N_A,F,2017,2016,0,2017-03-31,INR,71695155850000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101,N_A,F,2017,2016,0,2017-03-31,INR,26819568309000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11011,N_A,F,2017,2016,0,2017-03-31,INR,12641242908000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012,N_A,F,2017,2016,0,2017-03-31,INR,113690942115000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101201,N_A,F,2017,2016,0,2017-03-31,INR,13967414246000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101202,N_A,F,2017,2016,0,2017-03-31,INR,99723527869000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120201,N_A,F,2017,2016,0,2017-03-31,INR,44875587540999.99
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012020101,N_A,F,2017,2016,0,2017-03-31,INR,1570571650000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120202,N_A,F,2017,2016,0,2017-03-31,INR,54847940328000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11013,N_A,F,2017,2016,0,2017-03-31,INR,210911155000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11014,N_A,F,2017,2016,0,2017-03-31,INR,3163200299000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1,N_A,F,2018,2017,0,2017-09-15,INR,130837586139000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11,N_A,F,2018,2017,0,2017-09-15,INR,72695278011000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101,N_A,F,2018,2017,0,2017-09-15,INR,27523159295000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11011,N_A,F,2018,2017,0,2017-09-15,INR,15048038936000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012,N_A,F,2018,2017,0,2017-09-15,INR,112671908372000.02
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101201,N_A,F,2018,2017,0,2017-09-15,INR,12289422336000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101202,N_A,F,2018,2017,0,2017-09-15,INR,100382486035999.98
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120201,N_A,F,2018,2017,0,2017-09-15,INR,45172118716000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012020101,N_A,F,2018,2017,0,2017-09-15,INR,1156702290000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120202,N_A,F,2018,2017,0,2017-09-15,INR,55210367320000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11013,N_A,F,2018,2017,0,2017-09-15,INR,185698024000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11014,N_A,F,2018,2017,0,2017-09-15,INR,2931940808000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1,N_A,F,2018,2017,0,2018-03-31,INR,141816656370000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11,N_A,F,2018,2017,0,2018-03-31,INR,80142129709000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101,N_A,F,2018,2017,0,2018-03-31,INR,32673313050000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11011,N_A,F,2018,2017,0,2018-03-31,INR,17597123161000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012,N_A,F,2018,2017,0,2018-03-31,INR,120323382651000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101201,N_A,F,2018,2017,0,2018-03-31,INR,14837123410000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101202,N_A,F,2018,2017,0,2018-03-31,INR,105486259242000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120201,N_A,F,2018,2017,0,2018-03-31,INR,47468816659000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012020101,N_A,F,2018,2017,0,2018-03-31,INR,1931059420000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120202,N_A,F,2018,2017,0,2018-03-31,INR,58017442583000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11013,N_A,F,2018,2017,0,2018-03-31,INR,239066480000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11014,N_A,F,2018,2017,0,2018-03-31,INR,3657084079000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1,N_A,F,2019,2018,0,2018-08-31,INR,144702026446000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11,N_A,F,2019,2018,0,2018-08-31,INR,81160041915000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101,N_A,F,2019,2018,0,2018-08-31,INR,32135577806000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11011,N_A,F,2019,2018,0,2018-08-31,INR,18468438637000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012,N_A,F,2019,2018,0,2018-08-31,INR,122363688601000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101201,N_A,F,2019,2018,0,2018-08-31,INR,13420435026000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101202,N_A,F,2019,2018,0,2018-08-31,INR,108943253575000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120201,N_A,F,2019,2018,0,2018-08-31,INR,49024464108999.99
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012020101,N_A,F,2019,2018,0,2018-08-31,INR,1688560400000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120202,N_A,F,2019,2018,0,2018-08-31,INR,59918789466000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11013,N_A,F,2019,2018,0,2018-08-31,INR,246704143000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11014,N_A,F,2019,2018,0,2018-08-31,INR,3623195066000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1,N_A,F,2019,2018,0,2019-02-15,INR,151455526333000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11,N_A,F,2019,2018,0,2019-02-15,INR,85542847157000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101,N_A,F,2019,2018,0,2019-02-15,INR,34569176847000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11011,N_A,F,2019,2018,0,2019-02-15,INR,20294506697000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012,N_A,F,2019,2018,0,2019-02-15,INR,127287473882000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101201,N_A,F,2019,2018,0,2019-02-15,INR,14012650970999.998
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101202,N_A,F,2019,2018,0,2019-02-15,INR,113274822910999.98
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120201,N_A,F,2019,2018,0,2019-02-15,INR,50973670310000.01
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012020101,N_A,F,2019,2018,0,2019-02-15,INR,2173060240000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120202,N_A,F,2019,2018,0,2019-02-15,INR,62301152600999.99
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11013,N_A,F,2019,2018,0,2019-02-15,INR,262019179000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11014,N_A,F,2019,2018,0,2019-02-15,INR,3611526574999.9995
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1,N_A,F,2019,2018,0,2019-03-15,INR,153045918857000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11,N_A,F,2019,2018,0,2019-03-15,INR,86420506079999.98
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101,N_A,F,2019,2018,0,2019-03-15,INR,34964146017000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11011,N_A,F,2019,2018,0,2019-03-15,INR,20637882813000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012,N_A,F,2019,2018,0,2019-03-15,INR,128396100832000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101201,N_A,F,2019,2018,0,2019-03-15,INR,14048634026000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101202,N_A,F,2019,2018,0,2019-03-15,INR,114347466807000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120201,N_A,F,2019,2018,0,2019-03-15,INR,51456360062999.99
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012020101,N_A,F,2019,2018,0,2019-03-15,INR,2552638090000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120202,N_A,F,2019,2018,0,2019-03-15,INR,62891106744000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11013,N_A,F,2019,2018,0,2019-03-15,INR,277629179000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11014,N_A,F,2019,2018,0,2019-03-15,INR,3734306033000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1,N_A,F,2019,2018,0,2019-03-31,INR,156466018904000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11,N_A,F,2019,2018,0,2019-03-31,INR,89115116884000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101,N_A,F,2019,2018,0,2019-03-31,INR,37104635597000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11011,N_A,F,2019,2018,0,2019-03-31,INR,20522092774000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012,N_A,F,2019,2018,0,2019-03-31,INR,131843970947999.98
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101201,N_A,F,2019,2018,0,2019-03-31,INR,16265123643000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101202,N_A,F,2019,2018,0,2019-03-31,INR,115578847305000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120201,N_A,F,2019,2018,0,2019-03-31,INR,52010481287000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012020101,N_A,F,2019,2018,0,2019-03-31,INR,2849925690000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120202,N_A,F,2019,2018,0,2019-03-31,INR,63568366018000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11013,N_A,F,2019,2018,0,2019-03-31,INR,317419179000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11014,N_A,F,2019,2018,0,2019-03-31,INR,3782536002000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1,N_A,F,2020,2019,0,2020-01-31,INR,165521959190000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11,N_A,F,2020,2019,0,2020-01-31,INR,93994003726000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101,N_A,F,2020,2019,0,2020-01-31,INR,38018152083000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11011,N_A,F,2020,2019,0,2020-01-31,INR,22187762015000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012,N_A,F,2020,2019,0,2020-01-31,INR,139882611780000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101201,N_A,F,2020,2019,0,2020-01-31,INR,15491830351000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101202,N_A,F,2020,2019,0,2020-01-31,INR,124390781429000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120201,N_A,F,2020,2019,0,2020-01-31,INR,55975851643000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012020101,N_A,F,2020,2019,0,2020-01-31,INR,1769591874000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120202,N_A,F,2020,2019,0,2020-01-31,INR,68414929786000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11013,N_A,F,2020,2019,0,2020-01-31,INR,338559717000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11014,N_A,F,2020,2019,0,2020-01-31,INR,3113025678000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1,N_A,F,2020,2019,0,2020-03-31,INR,169238926300000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11,N_A,F,2020,2019,0,2020-03-31,INR,97457756120000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101,N_A,F,2020,2019,0,2020-03-31,INR,41259478770000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11011,N_A,F,2020,2019,0,2020-03-31,INR,23497483750000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012,N_A,F,2020,2019,0,2020-03-31,INR,142261984100000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101201,N_A,F,2020,2019,0,2020-03-31,INR,17376923310000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR1101202,N_A,F,2020,2019,0,2020-03-31,INR,124885060800000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120201,N_A,F,2020,2019,0,2020-03-31,INR,56198277340000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR11012020101,N_A,F,2020,2019,0,2020-03-31,INR,1694187151000
RBI:MSURYCOM_F_RN(1.0),N_A,CMSR110120202,N_A,F,2020,2019,0,2020-03-31,INR,68686783420000
