DATAFLOW,AMOUNT_TYP_RN,AUDST,FREQ,LIMIT_RN,REPYEAREND,REPYEARSTART,ST_FACI_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF3,0,2022-02-25,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF4,0,2022-02-25,INR,244010000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF1,0,2022-02-25,INR,18580000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TTL_OUTSTANDING,0,2022-02-25,INR,262590000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF3,0,2022-01-28,INR,7340000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF1,0,2022-01-28,INR,380000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TTL_OUTSTANDING,0,2022-01-28,INR,251730000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF4,0,2022-01-28,INR,244010000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TTL_OUTSTANDING,0,2021-12-31,INR,325770000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF3,0,2021-12-31,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF4,0,2021-12-31,INR,244010000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF1,0,2021-12-31,INR,81760000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF3,0,2021-11-19,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF4,0,2021-11-19,INR,241960000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TTL_OUTSTANDING,0,2021-11-19,INR,313970000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF1,0,2021-11-19,INR,72010000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF4,0,2021-10-22,INR,216960000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF1,0,2021-10-22,INR,4610000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TTL_OUTSTANDING,0,2021-10-22,INR,221570000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF3,0,2021-10-22,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF3,0,2021-09-24,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TTL_OUTSTANDING,0,2021-09-24,INR,255480000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF4,0,2021-09-24,INR,253960000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF1,0,2021-09-24,INR,1520000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF1,0,2021-08-27,INR,20000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TTL_OUTSTANDING,0,2021-08-27,INR,232980000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF4,0,2021-08-27,INR,232960000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF3,0,2021-08-27,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF4,0,2021-07-30,INR,232960000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TTL_OUTSTANDING,0,2021-07-30,INR,235500000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF1,0,2021-07-30,INR,2540000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF3,0,2021-07-30,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF1,0,2021-06-18,INR,590000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF3,0,2021-06-18,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF4,0,2021-06-18,INR,55780000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TTL_OUTSTANDING,0,2021-06-18,INR,56370000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF1,0,2021-05-21,INR,4940000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TTL_OUTSTANDING,0,2021-05-21,INR,21560000000.000004
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF4,0,2021-05-21,INR,16620000000.000002
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF3,0,2021-05-21,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF3,0,2021-04-23,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF4,0,2021-04-23,INR,271220000000.00003
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TSF1,0,2021-04-23,INR,1490000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2022,2021,TTL_OUTSTANDING,0,2021-04-23,INR,272710000000.00003
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF2,0,2021-03-26,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF4,0,2021-03-26,INR,323870000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF3,0,2021-03-26,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF1,0,2021-03-26,INR,1820000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TTL_OUTSTANDING,0,2021-03-26,INR,325690000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF4,0,2021-02-26,INR,328420000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF3,0,2021-02-26,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF1,0,2021-02-26,INR,580000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TTL_OUTSTANDING,0,2021-02-26,INR,329000000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TTL_OUTSTANDING,0,2021-01-29,INR,322050000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF1,0,2021-01-29,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF4,0,2021-01-29,INR,322050000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF3,0,2021-01-29,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF1,0,2020-12-18,INR,10000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF3,0,2020-12-18,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TTL_OUTSTANDING,0,2020-12-18,INR,347610000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF4,0,2020-12-18,INR,347600000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF4,0,2020-11-20,INR,332340000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF3,0,2020-11-20,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TTL_OUTSTANDING,0,2020-11-20,INR,335000000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF1,0,2020-11-20,INR,2660000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF4,0,2020-10-23,INR,364880000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TTL_OUTSTANDING,0,2020-10-23,INR,364940000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF1,0,2020-10-23,INR,60000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF4,0,2020-09-25,INR,376910000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF1,0,2020-09-25,INR,500000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TTL_OUTSTANDING,0,2020-09-25,INR,377410000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF3,0,2020-09-25,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF3,0,2020-08-28,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TTL_OUTSTANDING,0,2020-08-28,INR,344660000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF1,0,2020-08-28,INR,3000000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF4,0,2020-08-28,INR,341660000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF3,0,2020-07-31,INR,300000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TTL_OUTSTANDING,0,2020-07-31,INR,344860000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF4,0,2020-07-31,INR,343760000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF1,0,2020-07-31,INR,800000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF4,0,2020-06-19,INR,268940000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TTL_OUTSTANDING,0,2020-06-19,INR,275300000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF1,0,2020-06-19,INR,3100000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF3,0,2020-06-19,INR,3260000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF3,0,2020-05-22,INR,13720000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF4,0,2020-05-22,INR,213690000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TTL_OUTSTANDING,0,2020-05-22,INR,241410000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF1,0,2020-05-22,INR,14000000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TTL_OUTSTANDING,0,2020-04-24,INR,42070000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF4,0,2020-04-24,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF3,0,2020-04-24,INR,41620000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2021,2020,TSF1,0,2020-04-24,INR,450000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TTL_OUTSTANDING,0,2020-03-27,INR,60440000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TSF1,0,2020-03-27,INR,12620000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TSF3,0,2020-03-27,INR,47820000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TTL_OUTSTANDING,0,2020-02-28,INR,59450000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TSF1,0,2020-02-28,INR,41300000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TSF3,0,2020-02-28,INR,18150000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TSF1,0,2020-01-31,INR,23400000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TSF3,0,2020-01-31,INR,18720000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TTL_OUTSTANDING,0,2020-01-31,INR,42120000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TSF1,0,2019-12-20,INR,38560000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TTL_OUTSTANDING,0,2019-12-20,INR,54710000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TSF3,0,2019-12-20,INR,16149999999.999998
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TTL_OUTSTANDING,0,2019-11-22,INR,48350000000.00001
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TSF3,0,2019-11-22,INR,16040000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TSF1,0,2019-11-22,INR,32310000000.000004
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TSF1,0,2019-10-25,INR,43730000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TTL_OUTSTANDING,0,2019-10-25,INR,62570000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TSF3,0,2019-10-25,INR,18840000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TTL_OUTSTANDING,0,2019-09-27,INR,24200000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TSF1,0,2019-09-27,INR,480000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TSF3,0,2019-09-27,INR,23720000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TSF4,0,2019-09-27,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TSF2,0,2019-09-27,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TSF3,0,2019-08-30,INR,18790000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TSF1,0,2019-08-30,INR,550000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TTL_OUTSTANDING,0,2019-08-30,INR,19340000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TSF1,0,2019-07-19,INR,11510000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TSF3,0,2019-07-19,INR,23560000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TTL_OUTSTANDING,0,2019-07-19,INR,35070000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TTL_OUTSTANDING,0,2019-06-21,INR,38530000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TSF1,0,2019-06-21,INR,14000000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TSF3,0,2019-06-21,INR,24530000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TSF3,0,2019-05-24,INR,27620000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TSF1,0,2019-05-24,INR,16149999999.999998
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TTL_OUTSTANDING,0,2019-05-24,INR,43770000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TTL_OUTSTANDING,0,2019-04-26,INR,33460000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TSF3,0,2019-04-26,INR,23480000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2020,2019,TSF1,0,2019-04-26,INR,9980000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TTL_OUTSTANDING,0,2019-03-29,INR,155600000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF1,0,2019-03-29,INR,128820000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF2,0,2019-03-29,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF3,0,2019-03-29,INR,26780000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF4,0,2019-03-29,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF1,0,2019-02-15,INR,10850000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TTL_OUTSTANDING,0,2019-02-15,INR,28790000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF3,0,2019-02-15,INR,17940000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF3,0,2019-01-18,INR,17040000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF1,0,2019-01-18,INR,5040000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TTL_OUTSTANDING,0,2019-01-18,INR,22080000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF1,0,2018-12-21,INR,32049999999.999996
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF3,0,2018-12-21,INR,20820000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TTL_OUTSTANDING,0,2018-12-21,INR,52869999999.99999
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TTL_OUTSTANDING,0,2018-11-23,INR,28730000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF1,0,2018-11-23,INR,7530000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF3,0,2018-11-23,INR,21200000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF4,0,2018-10-26,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF2,0,2018-10-26,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TTL_OUTSTANDING,0,2018-10-26,INR,20320000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF3,0,2018-10-26,INR,20320000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF4,0,2018-09-28,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF3,0,2018-09-28,INR,19000000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF1,0,2018-09-28,INR,42000000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TTL_OUTSTANDING,0,2018-09-28,INR,61000000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF2,0,2018-09-28,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF4,0,2018-08-31,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF3,0,2018-08-31,INR,23880000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF2,0,2018-08-31,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF1,0,2018-08-31,INR,1250000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TTL_OUTSTANDING,0,2018-08-31,INR,25130000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF1,0,2018-07-20,INR,29820000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF3,0,2018-07-20,INR,24330000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TTL_OUTSTANDING,0,2018-07-20,INR,54150000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TTL_OUTSTANDING,0,2018-06-22,INR,44350000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF1,0,2018-06-22,INR,20420000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF3,0,2018-06-22,INR,23930000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TTL_OUTSTANDING,0,2018-05-25,INR,23250000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF3,0,2018-05-25,INR,23250000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TTL_OUTSTANDING,0,2018-04-27,INR,54670000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF3,0,2018-04-27,INR,23520000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2019,2018,TSF1,0,2018-04-27,INR,31150000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TTL_OUTSTANDING,0,2018-03-30,INR,25380000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TSF3,0,2018-03-30,INR,25380000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TSF3,0,2018-02-16,INR,12020000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TTL_OUTSTANDING,0,2018-02-16,INR,16550000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TSF1,0,2018-02-16,INR,4530000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TSF3,0,2018-01-19,INR,9810000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TTL_OUTSTANDING,0,2018-01-19,INR,9810000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TSF3,0,2017-12-22,INR,20790000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TTL_OUTSTANDING,0,2017-12-22,INR,25640000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TSF1,0,2017-12-22,INR,4850000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TTL_OUTSTANDING,0,2017-11-24,INR,23340000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TSF1,0,2017-11-24,INR,5450000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TSF3,0,2017-11-24,INR,17890000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TTL_OUTSTANDING,0,2017-10-27,INR,19440000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TSF4,0,2017-10-27,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TSF3,0,2017-10-27,INR,19440000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TSF2,0,2017-10-27,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TTL_OUTSTANDING,0,2017-09-29,INR,214060000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TSF1,0,2017-09-29,INR,194750000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TSF3,0,2017-09-29,INR,19310000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TSF2,0,2017-09-29,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TSF4,0,2017-09-29,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TSF1,0,2017-08-18,INR,3450000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TSF3,0,2017-08-18,INR,18080000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TSF4,0,2017-08-18,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TTL_OUTSTANDING,0,2017-08-18,INR,21530000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TSF2,0,2017-08-18,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TSF1,0,2017-07-21,INR,6760000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TSF2,0,2017-07-21,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TSF3,0,2017-07-21,INR,15380000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TTL_OUTSTANDING,0,2017-07-21,INR,22140000000
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TSF4,0,2017-07-21,INR,0.0
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TSF3,0,2017-06-23,INR,16719999999.999998
RBI:RBI_SF_RN(1.0),OUTSTNDING,N_A,M,N_A,2018,2017,TSF1,0,2017-06-23,INR,2500000000
