DATAFLOW,AUDST,FREQ,LIAB_ITEMS_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:RBI_LIAB_A_RN(1.0),N_A,AFY,LI1,2009,2008,0,2009-03-31,INR,6810987500000
RBI:RBI_LIAB_A_RN(1.0),N_A,AFY,LI37,2009,2008,0,2009-03-31,INR,105507600000
RBI:RBI_LIAB_A_RN(1.0),N_A,AFY,LI36,2009,2008,0,2009-03-31,INR,695100000
RBI:RBI_LIAB_A_RN(1.0),N_A,AFY,LIA,2009,2008,0,2009-03-31,INR,7984020000000
RBI:RBI_LIAB_A_RN(1.0),N_A,AFY,LI2,2009,2008,0,2009-03-31,INR,141100000
RBI:RBI_LIAB_A_RN(1.0),N_A,AFY,LI35,2009,2008,0,2009-03-31,INR,31921900000
RBI:RBI_LIAB_A_RN(1.0),N_A,AFY,LI3,2009,2008,0,2009-03-31,INR,4011870000000
RBI:RBI_LIAB_A_RN(1.0),N_A,AFY,LI33,2009,2008,0,2009-03-31,INR,18590100000
RBI:RBI_LIAB_A_RN(1.0),N_A,AFY,NT_ISSU_TTL,2009,2008,0,2009-03-31,INR,6811128600000
RBI:RBI_LIAB_A_RN(1.0),N_A,AFY,LI4,2009,2008,0,2009-03-31,INR,3972144900000
RBI:RBI_LIAB_A_RN(1.0),N_A,AFY,LI31,2009,2008,0,2009-03-31,INR,957267800000
RBI:RBI_LIAB_A_RN(1.0),N_A,AFY,LI38,2009,2008,0,2009-03-31,INR,123269400000
RBI:RBI_LIAB_A_RN(1.0),N_A,AFY,LI34,2009,2008,0,2009-03-31,INR,2774622700000
RBI:RBI_LIAB_A_RN(1.0),N_A,AFY,LI37,2008,2007,0,2008-03-31,INR,122949700000
RBI:RBI_LIAB_A_RN(1.0),N_A,AFY,LI35,2008,2007,0,2008-03-31,INR,42143000000
RBI:RBI_LIAB_A_RN(1.0),N_A,AFY,NT_ISSU_TTL,2008,2007,0,2008-03-31,INR,5815984200000
RBI:RBI_LIAB_A_RN(1.0),N_A,AFY,LIA,2008,2007,0,2008-03-31,INR,7824289800000
RBI:RBI_LIAB_A_RN(1.0),N_A,AFY,LI2,2008,2007,0,2008-03-31,INR,216400000
RBI:RBI_LIAB_A_RN(1.0),N_A,AFY,LI3,2008,2007,0,2008-03-31,INR,5738770000000
