DATAFLOW,AUDST,FREQ,RATIOS_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO3,2012,2011,0,2012-03-31,RO,0.16
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO4,2012,2011,0,2012-03-31,RO,0.07
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO5,2012,2011,0,2012-03-31,RO,1.18
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO6,2012,2011,0,2012-03-31,RO,5.05
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO7,2012,2011,0,2012-03-31,RO,1.25
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO8,2012,2011,0,2012-03-31,RO,5.36
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO9,2012,2011,0,2012-03-31,RO,9.02
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO1,2013,2012,0,2013-03-31,RO,1.55
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO2,2013,2012,0,2013-03-31,RO,0.54
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO3,2013,2012,0,2013-03-31,RO,0.16
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO4,2013,2012,0,2013-03-31,RO,0.06
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO5,2013,2012,0,2013-03-31,RO,1.22
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO6,2013,2012,0,2013-03-31,RO,5.4
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO7,2013,2012,0,2013-03-31,RO,1.26
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO8,2013,2012,0,2013-03-31,RO,5.57
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO9,2013,2012,0,2013-03-31,RO,9.16
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO1,2014,2013,0,2014-03-31,RO,1.57
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO2,2014,2013,0,2014-03-31,RO,0.52
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO3,2014,2013,0,2014-03-31,RO,0.15
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO4,2014,2013,0,2014-03-31,RO,0.05
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO5,2014,2013,0,2014-03-31,RO,1.23
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO6,2014,2013,0,2014-03-31,RO,5.64
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO7,2014,2013,0,2014-03-31,RO,1.25
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO8,2014,2013,0,2014-03-31,RO,5.74
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO9,2014,2013,0,2014-03-31,RO,9.4
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO1,2015,2014,0,2015-03-31,RO,1.57
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO2,2015,2014,0,2015-03-31,RO,0.51
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO3,2015,2014,0,2015-03-31,RO,0.15
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO4,2015,2014,0,2015-03-31,RO,0.05
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO5,2015,2014,0,2015-03-31,RO,1.23
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO6,2015,2014,0,2015-03-31,RO,5.73
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO7,2015,2014,0,2015-03-31,RO,1.24
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO8,2015,2014,0,2015-03-31,RO,5.76
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO9,2015,2014,0,2015-03-31,RO,9.46
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO1,2016,2015,0,2016-03-31,RO,1.6
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO2,2016,2015,0,2016-03-31,RO,0.52
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO3,2016,2015,0,2016-03-31,RO,0.15
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO4,2016,2015,0,2016-03-31,RO,0.05
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO5,2016,2015,0,2016-03-31,RO,1.23
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO6,2016,2015,0,2016-03-31,RO,5.66
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO7,2016,2015,0,2016-03-31,RO,1.24
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO8,2016,2015,0,2016-03-31,RO,5.71
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO9,2016,2015,0,2016-03-31,RO,9.34
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO1,2017,2016,0,2017-03-31,RO,1.25
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO2,2017,2016,0,2017-03-31,RO,0.49
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO3,2017,2016,0,2017-03-31,RO,0.13
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO4,2017,2016,0,2017-03-31,RO,0.05
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO5,2017,2016,0,2017-03-31,RO,1.29
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO6,2017,2016,0,2017-03-31,RO,6.27
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO7,2017,2016,0,2017-03-31,RO,1.27
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO8,2017,2016,0,2017-03-31,RO,6.15
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO9,2017,2016,0,2017-03-31,RO,11.13
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO1,2018,2017,0,2018-03-31,RO,1.229326
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO2,2018,2017,0,2018-03-31,RO,0.443948
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO3,2018,2017,0,2018-03-31,RO,0.134046
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO4,2018,2017,0,2018-03-31,RO,0.048408
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO5,2018,2017,0,2018-03-31,RO,1.328953
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO6,2018,2017,0,2018-03-31,RO,6.162771
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO7,2018,2017,0,2018-03-31,RO,1.304042
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO8,2018,2017,0,2018-03-31,RO,6.047248
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO9,2018,2017,0,2018-03-31,RO,11.050483
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO1,2019,2018,0,2019-03-31,RO,1.40679
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO2,2019,2018,0,2019-03-31,RO,0.446516
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO3,2019,2018,0,2019-03-31,RO,0.152683
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO4,2019,2018,0,2019-03-31,RO,0.048462
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO5,2019,2018,0,2019-03-31,RO,1.295672
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO6,2019,2018,0,2019-03-31,RO,5.683484
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO7,2019,2018,0,2019-03-31,RO,1.308222
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO8,2019,2018,0,2019-03-31,RO,5.738535
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO9,2019,2018,0,2019-03-31,RO,9.89377
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO1,2020,2019,0,2020-03-31,RO,1.440194
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO2,2020,2019,0,2020-03-31,RO,0.440517
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO3,2020,2019,0,2020-03-31,RO,0.157575
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO4,2020,2019,0,2020-03-31,RO,0.048198
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO5,2020,2019,0,2020-03-31,RO,1.294106
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO6,2020,2019,0,2020-03-31,RO,5.572947
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO7,2020,2019,0,2020-03-31,RO,1.263605
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO8,2020,2019,0,2020-03-31,RO,5.441597
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO9,2020,2019,0,2020-03-31,RO,9.301633
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO1,2021,2020,0,2021-03-31,RO,1.54764
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO2,2021,2020,0,2021-03-31,RO,0.354549
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO3,2021,2020,0,2021-03-31,RO,0.172328
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO4,2021,2020,0,2021-03-31,RO,0.039479
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO5,2021,2020,0,2021-03-31,RO,1.334964
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO6,2021,2020,0,2021-03-31,RO,5.476686
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO7,2021,2020,0,2021-03-31,RO,1.112244
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO8,2021,2020,0,2021-03-31,RO,4.562976
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO9,2021,2020,0,2021-03-31,RO,7.584247
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO1,2022,2021,0,2022-03-31,RO,1.444928
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO2,2022,2021,0,2022-03-31,RO,0.411016
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO3,2022,2021,0,2022-03-31,RO,0.172897
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO4,2022,2021,0,2022-03-31,RO,0.049181
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO5,2022,2021,0,2022-03-31,RO,1.313152
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO6,2022,2021,0,2022-03-31,RO,5.224829
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO7,2022,2021,0,2022-03-31,RO,1.20442
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO8,2022,2021,0,2022-03-31,RO,4.792202
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO9,2022,2021,0,2022-03-31,RO,8.19128
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO1,2023,2022,0,2023-03-31,RO,1.4174
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO2,2023,2022,0,2023-03-31,RO,0.441723
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO3,2023,2022,0,2023-03-31,RO,0.171915
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO4,2023,2022,0,2023-03-31,RO,0.053576
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO5,2023,2022,0,2023-03-31,RO,1.295764
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO6,2023,2022,0,2023-03-31,RO,5.133899
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO7,2023,2022,0,2023-03-31,RO,1.259959
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO8,2023,2022,0,2023-03-31,RO,4.992039
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO9,2023,2022,0,2023-03-31,RO,8.614234
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO1,2024,2023,0,2024-03-31,RO,1.346624
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO2,2024,2023,0,2024-03-31,RO,0.401492
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO3,2024,2023,0,2024-03-31,RO,0.160736
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO4,2024,2023,0,2024-03-31,RO,0.047923
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO5,2024,2023,0,2024-03-31,RO,1.304662
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO6,2024,2023,0,2024-03-31,RO,5.352423
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO7,2024,2023,0,2024-03-31,RO,1.267097
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO8,2024,2023,0,2024-03-31,RO,5.198309
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO9,2024,2023,0,2024-03-31,RO,9.179728
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO1,2025,2024,0,2025-03-31,RO,1.296257
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO2,2025,2024,0,2025-03-31,RO,0.417596
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO3,2025,2024,0,2025-03-31,RO,0.153201
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO4,2025,2024,0,2025-03-31,RO,0.049355
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO5,2025,2024,0,2025-03-31,RO,1.332659
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO6,2025,2024,0,2025-03-31,RO,5.594333
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO7,2025,2024,0,2025-03-31,RO,1.262339
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO8,2025,2024,0,2025-03-31,RO,5.299139
RBI:MONTRY_RATIOS_RN(1.0),N_A,AFY,RO9,2025,2024,0,2025-03-31,RO,9.538009
