DATAFLOW,AUDST,COMPONTS_F_RN,COSO_MER_RN,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:MSC_F_RN(1.0),N_A,CF5,N_A,F,2009,2008,0,2009-03-31,INR,47947751200000
RBI:MSC_F_RN(1.0),N_A,CF1,N_A,F,2009,2008,0,2009-03-31,INR,6654496695000
RBI:MSC_F_RN(1.0),N_A,CF15,N_A,F,2009,2008,0,2009-03-31,INR,5886878243000
RBI:MSC_F_RN(1.0),N_A,CF1,N_A,F,2009,2008,0,2008-08-15,INR,5975604358360
RBI:MSC_F_RN(1.0),N_A,CF5,N_A,F,2009,2008,0,2008-08-15,INR,41831424900000
RBI:MSC_F_RN(1.0),N_A,CF15,N_A,F,2009,2008,0,2008-08-15,INR,4965376657710
RBI:MSC_F_RN(1.0),N_A,CF4,N_A,F,2009,2008,0,2008-08-15,INR,30841093853230
RBI:MSC_F_RN(1.0),N_A,CF16,N_A,F,2009,2008,0,2008-08-15,INR,49349993000.00001
RBI:MSC_F_RN(1.0),N_A,CF4,N_A,F,2008,2007,0,2008-03-31,INR,28620455619690
RBI:MSC_F_RN(1.0),N_A,CF16,N_A,F,2008,2007,0,2008-03-31,INR,90268482000
RBI:MSC_F_RN(1.0),N_A,CF15,N_A,F,2008,2007,0,2008-03-31,INR,5783723275679.999
RBI:MSC_F_RN(1.0),N_A,CF5,N_A,F,2008,2007,0,2008-03-31,INR,40178552200000
RBI:MSC_F_RN(1.0),N_A,CF1,N_A,F,2008,2007,0,2008-03-31,INR,5684104863800
RBI:MSC_F_RN(1.0),N_A,CF16,N_A,F,2008,2007,0,2008-02-29,INR,49815682000
RBI:MSC_F_RN(1.0),N_A,CF5,N_A,F,2008,2007,0,2008-02-29,INR,38818758700000
RBI:MSC_F_RN(1.0),N_A,CF4,N_A,F,2008,2007,0,2008-02-29,INR,28134082391300
RBI:MSC_F_RN(1.0),N_A,CF15,N_A,F,2008,2007,0,2008-02-29,INR,5091377787460
RBI:MSC_F_RN(1.0),N_A,CF1,N_A,F,2008,2007,0,2008-02-29,INR,5543482868400
RBI:MSC_F_RN(1.0),N_A,CF5,N_A,F,2008,2007,0,2008-02-15,INR,38267184200000
RBI:MSC_F_RN(1.0),N_A,CF1,N_A,F,2008,2007,0,2008-02-15,INR,5550206807370
RBI:MSC_F_RN(1.0),N_A,CF15,N_A,F,2008,2007,0,2008-02-15,INR,4806347769200
RBI:MSC_F_RN(1.0),N_A,CF16,N_A,F,2008,2007,0,2008-02-15,INR,46844467000.00001
RBI:MSC_F_RN(1.0),N_A,CF4,N_A,F,2008,2007,0,2008-02-15,INR,27863785191000
RBI:MSC_F_RN(1.0),N_A,CF16,N_A,F,2008,2007,0,2007-08-31,INR,50113573000
RBI:MSC_F_RN(1.0),N_A,CF4,N_A,F,2008,2007,0,2007-08-31,INR,25538814517490.004
RBI:MSC_F_RN(1.0),N_A,CF15,N_A,F,2008,2007,0,2007-08-31,INR,4403851959890
RBI:MSC_F_RN(1.0),N_A,CF5,N_A,F,2008,2007,0,2007-08-31,INR,34858150200000
RBI:MSC_F_RN(1.0),N_A,CF1,N_A,F,2008,2007,0,2007-08-31,INR,4865370162500
RBI:MSC_F_RN(1.0),N_A,CF15,N_A,F,2007,2006,0,2007-03-31,INR,4776042010770
RBI:MSC_F_RN(1.0),N_A,CF4,N_A,F,2007,2006,0,2007-03-31,INR,23421128351410
RBI:MSC_F_RN(1.0),N_A,CF1,N_A,F,2007,2006,0,2007-03-31,INR,4828544686070
RBI:MSC_F_RN(1.0),N_A,CF5,N_A,F,2007,2006,0,2007-03-31,INR,33100383200000
RBI:MSC_F_RN(1.0),N_A,CF16,N_A,F,2007,2006,0,2007-03-31,INR,74668156000
RBI:MSC_F_RN(1.0),N_A,CF5,N_A,F,2007,2006,0,2006-09-15,INR,29019010400000
RBI:MSC_F_RN(1.0),N_A,CF4,N_A,F,2007,2006,0,2006-09-15,INR,20767580801250
RBI:MSC_F_RN(1.0),N_A,CF1,N_A,F,2007,2006,0,2006-09-15,INR,4375280682840
RBI:MSC_F_RN(1.0),N_A,CF15,N_A,F,2007,2006,0,2006-09-15,INR,3821774242300
RBI:MSC_F_RN(1.0),N_A,CF16,N_A,F,2007,2006,0,2006-09-15,INR,54374630000
RBI:MSC_F_RN(1.0),N_A,CF15,N_A,F,2006,2005,0,2006-03-31,INR,4074227002390.0005
RBI:MSC_F_RN(1.0),N_A,CF4,N_A,F,2006,2005,0,2006-03-31,INR,18931037577810
RBI:MSC_F_RN(1.0),N_A,CF16,N_A,F,2006,2005,0,2006-03-31,INR,68428262000.00001
RBI:MSC_F_RN(1.0),N_A,CF5,N_A,F,2006,2005,0,2006-03-31,INR,27194932000000
RBI:MSC_F_RN(1.0),N_A,CF1,N_A,F,2006,2005,0,2006-03-31,INR,4121239197740
