DATAFLOW,AUDST,COM_CSUR_RN,COSO_MER_RN,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12,N_A,F,2025,2024,0,2024-11-15,INR,189941351700000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1201,N_A,F,2025,2024,0,2024-11-15,INR,85473608250000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12011,N_A,F,2025,2024,0,2024-11-15,INR,4888109081000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1202,N_A,F,2025,2024,0,2024-11-15,INR,104467743400000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS2,N_A,F,2025,2024,0,2024-11-15,INR,9173633715000
RBI:CSURYCOM_F_RN(1.0),N_A,N_A,CCS12_IM,F,2025,2024,0,2024-11-15,INR,189941351650000
RBI:CSURYCOM_F_RN(1.0),N_A,N_A,CCS1_IM,F,2025,2024,0,2024-11-15,INR,215799253150000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS11,N_A,F,2026,2025,0,2025-10-31,INR,31009471780000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1201,N_A,F,2026,2025,0,2025-10-31,INR,93435920460000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12011,N_A,F,2026,2025,0,2025-10-31,INR,4706247986000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1202,N_A,F,2026,2025,0,2025-10-31,INR,114199458300000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS2,N_A,F,2026,2025,0,2025-10-31,INR,8462405186000
RBI:CSURYCOM_F_RN(1.0),N_A,N_A,CCS12_IM,F,2026,2025,0,2025-10-31,INR,207635378800000
RBI:CSURYCOM_F_RN(1.0),N_A,N_A,CCS1_IM,F,2026,2025,0,2025-10-31,INR,238644850600000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS11,N_A,F,2026,2025,0,2025-12-15,INR,29199524770000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1201,N_A,F,2026,2025,0,2025-12-15,INR,94001222230000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12011,N_A,F,2026,2025,0,2025-12-15,INR,5544111838000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1202,N_A,F,2026,2025,0,2025-12-15,INR,114890382700000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS2,N_A,F,2026,2025,0,2025-12-15,INR,8422919468000
RBI:CSURYCOM_F_RN(1.0),N_A,N_A,CCS12_IM,F,2026,2025,0,2025-12-15,INR,208891604930000
RBI:CSURYCOM_F_RN(1.0),N_A,N_A,CCS1_IM,F,2026,2025,0,2025-12-15,INR,238091129700000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS11,N_A,F,2026,2025,0,2025-12-31,INR,32747220180000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1201,N_A,F,2026,2025,0,2025-12-31,INR,95680422320000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12011,N_A,F,2026,2025,0,2025-12-31,INR,5726776127000.001
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1202,N_A,F,2026,2025,0,2025-12-31,INR,116942738400000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS2,N_A,F,2026,2025,0,2025-12-31,INR,8255784072000
RBI:CSURYCOM_F_RN(1.0),N_A,N_A,CCS12_IM,F,2026,2025,0,2025-12-31,INR,212623160720000
RBI:CSURYCOM_F_RN(1.0),N_A,N_A,CCS1_IM,F,2026,2025,0,2025-12-31,INR,245370380900000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS11,N_A,F,2026,2025,0,2026-01-31,INR,31414148700000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1201,N_A,F,2026,2025,0,2026-01-31,INR,96411499920000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12011,N_A,F,2026,2025,0,2026-01-31,INR,5870985536000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1202,N_A,F,2026,2025,0,2026-01-31,INR,117836277700000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS2,N_A,F,2026,2025,0,2026-01-31,INR,9160898002000
RBI:CSURYCOM_F_RN(1.0),N_A,N_A,CCS12_IM,F,2026,2025,0,2026-01-31,INR,214247777600000.03
RBI:CSURYCOM_F_RN(1.0),N_A,N_A,CCS1_IM,F,2026,2025,0,2026-01-31,INR,245661926300000
