DATAFLOW,AUDST,COM_CSUR_RN,COSO_MER_RN,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:CSURYCOM_F_RN(1.0),N_A,CCS2,N_A,F,2016,2015,0,2015-05-15,INR,2324594500000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1,N_A,F,2017,2016,0,2016-04-15,INR,91888990350000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS11,N_A,F,2017,2016,0,2016-04-15,INR,9057606800000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12,N_A,F,2017,2016,0,2016-04-15,INR,82831383550000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1201,N_A,F,2017,2016,0,2016-04-15,INR,37274122597000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12011,N_A,F,2017,2016,0,2016-04-15,INR,2393405950000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1202,N_A,F,2017,2016,0,2016-04-15,INR,45557260952000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS2,N_A,F,2017,2016,0,2016-04-15,INR,2983572199999.9995
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1,N_A,F,2017,2016,0,2016-09-30,INR,98043990910000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS11,N_A,F,2017,2016,0,2016-09-30,INR,10465772400000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12,N_A,F,2017,2016,0,2016-09-30,INR,87578218510000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1201,N_A,F,2017,2016,0,2016-09-30,INR,39410198329000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12011,N_A,F,2017,2016,0,2016-09-30,INR,1864133310000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1202,N_A,F,2017,2016,0,2016-09-30,INR,48168020180000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS2,N_A,F,2017,2016,0,2016-09-30,INR,2948523900000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1,N_A,F,2017,2016,0,2017-03-31,INR,106200258287000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS11,N_A,F,2017,2016,0,2017-03-31,INR,12814392802000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12,N_A,F,2017,2016,0,2017-03-31,INR,93385865485000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1201,N_A,F,2017,2016,0,2017-03-31,INR,42023639468000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12011,N_A,F,2017,2016,0,2017-03-31,INR,1570571650000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1202,N_A,F,2017,2016,0,2017-03-31,INR,51362226017000.01
RBI:CSURYCOM_F_RN(1.0),N_A,CCS2,N_A,F,2017,2016,0,2017-03-31,INR,3163200299000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1,N_A,F,2018,2017,0,2017-09-15,INR,105225543051000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS11,N_A,F,2018,2017,0,2017-09-15,INR,11154630873000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12,N_A,F,2018,2017,0,2017-09-15,INR,94070912178000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1201,N_A,F,2018,2017,0,2017-09-15,INR,42331910480000.01
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12011,N_A,F,2018,2017,0,2017-09-15,INR,1156702290000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1202,N_A,F,2018,2017,0,2017-09-15,INR,51739001698000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS2,N_A,F,2018,2017,0,2017-09-15,INR,2931940808000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1,N_A,F,2019,2018,0,2018-08-31,INR,114829909940000.02
RBI:CSURYCOM_F_RN(1.0),N_A,CCS11,N_A,F,2019,2018,0,2018-08-31,INR,12290343695000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12,N_A,F,2019,2018,0,2018-08-31,INR,102539566246000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1201,N_A,F,2019,2018,0,2018-08-31,INR,46142804811000.01
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12011,N_A,F,2019,2018,0,2018-08-31,INR,1688560400000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1202,N_A,F,2019,2018,0,2018-08-31,INR,56396761435000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS2,N_A,F,2019,2018,0,2018-08-31,INR,3623195066000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1,N_A,F,2019,2018,0,2019-02-15,INR,119640476564000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS11,N_A,F,2019,2018,0,2019-02-15,INR,12877156007000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12,N_A,F,2019,2018,0,2019-02-15,INR,106763320557000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1201,N_A,F,2019,2018,0,2019-02-15,INR,48043494250000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12011,N_A,F,2019,2018,0,2019-02-15,INR,2173060240000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1202,N_A,F,2019,2018,0,2019-02-15,INR,58719826306000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS2,N_A,F,2019,2018,0,2019-02-15,INR,3611526574999.9995
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1,N_A,F,2019,2018,0,2019-03-15,INR,120715280774000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS11,N_A,F,2019,2018,0,2019-03-15,INR,12909676852000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS12,N_A,F,2019,2018,0,2019-03-15,INR,107805603923000
RBI:CSURYCOM_F_RN(1.0),N_A,CCS1201,N_A,F,2019,2018,0,2019-03-15,INR,48512521765000
