DATAFLOW,AUDST,DENOMITIN_RN,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:NOT_COIN_RN(1.0),N_A,NCC03,AFY,2007,2006,0,2007-03-31,INR,20290000000
RBI:NOT_COIN_RN(1.0),N_A,NCC04,AFY,2007,2006,0,2007-03-31,INR,14880000000
RBI:NOT_COIN_RN(1.0),N_A,NCC05,AFY,2007,2006,0,2007-03-31,INR,28800000000
RBI:NOT_COIN_RN(1.0),N_A,NCC07,AFY,2007,2006,0,2007-03-31,INR,4470000000
RBI:NOT_COIN_RN(1.0),N_A,NCC08,AFY,2007,2006,0,2007-03-31,INR,18870000000
RBI:NOT_COIN_RN(1.0),N_A,NCC09,AFY,2007,2006,0,2007-03-31,INR,71550000000
RBI:NOT_COIN_RN(1.0),N_A,NCC10,AFY,2007,2006,0,2007-03-31,INR,41780000000
RBI:NOT_COIN_RN(1.0),N_A,NCC11,AFY,2007,2006,0,2007-03-31,INR,279510000000
RBI:NOT_COIN_RN(1.0),N_A,NCC12,AFY,2007,2006,0,2007-03-31,INR,1354440000000
RBI:NOT_COIN_RN(1.0),N_A,NCC14,AFY,2007,2006,0,2007-03-31,INR,2254000000000
RBI:NOT_COIN_RN(1.0),N_A,NCC15,AFY,2007,2006,0,2007-03-31,INR,936760000000
RBI:NOT_COIN_RN(1.0),N_A,NCC01,AFY,2008,2007,0,2008-03-31,INR,14550000000
RBI:NOT_COIN_RN(1.0),N_A,NCC02,AFY,2008,2007,0,2008-03-31,INR,3000000000
RBI:NOT_COIN_RN(1.0),N_A,NCC03,AFY,2008,2007,0,2008-03-31,INR,22140000000
RBI:NOT_COIN_RN(1.0),N_A,NCC04,AFY,2008,2007,0,2008-03-31,INR,19070000000
RBI:NOT_COIN_RN(1.0),N_A,NCC05,AFY,2008,2007,0,2008-03-31,INR,32490000000
RBI:NOT_COIN_RN(1.0),N_A,NCC07,AFY,2008,2007,0,2008-03-31,INR,6360000000
RBI:NOT_COIN_RN(1.0),N_A,NCC08,AFY,2008,2007,0,2008-03-31,INR,21110000000
RBI:NOT_COIN_RN(1.0),N_A,NCC09,AFY,2008,2007,0,2008-03-31,INR,93330000000
RBI:NOT_COIN_RN(1.0),N_A,NCC10,AFY,2008,2007,0,2008-03-31,INR,41080000000
RBI:NOT_COIN_RN(1.0),N_A,NCC11,AFY,2008,2007,0,2008-03-31,INR,265080000000
RBI:NOT_COIN_RN(1.0),N_A,NCC12,AFY,2008,2007,0,2008-03-31,INR,1345750000000
RBI:NOT_COIN_RN(1.0),N_A,NCC14,AFY,2008,2007,0,2008-03-31,INR,2631080000000
RBI:NOT_COIN_RN(1.0),N_A,NCC15,AFY,2008,2007,0,2008-03-31,INR,1412190000000
RBI:NOT_COIN_RN(1.0),N_A,NCC01,AFY,2009,2008,0,2009-03-31,INR,14550000000
RBI:NOT_COIN_RN(1.0),N_A,NCC02,AFY,2009,2008,0,2009-03-31,INR,2997300000
RBI:NOT_COIN_RN(1.0),N_A,NCC03,AFY,2009,2008,0,2009-03-31,INR,23960000000
RBI:NOT_COIN_RN(1.0),N_A,NCC04,AFY,2009,2008,0,2009-03-31,INR,22358300000
RBI:NOT_COIN_RN(1.0),N_A,NCC05,AFY,2009,2008,0,2009-03-31,INR,35702600000
RBI:NOT_COIN_RN(1.0),N_A,NCC07,AFY,2009,2008,0,2009-03-31,INR,6650000000
RBI:NOT_COIN_RN(1.0),N_A,NCC08,AFY,2009,2008,0,2009-03-31,INR,22710000000
RBI:NOT_COIN_RN(1.0),N_A,NCC09,AFY,2009,2008,0,2009-03-31,INR,122220000000
RBI:NOT_COIN_RN(1.0),N_A,NCC10,AFY,2009,2008,0,2009-03-31,INR,43990000000
RBI:NOT_COIN_RN(1.0),N_A,NCC11,AFY,2009,2008,0,2009-03-31,INR,244400000000
RBI:NOT_COIN_RN(1.0),N_A,NCC12,AFY,2009,2008,0,2009-03-31,INR,1370280000000
RBI:NOT_COIN_RN(1.0),N_A,NCC14,AFY,2009,2008,0,2009-03-31,INR,3083040000000
RBI:NOT_COIN_RN(1.0),N_A,NCC15,AFY,2009,2008,0,2009-03-31,INR,1917840000000
RBI:NOT_COIN_RN(1.0),N_A,NCC01,AFY,2010,2009,0,2010-03-31,INR,14550000000
RBI:NOT_COIN_RN(1.0),N_A,NCC02,AFY,2010,2009,0,2010-03-31,INR,2990000000
RBI:NOT_COIN_RN(1.0),N_A,NCC03,AFY,2010,2009,0,2010-03-31,INR,26470000000
RBI:NOT_COIN_RN(1.0),N_A,NCC04,AFY,2010,2009,0,2010-03-31,INR,26400000000
RBI:NOT_COIN_RN(1.0),N_A,NCC05,AFY,2010,2009,0,2010-03-31,INR,38800000000
RBI:NOT_COIN_RN(1.0),N_A,NCC06,AFY,2010,2009,0,2010-03-31,INR,1490000000
RBI:NOT_COIN_RN(1.0),N_A,NCC07,AFY,2010,2009,0,2010-03-31,INR,6980000000
RBI:NOT_COIN_RN(1.0),N_A,NCC08,AFY,2010,2009,0,2010-03-31,INR,22330000000
RBI:NOT_COIN_RN(1.0),N_A,NCC09,AFY,2010,2009,0,2010-03-31,INR,185360000000
RBI:NOT_COIN_RN(1.0),N_A,NCC10,AFY,2010,2009,0,2010-03-31,INR,46810000000
RBI:NOT_COIN_RN(1.0),N_A,NCC11,AFY,2010,2009,0,2010-03-31,INR,210570000000
RBI:NOT_COIN_RN(1.0),N_A,NCC12,AFY,2010,2009,0,2010-03-31,INR,1383640000000
RBI:NOT_COIN_RN(1.0),N_A,NCC14,AFY,2010,2009,0,2010-03-31,INR,3644790000000
RBI:NOT_COIN_RN(1.0),N_A,NCC15,AFY,2010,2009,0,2010-03-31,INR,2382520000000
RBI:NOT_COIN_RN(1.0),N_A,NCC01,AFY,2011,2010,0,2011-03-31,INR,14580000000
RBI:NOT_COIN_RN(1.0),N_A,NCC02,AFY,2011,2010,0,2011-03-31,INR,2990000000
RBI:NOT_COIN_RN(1.0),N_A,NCC03,AFY,2011,2010,0,2011-03-31,INR,29680000000
RBI:NOT_COIN_RN(1.0),N_A,NCC04,AFY,2011,2010,0,2011-03-31,INR,30680000000
RBI:NOT_COIN_RN(1.0),N_A,NCC05,AFY,2011,2010,0,2011-03-31,INR,45350000000
RBI:NOT_COIN_RN(1.0),N_A,NCC06,AFY,2011,2010,0,2011-03-31,INR,3000000000
RBI:NOT_COIN_RN(1.0),N_A,NCC07,AFY,2011,2010,0,2011-03-31,INR,8510000000
RBI:NOT_COIN_RN(1.0),N_A,NCC08,AFY,2011,2010,0,2011-03-31,INR,34300000000
RBI:NOT_COIN_RN(1.0),N_A,NCC09,AFY,2011,2010,0,2011-03-31,INR,212880000000
RBI:NOT_COIN_RN(1.0),N_A,NCC10,AFY,2011,2010,0,2011-03-31,INR,60400000000
RBI:NOT_COIN_RN(1.0),N_A,NCC11,AFY,2011,2010,0,2011-03-31,INR,159800000000
RBI:NOT_COIN_RN(1.0),N_A,NCC12,AFY,2011,2010,0,2011-03-31,INR,1402430000000
RBI:NOT_COIN_RN(1.0),N_A,NCC14,AFY,2011,2010,0,2011-03-31,INR,4453110000000
RBI:NOT_COIN_RN(1.0),N_A,NCC15,AFY,2011,2010,0,2011-03-31,INR,3027130000000
RBI:NOT_COIN_RN(1.0),N_A,NCC01,AFY,2012,2011,0,2012-03-31,INR,7390000000
RBI:NOT_COIN_RN(1.0),N_A,NCC02,AFY,2012,2011,0,2012-03-31,INR,2990000000
RBI:NOT_COIN_RN(1.0),N_A,NCC03,AFY,2012,2011,0,2012-03-31,INR,31420000000
RBI:NOT_COIN_RN(1.0),N_A,NCC04,AFY,2012,2011,0,2012-03-31,INR,36400000000
RBI:NOT_COIN_RN(1.0),N_A,NCC05,AFY,2012,2011,0,2012-03-31,INR,49900000000
RBI:NOT_COIN_RN(1.0),N_A,NCC06,AFY,2012,2011,0,2012-03-31,INR,6480000000
RBI:NOT_COIN_RN(1.0),N_A,NCC07,AFY,2012,2011,0,2012-03-31,INR,8510000000
RBI:NOT_COIN_RN(1.0),N_A,NCC08,AFY,2012,2011,0,2012-03-31,INR,36430000000
RBI:NOT_COIN_RN(1.0),N_A,NCC09,AFY,2012,2011,0,2012-03-31,INR,230020000000
RBI:NOT_COIN_RN(1.0),N_A,NCC10,AFY,2012,2011,0,2012-03-31,INR,70200000000
RBI:NOT_COIN_RN(1.0),N_A,NCC11,AFY,2012,2011,0,2012-03-31,INR,174380000000
RBI:NOT_COIN_RN(1.0),N_A,NCC12,AFY,2012,2011,0,2012-03-31,INR,1411880000000
RBI:NOT_COIN_RN(1.0),N_A,NCC14,AFY,2012,2011,0,2012-03-31,INR,5128070000000
RBI:NOT_COIN_RN(1.0),N_A,NCC15,AFY,2012,2011,0,2012-03-31,INR,3468810000000
RBI:NOT_COIN_RN(1.0),N_A,NCC01,AFY,2013,2012,0,2013-03-31,INR,7000000000
RBI:NOT_COIN_RN(1.0),N_A,NCC02,AFY,2013,2012,0,2013-03-31,INR,2990000000
RBI:NOT_COIN_RN(1.0),N_A,NCC03,AFY,2013,2012,0,2013-03-31,INR,32890000000
RBI:NOT_COIN_RN(1.0),N_A,NCC04,AFY,2013,2012,0,2013-03-31,INR,44230000000
RBI:NOT_COIN_RN(1.0),N_A,NCC05,AFY,2013,2012,0,2013-03-31,INR,53380000000
RBI:NOT_COIN_RN(1.0),N_A,NCC06,AFY,2013,2012,0,2013-03-31,INR,12670000000
RBI:NOT_COIN_RN(1.0),N_A,NCC07,AFY,2013,2012,0,2013-03-31,INR,8510000000
RBI:NOT_COIN_RN(1.0),N_A,NCC08,AFY,2013,2012,0,2013-03-31,INR,36870000000
RBI:NOT_COIN_RN(1.0),N_A,NCC09,AFY,2013,2012,0,2013-03-31,INR,251680000000
RBI:NOT_COIN_RN(1.0),N_A,NCC10,AFY,2013,2012,0,2013-03-31,INR,76500000000
RBI:NOT_COIN_RN(1.0),N_A,NCC11,AFY,2013,2012,0,2013-03-31,INR,173050000000
RBI:NOT_COIN_RN(1.0),N_A,NCC12,AFY,2013,2012,0,2013-03-31,INR,1442100000000
RBI:NOT_COIN_RN(1.0),N_A,NCC14,AFY,2013,2012,0,2013-03-31,INR,5359500000000
RBI:NOT_COIN_RN(1.0),N_A,NCC15,AFY,2013,2012,0,2013-03-31,INR,4299000000000
RBI:NOT_COIN_RN(1.0),N_A,NCC01,AFY,2014,2013,0,2014-03-31,INR,7000000000
RBI:NOT_COIN_RN(1.0),N_A,NCC02,AFY,2014,2013,0,2014-03-31,INR,2990000000
RBI:NOT_COIN_RN(1.0),N_A,NCC03,AFY,2014,2013,0,2014-03-31,INR,38420000000
RBI:NOT_COIN_RN(1.0),N_A,NCC04,AFY,2014,2013,0,2014-03-31,INR,49650000000
RBI:NOT_COIN_RN(1.0),N_A,NCC05,AFY,2014,2013,0,2014-03-31,INR,57890000000
RBI:NOT_COIN_RN(1.0),N_A,NCC06,AFY,2014,2013,0,2014-03-31,INR,20170000000
RBI:NOT_COIN_RN(1.0),N_A,NCC07,AFY,2014,2013,0,2014-03-31,INR,8510000000
RBI:NOT_COIN_RN(1.0),N_A,NCC08,AFY,2014,2013,0,2014-03-31,INR,37140000000
RBI:NOT_COIN_RN(1.0),N_A,NCC09,AFY,2014,2013,0,2014-03-31,INR,266480000000
RBI:NOT_COIN_RN(1.0),N_A,NCC10,AFY,2014,2013,0,2014-03-31,INR,85690000000
RBI:NOT_COIN_RN(1.0),N_A,NCC11,AFY,2014,2013,0,2014-03-31,INR,172420000000
RBI:NOT_COIN_RN(1.0),N_A,NCC12,AFY,2014,2013,0,2014-03-31,INR,1476460000000
RBI:NOT_COIN_RN(1.0),N_A,NCC14,AFY,2014,2013,0,2014-03-31,INR,5702480000000
RBI:NOT_COIN_RN(1.0),N_A,NCC15,AFY,2014,2013,0,2014-03-31,INR,5081370000000
RBI:NOT_COIN_RN(1.0),N_A,NCC01,AFY,2015,2014,0,2015-03-31,INR,7000000000
RBI:NOT_COIN_RN(1.0),N_A,NCC02,AFY,2015,2014,0,2015-03-31,INR,2990000000
RBI:NOT_COIN_RN(1.0),N_A,NCC03,AFY,2015,2014,0,2015-03-31,INR,38630000000
RBI:NOT_COIN_RN(1.0),N_A,NCC04,AFY,2015,2014,0,2015-03-31,INR,54070000000
RBI:NOT_COIN_RN(1.0),N_A,NCC05,AFY,2015,2014,0,2015-03-31,INR,63800000000
RBI:NOT_COIN_RN(1.0),N_A,NCC06,AFY,2015,2014,0,2015-03-31,INR,27500000000
RBI:NOT_COIN_RN(1.0),N_A,NCC07,AFY,2015,2014,0,2015-03-31,INR,8540000000
RBI:NOT_COIN_RN(1.0),N_A,NCC08,AFY,2015,2014,0,2015-03-31,INR,37020000000
RBI:NOT_COIN_RN(1.0),N_A,NCC09,AFY,2015,2014,0,2015-03-31,INR,303040000000
RBI:NOT_COIN_RN(1.0),N_A,NCC10,AFY,2015,2014,0,2015-03-31,INR,86990000000
RBI:NOT_COIN_RN(1.0),N_A,NCC11,AFY,2015,2014,0,2015-03-31,INR,174360000000
RBI:NOT_COIN_RN(1.0),N_A,NCC12,AFY,2015,2014,0,2015-03-31,INR,1502650000000
RBI:NOT_COIN_RN(1.0),N_A,NCC14,AFY,2015,2014,0,2015-03-31,INR,6563910000000
RBI:NOT_COIN_RN(1.0),N_A,NCC15,AFY,2015,2014,0,2015-03-31,INR,5612450000000
RBI:NOT_COIN_RN(1.0),N_A,NCC01,AFY,2016,2015,0,2016-03-31,INR,7000000000
RBI:NOT_COIN_RN(1.0),N_A,NCC02,AFY,2016,2015,0,2016-03-31,INR,3090000000
RBI:NOT_COIN_RN(1.0),N_A,NCC03,AFY,2016,2015,0,2016-03-31,INR,41780000000
RBI:NOT_COIN_RN(1.0),N_A,NCC04,AFY,2016,2015,0,2016-03-31,INR,59260000000
RBI:NOT_COIN_RN(1.0),N_A,NCC05,AFY,2016,2015,0,2016-03-31,INR,70450000000
RBI:NOT_COIN_RN(1.0),N_A,NCC06,AFY,2016,2015,0,2016-03-31,INR,37030000000
RBI:NOT_COIN_RN(1.0),N_A,NCC07,AFY,2016,2015,0,2016-03-31,INR,8530000000
RBI:NOT_COIN_RN(1.0),N_A,NCC08,AFY,2016,2015,0,2016-03-31,INR,36800000000
RBI:NOT_COIN_RN(1.0),N_A,NCC09,AFY,2016,2015,0,2016-03-31,INR,320150000000
RBI:NOT_COIN_RN(1.0),N_A,NCC10,AFY,2016,2015,0,2016-03-31,INR,98470000000
RBI:NOT_COIN_RN(1.0),N_A,NCC11,AFY,2016,2015,0,2016-03-31,INR,194500000000
RBI:NOT_COIN_RN(1.0),N_A,NCC12,AFY,2016,2015,0,2016-03-31,INR,1577830000000
RBI:NOT_COIN_RN(1.0),N_A,NCC14,AFY,2016,2015,0,2016-03-31,INR,7853750000000
RBI:NOT_COIN_RN(1.0),N_A,NCC15,AFY,2016,2015,0,2016-03-31,INR,6325680000000
RBI:NOT_COIN_RN(1.0),N_A,NCC01,AFY,2017,2016,0,2017-03-31,INR,7000000000
RBI:NOT_COIN_RN(1.0),N_A,NCC02,AFY,2017,2016,0,2017-03-31,INR,3210000000
RBI:NOT_COIN_RN(1.0),N_A,NCC03,AFY,2017,2016,0,2017-03-31,INR,45140000000
RBI:NOT_COIN_RN(1.0),N_A,NCC04,AFY,2017,2016,0,2017-03-31,INR,64110000000
RBI:NOT_COIN_RN(1.0),N_A,NCC05,AFY,2017,2016,0,2017-03-31,INR,78910000000
RBI:NOT_COIN_RN(1.0),N_A,NCC06,AFY,2017,2016,0,2017-03-31,INR,52040000000
RBI:NOT_COIN_RN(1.0),N_A,NCC07,AFY,2017,2016,0,2017-03-31,INR,8530000000
RBI:NOT_COIN_RN(1.0),N_A,NCC08,AFY,2017,2016,0,2017-03-31,INR,36450000000
RBI:NOT_COIN_RN(1.0),N_A,NCC09,AFY,2017,2016,0,2017-03-31,INR,369290000000
RBI:NOT_COIN_RN(1.0),N_A,NCC10,AFY,2017,2016,0,2017-03-31,INR,203150000000
RBI:NOT_COIN_RN(1.0),N_A,NCC11,AFY,2017,2016,0,2017-03-31,INR,355640000000
RBI:NOT_COIN_RN(1.0),N_A,NCC12,AFY,2017,2016,0,2017-03-31,INR,2528010000000
RBI:NOT_COIN_RN(1.0),N_A,NCC14,AFY,2017,2016,0,2017-03-31,INR,2940980000000
RBI:NOT_COIN_RN(1.0),N_A,NCC15,AFY,2017,2016,0,2017-03-31,INR,89250000000
RBI:NOT_COIN_RN(1.0),N_A,NCC16,AFY,2017,2016,0,2017-03-31,INR,6570630000000
RBI:NOT_COIN_RN(1.0),N_A,NCC01,AFY,2018,2017,0,2018-03-31,INR,7000000000
RBI:NOT_COIN_RN(1.0),N_A,NCC02,AFY,2018,2017,0,2018-03-31,INR,3430000000
RBI:NOT_COIN_RN(1.0),N_A,NCC03,AFY,2018,2017,0,2018-03-31,INR,49630000000
RBI:NOT_COIN_RN(1.0),N_A,NCC04,AFY,2018,2017,0,2018-03-31,INR,65710000000
RBI:NOT_COIN_RN(1.0),N_A,NCC05,AFY,2018,2017,0,2018-03-31,INR,83240000000
RBI:NOT_COIN_RN(1.0),N_A,NCC06,AFY,2018,2017,0,2018-03-31,INR,50490000000
RBI:NOT_COIN_RN(1.0),N_A,NCC07,AFY,2018,2017,0,2018-03-31,INR,8530000000
RBI:NOT_COIN_RN(1.0),N_A,NCC08,AFY,2018,2017,0,2018-03-31,INR,35800000000
RBI:NOT_COIN_RN(1.0),N_A,NCC09,AFY,2018,2017,0,2018-03-31,INR,306450000000
RBI:NOT_COIN_RN(1.0),N_A,NCC10,AFY,2018,2017,0,2018-03-31,INR,200320000000
RBI:NOT_COIN_RN(1.0),N_A,NCC11,AFY,2018,2017,0,2018-03-31,INR,367150000000
RBI:NOT_COIN_RN(1.0),N_A,NCC12,AFY,2018,2017,0,2018-03-31,INR,2221490000000
RBI:NOT_COIN_RN(1.0),N_A,NCC13,AFY,2018,2017,0,2018-03-31,INR,370530000000
RBI:NOT_COIN_RN(1.0),N_A,NCC14,AFY,2018,2017,0,2018-03-31,INR,7734290000000
RBI:NOT_COIN_RN(1.0),N_A,NCC15,AFY,2018,2017,0,2018-03-31,INR,66100000000
RBI:NOT_COIN_RN(1.0),N_A,NCC16,AFY,2018,2017,0,2018-03-31,INR,6726420000000
RBI:NOT_COIN_RN(1.0),N_A,NCC01,AFY,2019,2018,0,2019-03-31,INR,7000000000
RBI:NOT_COIN_RN(1.0),N_A,NCC02,AFY,2019,2018,0,2019-03-31,INR,3590000000
RBI:NOT_COIN_RN(1.0),N_A,NCC03,AFY,2019,2018,0,2019-03-31,INR,46730000000
RBI:NOT_COIN_RN(1.0),N_A,NCC04,AFY,2019,2018,0,2019-03-31,INR,66310000000
RBI:NOT_COIN_RN(1.0),N_A,NCC05,AFY,2019,2018,0,2019-03-31,INR,85760000000
RBI:NOT_COIN_RN(1.0),N_A,NCC06,AFY,2019,2018,0,2019-03-31,INR,49050000000
RBI:NOT_COIN_RN(1.0),N_A,NCC07,AFY,2019,2018,0,2019-03-31,INR,8530000000
RBI:NOT_COIN_RN(1.0),N_A,NCC08,AFY,2019,2018,0,2019-03-31,INR,35190000000
RBI:NOT_COIN_RN(1.0),N_A,NCC09,AFY,2019,2018,0,2019-03-31,INR,312600000000
RBI:NOT_COIN_RN(1.0),N_A,NCC10,AFY,2019,2018,0,2019-03-31,INR,174250000000
RBI:NOT_COIN_RN(1.0),N_A,NCC11,AFY,2019,2018,0,2019-03-31,INR,430070000000
RBI:NOT_COIN_RN(1.0),N_A,NCC12,AFY,2019,2018,0,2019-03-31,INR,2007380000000
RBI:NOT_COIN_RN(1.0),N_A,NCC13,AFY,2019,2018,0,2019-03-31,INR,800100000000
RBI:NOT_COIN_RN(1.0),N_A,NCC14,AFY,2019,2018,0,2019-03-31,INR,10758810000000
RBI:NOT_COIN_RN(1.0),N_A,NCC15,AFY,2019,2018,0,2019-03-31,INR,0.0
RBI:NOT_COIN_RN(1.0),N_A,NCC16,AFY,2019,2018,0,2019-03-31,INR,6581990000000
RBI:NOT_COIN_RN(1.0),N_A,NCC01,AFY,2020,2019,0,2020-03-31,INR,7000000000
RBI:NOT_COIN_RN(1.0),N_A,NCC02,AFY,2020,2019,0,2020-03-31,INR,3700000000
RBI:NOT_COIN_RN(1.0),N_A,NCC03,AFY,2020,2019,0,2020-03-31,INR,47190000000
RBI:NOT_COIN_RN(1.0),N_A,NCC04,AFY,2020,2019,0,2020-03-31,INR,67030000000
RBI:NOT_COIN_RN(1.0),N_A,NCC05,AFY,2020,2019,0,2020-03-31,INR,88000000000
RBI:NOT_COIN_RN(1.0),N_A,NCC06,AFY,2020,2019,0,2020-03-31,INR,50130000000
RBI:NOT_COIN_RN(1.0),N_A,NCC07,AFY,2020,2019,0,2020-03-31,INR,8530000000
RBI:NOT_COIN_RN(1.0),N_A,NCC08,AFY,2020,2019,0,2020-03-31,INR,34780000000
RBI:NOT_COIN_RN(1.0),N_A,NCC09,AFY,2020,2019,0,2020-03-31,INR,304020000000
RBI:NOT_COIN_RN(1.0),N_A,NCC10,AFY,2020,2019,0,2020-03-31,INR,165990000000
RBI:NOT_COIN_RN(1.0),N_A,NCC11,AFY,2020,2019,0,2020-03-31,INR,430040000000
RBI:NOT_COIN_RN(1.0),N_A,NCC12,AFY,2020,2019,0,2020-03-31,INR,1990210000000
RBI:NOT_COIN_RN(1.0),N_A,NCC13,AFY,2020,2019,0,2020-03-31,INR,1072930000000
RBI:NOT_COIN_RN(1.0),N_A,NCC14,AFY,2020,2019,0,2020-03-31,INR,14723730000000
RBI:NOT_COIN_RN(1.0),N_A,NCC15,AFY,2020,2019,0,2020-03-31,INR,0.0
RBI:NOT_COIN_RN(1.0),N_A,NCC16,AFY,2020,2019,0,2020-03-31,INR,5479520000000
RBI:NOT_COIN_RN(1.0),N_A,NCC01,AFY,2021,2020,0,2021-03-31,INR,7000000000
RBI:NOT_COIN_RN(1.0),N_A,NCC02,AFY,2021,2020,0,2021-03-31,INR,3770000000
RBI:NOT_COIN_RN(1.0),N_A,NCC03,AFY,2021,2020,0,2021-03-31,INR,47490000000
RBI:NOT_COIN_RN(1.0),N_A,NCC04,AFY,2021,2020,0,2021-03-31,INR,67570000000
RBI:NOT_COIN_RN(1.0),N_A,NCC05,AFY,2021,2020,0,2021-03-31,INR,89680000000
RBI:NOT_COIN_RN(1.0),N_A,NCC06,AFY,2021,2020,0,2021-03-31,INR,51390000000
RBI:NOT_COIN_RN(1.0),N_A,NCC07,AFY,2021,2020,0,2021-03-31,INR,8530000000
RBI:NOT_COIN_RN(1.0),N_A,NCC08,AFY,2021,2020,0,2021-03-31,INR,34540000000
RBI:NOT_COIN_RN(1.0),N_A,NCC09,AFY,2021,2020,0,2021-03-31,INR,293680000000
RBI:NOT_COIN_RN(1.0),N_A,NCC10,AFY,2021,2020,0,2021-03-31,INR,181160000000
RBI:NOT_COIN_RN(1.0),N_A,NCC11,AFY,2021,2020,0,2021-03-31,INR,437620000000
RBI:NOT_COIN_RN(1.0),N_A,NCC12,AFY,2021,2020,0,2021-03-31,INR,1905550000000
RBI:NOT_COIN_RN(1.0),N_A,NCC13,AFY,2021,2020,0,2021-03-31,INR,1166080000000
RBI:NOT_COIN_RN(1.0),N_A,NCC14,AFY,2021,2020,0,2021-03-31,INR,19339510000000
RBI:NOT_COIN_RN(1.0),N_A,NCC16,AFY,2021,2020,0,2021-03-31,INR,4901950000000
RBI:NOT_COIN_RN(1.0),N_A,NCC17,AFY,2021,2020,0,2021-03-31,INR,1790000000
RBI:NOT_COIN_RN(1.0),N_A,NCC01,AFY,2022,2021,0,2022-03-31,INR,7000000000
RBI:NOT_COIN_RN(1.0),N_A,NCC02,AFY,2022,2021,0,2022-03-31,INR,3820000000
RBI:NOT_COIN_RN(1.0),N_A,NCC03,AFY,2022,2021,0,2022-03-31,INR,47770000000
RBI:NOT_COIN_RN(1.0),N_A,NCC04,AFY,2022,2021,0,2022-03-31,INR,68160000000
RBI:NOT_COIN_RN(1.0),N_A,NCC05,AFY,2022,2021,0,2022-03-31,INR,92170000000
RBI:NOT_COIN_RN(1.0),N_A,NCC06,AFY,2022,2021,0,2022-03-31,INR,54040000000
RBI:NOT_COIN_RN(1.0),N_A,NCC07,AFY,2022,2021,0,2022-03-31,INR,8530000000
RBI:NOT_COIN_RN(1.0),N_A,NCC08,AFY,2022,2021,0,2022-03-31,INR,34310000000
RBI:NOT_COIN_RN(1.0),N_A,NCC09,AFY,2022,2021,0,2022-03-31,INR,278050000000
RBI:NOT_COIN_RN(1.0),N_A,NCC10,AFY,2022,2021,0,2022-03-31,INR,220260000000
RBI:NOT_COIN_RN(1.0),N_A,NCC11,AFY,2022,2021,0,2022-03-31,INR,435710000000
RBI:NOT_COIN_RN(1.0),N_A,NCC12,AFY,2022,2021,0,2022-03-31,INR,1814210000000
RBI:NOT_COIN_RN(1.0),N_A,NCC13,AFY,2022,2021,0,2022-03-31,INR,1208810000000
RBI:NOT_COIN_RN(1.0),N_A,NCC14,AFY,2022,2021,0,2022-03-31,INR,22773400000000
RBI:NOT_COIN_RN(1.0),N_A,NCC16,AFY,2022,2021,0,2022-03-31,INR,4283940000000
RBI:NOT_COIN_RN(1.0),N_A,NCC17,AFY,2022,2021,0,2022-03-31,INR,6740000000
RBI:NOT_COIN_RN(1.0),N_A,NCC01,AFY,2023,2022,0,2023-03-31,INR,7000000000
RBI:NOT_COIN_RN(1.0),N_A,NCC02,AFY,2023,2022,0,2023-03-31,INR,3840000000
RBI:NOT_COIN_RN(1.0),N_A,NCC03,AFY,2023,2022,0,2023-03-31,INR,48320000000
RBI:NOT_COIN_RN(1.0),N_A,NCC04,AFY,2023,2022,0,2023-03-31,INR,69460000000
RBI:NOT_COIN_RN(1.0),N_A,NCC05,AFY,2023,2022,0,2023-03-31,INR,97080000000
RBI:NOT_COIN_RN(1.0),N_A,NCC06,AFY,2023,2022,0,2023-03-31,INR,59760000000
RBI:NOT_COIN_RN(1.0),N_A,NCC07,AFY,2023,2022,0,2023-03-31,INR,8530000000
RBI:NOT_COIN_RN(1.0),N_A,NCC08,AFY,2023,2022,0,2023-03-31,INR,34110000000
RBI:NOT_COIN_RN(1.0),N_A,NCC09,AFY,2023,2022,0,2023-03-31,INR,262120000000
RBI:NOT_COIN_RN(1.0),N_A,NCC10,AFY,2023,2022,0,2023-03-31,INR,251600000000
RBI:NOT_COIN_RN(1.0),N_A,NCC11,AFY,2023,2022,0,2023-03-31,INR,428580000000
RBI:NOT_COIN_RN(1.0),N_A,NCC12,AFY,2023,2022,0,2023-03-31,INR,1805840000000
RBI:NOT_COIN_RN(1.0),N_A,NCC13,AFY,2023,2022,0,2023-03-31,INR,1252410000000
RBI:NOT_COIN_RN(1.0),N_A,NCC14,AFY,2023,2022,0,2023-03-31,INR,25816900000000
RBI:NOT_COIN_RN(1.0),N_A,NCC16,AFY,2023,2022,0,2023-03-31,INR,3622200000000
RBI:NOT_COIN_RN(1.0),N_A,NCC17,AFY,2023,2022,0,2023-03-31,INR,16970000000
RBI:NOT_COIN_RN(1.0),N_A,NCC01,AFY,2024,2023,0,2024-03-31,INR,7000000000
RBI:NOT_COIN_RN(1.0),N_A,NCC02,AFY,2024,2023,0,2024-03-31,INR,3870000000
RBI:NOT_COIN_RN(1.0),N_A,NCC03,AFY,2024,2023,0,2024-03-31,INR,49130000000
RBI:NOT_COIN_RN(1.0),N_A,NCC04,AFY,2024,2023,0,2024-03-31,INR,71190000000
RBI:NOT_COIN_RN(1.0),N_A,NCC05,AFY,2024,2023,0,2024-03-31,INR,102740000000
RBI:NOT_COIN_RN(1.0),N_A,NCC06,AFY,2024,2023,0,2024-03-31,INR,68640000000
