DATAFLOW,AUDST,FREQ,LIAB_ITEMS_RN,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI39,2025,2024,0,2025-03-28,INR,1122960000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI4,2025,2024,0,2025-03-28,INR,21505080000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI38,2025,2024,0,2025-03-28,INR,5930850000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI32,2025,2024,0,2025-03-28,INR,0.0
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI2,2025,2024,0,2025-03-28,INR,110000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI37,2025,2024,0,2025-03-28,INR,469630000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI3,2025,2024,0,2025-03-28,INR,17092850000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,NT_ISSU_TTL,2025,2024,0,2025-03-28,INR,36838470000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI1,2025,2024,0,2025-03-28,INR,36838360000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI34,2025,2024,0,2025-03-28,INR,9430600000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI31,2025,2024,0,2025-03-28,INR,1000000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI33,2025,2024,0,2025-03-28,INR,420000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI36,2025,2024,0,2025-03-28,INR,59630000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI35,2025,2024,0,2025-02-28,INR,74520000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LIA,2025,2024,0,2025-02-28,INR,36182250000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI39,2025,2024,0,2025-02-28,INR,953050000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI2,2025,2024,0,2025-02-28,INR,140000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI4,2025,2024,0,2025-02-28,INR,21732080000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI1,2025,2024,0,2025-02-28,INR,36155740000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI37,2025,2024,0,2025-02-28,INR,466300000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI33,2025,2024,0,2025-02-28,INR,420000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI3,2025,2024,0,2025-02-28,INR,14450170000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI36,2025,2024,0,2025-02-28,INR,48140000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI31,2025,2024,0,2025-02-28,INR,1010000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,NT_ISSU_TTL,2025,2024,0,2025-02-28,INR,36155880000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI32,2025,2024,0,2025-02-28,INR,0.0
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI38,2025,2024,0,2025-02-28,INR,3634840000000
RBI:RBI_LIAB_M_RN(1.0),N_A,M,LI34,2025,2024,0,2025-02-28,INR,9271890000000
