DATAFLOW,AUDST,COSO_MER_RN,FREQ,REPYEAREND,REPYEARSTART,SOUR_MS_RN,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:MSS_M_RN(1.0),N_A,N_A,M,2010,2009,N_A,0,2009-11-20,INR,135335108200000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2010,2009,N_A,0,2009-10-23,INR,133347187400000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2010,2009,N_A,0,2009-09-25,INR,135780127400000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2010,2009,N_A,0,2009-08-28,INR,133145252400000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2010,2009,N_A,0,2009-07-31,INR,132110915800000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2010,2009,N_A,0,2009-06-19,INR,129958652900000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2010,2009,N_A,0,2009-05-22,INR,126866382300000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2010,2009,N_A,0,2009-04-24,INR,128441080500000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2009,2008,N_A,0,2009-03-31,INR,130285762800000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2009,2008,N_A,0,2009-02-27,INR,123116922400000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2009,2008,N_A,0,2009-01-30,INR,120622515500000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2009,2008,N_A,0,2008-12-19,INR,119410753600000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2009,2008,N_A,0,2008-11-21,INR,118461024900000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2009,2008,N_A,0,2008-10-24,INR,118517178400000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2009,2008,N_A,0,2008-09-26,INR,119060220500000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2009,2008,N_A,0,2008-08-29,INR,114157370200000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2009,2008,N_A,0,2008-07-18,INR,114318002200000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2009,2008,N_A,0,2008-06-20,INR,114454039000000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2009,2008,N_A,0,2008-05-23,INR,114786967300000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2009,2008,N_A,0,2008-04-25,INR,109582218700000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2008,2007,N_A,0,2008-03-31,INR,110911097700000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2008,2007,N_A,0,2008-02-29,INR,104853778300000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2008,2007,N_A,0,2008-01-18,INR,98681328600000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2008,2007,N_A,0,2007-12-21,INR,97292711400000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2008,2007,N_A,0,2007-11-23,INR,96682432200000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2008,2007,N_A,0,2007-10-26,INR,93898567700000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2008,2007,N_A,0,2007-09-28,INR,93765005700000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2008,2007,N_A,0,2007-08-31,INR,91137995400000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2008,2007,N_A,0,2007-07-20,INR,89359849700000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2008,2007,N_A,0,2007-06-22,INR,86541813500000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2008,2007,N_A,0,2007-05-25,INR,86402404400000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2008,2007,N_A,0,2007-04-27,INR,87429092600000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2007,2006,N_A,0,2007-03-31,INR,88907099500000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2007,2006,N_A,0,2007-02-16,INR,85873741400000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2007,2006,N_A,0,2007-01-19,INR,83734589500000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2007,2006,N_A,0,2006-12-22,INR,82557875500000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2007,2006,N_A,0,2006-11-24,INR,80466168100000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2007,2006,N_A,0,2006-10-27,INR,79450977100000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2007,2006,N_A,0,2006-09-29,INR,79446691200000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2007,2006,N_A,0,2006-08-18,INR,77355061900000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2007,2006,N_A,0,2006-07-21,INR,77010237300000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2007,2006,N_A,0,2006-06-23,INR,75619508000000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2007,2006,N_A,0,2006-05-26,INR,75202567900000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2007,2006,N_A,0,2006-04-28,INR,74574654000000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2006,2005,N_A,0,2006-03-31,INR,72869560700000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2006,2005,N_A,0,2006-02-17,INR,69623399000000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2006,2005,N_A,0,2006-01-20,INR,68735294500000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2006,2005,N_A,0,2005-12-23,INR,68100678200000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2006,2005,N_A,0,2005-11-25,INR,67684399200000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2006,2005,N_A,0,2005-10-28,INR,67019757100000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2006,2005,N_A,0,2005-09-30,INR,65638896400000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2006,2005,N_A,0,2005-08-19,INR,63875248800000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2006,2005,N_A,0,2005-07-22,INR,62632629600000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2006,2005,N_A,0,2005-06-24,INR,62552418200000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2006,2005,N_A,0,2005-05-27,INR,62135837600000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2006,2005,N_A,0,2005-04-29,INR,62608032500000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2005,2004,N_A,0,2005-03-31,INR,62467241000000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2005,2004,N_A,0,2005-02-18,INR,60117149900000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2005,2004,N_A,0,2005-01-21,INR,59691217600000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2005,2004,N_A,0,2004-12-24,INR,58834166800000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2005,2004,N_A,0,2004-11-26,INR,58639560200000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2005,2004,N_A,0,2004-10-29,INR,57480560300000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2005,2004,N_A,0,2004-09-17,INR,54727483600000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2005,2004,N_A,0,2004-08-20,INR,54413189700000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2005,2004,N_A,0,2004-07-23,INR,54153090600000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2005,2004,N_A,0,2004-06-25,INR,53864837000000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2005,2004,N_A,0,2004-05-28,INR,53495074400000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2005,2004,N_A,0,2004-04-30,INR,53080384100000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2004,2003,N_A,0,2004-03-31,INR,51585868700000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2004,2003,N_A,0,2004-02-20,INR,50536747200000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2004,2003,N_A,0,2004-01-23,INR,49654902800000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2004,2003,N_A,0,2003-12-26,INR,48801188300000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2004,2003,N_A,0,2003-11-28,INR,48449463400000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2004,2003,N_A,0,2003-10-31,INR,47374896900000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2004,2003,N_A,0,2003-09-19,INR,45815102300000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2004,2003,N_A,0,2003-08-22,INR,45280031100000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2004,2003,N_A,0,2003-07-25,INR,45922831400000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2004,2003,N_A,0,2003-06-27,INR,45631236900000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2004,2003,N_A,0,2003-05-30,INR,45740118600000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2004,2003,N_A,0,2003-04-18,INR,44756264600000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2003,2002,N_A,0,2003-03-31,INR,44693950000000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2003,2002,N_A,0,2003-02-21,INR,42977248000000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2003,2002,N_A,0,2003-01-24,INR,42314009000000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2003,2002,N_A,0,2002-12-27,INR,41744474400000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2003,2002,N_A,0,2002-11-29,INR,41272543300000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2003,2002,N_A,0,2002-10-18,INR,40477846100000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2003,2002,N_A,0,2002-09-20,INR,40062844900000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2003,2002,N_A,0,2002-08-23,INR,39967108900000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2003,2002,N_A,0,2002-07-26,INR,40168867700000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2003,2002,N_A,0,2002-06-28,INR,39481147800000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2003,2002,N_A,0,2002-05-31,INR,38914254000000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2003,2002,N_A,0,2002-04-19,INR,36949381900000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2002,2001,N_A,0,2002-03-31,INR,36690545500000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2002,2001,N_A,0,2002-02-22,INR,35676184300000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2002,2001,N_A,0,2002-01-25,INR,35182901600000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2002,2001,N_A,0,2001-12-28,INR,34674113400000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2002,2001,N_A,0,2001-11-30,INR,34494401900000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2002,2001,N_A,0,2001-10-19,INR,33788430900000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2002,2001,N_A,0,2001-09-21,INR,33312402300000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2002,2001,N_A,0,2001-08-24,INR,32638880600000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2002,2001,N_A,0,2001-07-27,INR,32700807700000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2002,2001,N_A,0,2001-06-29,INR,32132725400000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2002,2001,N_A,0,2001-05-18,INR,32244797500000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2002,2001,N_A,0,2001-04-20,INR,31968237000000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2001,2000,N_A,0,2001-03-31,INR,31666369600000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2001,2000,N_A,0,2001-02-23,INR,30883832300000
RBI:MSS_M_RN(1.0),N_A,N_A,M,2001,2000,N_A,0,2001-01-26,INR,31617697800000
