DATAFLOW,ASET_ITEMS_RN,AUDST,FREQ,REPYEAREND,REPYEARSTART,UNIT_MULT,TIME_PERIOD,UNIT_MEASURE,OBS_VALUE
RBI:RBI_ASSET_M_RN(1.0),AI073,N_A,M,2026,2025,0,2026-02-27,INR,1254100000000
RBI:RBI_ASSET_M_RN(1.0),AI05,N_A,M,2026,2025,0,2026-02-27,INR,110000000
RBI:RBI_ASSET_M_RN(1.0),AI07,N_A,M,2026,2025,0,2026-02-27,INR,3356940000000
RBI:RBI_ASSET_M_RN(1.0),AI04,N_A,M,2026,2025,0,2026-02-27,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI11,N_A,M,2026,2025,0,2026-01-30,INR,8475837700000
RBI:RBI_ASSET_M_RN(1.0),AI03,N_A,M,2026,2025,0,2026-01-30,INR,2832400000
RBI:RBI_ASSET_M_RN(1.0),AI074,N_A,M,2026,2025,0,2026-01-30,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),A2,N_A,M,2026,2025,0,2026-01-30,INR,39572193600000
RBI:RBI_ASSET_M_RN(1.0),AI1102,N_A,M,2026,2025,0,2026-01-30,INR,301641800000
RBI:RBI_ASSET_M_RN(1.0),AI10,N_A,M,2026,2025,0,2026-01-30,INR,20656179000000
RBI:RBI_ASSET_M_RN(1.0),AI06,N_A,M,2026,2025,0,2026-01-30,INR,16943371399999.998
RBI:RBI_ASSET_M_RN(1.0),AI079,N_A,M,2026,2025,0,2026-01-30,INR,1676802000000
RBI:RBI_ASSET_M_RN(1.0),AI07,N_A,M,2026,2025,0,2026-01-30,INR,3334430400000
RBI:RBI_ASSET_M_RN(1.0),AI071,N_A,M,2026,2025,0,2026-01-30,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI04,N_A,M,2026,2025,0,2026-01-30,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI02,N_A,M,2026,2025,0,2026-01-30,INR,35078861200000
RBI:RBI_ASSET_M_RN(1.0),AI081,N_A,M,2026,2025,0,2026-01-30,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI072,N_A,M,2026,2025,0,2026-01-30,INR,134479300000
RBI:RBI_ASSET_M_RN(1.0),AI05,N_A,M,2026,2025,0,2026-01-30,INR,152500000
RBI:RBI_ASSET_M_RN(1.0),AI01,N_A,M,2026,2025,0,2026-01-30,INR,4490500000000
RBI:RBI_ASSET_M_RN(1.0),A1,N_A,M,2026,2025,0,2026-01-30,INR,49409971000000
RBI:RBI_ASSET_M_RN(1.0),AI076,N_A,M,2026,2025,0,2026-01-30,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI08,N_A,M,2026,2025,0,2026-01-30,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI078,N_A,M,2026,2025,0,2026-01-30,INR,159649100000
RBI:RBI_ASSET_M_RN(1.0),AI073,N_A,M,2026,2025,0,2026-01-30,INR,1363500000000
RBI:RBI_ASSET_M_RN(1.0),AI1101,N_A,M,2026,2025,0,2026-01-30,INR,8174195900000
RBI:RBI_ASSET_M_RN(1.0),AI1102,N_A,M,2026,2025,0,2025-12-26,INR,283007399999.999
RBI:RBI_ASSET_M_RN(1.0),AI04,N_A,M,2026,2025,0,2025-12-26,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),A1,N_A,M,2026,2025,0,2025-12-26,INR,43947592900000
RBI:RBI_ASSET_M_RN(1.0),AI03,N_A,M,2026,2025,0,2025-12-26,INR,2336400000
RBI:RBI_ASSET_M_RN(1.0),AI071,N_A,M,2026,2025,0,2025-12-26,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI079,N_A,M,2026,2025,0,2025-12-26,INR,1081588500000
RBI:RBI_ASSET_M_RN(1.0),AI074,N_A,M,2026,2025,0,2025-12-26,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI11,N_A,M,2026,2025,0,2025-12-26,INR,6855681899999.999
RBI:RBI_ASSET_M_RN(1.0),AI072,N_A,M,2026,2025,0,2025-12-26,INR,233591500000
RBI:RBI_ASSET_M_RN(1.0),AI081,N_A,M,2026,2025,0,2025-12-26,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI076,N_A,M,2026,2025,0,2025-12-26,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI078,N_A,M,2026,2025,0,2025-12-26,INR,164501100000
RBI:RBI_ASSET_M_RN(1.0),A2,N_A,M,2026,2025,0,2025-12-26,INR,38887749700000
RBI:RBI_ASSET_M_RN(1.0),AI08,N_A,M,2026,2025,0,2025-12-26,INR,0.0
RBI:RBI_ASSET_M_RN(1.0),AI07,N_A,M,2026,2025,0,2025-12-26,INR,3458621100000
RBI:RBI_ASSET_M_RN(1.0),AI1101,N_A,M,2026,2025,0,2025-12-26,INR,6572674500000
RBI:RBI_ASSET_M_RN(1.0),AI073,N_A,M,2026,2025,0,2025-12-26,INR,1978940000000
